START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.8.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: C5A
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 48672078
OPERATORS: OK1DIX, OK1DO, OK1FFU, OK1NY, OK1RI, OK1RK, OK8WW/OM2TW,  OM5AW,
OPERATORS: OM6NM
NAME: Richard Gasparik
SOAPBOX: Our second M/M effort from the beach in Gambia. We have had a lot of
SOAPBOX: problems in the beginning, part of our luggage with all the aluminum
SOAPBOX: and glass-fiber was lost somewhere on the way, our PPA's were held by
SOAPBOX: the customs, there was only 190V in the net..... but finally
QSO: 28484 PH 2011-10-29 0013 C5A           59  35     PY2VZ         59  11     0
QSO:  1839 PH 2011-10-29 0013 C5A           59  35     K3LR          59  05     0
QSO:  3688 PH 2011-10-29 0013 C5A           59  35     W8JI          59  05     0
QSO: 14217 PH 2011-10-29 0014 C5A           59  35     AB9QT/M       59  04     0
QSO:  1839 PH 2011-10-29 0014 C5A           59  35     CQ9T          59  33     0
QSO: 14217 PH 2011-10-29 0014 C5A           59  35     US1I          59  16     0
QSO: 28484 PH 2011-10-29 0014 C5A           59  35     WP3GW         59  08     0
QSO: 14217 PH 2011-10-29 0014 C5A           59  35     BY5CD         59  24     0
QSO:  1839 PH 2011-10-29 0014 C5A           59  35     UZ2M          59  16     0
QSO: 14217 PH 2011-10-29 0014 C5A           59  35     W1KT          59  05     0
QSO: 14217 PH 2011-10-29 0014 C5A           59  35     K1RX          59  05     0
QSO: 14217 PH 2011-10-29 0015 C5A           59  35     VE3NNG        59  04     0
QSO:  3688 PH 2011-10-29 0015 C5A           59  35     WB2NPY        59  05     0
QSO:  1839 PH 2011-10-29 0015 C5A           59  35     RZ3EC         59  16     0
QSO: 14217 PH 2011-10-29 0015 C5A           59  35     W1GQ          59  05     0
QSO: 14217 PH 2011-10-29 0015 C5A           59  35     VE3KKB        59  04     0
QSO:  3688 PH 2011-10-29 0015 C5A           59  35     G4NXG         59  14     0
QSO: 14217 PH 2011-10-29 0015 C5A           59  35     TS2A          59  33     0
QSO:  3688 PH 2011-10-29 0015 C5A           59  35     TM2B          59  14     0
QSO: 14217 PH 2011-10-29 0015 C5A           59  35     EA3WD         59  14     0
QSO:  7088 PH 2011-10-29 0015 C5A           59  35     LY9A          59  15     0
QSO: 14217 PH 2011-10-29 0015 C5A           59  35     RN4AM         59  16     0
QSO:  1839 PH 2011-10-29 0016 C5A           59  35     RU6L          59  16     0
QSO: 14217 PH 2011-10-29 0016 C5A           59  35     ED7R          59  14     0
QSO: 28484 PH 2011-10-29 0016 C5A           59  35     PY5ZW         59  11     0
QSO: 14217 PH 2011-10-29 0016 C5A           59  35     K1TR          59  05     0
QSO: 14217 PH 2011-10-29 0016 C5A           59  35     W2CG          59  05     0
QSO:  3688 PH 2011-10-29 0016 C5A           59  35     OK1HFP        59  15     0
QSO: 14217 PH 2011-10-29 0016 C5A           59  35     KG1E          59  05     0
QSO:  1839 PH 2011-10-29 0016 C5A           59  35     RT6A          59  16     0
QSO:  3688 PH 2011-10-29 0016 C5A           59  35     G6PZ          59  14     0
QSO: 14217 PH 2011-10-29 0016 C5A           59  35     W8EMI         59  04     0
QSO:  7088 PH 2011-10-29 0016 C5A           59  35     EA5FWW        59  14     0
QSO:  3688 PH 2011-10-29 0016 C5A           59  35     RL3A          59  16     0
QSO: 28484 PH 2011-10-29 0016 C5A           59  35     PY1PDF        59  11     0
QSO:  7088 PH 2011-10-29 0016 C5A           59  35     EE3E          59  14     0
QSO:  3688 PH 2011-10-29 0017 C5A           59  35     OM7M          59  15     0
QSO: 14217 PH 2011-10-29 0017 C5A           59  35     VA3TTU        59  04     0
QSO: 14217 PH 2011-10-29 0017 C5A           59  35     W6XK          59  03     0
QSO:  7088 PH 2011-10-29 0017 C5A           59  35     EI8GS         59  14     0
QSO:  3688 PH 2011-10-29 0017 C5A           59  35     AB1NJ         59  05     0
QSO: 14217 PH 2011-10-29 0017 C5A           59  35     N6LVY         59  03     0
QSO:  7088 PH 2011-10-29 0017 C5A           59  35     VE9HF         59  05     0
QSO:  1839 PH 2011-10-29 0017 C5A           59  35     UA6IK         59  16     0
QSO: 14217 PH 2011-10-29 0017 C5A           59  35     WA6KBL        59  03     0
QSO:  3688 PH 2011-10-29 0018 C5A           59  35     LN3Z          59  14     0
QSO:  3688 PH 2011-10-29 0018 C5A           59  35     EB1WW         59  14     0
QSO: 14217 PH 2011-10-29 0018 C5A           59  35     KL7AR         59  01     0
QSO:  3688 PH 2011-10-29 0018 C5A           59  35     DL5AN         59  14     0
QSO: 28484 PH 2011-10-29 0018 C5A           59  35     VK8PDX        59  29     0
QSO: 14217 PH 2011-10-29 0018 C5A           59  35     N2FJ          59  05     0
QSO:  1839 PH 2011-10-29 0018 C5A           59  35     OZ1CTK        59  14     0
QSO:  3688 PH 2011-10-29 0018 C5A           59  35     W9NIO         59  04     0
QSO: 14217 PH 2011-10-29 0018 C5A           59  35     VE2NGH        59  05     0
QSO:  3688 PH 2011-10-29 0019 C5A           59  35     RN9CM         59  17     0
QSO: 14217 PH 2011-10-29 0019 C5A           59  35     W2PV          59  05     0
QSO: 21362 PH 2011-10-29 0019 C5A           59  35     PY2TDX        59  11     0
QSO:  3688 PH 2011-10-29 0019 C5A           59  35     IO5O          59  15     0
QSO: 28484 PH 2011-10-29 0019 C5A           59  35     VK4BOF        59  30     0
QSO:  7088 PH 2011-10-29 0019 C5A           59  35     G7HAN         59  14     0
QSO:  3688 PH 2011-10-29 0019 C5A           59  35     CR5R          59  14     0
QSO: 28484 PH 2011-10-29 0019 C5A           59  35     EA7OT         59  14     0
QSO: 14217 PH 2011-10-29 0019 C5A           59  35     K4IZE         59  05     0
QSO:  3688 PH 2011-10-29 0019 C5A           59  35     K4SMX         59  05     0
QSO:  7088 PH 2011-10-29 0019 C5A           59  35     OK1WCF        59  15     0
QSO:  1839 PH 2011-10-29 0020 C5A           59  35     IR4A          59  15     0
QSO: 21362 PH 2011-10-29 0020 C5A           59  35     NP2B          59  08     0
QSO: 28484 PH 2011-10-29 0020 C5A           59  35     PV8ABC        59  11     0
QSO: 14217 PH 2011-10-29 0020 C5A           59  35     VA3ZTZ        59  04     0
QSO:  7088 PH 2011-10-29 0020 C5A           59  35     VE2FXL        59  05     0
QSO: 14217 PH 2011-10-29 0020 C5A           59  35     NN8M          59  04     0
QSO:  3688 PH 2011-10-29 0020 C5A           59  35     EI7M          59  14     0
QSO: 14217 PH 2011-10-29 0020 C5A           59  35     N3RS          59  05     0
QSO:  3688 PH 2011-10-29 0020 C5A           59  35     W1ZA          59  05     0
QSO: 14217 PH 2011-10-29 0020 C5A           59  35     KB1JDY        59  05     0
QSO:  3688 PH 2011-10-29 0021 C5A           59  35     OM8A          59  15     0
QSO: 14217 PH 2011-10-29 0021 C5A           59  35     K3LR          59  05     0
QSO:  3688 PH 2011-10-29 0021 C5A           59  35     RA3M          59  16     0
QSO:  7088 PH 2011-10-29 0021 C5A           59  35     HB9ZZ         59  14     0
QSO: 28484 PH 2011-10-29 0021 C5A           59  35     HC2/KF6ZWD    59  10     0
QSO: 14217 PH 2011-10-29 0021 C5A           59  35     AA3K          59  05     0
QSO: 14217 PH 2011-10-29 0021 C5A           59  35     K2AX          59  05     0
QSO: 14217 PH 2011-10-29 0021 C5A           59  35     CT1YUA        59  14     0
QSO:  3688 PH 2011-10-29 0022 C5A           59  35     EE5R          59  14     0
QSO: 21362 PH 2011-10-29 0022 C5A           59  35     ZL50GH        59  32     0
QSO: 14217 PH 2011-10-29 0022 C5A           59  35     N9YK          59  04     0
QSO:  7088 PH 2011-10-29 0022 C5A           59  35     RX9FJ         59  17     0
QSO: 14217 PH 2011-10-29 0022 C5A           59  35     K2TE          59  05     0
QSO:  3688 PH 2011-10-29 0022 C5A           59  35     LY1G          59  15     0
QSO: 14217 PH 2011-10-29 0022 C5A           59  35     K2EP          59  05     0
QSO: 14217 PH 2011-10-29 0022 C5A           59  35     N8MM          59  04     0
QSO:  3688 PH 2011-10-29 0022 C5A           59  35     EA3WD         59  14     0
QSO:  7088 PH 2011-10-29 0022 C5A           59  35     HA1TNX        59  15     0
QSO: 21362 PH 2011-10-29 0022 C5A           59  35     KH6MB         59  31     0
QSO: 14217 PH 2011-10-29 0022 C5A           59  35     W2VI          59  05     0
QSO:  3688 PH 2011-10-29 0023 C5A           59  35     TM2S          59  14     0
QSO:  3688 PH 2011-10-29 0023 C5A           59  35     RG9A          59  17     0
QSO: 14217 PH 2011-10-29 0023 C5A           59  35     WD0FAA        59  03     0
QSO:  3688 PH 2011-10-29 0023 C5A           59  35     9A7A          59  15     0
QSO: 14217 PH 2011-10-29 0023 C5A           59  35     VE3EJ         59  04     0
QSO: 28484 PH 2011-10-29 0023 C5A           59  35     VP5DX         59  08     0
QSO:  1839 PH 2011-10-29 0023 C5A           59  35     IR4X          59  15     0
QSO: 14217 PH 2011-10-29 0023 C5A           59  35     N2FF          59  05     0
QSO: 21362 PH 2011-10-29 0023 C5A           59  35     W6YI          59  03     0
QSO:  3688 PH 2011-10-29 0023 C5A           59  35     PA0LEG        59  14     0
QSO: 14217 PH 2011-10-29 0023 C5A           59  35     N1DG          59  05     0
QSO: 14217 PH 2011-10-29 0024 C5A           59  35     W2YC          59  05     0
QSO: 28484 PH 2011-10-29 0024 C5A           59  35     5C5W          59  33     0
QSO: 21362 PH 2011-10-29 0024 C5A           59  35     W6YX          59  03     0
QSO: 14217 PH 2011-10-29 0024 C5A           59  35     W3EA          59  05     0
QSO:  3688 PH 2011-10-29 0024 C5A           59  35     EI4GJB        59  14     0
QSO:  1839 PH 2011-10-29 0024 C5A           59  35     K3IP          59  05     0
QSO:  7088 PH 2011-10-29 0024 C5A           59  35     9A6B          59  15     0
QSO:  3688 PH 2011-10-29 0024 C5A           59  35     IR5A          59  15     0
QSO: 21362 PH 2011-10-29 0024 C5A           59  35     ZL2IFB        59  32     0
QSO: 14217 PH 2011-10-29 0024 C5A           59  35     JA8NFV        59  25     0
QSO: 21362 PH 2011-10-29 0024 C5A           59  35     YV5VR         59  09     0
QSO: 14217 PH 2011-10-29 0024 C5A           59  35     W9WJ          59  04     0
QSO:  3688 PH 2011-10-29 0024 C5A           59  35     W3GQ          59  05     0
QSO:  7088 PH 2011-10-29 0024 C5A           59  35     EA7HE         59  14     0
QSO:  3688 PH 2011-10-29 0024 C5A           59  35     W4EA          59  05     0
QSO: 14217 PH 2011-10-29 0025 C5A           59  35     VA3DF         59  04     0
QSO: 21362 PH 2011-10-29 0025 C5A           59  35     K7RL          59  03     0
QSO: 28484 PH 2011-10-29 0025 C5A           59  35     PY5DWK        59  11     0
QSO: 21362 PH 2011-10-29 0025 C5A           59  35     PT5T          59  11     0
QSO: 14217 PH 2011-10-29 0025 C5A           59  35     VE6DKC        59  04     0
QSO:  7088 PH 2011-10-29 0025 C5A           59  35     YO3JW         59  20     0
QSO:  3688 PH 2011-10-29 0025 C5A           59  35     W0AIH         59  04     0
QSO: 21362 PH 2011-10-29 0025 C5A           59  35     YV5MD         59  09     0
QSO: 14217 PH 2011-10-29 0025 C5A           59  35     EB6DOK        59  14     0
QSO:  3688 PH 2011-10-29 0026 C5A           59  35     F4FFH         59  14     0
QSO:  3688 PH 2011-10-29 0026 C5A           59  35     W3BJ          59  05     0
QSO: 14217 PH 2011-10-29 0026 C5A           59  35     KW8N          59  04     0
QSO: 21362 PH 2011-10-29 0026 C5A           59  35     PV8RF         59  11     0
QSO:  3688 PH 2011-10-29 0026 C5A           59  35     KU4V          59  05     0
QSO: 14217 PH 2011-10-29 0026 C5A           59  35     LZ9W          59  20     0
QSO:  3688 PH 2011-10-29 0026 C5A           59  35     S51T          59  15     0
QSO: 14217 PH 2011-10-29 0026 C5A           59  35     N1IBM         59  05     0
QSO: 14217 PH 2011-10-29 0027 C5A           59  35     K6SMF         59  03     0
QSO:  3688 PH 2011-10-29 0027 C5A           59  35     RW6ALB        59  16     0
QSO:  3688 PH 2011-10-29 0027 C5A           59  35     N3RS          59  05     0
QSO: 14217 PH 2011-10-29 0027 C5A           59  35     VE2AWR        59  05     0
QSO:  3688 PH 2011-10-29 0027 C5A           59  35     GM7R          59  14     0
QSO: 14217 PH 2011-10-29 0027 C5A           59  35     K2ITT         59  05     0
QSO: 14217 PH 2011-10-29 0027 C5A           59  35     K1FWE         59  05     0
QSO: 28484 PH 2011-10-29 0028 C5A           59  35     EA8AQV        59  33     0
QSO: 14217 PH 2011-10-29 0028 C5A           59  35     W4EE          59  05     0
QSO:  3688 PH 2011-10-29 0028 C5A           59  35     K1NAJ         59  05     0
QSO: 28484 PH 2011-10-29 0028 C5A           59  35     YV5GLF        59  09     0
QSO: 14217 PH 2011-10-29 0028 C5A           59  35     N5DX          59  04     0
QSO:  3688 PH 2011-10-29 0028 C5A           59  35     T70A          59  15     0
QSO: 14217 PH 2011-10-29 0028 C5A           59  35     N2SR          59  05     0
QSO:  3688 PH 2011-10-29 0028 C5A           59  35     RK3IM         59  16     0
QSO: 14217 PH 2011-10-29 0028 C5A           59  35     K5EK          59  05     0
QSO: 21362 PH 2011-10-29 0029 C5A           59  35     WP3EF         59  08     0
QSO: 14217 PH 2011-10-29 0029 C5A           59  35     WS4H          59  05     0
QSO:  3688 PH 2011-10-29 0029 C5A           59  35     DR1A          59  14     0
QSO: 14217 PH 2011-10-29 0029 C5A           59  35     K3PP          59  05     0
QSO: 28484 PH 2011-10-29 0029 C5A           59  35     PY2NZ         59  11     0
QSO: 14217 PH 2011-10-29 0029 C5A           59  35     K8AZ          59  04     0
QSO:  3688 PH 2011-10-29 0029 C5A           59  35     DP6A          59  14     0
QSO: 14217 PH 2011-10-29 0029 C5A           59  35     KA0BMX        59  04     0
QSO:  3688 PH 2011-10-29 0029 C5A           59  35     RT4RO         59  16     0
QSO: 14217 PH 2011-10-29 0029 C5A           59  35     W1KDA         59  05     0
QSO:  3688 PH 2011-10-29 0029 C5A           59  35     S52ZW         59  15     0
QSO:  3688 PH 2011-10-29 0030 C5A           59  35     DP5P          59  14     0
QSO: 14217 PH 2011-10-29 0030 C5A           59  35     N2TU          59  05     0
QSO: 14217 PH 2011-10-29 0030 C5A           59  35     W1RZF         59  05     0
QSO:  3688 PH 2011-10-29 0030 C5A           59  35     M4A           59  14     0
QSO: 14217 PH 2011-10-29 0030 C5A           59  35     W3MF          59  05     0
QSO: 28484 PH 2011-10-29 0030 C5A           59  35     PU2STZ        59  11     0
QSO: 14217 PH 2011-10-29 0030 C5A           59  35     N2MM          59  05     0
QSO:  3688 PH 2011-10-29 0030 C5A           59  35     TM7F          59  14     0
QSO:  7088 PH 2011-10-29 0030 C5A           59  35     DJ5MW         59  14     0
QSO: 14217 PH 2011-10-29 0030 C5A           59  35     KE6V          59  03     0
QSO:  3688 PH 2011-10-29 0030 C5A           59  35     RN4AA         59  16     0
QSO: 14217 PH 2011-10-29 0031 C5A           59  35     N4VV          59  04     0
QSO:  3688 PH 2011-10-29 0031 C5A           59  35     R8MD          59  17     0
QSO:  7088 PH 2011-10-29 0031 C5A           59  35     TM7F          59  14     0
QSO: 14217 PH 2011-10-29 0031 C5A           59  35     WW4CP         59  05     0
QSO: 14217 PH 2011-10-29 0031 C5A           59  35     WA1NRQ        59  05     0
QSO:  3688 PH 2011-10-29 0031 C5A           59  35     IR2C          59  15     0
QSO:  3688 PH 2011-10-29 0031 C5A           59  35     HG1S          59  15     0
QSO:  7088 PH 2011-10-29 0031 C5A           59  35     DG1IU         59  14     0
QSO: 14217 PH 2011-10-29 0031 C5A           59  35     W1ZS          59  05     0
QSO: 14217 PH 2011-10-29 0031 C5A           59  35     N8MDP         59  04     0
QSO:  3688 PH 2011-10-29 0031 C5A           59  35     TS2A          59  33     0
QSO: 28484 PH 2011-10-29 0031 C5A           59  35     AL2V          59  01     0
QSO: 14217 PH 2011-10-29 0032 C5A           59  35     N9ZM          59  04     0
QSO:  3688 PH 2011-10-29 0032 C5A           59  35     IO1T          59  15     0
QSO: 14217 PH 2011-10-29 0032 C5A           59  35     KG8OU         59  04     0
QSO: 14217 PH 2011-10-29 0032 C5A           59  35     NA2U          59  03     0
QSO: 14217 PH 2011-10-29 0032 C5A           59  35     W2YR          59  05     0
QSO: 14217 PH 2011-10-29 0032 C5A           59  35     NE0U          59  04     0
QSO:  3688 PH 2011-10-29 0032 C5A           59  35     IR2C          59  15     0
QSO:  7088 PH 2011-10-29 0033 C5A           59  35     EI4CF         59  14     0
QSO: 14217 PH 2011-10-29 0033 C5A           59  35     K7SV          59  05     0
QSO:  3688 PH 2011-10-29 0033 C5A           59  35     OK1DQT        59  15     0
QSO:  3688 PH 2011-10-29 0033 C5A           59  35     SN2B          59  15     0
QSO: 14217 PH 2011-10-29 0033 C5A           59  35     VE3MIS        59  04     0
QSO:  3688 PH 2011-10-29 0033 C5A           59  35     UT7X          59  16     0
QSO: 14217 PH 2011-10-29 0033 C5A           59  35     WK4Y          59  05     0
QSO:  3688 PH 2011-10-29 0034 C5A           59  35     UZ2M          59  16     0
QSO: 14217 PH 2011-10-29 0034 C5A           59  35     W1ABO         59  05     0
QSO:  3688 PH 2011-10-29 0034 C5A           59  35     SO8A          59  15     0
QSO: 14217 PH 2011-10-29 0034 C5A           59  35     WA5VGI        59  03     0
QSO:  3688 PH 2011-10-29 0034 C5A           59  35     CR3A          59  33     0
QSO:  7088 PH 2011-10-29 0034 C5A           59  35     IR3Y          59  15     0
