START-OF-LOG: 3.0
CREATED-BY: GenLog v7.0
LOCATION: NLI
CONTEST: CQ-WW-SSB
CALLSIGN: W2HCB
CATEGORY-BAND: ALL
CLAIMED-SCORE: 40080
OPERATORS: W2HCB
CLUB: Great South Bay Amateur Radio Club
NAME: John M  W2HCB
SOAPBOX: Had alot of fun ran 25 watts and a g5rv
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  7000 PH 2011-10-29 0207 W2HCB         59  05     VY2ZM         59  05
QSO:  7000 PH 2011-10-29 0215 W2HCB         59  05     ED5T          59  14
QSO:  7000 PH 2011-10-29 0217 W2HCB         59  05     SN3R          59  15
QSO:  7000 PH 2011-10-29 0218 W2HCB         59  05     SJ2W          59  14
QSO:  7000 PH 2011-10-29 0225 W2HCB         59  05     9A1P          59  15
QSO:  7000 PH 2011-10-29 0226 W2HCB         59  05     ED1R          59  14
QSO:  7000 PH 2011-10-29 0232 W2HCB         59  05     DR1A          59  14
QSO:  7000 PH 2011-10-29 1309 W2HCB         59  05     VE3DC         59  04
QSO: 14000 PH 2011-10-29 1311 W2HCB         59  05     9Y4D          59  09
QSO: 14000 PH 2011-10-29 1312 W2HCB         59  05     TI8M          59  07
QSO: 14000 PH 2011-10-29 1319 W2HCB         59  05     T46A          59  08
QSO: 18110 PH 2011-10-29 1347 W2HCB         59  05     OK1HWU        59  15
QSO: 18110 PH 2011-10-29 1349 W2HCB         59  05     IR5T          59  15
QSO: 18110 PH 2011-10-29 1352 W2HCB         59  05     F5TTI         59  14
QSO: 21000 PH 2011-10-29 1353 W2HCB         59  05     SN2B          59  15
QSO: 21000 PH 2011-10-29 1355 W2HCB         59  05     HA8JV         59  15
QSO: 21000 PH 2011-10-29 1304 W2HCB         59  05     YT9A          59  15
QSO: 21000 PH 2011-10-29 1815 W2HCB         59  05     YV4GLD        59  09
QSO: 21000 PH 2011-10-29 1816 W2HCB         59  05     N4DXY         59  05
QSO: 21000 PH 2011-10-29 1818 W2HCB         59  05     DC4A          59  14
QSO: 21000 PH 2011-10-29 1820 W2HCB         59  05     TM4CW         59  14
QSO: 21000 PH 2011-10-29 1822 W2HCB         59  05     TM6M          59  14
QSO: 21000 PH 2011-10-29 1824 W2HCB         59  05     TM2T          59  14
QSO: 21000 PH 2011-10-29 1826 W2HCB         59  05     OT5A          59  14
QSO: 21000 PH 2011-10-29 1829 W2HCB         59  05     FY5KE         59  09
QSO: 21000 PH 2011-10-29 1830 W2HCB         59  05     VE6JY         59  04
QSO: 21000 PH 2011-10-29 1831 W2HCB         59  05     XE1RCS        59  05
QSO: 21000 PH 2011-10-29 1837 W2HCB         59  05     EA3GEG        59  14
QSO: 21000 PH 2011-10-29 1838 W2HCB         59  05     TM1E          59  14
QSO: 21000 PH 2011-10-29 1843 W2HCB         59  05     K9CT          59  04
QSO: 21000 PH 2011-10-29 1844 W2HCB         59  05     NA8J          59  05
QSO: 21000 PH 2011-10-29 1846 W2HCB         59  05     VE6SV         59  04
QSO: 21000 PH 2011-10-29 1848 W2HCB         59  05     ED1R          59  14
