START-OF-LOG: 3.0
CALLSIGN: OK1C
CLUB:
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 370164
OPERATORS: OK1C
NAME: Stepan Synek
CREATED-BY: N1MM Logger V11.10.2
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 14157 PH 2011-10-29 0550 OK1C          59  15     UT7L          59  16
QSO: 14159 PH 2011-10-29 0551 OK1C          59  15     EK3GM         59  21
QSO: 14162 PH 2011-10-29 0552 OK1C          59  15     4X2M          59  20
QSO: 14166 PH 2011-10-29 0552 OK1C          59  15     OK7O          59  15
QSO: 14169 PH 2011-10-29 0553 OK1C          59  15     II9P          59  15
QSO: 14172 PH 2011-10-29 0555 OK1C          59  15     RM4HZ         59  16
QSO: 14176 PH 2011-10-29 0556 OK1C          59  15     IT9ICS        59  15
QSO: 14293 PH 2011-10-29 0559 OK1C          59  15     JA7YRR        59  25
QSO: 14181 PH 2011-10-29 0603 OK1C          59  15     PI4DX         59  14
QSO: 14174 PH 2011-10-29 0604 OK1C          59  15     UA9TF         59  16
QSO: 14185 PH 2011-10-29 0606 OK1C          59  15     SV1JGX        59  20
QSO: 14195 PH 2011-10-29 0608 OK1C          59  15     YM7KA         59  20
QSO: 14200 PH 2011-10-29 0609 OK1C          59  15     US1I          59  16
QSO: 14205 PH 2011-10-29 0609 OK1C          59  15     RM3F          59  16
QSO: 28415 PH 2011-10-29 0620 OK1C          59  15     JA6BZI        59  25
QSO: 28595 PH 2011-10-29 0623 OK1C          59  15     JH4UYB        59  25
QSO: 28557 PH 2011-10-29 0626 OK1C          59  15     A61BM         59  21
QSO: 28560 PH 2011-10-29 0628 OK1C          59  15     E77A          59  15
QSO: 28564 PH 2011-10-29 0631 OK1C          59  15     JA7YRR        59  25
QSO: 28577 PH 2011-10-29 0635 OK1C          59  15     JA7BME        59  25
