START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: DF5TR
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 19264
CREATED-BY: UcxLog 6.79
OPERATORS: DF5TR
NAME: Herbert Schmid
SOAPBOX: Have had only few hours of time for this great contest,
SOAPBOX: anyway I will send you my little log!
SOAPBOX: I used the following equipment:
SOAPBOX: TS-440S and Inverted-Vee 2x13m long and 8m high
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 28000 PH 2011-10-29 1528 DF5TR         59  14     D2QV          59  36     0
QSO: 28000 PH 2011-10-29 1530 DF5TR         59  14     CX5TR         59  13     0
QSO: 28000 PH 2011-10-29 1532 DF5TR         59  14     AG4W          59  04     0
QSO: 28000 PH 2011-10-29 1540 DF5TR         59  14     KU1CW         59  04     0
QSO: 28000 PH 2011-10-29 1549 DF5TR         59  14     K8GL          59  04     0
QSO: 28000 PH 2011-10-29 1551 DF5TR         59  14     K3NM          59  05     0
QSO: 28000 PH 2011-10-29 1557 DF5TR         59  14     K8PO          59  05     0
QSO: 28000 PH 2011-10-29 1559 DF5TR         59  14     WB9Z          59  04     0
QSO: 28000 PH 2011-10-29 1604 DF5TR         59  14     NP2N          59  08     0
QSO: 28000 PH 2011-10-29 1607 DF5TR         59  14     K5KG          59  05     0
QSO: 28000 PH 2011-10-29 1609 DF5TR         59  14     K1TO          59  05     0
QSO: 28000 PH 2011-10-29 1611 DF5TR         59  14     K1RX          59  05     0
QSO: 28000 PH 2011-10-29 1613 DF5TR         59  14     W1KM          59  5      0
QSO: 28000 PH 2011-10-29 1616 DF5TR         59  14     W0RX          59  04     0
QSO: 28000 PH 2011-10-29 1619 DF5TR         59  14     K8AZ          59  04     0
QSO: 28000 PH 2011-10-29 1623 DF5TR         59  14     N5RZ          59  04     0
QSO: 28000 PH 2011-10-29 1626 DF5TR         59  14     PU2LEP        59  11     0
QSO: 28000 PH 2011-10-29 1629 DF5TR         59  14     N5DX          59  04     0
QSO: 28000 PH 2011-10-29 1631 DF5TR         59  14     KY5R          59  04     0
QSO: 28000 PH 2011-10-29 1633 DF5TR         59  14     PY2YU         59  11     0
QSO: 21000 PH 2011-10-29 1657 DF5TR         59  14     EE9Z          59  33     0
QSO: 28000 PH 2011-10-30 0932 DF5TR         59  14     YM7KA         59  20     0
QSO: 28000 PH 2011-10-30 0935 DF5TR         59  14     US4IQS        59  16     0
QSO: 28000 PH 2011-10-30 0938 DF5TR         59  14     YE1ZAW        59  28     0
QSO: 28000 PH 2011-10-30 0943 DF5TR         59  14     DR1A          59  14     0
