START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.8.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: EA8ZS
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 6685181
OPERATORS: OE2VEL
CLUB: BAVARIAN CONTEST CLUB
NAME: EA8ZS c/o Wolf Klier
SOAPBOX: Great experience to operate from Western Africa after 13 years again.
SOAPBOX: Special thanks to Manolo, EA8ZS,  for giving me this opportunity!
QSO: 14277 PH 2011-10-29 0000 EA8ZS         59  33     AI2I          59  05     0
QSO: 14277 PH 2011-10-29 0000 EA8ZS         59  33     K2LE          59  05     0
QSO: 14277 PH 2011-10-29 0000 EA8ZS         59  33     W3LPL         59  05     0
QSO: 14277 PH 2011-10-29 0001 EA8ZS         59  33     KB2ZWW        59  05     0
QSO: 14277 PH 2011-10-29 0001 EA8ZS         59  33     N1WRK         59  05     0
QSO: 14277 PH 2011-10-29 0001 EA8ZS         59  33     KC2QLA        59  05     0
QSO: 14277 PH 2011-10-29 0001 EA8ZS         59  33     KA9EKJ        59  04     0
QSO: 14277 PH 2011-10-29 0002 EA8ZS         59  33     KO4GS         59  05     0
QSO: 14277 PH 2011-10-29 0002 EA8ZS         59  33     K1DD          59  05     0
QSO: 14277 PH 2011-10-29 0002 EA8ZS         59  33     KE4UW         59  05     0
QSO: 14277 PH 2011-10-29 0002 EA8ZS         59  33     W3MR          59  05     0
QSO: 14277 PH 2011-10-29 0002 EA8ZS         59  33     K2TE          59  05     0
QSO: 14277 PH 2011-10-29 0003 EA8ZS         59  33     WB2KWF        59  05     0
QSO: 14277 PH 2011-10-29 0003 EA8ZS         59  33     W4AKO         59  05     0
QSO: 14277 PH 2011-10-29 0003 EA8ZS         59  33     WB2TFM        59  05     0
QSO: 14277 PH 2011-10-29 0004 EA8ZS         59  33     K4IZE         59  05     0
QSO: 14277 PH 2011-10-29 0004 EA8ZS         59  33     W4RM          59  05     0
QSO: 14277 PH 2011-10-29 0004 EA8ZS         59  33     W2CCW         59  05     0
QSO: 14277 PH 2011-10-29 0005 EA8ZS         59  33     N4RV          59  05     0
QSO: 14277 PH 2011-10-29 0005 EA8ZS         59  33     K3LR          59  05     0
QSO: 14277 PH 2011-10-29 0007 EA8ZS         59  33     N3IQ          59  05     0
QSO: 14277 PH 2011-10-29 0007 EA8ZS         59  33     N3ZA          59  05     0
QSO: 14277 PH 2011-10-29 0008 EA8ZS         59  33     W3FW          59  05     0
QSO: 14277 PH 2011-10-29 0008 EA8ZS         59  33     W1EBI         59  05     0
QSO: 14277 PH 2011-10-29 0008 EA8ZS         59  33     N3MX          59  05     0
QSO: 14277 PH 2011-10-29 0008 EA8ZS         59  33     WD5DBV        59  04     0
QSO: 14277 PH 2011-10-29 0008 EA8ZS         59  33     W7GMY         59  05     0
QSO: 14277 PH 2011-10-29 0009 EA8ZS         59  33     W3GM          59  05     0
QSO: 14277 PH 2011-10-29 0009 EA8ZS         59  33     W2NTV         59  05     0
QSO: 14277 PH 2011-10-29 0009 EA8ZS         59  33     W5RU          59  04     0
QSO:  7199 PH 2011-10-29 0010 EA8ZS         59  33     OE3K          59  15     0
QSO: 14277 PH 2011-10-29 0010 EA8ZS         59  33     K8YYY         59  05     0
QSO: 14277 PH 2011-10-29 0011 EA8ZS         59  33     W2YC          59  05     0
QSO: 14277 PH 2011-10-29 0011 EA8ZS         59  33     K3FT          59  05     0
QSO: 14277 PH 2011-10-29 0013 EA8ZS         59  33     TS2A          59  33     0
QSO: 14277 PH 2011-10-29 0013 EA8ZS         59  33     WB2BTJ        59  05     0
QSO:  7197 PH 2011-10-29 0014 EA8ZS         59  33     DR1A          59  14     0
QSO: 14277 PH 2011-10-29 0015 EA8ZS         59  33     N8ESW         59  05     0
QSO: 14277 PH 2011-10-29 0016 EA8ZS         59  33     W5MF          59  04     0
QSO: 14277 PH 2011-10-29 0016 EA8ZS         59  33     KB3IWV        59  05     0
QSO: 14277 PH 2011-10-29 0017 EA8ZS         59  33     K2GV          59  05     0
QSO: 14277 PH 2011-10-29 0017 EA8ZS         59  33     K2EP          59  05     0
QSO: 14277 PH 2011-10-29 0017 EA8ZS         59  33     KB3IBT        59  05     0
QSO: 14277 PH 2011-10-29 0018 EA8ZS         59  33     K8AZ          59  04     0
QSO: 14277 PH 2011-10-29 0018 EA8ZS         59  33     W2SNX         59  05     0
QSO: 14277 PH 2011-10-29 0018 EA8ZS         59  33     NN3RP         59  05     0
QSO: 14277 PH 2011-10-29 0019 EA8ZS         59  33     KG4MDT        59  04     0
QSO: 14277 PH 2011-10-29 0019 EA8ZS         59  33     K3PP          59  05     0
QSO: 14277 PH 2011-10-29 0019 EA8ZS         59  33     N8RF          59  04     0
QSO: 14277 PH 2011-10-29 0020 EA8ZS         59  33     KJ4VTH        59  05     0
QSO: 14277 PH 2011-10-29 0020 EA8ZS         59  33     N1IBM         59  05     0
QSO: 14277 PH 2011-10-29 0020 EA8ZS         59  33     WB2ZEX        59  05     0
QSO: 14277 PH 2011-10-29 0020 EA8ZS         59  33     NE3F          59  05     0
QSO: 14277 PH 2011-10-29 0021 EA8ZS         59  33     II9P          59  15     0
QSO: 14277 PH 2011-10-29 0021 EA8ZS         59  33     W1GQ          59  05     0
QSO: 14277 PH 2011-10-29 0021 EA8ZS         59  33     WA2HMM        59  05     0
QSO: 14277 PH 2011-10-29 0021 EA8ZS         59  33     W1GD          59  05     0
QSO: 14277 PH 2011-10-29 0022 EA8ZS         59  33     N2LBR         59  05     0
QSO: 14277 PH 2011-10-29 0022 EA8ZS         59  33     K5EK          59  05     0
QSO: 14277 PH 2011-10-29 0022 EA8ZS         59  33     NW3H          59  05     0
QSO: 14277 PH 2011-10-29 0024 EA8ZS         59  33     WB3EHS        59  05     0
QSO: 14277 PH 2011-10-29 0025 EA8ZS         59  33     WC2C          59  05     0
QSO: 14277 PH 2011-10-29 0025 EA8ZS         59  33     W4PFM         59  05     0
QSO: 14277 PH 2011-10-29 0025 EA8ZS         59  33     W2JU          59  05     0
QSO: 14277 PH 2011-10-29 0026 EA8ZS         59  33     KG8CW         59  04     0
QSO: 14277 PH 2011-10-29 0026 EA8ZS         59  33     N1API         59  05     0
QSO: 14277 PH 2011-10-29 0027 EA8ZS         59  33     KB8TL         59  04     0
QSO: 14277 PH 2011-10-29 0028 EA8ZS         59  33     K2IY          59  05     0
