START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.8.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: G4PIQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 329660
OPERATORS: G4PIQ
NAME: Andy Cook, G4PIQ
SOAPBOX: Work prevented a serious entry from main contest station so spent a few hours
SOAPBOX: on from home. Super to hear conditions like this again
SOAPBOX: K3 + PA. 400W. 80m Dipole @ 20m
QSO: 28400 PH 2011-10-29 1010 G4PIQ         59  14     CT3HF         59  33     0
QSO: 28694 PH 2011-10-29 1014 G4PIQ         59  14     M4U           59  14     0
QSO: 14104 PH 2011-10-29 1110 G4PIQ         59  14     VE3JM         59  04     0
QSO: 14101 PH 2011-10-29 1111 G4PIQ         59  14     OZ5GX         59  14     0
QSO: 14117 PH 2011-10-29 1112 G4PIQ         59  14     OE5T          59  15     0
QSO: 28583 PH 2011-10-29 1141 G4PIQ         59  14     CN3A          59  33     0
QSO: 28366 PH 2011-10-29 1200 G4PIQ         59  14     UW1M          59  16     0
QSO: 28387 PH 2011-10-29 1201 G4PIQ         59  14     UU7J          59  16     0
QSO: 28388 PH 2011-10-29 1201 G4PIQ         59  14     UZ2M          59  16     0
QSO: 28303 PH 2011-10-29 1210 G4PIQ         59  14     RN3F          59  16     0
QSO: 28315 PH 2011-10-29 1211 G4PIQ         59  14     PQ5B          59  11     0
QSO: 28314 PH 2011-10-29 1214 G4PIQ         59  14     VK6DXI        59  29     0
QSO: 28314 PH 2011-10-29 1247 G4PIQ         59  14     N1UR          59  05     0
QSO: 28842 PH 2011-10-29 1252 G4PIQ         59  14     K1DG          59  05     0
QSO: 28848 PH 2011-10-29 1259 G4PIQ         59  14     N8BJQ         59  04     0
QSO: 28245 PH 2011-10-29 1331 G4PIQ         59  14     VE3OI         59  04     0
QSO: 28295 PH 2011-10-29 1332 G4PIQ         59  14     VE3JM         59  04     0
QSO: 28314 PH 2011-10-29 1334 G4PIQ         59  14     K1RM          59  05     0
QSO: 28316 PH 2011-10-29 1334 G4PIQ         59  14     W3BGN         59  05     0
QSO: 28402 PH 2011-10-29 1340 G4PIQ         59  14     AA1K          59  05     0
QSO: 28401 PH 2011-10-29 1341 G4PIQ         59  14     KC1XX         59  05     0
QSO: 28983 PH 2011-10-29 1421 G4PIQ         59  14     K2GV          59  05     0
QSO: 28977 PH 2011-10-29 1424 G4PIQ         59  14     W1CTN         59  05     0
QSO: 28964 PH 2011-10-29 1424 G4PIQ         59  14     N0AT          59  04     0
QSO: 28958 PH 2011-10-29 1425 G4PIQ         59  14     N3AD          59  05     0
QSO: 28953 PH 2011-10-29 1425 G4PIQ         59  14     EA7KW         59  14     0
QSO: 28943 PH 2011-10-29 1426 G4PIQ         59  14     WW2Y          59  05     0
QSO: 28940 PH 2011-10-29 1426 G4PIQ         59  14     ZX2B          59  11     0
QSO: 28936 PH 2011-10-29 1427 G4PIQ         59  14     KA1R          59  05     0
QSO: 28932 PH 2011-10-29 1427 G4PIQ         59  14     K3XC          59  05     0
QSO: 28920 PH 2011-10-29 1428 G4PIQ         59  14     N6AR          59  05     0
QSO: 28913 PH 2011-10-29 1429 G4PIQ         59  14     KT3Y          59  05     0
QSO: 28908 PH 2011-10-29 1429 G4PIQ         59  14     W8TOM         59  05     0
QSO: 28905 PH 2011-10-29 1430 G4PIQ         59  14     VE3KZ         59  04     0
QSO: 28901 PH 2011-10-29 1430 G4PIQ         59  14     NA2U          59  05     0
QSO: 28897 PH 2011-10-29 1431 G4PIQ         59  14     GW9T          59  14     0
QSO: 28890 PH 2011-10-29 1431 G4PIQ         59  14     VA3SWG        59  04     0
QSO: 28874 PH 2011-10-29 1432 G4PIQ         59  14     WW2DX         59  05     0
QSO: 28872 PH 2011-10-29 1432 G4PIQ         59  14     WX3B          59  05     0
QSO: 28869 PH 2011-10-29 1433 G4PIQ         59  14     K5TR          59  04     0
QSO: 28868 PH 2011-10-29 1433 G4PIQ         59  14     5N6/YL2SW     59  35     0
QSO: 28826 PH 2011-10-29 1436 G4PIQ         59  14     N7DR          59  04     0
QSO: 28800 PH 2011-10-29 1438 G4PIQ         59  14     IZ4COW        59  15     0
QSO: 28794 PH 2011-10-29 1439 G4PIQ         59  14     DL5JS         59  14     0
QSO: 28786 PH 2011-10-29 1439 G4PIQ         59  14     EA8MT         59  33     0
QSO: 28784 PH 2011-10-29 1439 G4PIQ         59  14     OK7K          59  15     0
QSO: 28734 PH 2011-10-29 1446 G4PIQ         59  14     PA2C          59  14     0
QSO: 28731 PH 2011-10-29 1446 G4PIQ         59  14     K3LR          59  05     0
QSO: 28728 PH 2011-10-29 1448 G4PIQ         59  14     N2IC          59  04     0
QSO: 28717 PH 2011-10-29 1449 G4PIQ         59  14     K1TO          59  05     0
QSO: 28715 PH 2011-10-29 1450 G4PIQ         59  14     N8TR          59  04     0
QSO: 28704 PH 2011-10-29 1450 G4PIQ         59  14     K1RX          59  05     0
QSO: 28703 PH 2011-10-29 1450 G4PIQ         59  14     K8GL          59  04     0
