START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.237
CALLSIGN: RW1AI
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 57876
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLUB: ALRS  St-Petersburg
NAME: Mikhail N. Fokin
SOAPBOX: 100 W, Delta Loop 84 m, Dipole 160 m
QSO:  3500 PH 2011-10-29 0503 RW1AI         59  16     OJ0X          59  15
QSO:  3500 PH 2011-10-29 0507 RW1AI         59  16     TF3ZA         59  40
QSO:  7000 PH 2011-10-29 0538 RW1AI         59  16     LX7I          59  14
QSO:  7000 PH 2011-10-29 0553 RW1AI         59  16     W3UA          59  5
QSO:  7000 PH 2011-10-29 0555 RW1AI         59  16     CR6K          59  14
QSO: 14000 PH 2011-10-29 0556 RW1AI         59  16     YO5KTK        59  20
QSO: 14000 PH 2011-10-29 0557 RW1AI         59  16     SZ1A          59  20
QSO: 14000 PH 2011-10-29 0559 RW1AI         59  16     RK9UN         59  18
QSO: 14000 PH 2011-10-29 0606 RW1AI         59  16     HB9ARF        59  14
QSO: 14000 PH 2011-10-29 0607 RW1AI         59  16     PD5X          59  14
QSO: 14000 PH 2011-10-29 0608 RW1AI         59  16     HB9H          59  14
QSO: 14000 PH 2011-10-29 0613 RW1AI         59  16     DQ4W          59  14
QSO: 21000 PH 2011-10-29 0732 RW1AI         59  16     OK7O          59  15
QSO: 21000 PH 2011-10-29 0733 RW1AI         59  16     YT7AW         59  15
QSO: 21000 PH 2011-10-29 0735 RW1AI         59  16     EY8MM         59  17
QSO: 21000 PH 2011-10-29 0737 RW1AI         59  16     EF8R          59  33
QSO: 21000 PH 2011-10-29 0739 RW1AI         59  16     GI5K          59  14
QSO: 14000 PH 2011-10-29 0855 RW1AI         59  16     PY2YU         59  11
QSO: 14000 PH 2011-10-29 0857 RW1AI         59  16     OZ5GX         59  14
