START-OF-LOG: 3.0
CREATED-BY: LM Version 4.6 (c) 1992, 2011 by DL8WAA
LOCATION: DX
CONTEST: CQ-WW-SSB
CALLSIGN: F1EPQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CLAIMED-SCORE: 32643
OPERATORS: F1EPQ
CLUB:
NAME: Jean-Luc SCOLE
SOAPBOX: Many thanks to the CQWW Contest Committee and to all participants !
QSO: 28000 PH 2011-10-30 1131 F1EPQ         59  14     4Z5FI         59  20     0
QSO: 28000 PH 2011-10-30 1132 F1EPQ         59  14     RU3VV         59  16     0
QSO: 21000 PH 2011-10-30 1134 F1EPQ         59  14     UW5U          59  16     0
QSO: 21000 PH 2011-10-30 1310 F1EPQ         59  14     UA1CEI        59  16     0
QSO: 21000 PH 2011-10-30 1311 F1EPQ         59  14     RT6A          59  16     0
QSO: 21000 PH 2011-10-30 1312 F1EPQ         59  14     YO9HP         59  20     0
QSO: 28000 PH 2011-10-30 1315 F1EPQ         59  14     JY4NE         59  20     0
QSO: 28000 PH 2011-10-30 1317 F1EPQ         59  14     RN1ON         59  16     0
QSO: 28000 PH 2011-10-30 1318 F1EPQ         59  14     R7AW          59  16     0
QSO: 28000 PH 2011-10-30 1322 F1EPQ         59  14     A61EE         59  21     0
QSO: 28000 PH 2011-10-30 1324 F1EPQ         59  14     UY7MM         59  16     0
QSO: 21000 PH 2011-10-30 1325 F1EPQ         59  14     RU1A          59  16     0
QSO: 21000 PH 2011-10-30 1326 F1EPQ         59  14     CS2C          59  14     0
QSO: 21000 PH 2011-10-30 1327 F1EPQ         59  14     R7NW          59  16     0
QSO: 21000 PH 2011-10-30 1328 F1EPQ         59  14     UZ2M          59  16     0
QSO: 21000 PH 2011-10-30 1329 F1EPQ         59  14     YO4DW         59  20     0
QSO: 21000 PH 2011-10-30 1331 F1EPQ         59  14     EY8MM         59  17     0
QSO: 14000 PH 2011-10-30 1333 F1EPQ         59  14     RA9DZ         59  17     0
QSO: 14000 PH 2011-10-30 1334 F1EPQ         59  14     UT7Y          59  16     0
QSO: 14000 PH 2011-10-30 1337 F1EPQ         59  14     HG4F          59  15     0
QSO: 14000 PH 2011-10-30 1338 F1EPQ         59  14     RZ4CWW        59  16     0
QSO: 14000 PH 2011-10-30 1340 F1EPQ         59  14     HG1S          59  15     0
QSO: 28000 PH 2011-10-30 1344 F1EPQ         59  14     SM2CEW        59  14     0
QSO: 28000 PH 2011-10-30 1350 F1EPQ         59  14     RN3F          59  16     0
QSO:  7000 PH 2011-10-30 1354 F1EPQ         59  14     S56X          59  15     0
QSO: 21000 PH 2011-10-30 1657 F1EPQ         59  14     YU5R          59  15     0
QSO: 21000 PH 2011-10-30 1659 F1EPQ         59  14     C5A           59  35     0
QSO: 21000 PH 2011-10-30 1703 F1EPQ         59  14     CS2P          59  14     0
QSO: 14000 PH 2011-10-30 1704 F1EPQ         59  14     LZ3FN         59  20     0
QSO: 14000 PH 2011-10-30 1705 F1EPQ         59  14     EW8DD         59  16     0
QSO: 14000 PH 2011-10-30 1706 F1EPQ         59  14     RL3A          59  16     0
QSO: 14000 PH 2011-10-30 1707 F1EPQ         59  14     YL7X          59  15     0
QSO: 14000 PH 2011-10-30 1709 F1EPQ         59  14     ES5RW         59  15     0
QSO: 14000 PH 2011-10-30 1710 F1EPQ         59  14     C4W           59  20     0
QSO: 14000 PH 2011-10-30 1711 F1EPQ         59  14     R5GA          59  16     0
QSO: 14000 PH 2011-10-30 1713 F1EPQ         59  14     LY7A          59  15     0
QSO: 14000 PH 2011-10-30 1713 F1EPQ         59  14     ER4A          59  14     0
QSO: 14000 PH 2011-10-30 1716 F1EPQ         59  14     OH2BH         59  15     0
QSO: 14000 PH 2011-10-30 1719 F1EPQ         59  14     RN6HCW        59  16     0
QSO: 14000 PH 2011-10-30 1719 F1EPQ         59  14     UT7E          59  16     0
QSO: 21000 PH 2011-10-30 1725 F1EPQ         59  14     IQ8MD         59  15     0
QSO: 14000 PH 2011-10-30 1730 F1EPQ         59  14     RM5A          59  16     0
QSO: 14000 PH 2011-10-30 1733 F1EPQ         59  14     UZ5ZV         59  16     0
QSO: 14000 PH 2011-10-30 1734 F1EPQ         59  14     9A1P          59  15     0
QSO: 14000 PH 2011-10-30 1736 F1EPQ         59  14     UA5A          59  16     0
QSO: 21000 PH 2011-10-30 1738 F1EPQ         59  14     YT7AW         59  15     0
QSO: 14000 PH 2011-10-30 1740 F1EPQ         59  14     UA1CEI        59  16     0
QSO: 14000 PH 2011-10-30 1744 F1EPQ         59  14     YT2T          59  15     0
QSO:  7000 PH 2011-10-30 1745 F1EPQ         59  14     SQ9HZM        59  15     0
QSO:  7000 PH 2011-10-30 1747 F1EPQ         59  14     C37N          59  14     0
QSO:  7000 PH 2011-10-30 1748 F1EPQ         59  14     EU1A          59  16     0
QSO:  7000 PH 2011-10-30 1750 F1EPQ         59  14     IQ8MD         59  15     0
QSO:  7000 PH 2011-10-30 1751 F1EPQ         59  14     IQ1CN         59  15     0
QSO:  7000 PH 2011-10-30 1754 F1EPQ         59  14     HA8LLK        59  15     0
QSO: 14000 PH 2011-10-30 1756 F1EPQ         59  14     SV9DJO        59  20     0
QSO: 14000 PH 2011-10-30 1759 F1EPQ         59  14     LA7H          59  14     0
QSO: 14000 PH 2011-10-30 1801 F1EPQ         59  14     SV1JGX        59  20     0
QSO: 21000 PH 2011-10-30 1805 F1EPQ         59  14     4O3A          59  15     0
QSO: 21000 PH 2011-10-30 1807 F1EPQ         59  14     IO7T          59  15     0
QSO: 14000 PH 2011-10-30 2236 F1EPQ         59  14     S52ZW         59  15     0
QSO: 14000 PH 2011-10-30 2237 F1EPQ         59  14     S53M          59  15     0
QSO: 14000 PH 2011-10-30 2238 F1EPQ         59  14     9A7A          59  15     0
QSO: 14000 PH 2011-10-30 2241 F1EPQ         59  14     LZ5R          59  20     0
QSO:  7000 PH 2011-10-30 2246 F1EPQ         59  14     RY3D          59  16     0
QSO:  7000 PH 2011-10-30 2248 F1EPQ         59  14     TS2A          59  33     0
QSO: 14000 PH 2011-10-30 2257 F1EPQ         59  14     4O3A          59  15     0
QSO:  7000 PH 2011-10-30 2304 F1EPQ         59  14     SO8N          59  15     0
QSO:  7000 PH 2011-10-30 2305 F1EPQ         59  14     9A1A          59  15     0
QSO:  7000 PH 2011-10-30 2306 F1EPQ         59  14     OH2BH         59  15     0
QSO:  7000 PH 2011-10-30 2308 F1EPQ         59  14     SJ2W          59  14     0
QSO:  7000 PH 2011-10-30 2310 F1EPQ         59  14     HA9RT         59  15     0
QSO:  7000 PH 2011-10-30 2313 F1EPQ         59  14     SI9AM         59  14     0
QSO:  7000 PH 2011-10-30 2316 F1EPQ         59  14     HG7T          59  15     0
QSO: 14000 PH 2011-10-30 2318 F1EPQ         59  14     K3LR          59  5      0
QSO:  7000 PH 2011-10-30 2324 F1EPQ         59  14     J48OV         59  20     0
QSO:  7000 PH 2011-10-30 2327 F1EPQ         59  14     G3TBK         59  14     0
END-OF-LOG:
