START-OF-LOG:  2.0
CREATED-BY:    SD V13.28 and SDCHECK V13.28
CONTEST:       REF-CW
REF-SECTION:   DX
CALLSIGN:      UA1AUW
CATEGORY:      SINGLE-OP ALL HIGH 
CLAIMED-SCORE: 53460
NAME:          Mikhail Shishmolin
OPERATORS:     UA1AUW
X-RADIOS:      TS-570DG+AL-811H
X-ANTENNAS:    HUSTLER 6BTV
X-SUMMARY: 
X-SUMMARY:                     160m  80m  40m  20m  15m  10m  Total
X-SUMMARY: 
X-SUMMARY:         Valid QSOs:    0    0   38   67    5    0   110
X-SUMMARY:              Mults:    0    0   28   48    5    0    81
X-SUMMARY:             Points:    0    0  228  402   30    0   660
X-SUMMARY: 
X-SUMMARY: 
X-SUMMARY:     I declare that this station was operated strictly in
X-SUMMARY:     accordance with the rules and spirit of the contest,
X-SUMMARY:     and within the conditions of my licence.  My report
QSO: 14000 CW 2011-01-30 1048 UA1AUW        599  074   F5RKL         599     54                
QSO: 14000 CW 2011-01-30 1049 UA1AUW        599  075   F6HJO/P       599     21                
QSO: 14000 CW 2011-01-30 1052 UA1AUW        599  076   F5UTN         599     27                
QSO: 14000 CW 2011-01-30 1054 UA1AUW        599  077   F5VV          599     01                
QSO: 14000 CW 2011-01-30 1056 UA1AUW        599  078   F6FTB         599     21                
QSO: 14000 CW 2011-01-30 1102 UA1AUW        599  079   TM9FL         599     06                
QSO: 14000 CW 2011-01-30 1104 UA1AUW        599  080   F5RRS         599     74                
QSO: 14000 CW 2011-01-30 1120 UA1AUW        599  081   F6KRK         599     78                
QSO: 14000 CW 2011-01-30 1131 UA1AUW        599  082   F5OCL         599     68                
QSO: 14000 CW 2011-01-30 1138 UA1AUW        599  083   F5KKD         599     93                
QSO:  7000 CW 2011-01-30 1200 UA1AUW        599  084   F5KCC/P       599     89                
QSO: 14000 CW 2011-01-30 1204 UA1AUW        599  085   F8EEQ         599     59                
QSO: 14000 CW 2011-01-30 1215 UA1AUW        599  086   F5OTZ         599     83                
QSO: 14000 CW 2011-01-30 1217 UA1AUW        599  087   F8DRE         599     28                
QSO: 14000 CW 2011-01-30 1219 UA1AUW        599  088   F5OZC/P       599     49                
QSO: 14000 CW 2011-01-30 1222 UA1AUW        599  089   F8DZY         599     47                
QSO: 14000 CW 2011-01-30 1236 UA1AUW        599  090   F6IPA         599     48                
QSO: 14000 CW 2011-01-30 1238 UA1AUW        599  091   F6KNB         599     33                
QSO: 14000 CW 2011-01-30 1239 UA1AUW        599  092   F8BUO         599     68                
QSO: 14000 CW 2011-01-30 1243 UA1AUW        599  093   F5SGI/P       599     14                
QSO: 14000 CW 2011-01-30 1257 UA1AUW        599  094   F6KLO         599     19                
QSO: 14000 CW 2011-01-30 1302 UA1AUW        599  095   F6HHR         599     62                
QSO: 14000 CW 2011-01-30 1307 UA1AUW        599  096   F5IUZ         599     13                
QSO: 14000 CW 2011-01-30 1319 UA1AUW        599  097   F8KHO         599     51                
QSO: 14000 CW 2011-01-30 1325 UA1AUW        599  098   F8BXS         599     01                
QSO: 14000 CW 2011-01-30 1330 UA1AUW        599  099   F6HEO/P       599     58                
QSO: 14000 CW 2011-01-30 1333 UA1AUW        599  100   TM3T          599     38                
QSO: 14000 CW 2011-01-30 1334 UA1AUW        599  101   F6FNL         599     81                
QSO: 14000 CW 2011-01-30 1335 UA1AUW        599  102   F5MFI         599     45                
QSO: 14000 CW 2011-01-30 1338 UA1AUW        599  103   F5QN          599     02                
QSO: 14000 CW 2011-01-30 1339 UA1AUW        599  104   F6BGH         599     57                
QSO: 14000 CW 2011-01-30 1344 UA1AUW        599  105   F5SDH         599     66                
QSO: 14000 CW 2011-01-30 1355 UA1AUW        599  106   F9CI          599     22                
QSO: 14000 CW 2011-01-30 1358 UA1AUW        599  107   F5PBG         599     29                
QSO:  7000 CW 2011-01-30 1511 UA1AUW        599  108   F6APE         599     49                
QSO:  7000 CW 2011-01-30 1512 UA1AUW        599  109   F5NKX         599     50                
QSO:  7000 CW 2011-01-30 1515 UA1AUW        599  110   F5MUX         599     29                
END-OF-LOG: 
