START-OF-LOG: 2.0
REF-SECTION: FM
CALLSIGN: FM5WD
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE:  806820
CONTEST: REF-CW
CREATED-BY: WINREF-HF V7.2.0
NAME: PRUDENT LUCIEN
OFFTIME: 2011-01-30 1201 2011-01-30 1800
OFFTIME: 2011-01-29 0802 2011-01-29 1323
OFFTIME: 2011-01-30 0621 2011-01-30 1105
RIG: KENWOOD TS 940S
RIG: KENWOOD TS 940S
RIG: KLM KT36 XA - 3 ÉLÉMENTS 40M - LÉVY POUR LE 80M
RIG: 1000
SOAPBOX: PROPAG SUR LES BANDES BASSES MAIS BEAUCOUP DE STATIQUES!
QSO: 21000 CW 2011-01-29 1604 FM5WD         599 FM     F6PTT         599 94   
QSO: 21000 CW 2011-01-29 1605 FM5WD         599 FM     F5OCL         599 68   
QSO: 21000 CW 2011-01-29 1607 FM5WD         599 FM     AI4SV         599 001  
QSO: 21000 CW 2011-01-29 1608 FM5WD         599 FM     W4JKC         599 023  
QSO: 21000 CW 2011-01-29 1608 FM5WD         599 FM     K9NW          599 036  
QSO: 21000 CW 2011-01-29 1609 FM5WD         599 FM     F6HJO/P       599 21   
QSO: 21000 CW 2011-01-29 1610 FM5WD         599 FM     F5OTZ         599 83   
QSO: 21000 CW 2011-01-29 1610 FM5WD         599 FM     F6KLO         599 19   
QSO: 21000 CW 2011-01-29 1611 FM5WD         599 FM     F5LCU         599 31   
QSO: 21000 CW 2011-01-29 1611 FM5WD         599 FM     F1GTU         599 24   
QSO: 21000 CW 2011-01-29 1613 FM5WD         599 FM     DG8FBV        599 001  
QSO: 21000 CW 2011-01-29 1614 FM5WD         599 FM     AB1J          599 011  
QSO: 14000 CW 2011-01-29 1616 FM5WD         599 FM     F5RAB/P       599 11   
QSO: 14000 CW 2011-01-29 1617 FM5WD         599 FM     SP4GDC        599 079  
QSO: 14000 CW 2011-01-29 1618 FM5WD         599 FM     F6CNM         599 29   
QSO: 14000 CW 2011-01-29 1619 FM5WD         599 FM     G5LP          599 143  
QSO: 14000 CW 2011-01-29 1619 FM5WD         599 FM     F6AUS         599 79   
QSO: 14000 CW 2011-01-29 1620 FM5WD         599 FM     KR2AA         599 038  
QSO: 14000 CW 2011-01-29 1622 FM5WD         599 FM     HA5HH         599 026  
QSO: 14000 CW 2011-01-29 1623 FM5WD         599 FM     W1FQ          599 043  
QSO: 14000 CW 2011-01-29 1623 FM5WD         599 FM     F5OEV         599 85   
QSO: 14000 CW 2011-01-29 1624 FM5WD         599 FM     F5UTN         599 27   
QSO: 14000 CW 2011-01-29 1625 FM5WD         599 FM     F5FJ          599 40   
QSO: 14000 CW 2011-01-29 1625 FM5WD         599 FM     F8KHO         599 51   
QSO: 14000 CW 2011-01-29 1625 FM5WD         599 FM     F6KNB         599 33   
QSO: 14000 CW 2011-01-29 1626 FM5WD         599 FM     F9EW          599 77   
QSO: 14000 CW 2011-01-29 1627 FM5WD         599 FM     F6HJO/P       599 21   
QSO: 14000 CW 2011-01-29 1749 FM5WD         599 FM     CT1GFK        599 041  
QSO: 14000 CW 2011-01-29 1750 FM5WD         599 FM     F5VHY         599 47   
QSO: 14000 CW 2011-01-29 1751 FM5WD         599 FM     G3RW          599 026  
QSO: 14000 CW 2011-01-29 1751 FM5WD         599 FM     W2XV          599 001  
QSO: 14000 CW 2011-01-29 1751 FM5WD         599 FM     W9AV          599 001  
QSO: 14000 CW 2011-01-29 1752 FM5WD         599 FM     K8WSN         599 025  
QSO: 14000 CW 2011-01-29 1752 FM5WD         599 FM     W2LE          599 029  
QSO: 14000 CW 2011-01-29 1753 FM5WD         599 FM     F8DRE         599 28   
QSO: 14000 CW 2011-01-29 1753 FM5WD         599 FM     K4XU          599 006  
QSO: 14000 CW 2011-01-29 1754 FM5WD         599 FM     F6HEO/P       599 58   
QSO: 14000 CW 2011-01-29 1754 FM5WD         599 FM     F2DX          599 24   
QSO: 14000 CW 2011-01-29 1754 FM5WD         599 FM     W4PO          599 004  
QSO: 14000 CW 2011-01-29 1755 FM5WD         599 FM     EA8/G3TDH     599 002  
QSO: 14000 CW 2011-01-29 1756 FM5WD         599 FM     IW2BAI        599 001  
QSO: 14000 CW 2011-01-29 1757 FM5WD         599 FM     F5MPN         599 08   
QSO: 14000 CW 2011-01-29 1757 FM5WD         599 FM     KB3LIX        599 006  
QSO: 14000 CW 2011-01-29 1758 FM5WD         599 FM     ZW7REF        599 086  
QSO: 14000 CW 2011-01-29 1758 FM5WD         599 FM     F6BHI         599 19   
QSO: 14000 CW 2011-01-29 1759 FM5WD         599 FM     F5MIE         599 50   
QSO: 14000 CW 2011-01-29 1800 FM5WD         599 FM     W0WP          599 0196 
QSO: 14000 CW 2011-01-29 1800 FM5WD         599 FM     VE9HF         599 066  
QSO: 14000 CW 2011-01-29 1801 FM5WD         599 FM     NR1X          599 061  
QSO: 14000 CW 2011-01-29 1802 FM5WD         599 FM     K8KWT         599 009  
QSO: 14000 CW 2011-01-29 1802 FM5WD         599 FM     AA3B          599 027  
QSO: 14000 CW 2011-01-29 1802 FM5WD         599 FM     F6DYX         599 49   
QSO: 14000 CW 2011-01-29 1803 FM5WD         599 FM     DK5JM         599 001  
QSO: 14000 CW 2011-01-29 1803 FM5WD         599 FM     F6KLO         599 19   
QSO: 14000 CW 2011-01-29 1804 FM5WD         599 FM     OZ4FF         599 064  
QSO: 14000 CW 2011-01-29 1805 FM5WD         599 FM     VE2EZD        599 016  
QSO: 14000 CW 2011-01-29 1806 FM5WD         599 FM     W8XN          599 026  
QSO: 14000 CW 2011-01-29 1807 FM5WD         599 FM     TM9FL         599 86   
QSO: 14000 CW 2011-01-29 1808 FM5WD         599 FM     PY3OZ         599 001  
QSO: 14000 CW 2011-01-29 1810 FM5WD         599 FM     F6AXN         599 28   
QSO: 14000 CW 2011-01-29 1810 FM5WD         599 FM     K2JZ          599 002  
QSO: 14000 CW 2011-01-29 1811 FM5WD         599 FM     AB1J          599 018  
QSO: 14000 CW 2011-01-29 1813 FM5WD         599 FM     F5PCX         599 60   
QSO: 14000 CW 2011-01-29 1836 FM5WD         599 FM     VE3AT         599 017  
QSO: 14000 CW 2011-01-29 1839 FM5WD         599 FM     VE3RIA        599 002  
QSO: 14000 CW 2011-01-29 1839 FM5WD         599 FM     EC8AFM        599 003  
QSO: 14000 CW 2011-01-29 1840 FM5WD         599 FM     K2JF          599 010  
QSO: 14000 CW 2011-01-29 1841 FM5WD         599 FM     F9KP          599 56   
QSO: 14000 CW 2011-01-29 1844 FM5WD         599 FM     VA3GUY        599 044  
QSO: 14000 CW 2011-01-29 1845 FM5WD         599 FM     F4UKP         599 77   
QSO: 14000 CW 2011-01-29 1846 FM5WD         599 FM     N2EX          599 002  
QSO: 14000 CW 2011-01-29 1847 FM5WD         599 FM     K2ZF          599 002  
QSO: 14000 CW 2011-01-29 1848 FM5WD         599 FM     AI4WW         599 027  
QSO: 14000 CW 2011-01-29 1850 FM5WD         599 FM     W9SE          599 001  
QSO: 14000 CW 2011-01-29 1851 FM5WD         599 FM     FY5FY         599 FY   
QSO: 14000 CW 2011-01-29 1852 FM5WD         599 FM     K3ZO          599 002  
QSO: 14000 CW 2011-01-29 1853 FM5WD         599 FM     W7SW          599 026  
QSO: 14000 CW 2011-01-29 1854 FM5WD         599 FM     NS0M          599 007  
QSO: 14000 CW 2011-01-29 1859 FM5WD         599 FM     EA7VY         599 009  
QSO: 14000 CW 2011-01-29 1900 FM5WD         599 FM     WR2B          599 001  
QSO: 14000 CW 2011-01-29 1901 FM5WD         599 FM     K0DG          599 016  
QSO: 14000 CW 2011-01-29 1913 FM5WD         599 FM     ZS6X          599 001  
QSO: 14000 CW 2011-01-29 1921 FM5WD         599 FM     OH1VR/VP9     599 001  
QSO: 14000 CW 2011-01-29 1935 FM5WD         599 FM     EA3D          599 001  
QSO: 14000 CW 2011-01-29 1937 FM5WD         599 FM     W8MAI         599 001  
QSO: 14000 CW 2011-01-29 1937 FM5WD         599 FM     W1WLW         599 001  
QSO: 14000 CW 2011-01-29 1939 FM5WD         599 FM     CP4BT         599 001  
QSO: 14000 CW 2011-01-29 1942 FM5WD         599 FM     FK8IK         599 FK   
QSO: 14000 CW 2011-01-29 1943 FM5WD         599 FM     KF2AT         599 001  
QSO: 14000 CW 2011-01-29 1943 FM5WD         599 FM     K8GL          599 072  
QSO: 14000 CW 2011-01-29 1944 FM5WD         599 FM     N2UN          599 019  
QSO: 14000 CW 2011-01-29 1944 FM5WD         599 FM     N1NN          599 018  
QSO: 14000 CW 2011-01-29 1945 FM5WD         599 FM     W4BVC         599 001  
QSO: 14000 CW 2011-01-29 1947 FM5WD         599 FM     F6FTI         599 80   
QSO: 14000 CW 2011-01-29 1948 FM5WD         599 FM     EI5JZ         599 001  
QSO: 7000  CW 2011-01-29 2001 FM5WD         599 FM     LZ4RR         599 342  
QSO: 7000  CW 2011-01-29 2002 FM5WD         599 FM     CT1ANO        599 046  
QSO: 7000  CW 2011-01-29 2004 FM5WD         599 FM     N1XT          599 001  
QSO: 7000  CW 2011-01-29 2005 FM5WD         599 FM     F5UTN         599 27   
QSO: 7000  CW 2011-01-29 2006 FM5WD         599 FM     W1FQ          599 053  
QSO: 7000  CW 2011-01-29 2011 FM5WD         599 FM     HA0IT         599 001  
QSO: 7000  CW 2011-01-29 2059 FM5WD         599 FM     HA6ZQ         599 001  
QSO: 7000  CW 2011-01-29 2104 FM5WD         599 FM     F5IUZ         599 13   
QSO: 7000  CW 2011-01-29 2105 FM5WD         599 FM     F8NUH         599 38   
QSO: 7000  CW 2011-01-29 2107 FM5WD         599 FM     UY0CA         599 083  
QSO: 7000  CW 2011-01-29 2108 FM5WD         599 FM     ZW7REF        599 101  
QSO: 7000  CW 2011-01-29 2108 FM5WD         599 FM     F5OWL         599 83   
QSO: 7000  CW 2011-01-29 2109 FM5WD         599 FM     WA3KVN        599 001  
QSO: 7000  CW 2011-01-29 2110 FM5WD         599 FM     KB3LIX        599 014  
QSO: 7000  CW 2011-01-29 2110 FM5WD         599 FM     WA2C          599 002  
QSO: 7000  CW 2011-01-29 2112 FM5WD         599 FM     LY2PX         599 129  
QSO: 7000  CW 2011-01-29 2114 FM5WD         599 FM     VE9DX         599 023  
QSO: 7000  CW 2011-01-29 2114 FM5WD         599 FM     VE3IAE        599 002  
QSO: 7000  CW 2011-01-29 2115 FM5WD         599 FM     NR1X          599 080  
QSO: 7000  CW 2011-01-29 2115 FM5WD         599 FM     AI4WW         599 028  
QSO: 7000  CW 2011-01-29 2116 FM5WD         599 FM     DL1NKS        599 091  
QSO: 7000  CW 2011-01-29 2117 FM5WD         599 FM     SM7LPY        599 001  
QSO: 7000  CW 2011-01-29 2117 FM5WD         599 FM     UR7UD         599 086  
QSO: 7000  CW 2011-01-29 2118 FM5WD         599 FM     SP5AUY        599 164  
QSO: 7000  CW 2011-01-29 2119 FM5WD         599 FM     K3NK          599 010  
QSO: 7000  CW 2011-01-29 2120 FM5WD         599 FM     N8NA          599 023  
QSO: 7000  CW 2011-01-29 2120 FM5WD         599 FM     NI4F          599 024  
QSO: 7000  CW 2011-01-29 2121 FM5WD         599 FM     F8BPN         599 19   
QSO: 7000  CW 2011-01-29 2123 FM5WD         599 FM     W8XN          599 039  
QSO: 7000  CW 2011-01-29 2124 FM5WD         599 FM     DL2AJB        599 030  
QSO: 7000  CW 2011-01-29 2125 FM5WD         599 FM     HA5FA         599 013  
QSO: 7000  CW 2011-01-29 2126 FM5WD         599 FM     JA7MBT        599 077  
QSO: 7000  CW 2011-01-29 2126 FM5WD         599 FM     EA1KY         599 013  
QSO: 7000  CW 2011-01-29 2127 FM5WD         599 FM     HA6NW         599 133  
QSO: 7000  CW 2011-01-29 2128 FM5WD         599 FM     F6KNB         599 33   
QSO: 7000  CW 2011-01-29 2129 FM5WD         599 FM     F8DZY         599 47   
QSO: 7000  CW 2011-01-29 2129 FM5WD         599 FM     W1WLW         599 004  
QSO: 7000  CW 2011-01-29 2130 FM5WD         599 FM     S52DD         599 008  
QSO: 7000  CW 2011-01-29 2131 FM5WD         599 FM     9A5CW         599 001  
QSO: 7000  CW 2011-01-29 2133 FM5WD         599 FM     F5RRS         599 74   
QSO: 7000  CW 2011-01-29 2133 FM5WD         599 FM     K9KU          599 001  
QSO: 7000  CW 2011-01-29 2134 FM5WD         599 FM     JE1SSE        599 001  
QSO: 7000  CW 2011-01-29 2135 FM5WD         599 FM     JF1UVJ        599 001  
QSO: 7000  CW 2011-01-29 2136 FM5WD         599 FM     EA4EPY        599 005  
QSO: 7000  CW 2011-01-29 2137 FM5WD         599 FM     JH1OBS        599 001  
QSO: 7000  CW 2011-01-29 2139 FM5WD         599 FM     F5OTZ         599 83   
QSO: 7000  CW 2011-01-29 2139 FM5WD         599 FM     JR7AMZ        599 001  
QSO: 7000  CW 2011-01-29 2140 FM5WD         599 FM     K3DQB         599 018  
QSO: 7000  CW 2011-01-29 2142 FM5WD         599 FM     AA3B          599 038  
QSO: 7000  CW 2011-01-29 2143 FM5WD         599 FM     K4BAI         599 087  
QSO: 7000  CW 2011-01-29 2144 FM5WD         599 FM     JH8JWF        599 001  
QSO: 7000  CW 2011-01-29 2145 FM5WD         599 FM     F5FJ          599 40   
QSO: 7000  CW 2011-01-29 2146 FM5WD         599 FM     JA7QVI        599 001  
QSO: 7000  CW 2011-01-29 2147 FM5WD         599 FM     W1LWH         599 001  
QSO: 7000  CW 2011-01-29 2147 FM5WD         599 FM     G5LP          599 225  
QSO: 7000  CW 2011-01-29 2149 FM5WD         599 FM     PA2RES        599 040  
QSO: 7000  CW 2011-01-29 2150 FM5WD         599 FM     G3MPB         599 026  
QSO: 7000  CW 2011-01-29 2151 FM5WD         599 FM     F5EQR         599 02   
QSO: 7000  CW 2011-01-29 2153 FM5WD         599 FM     YT5M          599 092  
QSO: 7000  CW 2011-01-29 2154 FM5WD         599 FM     LZ1PJ         599 039  
QSO: 7000  CW 2011-01-29 2154 FM5WD         599 FM     UA3VVB        599 001  
QSO: 7000  CW 2011-01-29 2156 FM5WD         599 FM     F5GGL         599 33   
QSO: 7000  CW 2011-01-29 2156 FM5WD         599 FM     R4RT          599 027  
QSO: 7000  CW 2011-01-29 2157 FM5WD         599 FM     PY6AM         599 001  
QSO: 7000  CW 2011-01-29 2158 FM5WD         599 FM     UR5LF         599 190  
QSO: 7000  CW 2011-01-29 2159 FM5WD         599 FM     W9FAM         599 001  
QSO: 7000  CW 2011-01-29 2200 FM5WD         599 FM     VA3ATT        599 031  
QSO: 7000  CW 2011-01-29 2201 FM5WD         599 FM     YO2IS         599 195  
QSO: 7000  CW 2011-01-29 2202 FM5WD         599 FM     OM3ZWA        599 022  
QSO: 7000  CW 2011-01-29 2202 FM5WD         599 FM     N0HT          599 004  
QSO: 7000  CW 2011-01-29 2203 FM5WD         599 FM     F5PZR         599 77   
QSO: 7000  CW 2011-01-29 2204 FM5WD         599 FM     AI4SV         599 018  
QSO: 7000  CW 2011-01-29 2205 FM5WD         599 FM     JH4CPC        599 001  
QSO: 7000  CW 2011-01-29 2207 FM5WD         599 FM     JJ3PRT        599 001  
QSO: 7000  CW 2011-01-29 2209 FM5WD         599 FM     F8FWM         599 95   
QSO: 7000  CW 2011-01-29 2209 FM5WD         599 FM     YU5T          599 109  
QSO: 7000  CW 2011-01-29 2210 FM5WD         599 FM     JH2HTN        599 001  
QSO: 7000  CW 2011-01-29 2211 FM5WD         599 FM     DL8OBF        599 014  
QSO: 7000  CW 2011-01-29 2212 FM5WD         599 FM     F5MFI         599 45   
QSO: 7000  CW 2011-01-29 2212 FM5WD         599 FM     PA2REH        599 143  
QSO: 7000  CW 2011-01-29 2214 FM5WD         599 FM     F5IAE         599 18   
QSO: 7000  CW 2011-01-29 2215 FM5WD         599 FM     W4JKC         599 029  
QSO: 7000  CW 2011-01-29 2215 FM5WD         599 FM     F8KCF         599 74   
QSO: 7000  CW 2011-01-29 2216 FM5WD         599 FM     UR7QC         599 133  
QSO: 7000  CW 2011-01-29 2217 FM5WD         599 FM     JA1CQR        599 001  
QSO: 7000  CW 2011-01-29 2217 FM5WD         599 FM     TM22P         599 22   
QSO: 7000  CW 2011-01-29 2218 FM5WD         599 FM     F5VLY         599 47   
QSO: 7000  CW 2011-01-29 2220 FM5WD         599 FM     F5KDK/P       599 83   
QSO: 7000  CW 2011-01-29 2220 FM5WD         599 FM     N1NN          599 019  
QSO: 7000  CW 2011-01-29 2221 FM5WD         599 FM     EU8RZ         599 197  
QSO: 7000  CW 2011-01-29 2222 FM5WD         599 FM     UU2CW         599 003  
QSO: 7000  CW 2011-01-29 2223 FM5WD         599 FM     HA8UT         599 023  
QSO: 7000  CW 2011-01-29 2224 FM5WD         599 FM     UT4WA         599 055  
QSO: 7000  CW 2011-01-29 2225 FM5WD         599 FM     F6EAZ         599 21   
QSO: 7000  CW 2011-01-29 2226 FM5WD         599 FM     F6BUL/P       599 73   
QSO: 7000  CW 2011-01-29 2227 FM5WD         599 FM     W6POK         599 001  
QSO: 7000  CW 2011-01-29 2227 FM5WD         599 FM     KB3CTX        599 001  
QSO: 7000  CW 2011-01-29 2228 FM5WD         599 FM     HA3MU         599 093  
QSO: 7000  CW 2011-01-29 2229 FM5WD         599 FM     K9QC          599 026  
QSO: 7000  CW 2011-01-29 2229 FM5WD         599 FM     DL7SBV        599 014  
QSO: 7000  CW 2011-01-29 2230 FM5WD         599 FM     YU1BAA        599 001  
QSO: 7000  CW 2011-01-29 2230 FM5WD         599 FM     F5VHY         599 47   
QSO: 7000  CW 2011-01-29 2231 FM5WD         599 FM     OK2KF         599 180  
QSO: 7000  CW 2011-01-29 2231 FM5WD         599 FM     K3NF          599 001  
QSO: 7000  CW 2011-01-29 2233 FM5WD         599 FM     FM/F5LBG      599 FM   
QSO: 7000  CW 2011-01-29 2234 FM5WD         599 FM     VE2AWR        599 025  
QSO: 7000  CW 2011-01-29 2235 FM5WD         599 FM     F5LCS         599 31   
QSO: 3500  CW 2011-01-29 2324 FM5WD         599 FM     RA1TU         599 323  
QSO: 3500  CW 2011-01-29 2326 FM5WD         599 FM     LZ2LT         599 026  
QSO: 3500  CW 2011-01-29 2327 FM5WD         599 FM     F6KMB         599 59   
QSO: 3500  CW 2011-01-29 2329 FM5WD         599 FM     F2CT          599 64   
QSO: 3500  CW 2011-01-29 2331 FM5WD         599 FM     G4WJ          599 014  
QSO: 3500  CW 2011-01-29 2331 FM5WD         599 FM     FM5AN         599 FM   
QSO: 3500  CW 2011-01-29 2331 FM5WD         599 FM     EA8O          599 128  
QSO: 3500  CW 2011-01-29 2332 FM5WD         599 FM     F6KRK         599 78   
QSO: 3500  CW 2011-01-29 2333 FM5WD         599 FM     NR1X          599 099  
QSO: 3500  CW 2011-01-29 2333 FM5WD         599 FM     F6IGS         599 33   
QSO: 3500  CW 2011-01-29 2334 FM5WD         599 FM     F8DZY         599 47   
QSO: 3500  CW 2011-01-29 2335 FM5WD         599 FM     F6KPQ/P       599 56   
QSO: 3500  CW 2011-01-29 2336 FM5WD         599 FM     S52AU         599 179  
QSO: 3500  CW 2011-01-29 2336 FM5WD         599 FM     F8KCF         599 74   
QSO: 3500  CW 2011-01-29 2337 FM5WD         599 FM     F6DEV         599 09   
QSO: 3500  CW 2011-01-29 2339 FM5WD         599 FM     YU1ED         599 110  
QSO: 3500  CW 2011-01-29 2339 FM5WD         599 FM     N8DE          599 033  
QSO: 3500  CW 2011-01-29 2340 FM5WD         599 FM     UR7QC         599 145  
QSO: 3500  CW 2011-01-29 2340 FM5WD         599 FM     DL9GS         599 169  
QSO: 3500  CW 2011-01-29 2341 FM5WD         599 FM     UR5RF         599 205  
QSO: 3500  CW 2011-01-29 2341 FM5WD         599 FM     Z35T          599 001  
QSO: 3500  CW 2011-01-29 2342 FM5WD         599 FM     9A2AJ         599 175  
QSO: 3500  CW 2011-01-29 2342 FM5WD         599 FM     F5JMI         599 84   
QSO: 3500  CW 2011-01-29 2345 FM5WD         599 FM     HA5LZ         599 328  
QSO: 3500  CW 2011-01-29 2345 FM5WD         599 FM     F5PLC         599 90   
QSO: 3500  CW 2011-01-29 2346 FM5WD         599 FM     HA5OV         599 001  
QSO: 3500  CW 2011-01-29 2347 FM5WD         599 FM     LY3X          599 008  
QSO: 3500  CW 2011-01-29 2349 FM5WD         599 FM     F8DHA         599 17   
QSO: 3500  CW 2011-01-29 2350 FM5WD         599 FM     VE9HF         599 123  
QSO: 3500  CW 2011-01-29 2352 FM5WD         599 FM     CX9AU         599 001  
QSO: 3500  CW 2011-01-29 2353 FM5WD         599 FM     YO4SI         599 052  
QSO: 3500  CW 2011-01-29 2353 FM5WD         599 FM     EW5DD         599 061  
QSO: 3500  CW 2011-01-29 2354 FM5WD         599 FM     LZ1OJ         599 030  
QSO: 3500  CW 2011-01-29 2355 FM5WD         599 FM     K7CIX         599 048  
QSO: 3500  CW 2011-01-29 2356 FM5WD         599 FM     UW1WU         599 078  
QSO: 3500  CW 2011-01-29 2357 FM5WD         599 FM     HA6NW         599 067  
QSO: 3500  CW 2011-01-29 2358 FM5WD         599 FM     UR4IZ         599 084  
QSO: 3500  CW 2011-01-30 0000 FM5WD         599 FM     RA3SI/QRP     599 051  
QSO: 3500  CW 2011-01-30 0000 FM5WD         599 FM     R9AX          599 086  
QSO: 3500  CW 2011-01-30 0001 FM5WD         599 FM     F6KNB         599 33   
QSO: 3500  CW 2011-01-30 0002 FM5WD         599 FM     EA1MX         599 191  
QSO: 3500  CW 2011-01-30 0002 FM5WD         599 FM     EA2TO         599 009  
QSO: 3500  CW 2011-01-30 0004 FM5WD         599 FM     EW1IP         599 191  
