START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: FD CW
CALLSIGN: RA9AP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RA9AP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for FD CW DARC/Fieldday/CW/2023.
QSO: 21000 CW 2023-06-03 1500 RA9AP         599 DL7A/P        599 001
QSO: 14036 CW 2023-06-03 1647 RA9AP         599 0119 DM4L/P        599 0130
QSO: 14034 CW 2023-06-03 1648 RA9AP         599 0122 DF0SX/P       599 0052
QSO: 14000 CW 2023-06-03 1649 RA9AP         599 123 DL0XM/P       599 0117
QSO: 14039 CW 2023-06-03 1650 RA9AP         599 124 DR3W/P        599 054
QSO: 14021 CW 2023-06-03 1651 RA9AP         599 0125 G3WRR/P       599 0095
QSO: 14022 CW 2023-06-03 1652 RA9AP         599 126 DP6M/P        599 0133
QSO: 14000 CW 2023-06-03 1653 RA9AP         599 127 DL3E/P        599 097
QSO: 14000 CW 2023-06-03 1655 RA9AP         599 0129 YO8/LZ4UU     599 0059
QSO: 14023 CW 2023-06-03 1658 RA9AP         599 141 EA6NB         599 017
QSO: 14018 CW 2023-06-03 1659 RA9AP         599 0130 DK0FC/P       599 0113
QSO: 14000 CW 2023-06-03 1706 RA9AP         599 132 DL1ASA/P      599 079
QSO: 14024 CW 2023-06-03 1707 RA9AP         599 133 OK1DKE        599 053
QSO: 14000 CW 2023-06-03 1708 RA9AP         599 135 DL7DZ         599 040
QSO: 14000 CW 2023-06-03 1709 RA9AP         599 136 DL7A/P        599 084
QSO: 14024 CW 2023-06-03 1709 RA9AP         599 127 DL0KF/P       599 0075
QSO: 14024 CW 2023-06-03 1715 RA9AP         599 145 G4WAC/P       599 073
QSO: 14000 CW 2023-06-03 1716 RA9AP         599 0147 DK5KK/P       599 0081
QSO: 14025 CW 2023-06-03 1717 RA9AP         599 0148 DL0HN/P       599 0118
QSO: 14024 CW 2023-06-03 1718 RA9AP         599 149 DL5L/P        599 0073
QSO: 14000 CW 2023-06-03 1720 RA9AP         599 152 YO8KGT/P      599 009
QSO: 14025 CW 2023-06-03 1721 RA9AP         599 0153 YO8BDW        599 0012
QSO: 14025 CW 2023-06-03 1727 RA9AP         599 0150 YT2ISM        599 0078
QSO: 14035 CW 2023-06-03 1730 RA9AP         599 0160 M3X           599 0109
QSO: 14000 CW 2023-06-03 1807 RA9AP         599 162 DM5B/P        599 083
QSO: 14013 CW 2023-06-03 1808 RA9AP         599 0163 UA3QLC/P      599 0128
QSO: 14000 CW 2023-06-03 1814 RA9AP         599 172 DM2W/P        599 078
QSO: 14035 CW 2023-06-03 1817 RA9AP         599 174 DM3X/P        599 0061
QSO: 14000 CW 2023-06-03 1818 RA9AP         599 176 IS0LYN        599 046
QSO: 14036 CW 2023-06-03 1820 RA9AP         599 0178 DF0MD/P       599 0036
QSO: 14000 CW 2023-06-03 1829 RA9AP         599 183 EK0W/P        599 101
QSO: 14044 CW 2023-06-03 1831 RA9AP         599 186 HA5N/P        599 097
QSO: 14030 CW 2023-06-03 1832 RA9AP         599 187 DK0MM/P       599 0267
QSO: 14024 CW 2023-06-03 1833 RA9AP         599 0190 DL0MZ/P       599 0169
QSO: 14026 CW 2023-06-03 1836 RA9AP         599 193 CT1DRB        599 091
QSO: 14000 CW 2023-06-03 1837 RA9AP         599 194 DL0FA/P       599 151
QSO: 14022 CW 2023-06-03 1839 RA9AP         599 196 IZ8XXE        599 065
QSO: 14016 CW 2023-06-03 1840 RA9AP         599 0197 G4FNL/P       599 0271
QSO: 14022 CW 2023-06-03 1841 RA9AP         599 0199 YU5R          599 0233
QSO: 14030 CW 2023-06-03 1843 RA9AP         599 200 ZA1ME         599 076
QSO: 14000 CW 2023-06-03 1850 RA9AP         599 201 DL0RD/P       599 049
QSO:  7008 CW 2023-06-03 1900 RA9AP         599 216 DR5W/P        599 190
QSO:  7000 CW 2023-06-03 1901 RA9AP         599 0218 DL1NKS        599 0139
QSO:  7015 CW 2023-06-03 1903 RA9AP         599 0220 R5DC/P        599 0331
QSO:  7022 CW 2023-06-03 1904 RA9AP         599 221 SN1T          599 044
QSO:  7027 CW 2023-06-03 1905 RA9AP         599 222 HG4I          599 255
QSO:  7000 CW 2023-06-03 1909 RA9AP         599 226 DL0XM/P       599 0260
QSO:  7018 CW 2023-06-03 2250 RA9AP         599 0229 S50X/P        599 0341
QSO:  7010 CW 2023-06-03 2251 RA9AP         599 231 DM8T/P        599 484
QSO:  7014 CW 2023-06-03 2252 RA9AP         599 233 OK1OA         599 131
QSO:  7020 CW 2023-06-03 2252 RA9AP         599 232 DM3Y/P        599 412
QSO:  7012 CW 2023-06-03 2256 RA9AP         599 236 OK1RR         599 157
QSO:  7018 CW 2023-06-03 2301 RA9AP         599 0240 SM5CSS        599 0183
QSO:  3517 CW 2023-06-03 2310 RA9AP         599 245 LZ5DI         599 0241
QSO:  7000 CW 2023-06-03 2313 RA9AP         599 247 A65CW/P       599 089
QSO:  7023 CW 2023-06-03 2313 RA9AP         599 0246 ER3R/P        599 0473
QSO:  7015 CW 2023-06-03 2315 RA9AP         599 0248 MM9I          599 0287
QSO:  7016 CW 2023-06-03 2316 RA9AP         599 0249 G4FNL/P       599 0602
QSO:  7022 CW 2023-06-03 2317 RA9AP         599 250 DR7B/P        599 0065
QSO:  7000 CW 2023-06-03 2318 RA9AP         599 251 DL0FD/P       599 275
QSO:  7025 CW 2023-06-03 2318 RA9AP         599 252 CT9ABV        599 428
QSO:  7024 CW 2023-06-03 2319 RA9AP         599 253 DR3W/P        599 420
QSO:  3522 CW 2023-06-03 2326 RA9AP         599 254 OK1RR         599 187
QSO:  1825 CW 2023-06-03 2350 RA9AP         599 0255 R5DC/P        599 0584
QSO:  7022 CW 2023-06-04 0026 RA9AP         599 0258 M0XG/P        599 0473
QSO:  7030 CW 2023-06-04 0027 RA9AP         599 259 DK0MM/P       599 0661
QSO:  7026 CW 2023-06-04 0030 RA9AP         599 261 DK0MN/P       599 0469
QSO:  7021 CW 2023-06-04 0033 RA9AP         599 264 DL50DAH/P     599 0167
QSO:  7024 CW 2023-06-04 0040 RA9AP         599 0266 DF4U/P        599 0343
QSO:  7024 CW 2023-06-04 0041 RA9AP         599 0367 DM4L/P        599 0600
QSO:  7000 CW 2023-06-04 0047 RA9AP         599 268 DK1A/P        599 573
QSO:  7017 CW 2023-06-04 0115 RA9AP         599 0269 LZ2KSB/P      599 0518
QSO:  7027 CW 2023-06-04 0116 RA9AP         599 007 DR8C/P        599 0584
QSO:  7024 CW 2023-06-04 0124 RA9AP         599 272 DL4HRM        599 354
QSO:  7016 CW 2023-06-04 0125 RA9AP         599 0273 RK9A          599 0279
QSO: 14022 CW 2023-06-04 0134 RA9AP         599 276 DM8T/P        599 600
QSO: 14000 CW 2023-06-04 0135 RA9AP         599 277 DQ1V/P        599 484
QSO: 14024 CW 2023-06-04 0250 RA9AP         599 279 DR5W/P        599 472
QSO: 14000 CW 2023-06-04 0254 RA9AP         599 281 DL0PBE/P      599 166
QSO: 14000 CW 2023-06-04 0255 RA9AP         599 282 DF5I/P        599 491
QSO: 14025 CW 2023-06-04 0257 RA9AP         599 0284 G3UES/P       599 0525
QSO: 14016 CW 2023-06-04 0302 RA9AP         599 288 I0GOJ         599 074
QSO: 14000 CW 2023-06-04 0356 RA9AP         599 290 DL0FD/P       599 427
QSO: 14010 CW 2023-06-04 0358 RA9AP         599 294 DL6RDE        599 0160
QSO: 14000 CW 2023-06-04 0359 RA9AP         599 295 DL2ARN/P      599 170
QSO: 14021 CW 2023-06-04 0359 RA9AP         599 0296 M0XG/P        599 0562
QSO: 21025 CW 2023-06-04 0402 RA9AP         599 0297 G3UES/P       599 0558
QSO: 14020 CW 2023-06-04 0407 RA9AP         599 0301 RK9A          599 0342
QSO: 14014 CW 2023-06-04 0409 RA9AP         599 0304 HA2EOU        599 0062
QSO: 14000 CW 2023-06-04 0423 RA9AP         599 310 DL0EF/P       599 333
QSO: 21023 CW 2023-06-04 0424 RA9AP         599 0311 ER3R/P        599 0595
QSO: 21014 CW 2023-06-04 0425 RA9AP         599 0313 DL0HN/P       599 0676
QSO: 14028 CW 2023-06-04 0432 RA9AP         599 0316 DM3M/P        599 0396
QSO: 14000 CW 2023-06-04 0433 RA9AP         599 0317 DM3C/P        599 0659
QSO: 14000 CW 2023-06-04 0434 RA9AP         599 319 DL0TE/P       599 584
QSO: 14030 CW 2023-06-04 0436 RA9AP         599 0321 G6MC/P        599 0644
QSO: 14024 CW 2023-06-04 0447 RA9AP         599 330 DK2A/P        599 0676
QSO: 14000 CW 2023-06-04 0448 RA9AP         599 331 DK0EP/P       599 462
QSO: 14030 CW 2023-06-04 0448 RA9AP         599 332 DM7M          599 112
QSO: 14033 CW 2023-06-04 0451 RA9AP         599 0333 DF7TV         599 0329
QSO: 14020 CW 2023-06-04 0453 RA9AP         599 334 SN1T          599 379
QSO: 14033 CW 2023-06-04 0458 RA9AP         599 0335 S57DX         599 0082
QSO: 14011 CW 2023-06-04 0459 RA9AP         599 0336 YQ6A          599 0189
QSO: 14014 CW 2023-06-04 0501 RA9AP         599 338 OE1CIW        599 199
QSO: 21020 CW 2023-06-04 0505 RA9AP         599 341 DM3Y/P        599 535
QSO: 21018 CW 2023-06-04 0506 RA9AP         599 0342 DK0FC/P       599 0636
QSO: 21000 CW 2023-06-04 0542 RA9AP         599 346 DL0TE/P       599 628
QSO: 21012 CW 2023-06-04 0542 RA9AP         599 345 YO4DG         599 343
QSO: 21016 CW 2023-06-04 0542 RA9AP         599 347 OH1NA         599 389
QSO: 21028 CW 2023-06-04 0545 RA9AP         599 0350 DM2I/P        599 0534
QSO: 21025 CW 2023-06-04 0546 RA9AP         599 351 DK2A/P        599 0730
QSO: 21028 CW 2023-06-04 0547 RA9AP         599 352 DM3F/P        599 0737
QSO: 21015 CW 2023-06-04 0549 RA9AP         599 0355 M0XG/P        599 0595
QSO: 21000 CW 2023-06-04 0551 RA9AP         599 357 DK0EP/P       599 521
QSO: 21030 CW 2023-06-04 0552 RA9AP         599 359 RW3DY         599 131
QSO: 21000 CW 2023-06-04 0553 RA9AP         599 360 OE3SPR        599 025
QSO: 21031 CW 2023-06-04 0553 RA9AP         599 362 DM7M          599 133
QSO: 21000 CW 2023-06-04 0554 RA9AP         599 0363 YO8BDW        599 0107
QSO: 21031 CW 2023-06-04 0554 RA9AP         599 0364 DF4U/P        599 0472
QSO: 21000 CW 2023-06-04 0600 RA9AP         599 373 DL3E/P        599 542
QSO: 21019 CW 2023-06-04 0601 RA9AP         599 0374 SM5CSS        599 0204
QSO: 21015 CW 2023-06-04 0603 RA9AP         599 268 DL0KF/P       599 0425
QSO: 21000 CW 2023-06-04 0631 RA9AP         599 380 EA6NB         599 147
QSO: 21014 CW 2023-06-04 0632 RA9AP         599 0382 R5DC/P        599 0833
QSO: 21007 CW 2023-06-04 0634 RA9AP         599 0384 MM9I          599 0480
QSO: 21028 CW 2023-06-04 0635 RA9AP         599 0386 G3WRR/P       599 0703
QSO: 21034 CW 2023-06-04 0636 RA9AP         599 387 F5NBX         599 0063
QSO: 28000 CW 2023-06-04 0641 RA9AP         599 0393 DM3C/P        599 0730
QSO: 28000 CW 2023-06-04 0644 RA9AP         599 398 DL7A/P        599 686
QSO: 28021 CW 2023-06-04 0644 RA9AP         599 396 UA4FCO        599 140
QSO: 28021 CW 2023-06-04 0645 RA9AP         599 0400 S57DX         599 0180
QSO: 28018 CW 2023-06-04 0646 RA9AP         599 401 DM8T/P        599 752
QSO: 28011 CW 2023-06-04 0650 RA9AP         599 0405 LZ2KSB/P      599 0789
QSO: 28014 CW 2023-06-04 0651 RA9AP         599 406 CT1DRB        599 193
QSO: 28000 CW 2023-06-04 0655 RA9AP         599 407 DL0LB/P       599 491
QSO: 28015 CW 2023-06-04 0656 RA9AP         599 410 DL0KF/P       599 0454
QSO: 28016 CW 2023-06-04 0656 RA9AP         599 0408 DF4U/P        599 0488
QSO: 28016 CW 2023-06-04 0656 RA9AP         599 0409 R5DC/P        599 0866
QSO: 28000 CW 2023-06-04 0657 RA9AP         599 411 DK0EP/P       599 574
QSO: 28000 CW 2023-06-04 0659 RA9AP         599 413 DL3E/P        599 572
QSO: 28016 CW 2023-06-04 0702 RA9AP         599 0418 G6MC/P        599 0742
QSO: 28015 CW 2023-06-04 0703 RA9AP         599 419 RW3DY         599 181
QSO: 28000 CW 2023-06-04 0704 RA9AP         599 421 DM2W/P        599 466
QSO: 28030 CW 2023-06-04 0713 RA9AP         599 424 DM7M          599 191
QSO: 28019 CW 2023-06-04 0714 RA9AP         599 426 F5NBX         599 0106
QSO: 28016 CW 2023-06-04 0715 RA9AP         599 427 DK0MM/P       599 0953
QSO: 28000 CW 2023-06-04 0716 RA9AP         599 429 DL1ASA/P      599 409
QSO: 21000 CW 2023-06-04 0719 RA9AP         599 0431 DM3C/P        599 0759
QSO: 21021 CW 2023-06-04 0724 RA9AP         599 0436 LZ6C          599 0063
QSO: 21011 CW 2023-06-04 0728 RA9AP         599 0439 S52C/P        599 0563
QSO: 21000 CW 2023-06-04 0730 RA9AP         599 441 DL0LB/P       599 520
QSO: 21012 CW 2023-06-04 0731 RA9AP         599 0442 S53X          599 0399
QSO: 21000 CW 2023-06-04 0737 RA9AP         599 449 DM2W/P        599 480
QSO: 21015 CW 2023-06-04 0742 RA9AP         599 453 ES1BH         599 0105
QSO: 14024 CW 2023-06-04 0743 RA9AP         599 0455 DK0V/P        599 0103
QSO: 14025 CW 2023-06-04 0743 RA9AP         599 0454 SM6NT         599 0056
QSO: 14000 CW 2023-06-04 0744 RA9AP         599 456 TA3RT         599 034
QSO: 14026 CW 2023-06-04 0745 RA9AP         599 0457 DL4ME         599 0167
QSO: 14015 CW 2023-06-04 0746 RA9AP         599 0459 LZ6C          599 0111
QSO: 14023 CW 2023-06-04 0750 RA9AP         599 0461 DL0ABT/P      599 0427
QSO: 14025 CW 2023-06-04 0751 RA9AP         599 0462 YO3LW         599 0080
QSO: 21032 CW 2023-06-04 0753 RA9AP         599 0465 DM3M/P        599 0455
QSO: 21000 CW 2023-06-04 0754 RA9AP         599 466 DF5I/P        599 549
QSO: 21026 CW 2023-06-04 0754 RA9AP         599 0467 G4BJM/P       599 0185
QSO: 28028 CW 2023-06-04 0805 RA9AP         599 0474 DK0FC/P       599 0765
QSO: 28028 CW 2023-06-04 0807 RA9AP         599 0475 DL0HN/P       599 0817
QSO: 28000 CW 2023-06-04 0808 RA9AP         599 476 DL0FA/P       599 552
QSO: 21027 CW 2023-06-04 0831 RA9AP         599 0489 SV2CLJ        599 0016
QSO: 21000 CW 2023-06-04 0837 RA9AP         599 493 DK0FR/P       599 179
QSO: 21000 CW 2023-06-04 0837 RA9AP         599 494 DL1BUG/P      599 249
QSO: 21000 CW 2023-06-04 0839 RA9AP         599 497 DL0GZ/P       599 747
QSO: 21000 CW 2023-06-04 0841 RA9AP         599 498 OM/DL7AU/P    599 267
QSO: 21000 CW 2023-06-04 0843 RA9AP         599 0501 DK5KK/P       599 0441
QSO: 21029 CW 2023-06-04 0843 RA9AP         599 0499 OH2KW         599 0017
QSO: 21036 CW 2023-06-04 0843 RA9AP         599 0500 9A3LG         599 0172
QSO: 21000 CW 2023-06-04 0847 RA9AP         599 501 DF0AS/P       599 299
QSO: 28029 CW 2023-06-04 0904 RA9AP         599 511 CT9ABV        599 485
QSO: 28000 CW 2023-06-04 0906 RA9AP         599 513 IT9ORA        599 189
QSO: 14025 CW 2023-06-04 1148 RA9AP         599 0515 G4BJM/P       599 0329
QSO: 14000 CW 2023-06-04 1149 RA9AP         599 516 DL1BUG/P      599 394
QSO: 21017 CW 2023-06-04 1155 RA9AP         599 519 SN1T          599 728
QSO: 21009 CW 2023-06-04 1158 RA9AP         599 521 E77EA         599 801
QSO: 21012 CW 2023-06-04 1201 RA9AP         599 523 OK1RR         599 509
QSO: 21000 CW 2023-06-04 1202 RA9AP         599 524 DK0RA/P       599 878
QSO: 21017 CW 2023-06-04 1203 RA9AP         599 525 DR8C/P        599 0950
QSO: 21000 CW 2023-06-04 1206 RA9AP         599 529 TA3RT         599 097
QSO: 21037 CW 2023-06-04 1206 RA9AP         599 530 I0GOJ         599 162
QSO: 21000 CW 2023-06-04 1221 RA9AP         599 538 YO8KGT/P      599 189
QSO: 14032 CW 2023-06-04 1225 RA9AP         599 540 DL8ULF        599 0348
QSO: 14029 CW 2023-06-04 1227 RA9AP         599 0541 OH2KW         599 0245
QSO: 14033 CW 2023-06-04 1232 RA9AP         599 0544 HA8TP         599 0042
QSO: 14013 CW 2023-06-04 1235 RA9AP         599 0546 DF4U/P        599 0628
QSO: 14036 CW 2023-06-04 1237 RA9AP         599 548 DK0MN/P       599 0853
QSO: 21000 CW 2023-06-04 1241 RA9AP         599 551 DL0FD/P       599 696
QSO: 21020 CW 2023-06-04 1242 RA9AP         599 552 HG4I          599 691
QSO: 21046 CW 2023-06-04 1243 RA9AP         599 0553 YL2TD         599 0239
QSO: 14017 CW 2023-06-04 1357 RA9AP         599 559 YO4DG         599 538
QSO: 14025 CW 2023-06-04 1358 RA9AP         599 561 UA4FCO        599 269
QSO: 14029 CW 2023-06-04 1402 RA9AP         599 0565 S50X/P        599 0924
QSO: 14010 CW 2023-06-04 1404 RA9AP         599 0567 YL2TD         599 0277
QSO: 14025 CW 2023-06-04 1404 RA9AP         599 0566 OM3TPN        599 0021
QSO: 14021 CW 2023-06-04 1408 RA9AP         599 540 LZ5DI         599 0520
QSO: 14031 CW 2023-06-04 1412 RA9AP         599 574 HG4I          599 756
QSO: 14000 CW 2023-06-04 1418 RA9AP         599 578 DF0A/P        599 293
QSO: 14000 CW 2023-06-04 1420 RA9AP         599 570 DL0GZ/P       599 883
QSO: 14000 CW 2023-06-04 1421 RA9AP         599 583 DL3DRN        599 126
QSO: 14023 CW 2023-06-04 1425 RA9AP         599 0584 SM5CSS        599 0262
QSO: 14023 CW 2023-06-04 1426 RA9AP         599 585 DL50DAH/P     599 0321
QSO: 14020 CW 2023-06-04 1429 RA9AP         599 588 G3SWC         599 278
QSO: 14023 CW 2023-06-04 1431 RA9AP         599 589 OK1RR         599 554
QSO: 21033 CW 2023-06-04 1436 RA9AP         599 0590 DL0MZ/P       599 0616
QSO: 21033 CW 2023-06-04 1437 RA9AP         599 0591 DL0WB/P       599 0265
QSO: 14017 CW 2023-06-04 1443 RA9AP         599 0596 MM9I          599 0767
QSO: 14026 CW 2023-06-04 1444 RA9AP         599 0598 YT7X          599 0128
QSO: 14000 CW 2023-06-04 1445 RA9AP         599 599 IZ5BBS        599 140
QSO: 14000 CW 2023-06-04 1446 RA9AP         599 0601 DL1NKS        599 0272
END-OF-LOG:
