START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2021
CALLSIGN: OM5CM
OPERATORS: OM5CM
CATEGORY: SINGLE-OP 10M LOWSINGLE-OP 15M LOWSINGLE-OP 160M LOWSINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14033 CW 2021-11-13 1227 OM5CM         599 NIT        RD4F          599 011       
QSO: 14033 CW 2021-11-13 1228 OM5CM         599 NIT        R7AW          599 046       
QSO: 14033 CW 2021-11-13 1229 OM5CM         599 NIT        RO7C          599 039       
QSO: 14033 CW 2021-11-13 1229 OM5CM         599 NIT        SM2M          599 045       
QSO: 14033 CW 2021-11-13 1230 OM5CM         599 NIT        US3LX         599 002       
QSO: 14033 CW 2021-11-13 1230 OM5CM         599 NIT        SM5DXR        599 008       
QSO: 14033 CW 2021-11-13 1232 OM5CM         599 NIT        YL5T          599 021       
QSO: 14033 CW 2021-11-13 1233 OM5CM         599 NIT        UN4L          599 038       
QSO: 14033 CW 2021-11-13 1233 OM5CM         599 NIT        R3EG          599 063       
QSO: 14033 CW 2021-11-13 1233 OM5CM         599 NIT        G3SVK         599 027       
QSO: 14033 CW 2021-11-13 1234 OM5CM         599 NIT        RU1AC         599 047       
QSO: 14033 CW 2021-11-13 1235 OM5CM         599 NIT        HB9AMO        599 020       
QSO: 14033 CW 2021-11-13 1235 OM5CM         599 NIT        UA9LDD        599 028       
QSO: 14033 CW 2021-11-13 1236 OM5CM         599 NIT        OG6B          599 021       
QSO: 14033 CW 2021-11-13 1236 OM5CM         599 NIT        OH6LW         599 016       
QSO: 14033 CW 2021-11-13 1236 OM5CM         599 NIT        UC5D          599 026       
QSO: 14033 CW 2021-11-13 1237 OM5CM         599 NIT        G3ZGC         599 025       
QSO: 14033 CW 2021-11-13 1237 OM5CM         599 NIT        ON6FC         599 016       
QSO: 14033 CW 2021-11-13 1238 OM5CM         599 NIT        R3OR          599 038       
QSO: 14033 CW 2021-11-13 1239 OM5CM         599 NIT        US3EO         599 012       
QSO: 14033 CW 2021-11-13 1239 OM5CM         599 NIT        PA2TA         599 018       
QSO: 14033 CW 2021-11-13 1240 OM5CM         599 NIT        VE9BK         599 026       
QSO: 14033 CW 2021-11-13 1240 OM5CM         599 NIT        R5FQ          599 030       
QSO: 14033 CW 2021-11-13 1240 OM5CM         599 NIT        OF7KA         599 028       
QSO: 14033 CW 2021-11-13 1241 OM5CM         599 NIT        R7MM          599 055       
QSO: 14033 CW 2021-11-13 1241 OM5CM         599 NIT        F6KRK         599 014       
QSO: 14033 CW 2021-11-13 1241 OM5CM         599 NIT        RL5A          599 059       
QSO: 14033 CW 2021-11-13 1242 OM5CM         599 NIT        RZ4AG         599 021       
QSO: 14033 CW 2021-11-13 1243 OM5CM         599 NIT        PD3KWS        599 009       
QSO: 14033 CW 2021-11-13 1243 OM5CM         599 NIT        OH3GZ         599 015       
QSO: 14033 CW 2021-11-13 1243 OM5CM         599 NIT        F6FTB         599 011       
QSO: 14033 CW 2021-11-13 1244 OM5CM         599 NIT        K3UL          599 019       
QSO: 14033 CW 2021-11-13 1244 OM5CM         599 NIT        LA7SI         599 024       
QSO: 14033 CW 2021-11-13 1245 OM5CM         599 NIT        RK3P          599 030       
QSO: 14033 CW 2021-11-13 1246 OM5CM         599 NIT        RV3ZN         599 048       
QSO: 14033 CW 2021-11-13 1246 OM5CM         599 NIT        R6DJM         599 080       
QSO: 14033 CW 2021-11-13 1246 OM5CM         599 NIT        ON6LR         599 016       
QSO: 14033 CW 2021-11-13 1248 OM5CM         599 NIT        UT4U          599 037       
QSO: 14033 CW 2021-11-13 1248 OM5CM         599 NIT        GM0WED        599 016       
QSO: 14033 CW 2021-11-13 1248 OM5CM         599 NIT        DD2AW         599 010       
QSO: 14033 CW 2021-11-13 1249 OM5CM         599 NIT        RA3YDA        599 058       
QSO: 14033 CW 2021-11-13 1249 OM5CM         599 NIT        K8AJS         599 021       
QSO: 14033 CW 2021-11-13 1250 OM5CM         599 NIT        YL7X          599 058       
QSO: 14033 CW 2021-11-13 1250 OM5CM         599 NIT        IU0ITX        599 011       
QSO: 14033 CW 2021-11-13 1251 OM5CM         599 NIT        UA3QGT        599 063       
QSO: 14033 CW 2021-11-13 1252 OM5CM         599 NIT        G5W           599 028       
QSO: 14033 CW 2021-11-13 1252 OM5CM         599 NIT        K1AR          599 054       
QSO: 14033 CW 2021-11-13 1253 OM5CM         599 NIT        EU8U          599 072       
QSO: 14033 CW 2021-11-13 1253 OM5CM         599 NIT        RM9X          599 003       
QSO: 14033 CW 2021-11-13 1253 OM5CM         599 NIT        RL4F          599 075       
QSO: 14033 CW 2021-11-13 1254 OM5CM         599 NIT        UF5A          599 031       
QSO: 14033 CW 2021-11-13 1255 OM5CM         599 NIT        R7AT          599 049       
QSO: 14033 CW 2021-11-13 1255 OM5CM         599 NIT        I0GOJ         599 017       
QSO: 14033 CW 2021-11-13 1256 OM5CM         599 NIT        RZ1A          599 009       
QSO: 14033 CW 2021-11-13 1256 OM5CM         599 NIT        EI6KW         599 027       
QSO: 14033 CW 2021-11-13 1257 OM5CM         599 NIT        OH1RX         599 020       
QSO: 14033 CW 2021-11-13 1257 OM5CM         599 NIT        RT2X          599 021       
QSO: 14033 CW 2021-11-13 1258 OM5CM         599 NIT        IK8UND        599 025       
QSO: 14033 CW 2021-11-13 1259 OM5CM         599 NIT        PA2A          599 020       
QSO: 14033 CW 2021-11-13 1259 OM5CM         599 NIT        UR7LY         599 056       
QSO: 14033 CW 2021-11-13 1300 OM5CM         599 NIT        F5ICC         599 032       
QSO: 14033 CW 2021-11-13 1301 OM5CM         599 NIT        TM1W          599 029       
QSO: 14033 CW 2021-11-13 1301 OM5CM         599 NIT        SM5MX         599 011       
