START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2021
CALLSIGN: RM7C
OPERATORS: RM7C
CATEGORY: SINGLE-OP 15M LOWSINGLE-OP 20M LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 20M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2021-11-13 1200 RM7C          599 1          OM7M          599 PAR       
QSO: 14000 CW 2021-11-13 1202 RM7C          599 2          OK2ZV         599 GUH       
QSO: 14000 CW 2021-11-13 1203 RM7C          599 3          OM7LW         599 LUC       
QSO: 14000 CW 2021-11-13 1204 RM7C          599 4          OL9Z          599 HKA       
QSO: 14000 CW 2021-11-13 1205 RM7C          599 5          OM2VL         599 DST       
QSO: 14000 CW 2021-11-13 1207 RM7C          599 6          OK2EA         599 HVS       
QSO: 14000 CW 2021-11-13 1209 RM7C          599 7          OK5Z          599 GTR       
QSO: 14000 CW 2021-11-13 1210 RM7C          599 8          OL5A          599 HKA       
QSO: 14000 CW 2021-11-13 1211 RM7C          599 9          OL6D          599 DPJ       
QSO: 14000 CW 2021-11-13 1212 RM7C          599 10         OK1JD         599 FRK       
QSO: 14000 CW 2021-11-13 1214 RM7C          599 11         OK2PIM        599 GKR       
QSO: 14000 CW 2021-11-13 1215 RM7C          599 12         OK2MBP        599 HNJ       
QSO: 14000 CW 2021-11-13 1216 RM7C          599 13         OK1FMX        599 EMO       
QSO: 14000 CW 2021-11-13 1217 RM7C          599 14         OK1FGD        599 FSE       
QSO: 14000 CW 2021-11-13 1218 RM7C          599 15         OK4YL         599 HNJ       
QSO: 14000 CW 2021-11-13 1219 RM7C          599 16         OK1IC         599 BPB       
QSO: 14000 CW 2021-11-13 1220 RM7C          599 17         OM8ON         599 KEB       
QSO: 14000 CW 2021-11-13 1221 RM7C          599 18         OK1YM         599 BKH       
QSO: 14000 CW 2021-11-13 1222 RM7C          599 19         OM3IAG        599 ZIL       
QSO: 14000 CW 2021-11-13 1222 RM7C          599 20         OK5D          599 ETE       
QSO: 14000 CW 2021-11-13 1224 RM7C          599 21         OM5KM         599 NIT       
QSO: 14000 CW 2021-11-13 1224 RM7C          599 22         OK5OK         599 EUL       
QSO: 14000 CW 2021-11-13 1226 RM7C          599 23         OL1X          599 CPE       
QSO: 14000 CW 2021-11-13 1230 RM7C          599 24         OK2D          599 HVS       
QSO: 14000 CW 2021-11-13 1231 RM7C          599 25         OK1DOR        599 APD       
QSO: 14000 CW 2021-11-13 1233 RM7C          599 26         OK2QA         599 HPR       
QSO: 14000 CW 2021-11-13 1235 RM7C          599 27         OK2CQR        599 BME       
QSO: 14000 CW 2021-11-13 1237 RM7C          599 28         OM0R          599 LEV       
QSO: 14000 CW 2021-11-13 1238 RM7C          599 29         OK1MAW        599 FSV       
QSO: 14000 CW 2021-11-13 1240 RM7C          599 30         OM8DD         599 KEO       
QSO: 14000 CW 2021-11-13 1242 RM7C          599 31         OK6Y          599 GVY       
QSO: 14000 CW 2021-11-13 1242 RM7C          599 32         OK1HCG        599 BMB       
QSO: 14000 CW 2021-11-13 1243 RM7C          599 33         OK1FIA        599 CJH       
QSO: 14000 CW 2021-11-13 1244 RM7C          599 34         OK1DOL        599 DPS       
QSO: 14000 CW 2021-11-13 1246 RM7C          599 35         OM2JU         599 PIE       
QSO: 14000 CW 2021-11-13 1246 RM7C          599 36         OL5Y          599 BKO       
QSO: 14000 CW 2021-11-13 1250 RM7C          599 37         OK1FRJ        599 BBE       
QSO: 14000 CW 2021-11-13 1253 RM7C          599 38         OM1II         599 TRN       
QSO: 14000 CW 2021-11-13 1253 RM7C          599 39         OK2PBR        599 HBR       
QSO: 14000 CW 2021-11-13 1302 RM7C          599 40         OL70DG        599 BNY       
QSO: 14000 CW 2021-11-13 1302 RM7C          599 41         OK2BFN        599 GZL       
QSO: 14000 CW 2021-11-13 1306 RM7C          599 42         OK1DUG        599 ETE       
QSO: 14000 CW 2021-11-13 1306 RM7C          599 43         OM8FR         599 KEZ       
QSO: 14000 CW 2021-11-13 1309 RM7C          599 44         OM8AA         599 POP       
QSO: 14000 CW 2021-11-13 1313 RM7C          599 45         OM7JG         599 VKR       
QSO: 14000 CW 2021-11-13 1315 RM7C          599 46         OK1DKR        599 APH       
QSO: 14000 CW 2021-11-13 1315 RM7C          599 47         OK7T          599 ECL       
QSO: 14000 CW 2021-11-13 1316 RM7C          599 48         OL1C          599 ETE       
QSO: 14000 CW 2021-11-13 1319 RM7C          599 49         OK2KG         599 GBL       
QSO: 14000 CW 2021-11-13 1320 RM7C          599 50         OK2KOS        599 HOS       
QSO: 14000 CW 2021-11-13 1321 RM7C          599 51         OK1CZ         599 APF       
QSO: 14000 CW 2021-11-13 1323 RM7C          599 52         OK2EQ         599 HOP       
QSO: 14000 CW 2021-11-13 1325 RM7C          599 53         OK7CM         599 BMB       
QSO: 14000 CW 2021-11-13 1327 RM7C          599 54         OK1TA         599 BMB       
QSO: 14000 CW 2021-11-13 1334 RM7C          599 55         OK1XC         599 CTA       
QSO: 14000 CW 2021-11-13 1335 RM7C          599 56         OK1PI         599 FCR       
QSO: 14000 CW 2021-11-13 1337 RM7C          599 57         OK2HBY        599 GZS       
QSO: 14000 CW 2021-11-13 1338 RM7C          599 58         OM6RM         599 SEN       
QSO: 14000 CW 2021-11-13 1341 RM7C          599 59         OK2WA         599 HFM       
QSO: 14000 CW 2021-11-13 1344 RM7C          599 60         OM5MI         599 NZA       
QSO: 14000 CW 2021-11-13 1345 RM7C          599 61         OK1DWF        599 BKO       
QSO: 14000 CW 2021-11-13 1349 RM7C          599 62         OM5CX         599 NZA       
QSO: 14000 CW 2021-11-13 1352 RM7C          599 63         OL2A          599 GZS       
QSO: 14000 CW 2021-11-13 1352 RM7C          599 64         OM4EX         599 PRI       
QSO: 14000 CW 2021-11-13 1353 RM7C          599 65         OK1TD         599 ECL       
QSO: 14000 CW 2021-11-13 1355 RM7C          599 66         OK3EE         599 CJH       
QSO: 14000 CW 2021-11-13 1357 RM7C          599 67         OK4MM         599 GHO       
QSO: 14000 CW 2021-11-13 1439 RM7C          599 68         OK2BLD        599 HOS       
QSO: 14000 CW 2021-11-13 1440 RM7C          599 69         OM3YAD        599 ILA       
QSO: 14000 CW 2021-11-13 1444 RM7C          599 70         OK3DM         599 BBE       
QSO: 14000 CW 2021-11-13 1450 RM7C          599 71         OK5KA         599 EUL       
QSO: 14000 CW 2021-11-13 1456 RM7C          599 72         OK1DKE        599 CBU       
QSO: 14000 CW 2021-11-13 1505 RM7C          599 73         OK3X          599 DCH       
QSO: 14000 CW 2021-11-13 1511 RM7C          599 74         OK7PN         599 HVS       
QSO: 14000 CW 2021-11-13 1520 RM7C          599 75         OM4Q          599 PBY       
QSO: 14000 CW 2021-11-14 0543 RM7C          599 76         OM5NL         599 KOM       
QSO: 14000 CW 2021-11-14 0545 RM7C          599 77         OK2AF         599 GZS       
QSO: 14000 CW 2021-11-14 0554 RM7C          599 78         OM4AY         599 PBY       
QSO: 14000 CW 2021-11-14 0602 RM7C          599 80         OL0M          599 FPA       
QSO: 14000 CW 2021-11-14 0603 RM7C          599 81         OK2NO         599 HBR       
QSO: 14000 CW 2021-11-14 0605 RM7C          599 82         OK1TN         599 FJI       
QSO: 14000 CW 2021-11-14 0610 RM7C          599 83         OK1AMF        599 ECH       
QSO: 14000 CW 2021-11-14 0611 RM7C          599 84         OM3KFY        599 BAB       
QSO: 14000 CW 2021-11-14 0622 RM7C          599 85         OM8AQ         599 KEO       
QSO: 14000 CW 2021-11-14 0706 RM7C          599 86         OL2J          599 GJI       
QSO: 14000 CW 2021-11-14 0708 RM7C          599 87         OK1FPQ        599 ETE       
QSO: 14000 CW 2021-11-14 0714 RM7C          599 88         OK2ABU        599 GZS       
QSO: 14000 CW 2021-11-14 0720 RM7C          599 89         OM3CW         599 DST       
QSO: 14000 CW 2021-11-14 0721 RM7C          599 90         OK8AU         599 BPZ       
QSO: 14000 CW 2021-11-14 0722 RM7C          599 91         OK1XV         599 BPB       
QSO: 14000 CW 2021-11-14 0724 RM7C          599 92         OM3CPF        599 SEA       
QSO: 14000 CW 2021-11-14 0725 RM7C          599 93         OM7PY         599 LUC       
QSO: 14000 CW 2021-11-14 0726 RM7C          599 94         OK1OA         599 ELI       
QSO: 14000 CW 2021-11-14 0824 RM7C          599 95         OL5W          599 BPB       
QSO: 14000 CW 2021-11-14 0827 RM7C          599 96         OK2NAJ        599 HOL       
QSO: 14000 CW 2021-11-14 0831 RM7C          599 97         OM6AL         599 MAR       
QSO: 14000 CW 2021-11-14 0833 RM7C          599 98         OM3RKA        599 KOM       
QSO: 14000 CW 2021-11-14 0835 RM7C          599 99         OL6P          599 GVY       
QSO: 14000 CW 2021-11-14 0837 RM7C          599 100        OL1A          599 BPV       
QSO: 14000 CW 2021-11-14 0838 RM7C          599 101        OM8LA         599 KEZ       
QSO: 14000 CW 2021-11-14 0844 RM7C          599 103        OK1AOU        599 CBU       
QSO: 14000 CW 2021-11-14 0846 RM7C          599 104        OK5N          599 DPM       
QSO: 21000 CW 2021-11-14 0906 RM7C          599 105        OK3DM         599 BBE       
QSO: 21000 CW 2021-11-14 0907 RM7C          599 106        OK8AW         599 BPV       
QSO: 21000 CW 2021-11-14 0908 RM7C          599 107        OK1OA         599 ELI       
QSO: 21000 CW 2021-11-14 0908 RM7C          599 108        OL6D          599 DPJ       
QSO: 21000 CW 2021-11-14 0909 RM7C          599 109        OL1C          599 ETE       
QSO: 21000 CW 2021-11-14 0910 RM7C          599 110        OL1X          599 CPE       
QSO: 21000 CW 2021-11-14 0911 RM7C          599 111        OL7P          599 DCH       
QSO: 21000 CW 2021-11-14 0911 RM7C          599 112        OK2PDK        599 GZS       
QSO: 21000 CW 2021-11-14 0912 RM7C          599 113        OL8M          599 DPM       
QSO: 21000 CW 2021-11-14 0913 RM7C          599 114        OK1DMP        599 BPV       
QSO: 21000 CW 2021-11-14 0916 RM7C          599 115        OK1AOU        599 CBU       
QSO: 21000 CW 2021-11-14 0917 RM7C          599 116        OK2AF         599 GZS       
QSO: 21000 CW 2021-11-14 0919 RM7C          599 117        OM3RM         599 DST       
QSO: 21000 CW 2021-11-14 0927 RM7C          599 118        OK1AR         599 ELO       
QSO: 21000 CW 2021-11-14 0930 RM7C          599 119        OL3A          599 DDO       
QSO: 21000 CW 2021-11-14 0931 RM7C          599 120        OK8AU         599 BPZ       
QSO: 21000 CW 2021-11-14 0932 RM7C          599 121        OK1LV         599 DPM       
QSO: 21000 CW 2021-11-14 0940 RM7C          599 122        OK1TLB        599 ELT       
QSO: 21000 CW 2021-11-14 0943 RM7C          599 123        OK1SI         599 ELT       
QSO: 21000 CW 2021-11-14 0943 RM7C          599 124        OK1ITK        599 BBN       
QSO: 21000 CW 2021-11-14 0944 RM7C          599 125        OK7T          599 ECL       
QSO: 21000 CW 2021-11-14 0955 RM7C          599 126        OK1AXB        599 BPV       
QSO: 21000 CW 2021-11-14 0956 RM7C          599 127        OK1MBZ        599 FTR       
QSO: 21000 CW 2021-11-14 0957 RM7C          599 128        OK5Z          599 GTR       
QSO: 21000 CW 2021-11-14 1000 RM7C          599 129        OK2EQ         599 HOP       
QSO: 21000 CW 2021-11-14 1001 RM7C          599 130        OK1ZCF        599 FUO       
QSO: 21000 CW 2021-11-14 1002 RM7C          599 131        OK1FCR        599 FCR       
QSO: 21000 CW 2021-11-14 1004 RM7C          599 132        OK1DKE        599 CBU       
QSO: 21000 CW 2021-11-14 1006 RM7C          599 133        OK2GU         599 GJI       
QSO: 21000 CW 2021-11-14 1008 RM7C          599 134        OK2LF         599 HOP       
QSO: 21000 CW 2021-11-14 1011 RM7C          599 135        OM2VL         599 DST       
QSO: 21000 CW 2021-11-14 1018 RM7C          599 136        OL5W          599 BPB       
QSO: 21000 CW 2021-11-14 1019 RM7C          599 137        OM0R          599 LEV       
QSO: 21000 CW 2021-11-14 1020 RM7C          599 138        OK1HFP        599 DTA       
