START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2021
CALLSIGN: OM3KFY
OPERATORS: OM2FY
CATEGORY: SINGLE-OP 10M LOWSINGLE-OP 15M LOWSINGLE-OP 160M LOWSINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21035 CW 2021-11-13 1202 OM3KFY        599 BAB        RW4S          599 006       
QSO: 21035 CW 2021-11-13 1204 OM3KFY        599 BAB        R4IO          599 008       
QSO: 14019 CW 2021-11-13 1208 OM3KFY        599 BAB        UA6LCJ        599 008       
QSO: 14019 CW 2021-11-13 1208 OM3KFY        599 BAB        W1GD          599 008       
QSO: 14019 CW 2021-11-13 1209 OM3KFY        599 BAB        UR7LY         599 006       
QSO: 14019 CW 2021-11-13 1209 OM3KFY        599 BAB        RO7C          599 014       
QSO: 14019 CW 2021-11-13 1209 OM3KFY        599 BAB        UA9LDD        599 006       
QSO: 14019 CW 2021-11-13 1210 OM3KFY        599 BAB        R4BZ          599 012       
QSO: 14019 CW 2021-11-13 1210 OM3KFY        599 BAB        PA0CT         599 012       
QSO: 14019 CW 2021-11-13 1211 OM3KFY        599 BAB        UR7MZ         599 008       
QSO: 14019 CW 2021-11-13 1211 OM3KFY        599 BAB        UN4L          599 010       
QSO: 14019 CW 2021-11-13 1211 OM3KFY        599 BAB        RW9DX         599 004       
QSO: 14019 CW 2021-11-13 1212 OM3KFY        599 BAB        PA0JLS        599 005       
QSO: 14019 CW 2021-11-13 1212 OM3KFY        599 BAB        RA3YDA        599 011       
QSO: 14019 CW 2021-11-13 1212 OM3KFY        599 BAB        UT3QZ         599 005       
QSO: 14019 CW 2021-11-13 1213 OM3KFY        599 BAB        F6JOE         599 005       
QSO: 14019 CW 2021-11-13 1214 OM3KFY        599 BAB        PG7R          599 006       
QSO: 14019 CW 2021-11-13 1214 OM3KFY        599 BAB        UA3QGT        599 008       
QSO: 14019 CW 2021-11-13 1215 OM3KFY        599 BAB        R3OR          599 007       
QSO: 14019 CW 2021-11-13 1216 OM3KFY        599 BAB        LA7SI         599 007       
QSO: 14019 CW 2021-11-13 1216 OM3KFY        599 BAB        R3EG          599 031       
QSO: 14019 CW 2021-11-13 1216 OM3KFY        599 BAB        EC3A          599 011       
QSO: 14019 CW 2021-11-13 1217 OM3KFY        599 BAB        OG5O          599 011       
QSO: 14019 CW 2021-11-13 1217 OM3KFY        599 BAB        PA2TA         599 002       
QSO: 14019 CW 2021-11-13 1218 OM3KFY        599 BAB        RU1AC         599 029       
