START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2021
CALLSIGN: OK1HCG
OPERATORS: OK1HCG
CATEGORY: SINGLE-OP ALL LOWSINGLE-OP 80M LOWSINGLE-OP 40M LOWSINGLE-OP 20M LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21029 CW 2021-11-13 1209 OK1HCG        599 BMB        R4MA          599 009       
QSO: 21029 CW 2021-11-13 1210 OK1HCG        599 BMB        R7AW          599 017       
QSO: 21029 CW 2021-11-13 1211 OK1HCG        599 BMB        R4IO          599 021       
QSO: 21029 CW 2021-11-13 1211 OK1HCG        599 BMB        EA7A          599 010       
QSO: 21029 CW 2021-11-13 1213 OK1HCG        599 BMB        R7MM          599 015       
QSO: 21029 CW 2021-11-13 1213 OK1HCG        599 BMB        RL4A          599 005       
QSO: 21029 CW 2021-11-13 1214 OK1HCG        599 BMB        UA4S          599 030       
QSO: 21029 CW 2021-11-13 1215 OK1HCG        599 BMB        RL4F          599 017       
QSO: 21029 CW 2021-11-13 1216 OK1HCG        599 BMB        RW4S          599 030       
QSO: 21029 CW 2021-11-13 1217 OK1HCG        599 BMB        CT7AGZ        599 020       
QSO: 21029 CW 2021-11-13 1217 OK1HCG        599 BMB        UA9W          599 020       
QSO: 21029 CW 2021-11-13 1220 OK1HCG        599 BMB        A62A          599 030       
QSO: 21029 CW 2021-11-13 1222 OK1HCG        599 BMB        RK4HYT        599 013       
QSO: 21029 CW 2021-11-13 1223 OK1HCG        599 BMB        RN4HAB        599 025       
QSO: 21029 CW 2021-11-13 1224 OK1HCG        599 BMB        RA3NC         599 024       
QSO: 21029 CW 2021-11-13 1225 OK1HCG        599 BMB        EA1X          599 026       
QSO: 21029 CW 2021-11-13 1225 OK1HCG        599 BMB        RA9AP         599 029       
QSO: 21029 CW 2021-11-13 1228 OK1HCG        599 BMB        RA4CL         599 009       
QSO: 21029 CW 2021-11-13 1236 OK1HCG        599 BMB        K1ZZ          599 039       
QSO: 21029 CW 2021-11-13 1239 OK1HCG        599 BMB        RN4AO         599 004       
QSO: 14032 CW 2021-11-13 1242 OK1HCG        599 BMB        RM7C          599 032       
QSO: 14032 CW 2021-11-13 1242 OK1HCG        599 BMB        R5FQ          599 033       
QSO: 14032 CW 2021-11-13 1243 OK1HCG        599 BMB        R3EG          599 079       
QSO: 14032 CW 2021-11-13 1243 OK1HCG        599 BMB        YO4AAC        599 014       
QSO: 14032 CW 2021-11-13 1244 OK1HCG        599 BMB        UR5R          599 051       
QSO: 14032 CW 2021-11-13 1245 OK1HCG        599 BMB        RL3T          599 017       
QSO: 14032 CW 2021-11-13 1246 OK1HCG        599 BMB        A62A          599 063       
QSO: 14032 CW 2021-11-13 1246 OK1HCG        599 BMB        LZ2CH         599 015       
