START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2021
CALLSIGN: LZ2CJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: LZ2CJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2021 OK_OM_DX_Contest/2021/SSB.
QSO:  7000 PH 2021-04-10 1544 LZ2CJ         59 2 OM5WW         59 LVC
QSO:  7179 PH 2021-04-10 1545 LZ2CJ         59 003 RA3Y          59 239
QSO:  7000 PH 2021-04-10 1546 LZ2CJ         59 004 IU0APU        59 0080
QSO:  7000 PH 2021-04-10 1547 LZ2CJ         59 005 OK1KKI        59 CJH
QSO:  7161 PH 2021-04-10 1548 LZ2CJ         59 006 OK1KDO        59 DDO
QSO:  7000 PH 2021-04-10 1549 LZ2CJ         59 007 IZ2BVC        59 0116
QSO:  7146 PH 2021-04-10 1550 LZ2CJ         59 008 IZ2FOS        59 0190
QSO:  7139 PH 2021-04-10 1552 LZ2CJ         59 009 OK7W          59 FRK
QSO:  7129 PH 2021-04-10 1557 LZ2CJ         59 010 IU0OVB        59 0096
QSO:  7000 PH 2021-04-10 1558 LZ2CJ         59 011 F5OHM         59 283
QSO:  7189 PH 2021-04-10 1602 LZ2CJ         59 012 OK2KG         59 GBL
QSO:  7000 PH 2021-04-10 1604 LZ2CJ         59 014 OK2MBP        59 HNJ
QSO:  7180 PH 2021-04-10 1608 LZ2CJ         59 016 UW4E          59 108
QSO:  7171 PH 2021-04-10 1609 LZ2CJ         59 017 IT9FRX        59 0278
QSO:  7168 PH 2021-04-10 1610 LZ2CJ         59 016 RC5Z          59 235
QSO:  7000 PH 2021-04-10 1612 LZ2CJ         59 20 S51CK         59 242
QSO:  7000 PH 2021-04-10 1612 LZ2CJ         59 019 UT0ZT         59 038
QSO:  7138 PH 2021-04-10 1614 LZ2CJ         59 21 OM3RM         59 DST
END-OF-LOG:
