START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2021
CALLSIGN: OM3GI
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OM3GI
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2021 OK_OM_DX_Contest/2021/SSB.
QSO: 14000 PH 2021-04-10 1654 OM3GI         59 POP 4I1EBD        59 0037
QSO: 14000 PH 2021-04-10 1656 OM3GI         59 POP M0HHG         59 019
QSO: 14238 PH 2021-04-10 1656 OM3GI         59 POP EA1IQ         59 005
QSO: 14239 PH 2021-04-10 1659 OM3GI         59 POP IT9IQQ        59 0139
QSO: 14239 PH 2021-04-10 1659 OM3GI         59 POP NE1C          59 187
QSO: 14239 PH 2021-04-10 1702 OM3GI         59 POP EA6PT         59 004
QSO: 14239 PH 2021-04-10 1702 OM3GI         59 POP LB5SH         59 043
QSO: 14000 PH 2021-04-10 1705 OM3GI         59 POP TA7EB         59 049
QSO: 14239 PH 2021-04-10 1710 OM3GI         59 POP KC9JML        59 005
QSO: 14000 PH 2021-04-10 1711 OM3GI         59 POP VE2GT         59 008
QSO: 14239 PH 2021-04-10 1712 OM3GI         59 POP EA8DHV        59 079
QSO: 14239 PH 2021-04-10 1712 OM3GI         59 POP EC4AA         59 025
QSO: 14239 PH 2021-04-10 1713 OM3GI         59 POP EA7ATX        59 153
QSO: 14000 PH 2021-04-10 1714 OM3GI         59 POP RA9SDT        59 075
QSO: 14239 PH 2021-04-10 1714 OM3GI         59 POP EA8DGC        59 009
QSO: 14239 PH 2021-04-10 1714 OM3GI         59 POP OK5Z          59 GTR
QSO: 14239 PH 2021-04-10 1716 OM3GI         59 POP IU0OVB        59 0162
QSO: 14000 PH 2021-04-10 1718 OM3GI         59 POP VA2OBW        59 012
QSO: 14239 PH 2021-04-10 1718 OM3GI         59 POP R6DOP         59 107
QSO: 14239 PH 2021-04-10 1722 OM3GI         59 POP EA2AOO/P      59 055
QSO: 14239 PH 2021-04-10 1723 OM3GI         59 POP TM1W          59 220
QSO: 14239 PH 2021-04-10 1724 OM3GI         59 POP PY1VOY        59 013
QSO: 14025 PH 2021-04-10 1726 OM3GI         59 POP EA1T          59 015
QSO: 14239 PH 2021-04-10 1729 OM3GI         59 POP AA1SU         59 006
QSO: 14239 PH 2021-04-10 1732 OM3GI         59 POP MW0JKU        59 078
QSO: 14239 PH 2021-04-10 1732 OM3GI         59 POP OK1NP         59 DTA
QSO: 14239 PH 2021-04-10 1734 OM3GI         59 POP W1GD          59 018
