START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2021
CALLSIGN: DG9YFB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DG9YFB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2021 OK_OM_DX_Contest/2021/SSB.
QSO: 14000 PH 2021-04-10 1516 DG9YFB        59 17 RK4FAO        59 158
QSO: 14000 PH 2021-04-10 1517 DG9YFB        59 017 IT9IRV        59 0051
QSO: 14194 PH 2021-04-10 1518 DG9YFB        59 017 RC5Z          59 208
QSO: 14244 PH 2021-04-10 1520 DG9YFB        59 4 TA0ACL        59 030
QSO: 14200 PH 2021-04-10 1525 DG9YFB        59 005 YM1KM         59 203
QSO: 14240 PH 2021-04-10 1531 DG9YFB        59 009 TA2IJ         59 061
QSO: 14220 PH 2021-04-10 1614 DG9YFB        59 007 TA3LHH        59 315
QSO:  7000 PH 2021-04-10 1659 DG9YFB        59 007 IX1HPN        59 0130
QSO:  7189 PH 2021-04-10 1700 DG9YFB        59 009 TM72G         59 061
QSO:  7179 PH 2021-04-10 1701 DG9YFB        59 010 TM1W          59 059
QSO:  7168 PH 2021-04-10 1703 DG9YFB        59 011 RC5Z          59 291
QSO:  7140 PH 2021-04-10 1709 DG9YFB        59 012 OK7W          59 FRK
QSO:  7135 PH 2021-04-10 1710 DG9YFB        59 013 OK6T          59 FNA
QSO:  7000 PH 2021-04-10 1716 DG9YFB        59 014 IU0APU        59 0126
QSO:  7000 PH 2021-04-10 1718 DG9YFB        59 015 OM5WW         59 LVC
QSO:  7151 PH 2021-04-10 1722 DG9YFB        59 016 OK1LEV        59 DKL
QSO:  3774 PH 2021-04-10 1732 DG9YFB        59 18 SP3ZHP        59 191
QSO:  3712 PH 2021-04-10 1738 DG9YFB        59 021 OK1AY         59 DPJ
END-OF-LOG:
