START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: OK-OM DX Contest 2021
CALLSIGN: DC2AM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DC2AM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for OK-OM DX Contest 2021 OK_OM_DX_Contest/2021/SSB.
QSO:  7180 PH 2021-04-10 2030 DC2AM         59 001 F1ADG         59 095
QSO:  7169 PH 2021-04-10 2034 DC2AM         59 002 F6GPT         59 098
QSO:  7157 PH 2021-04-10 2040 DC2AM         59 003 HA2EAV        59 080
QSO:  7000 PH 2021-04-10 2043 DC2AM         59 4 S51CK         59 438
QSO:  7136 PH 2021-04-10 2046 DC2AM         59 005 IU1MRG        59 070
QSO:  7128 PH 2021-04-10 2052 DC2AM         59 006 IU0OVB        59 0246
QSO:  3500 PH 2021-04-10 2129 DC2AM         59 007 IU2IHM        59 0089
QSO:  3772 PH 2021-04-10 2130 DC2AM         59 008 G4ERW         59 024
QSO:  3711 PH 2021-04-10 2134 DC2AM         59 009 IZ3GNG        59 0194
QSO:  3500 PH 2021-04-10 2139 DC2AM         59 10 OK2HBR        59 HOL
QSO:  3716 PH 2021-04-10 2141 DC2AM         59 11 LY9A          59 501
QSO:  3600 PH 2021-04-10 2149 DC2AM         59 13 SP6YG         59 251
QSO:  3500 PH 2021-04-10 2154 DC2AM         59 014 DK0BM         59 145
QSO:  1830 PH 2021-04-10 2200 DC2AM         59 015 OM2XW         59 MYJ
QSO:  1863 PH 2021-04-10 2204 DC2AM         59 016 OK1OA         59 ELI
QSO: 14196 PH 2021-04-11 1135 DC2AM         59 017 UT3EV         59 424
QSO: 14221 PH 2021-04-11 1139 DC2AM         59 018 TM1W          59 420
QSO: 14291 PH 2021-04-11 1147 DC2AM         59 019 UR4QFP        59 340
END-OF-LOG:
