START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EUHFC
CALLSIGN: F6HKA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F6HKA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EUHFC EUHFC/2021.
QSO: 14000 CW 2021-08-07 1212 F6HKA         599 81 PA2W          599 85
QSO: 14046 CW 2021-08-07 1213 F6HKA         599 81 SP2R          599 82
QSO: 14046 CW 2021-08-07 1214 F6HKA         599 81 UW1M          599 72
QSO: 14000 CW 2021-08-07 1215 F6HKA         599 81 OH7KC         599 80
QSO: 14046 CW 2021-08-07 1215 F6HKA         599 77 UR5R          599 99
QSO: 14000 CW 2021-08-07 1216 F6HKA         599 81 SM5DXR        599 65
QSO: 14044 CW 2021-08-07 1216 F6HKA         599 81 SP7CF         599 78
QSO: 14043 CW 2021-08-07 1217 F6HKA         599 81 M3AWD         599 02
QSO: 14044 CW 2021-08-07 1217 F6HKA         599 81 PA2TA         599 82
QSO: 14000 CW 2021-08-07 1218 F6HKA         599 81 OK2QX         599 62
QSO: 14043 CW 2021-08-07 1218 F6HKA         599 81 RA3NC         599 73
QSO: 14043 CW 2021-08-07 1218 F6HKA         599 81 US7IY         599 79
QSO: 14043 CW 2021-08-07 1219 F6HKA         599 81 OK4RQ         599 82
QSO: 14044 CW 2021-08-07 1220 F6HKA         599 81 S54X          599 82
QSO: 14043 CW 2021-08-07 1221 F6HKA         599 81 DJ4MX         599 17
QSO: 14043 CW 2021-08-07 1221 F6HKA         599 81 PA5FN         599 78
QSO: 14043 CW 2021-08-07 1221 F6HKA         599 81 RT2C          599 80
QSO: 14041 CW 2021-08-07 1222 F6HKA         599 81 SE5E          599 76
QSO: 14043 CW 2021-08-07 1222 F6HKA         599 81 OK2BFN        599 63
QSO: 14043 CW 2021-08-07 1223 F6HKA         599 81 UV1IX         599 92
QSO: 14044 CW 2021-08-07 1223 F6HKA         599 81 DF6RI         599 75
QSO: 14044 CW 2021-08-07 1223 F6HKA         599 81 SM6GBM        599 77
QSO: 14044 CW 2021-08-07 1224 F6HKA         599 81 DL4XU         599 89
QSO: 14000 CW 2021-08-07 1225 F6HKA         599 81 UT3UZ         599 78
QSO: 14044 CW 2021-08-07 1225 F6HKA         599 81 DL9MWG        599 76
QSO: 14044 CW 2021-08-07 1225 F6HKA         599 81 UT5NR         599 11
QSO: 14043 CW 2021-08-07 1226 F6HKA         599 81 OK2ZV         599 81
QSO: 14043 CW 2021-08-07 1226 F6HKA         599 81 RT2H          599 73
QSO: 14044 CW 2021-08-07 1226 F6HKA         599 81 HA1WD         599 82
QSO: 14000 CW 2021-08-07 1227 F6HKA         599 81 PA5GU         599 95
QSO: 14043 CW 2021-08-07 1227 F6HKA         599 81 DM6EE         599 81
QSO: 14043 CW 2021-08-07 1227 F6HKA         599 81 LY1CT         599 77
QSO: 14044 CW 2021-08-07 1228 F6HKA         599 81 SN7O          599 75
QSO: 14000 CW 2021-08-07 1329 F6HKA         599 81 DL9LM         599 48
QSO: 14056 CW 2021-08-07 1359 F6HKA         599 81 OL5Y          599 84
QSO: 14000 CW 2021-08-07 1501 F6HKA         599 81 DL9ZP         599 70
QSO: 14039 CW 2021-08-07 1502 F6HKA         599 81 LZ1QN         599 87
QSO: 14039 CW 2021-08-07 1502 F6HKA         599 81 RK3TT         599 96
QSO: 14039 CW 2021-08-07 1502 F6HKA         599 81 UA4S          599 98
QSO: 14039 CW 2021-08-07 1504 F6HKA         599 81 LY2CO         599 75
QSO: 14039 CW 2021-08-07 1504 F6HKA         599 81 UX1AA         599 80
QSO: 14038 CW 2021-08-07 1505 F6HKA         599 81 ON1DX         599 88
QSO: 14200 CW 2021-08-07 1505 F6HKA         599 81 RT5T          599 88
QSO: 14038 CW 2021-08-07 1507 F6HKA         599 81 DK0MM         599 60
QSO: 14038 CW 2021-08-07 1509 F6HKA         599 81 EW8DX         599 65
QSO: 14000 CW 2021-08-07 1510 F6HKA         599 81 SN2N          599 72
QSO: 14039 CW 2021-08-07 1512 F6HKA         599 81 RL5A          599 82
QSO: 14038 CW 2021-08-07 1516 F6HKA         599 81 UT4LW         599 98
QSO: 14039 CW 2021-08-07 1517 F6HKA         599 81 GD4EIP        599 62
QSO: 14039 CW 2021-08-07 1517 F6HKA         599 81 LY2A          599 74
QSO: 14000 CW 2021-08-07 1729 F6HKA         599 81 DL4CF         599 83
QSO: 14000 CW 2021-08-07 1734 F6HKA         599 81 OK2NO         599 84
QSO: 14037 CW 2021-08-07 1734 F6HKA         599 81 EB5A          599 81
QSO: 14037 CW 2021-08-07 1735 F6HKA         599 81 OK2PF         599 70
QSO: 14037 CW 2021-08-07 1736 F6HKA         599 81 EI7KD         599 77
QSO: 14037 CW 2021-08-07 1736 F6HKA         599 81 UT7E          599 89
QSO: 14037 CW 2021-08-07 1737 F6HKA         599 81 UW6E          599 88
QSO: 14037 CW 2021-08-07 1738 F6HKA         599 81 YL1ZF         599 94
QSO: 14037 CW 2021-08-07 1739 F6HKA         599 81 SE6N          599 07
QSO: 14037 CW 2021-08-07 1740 F6HKA         599 81 SP4JCQ        599 75
QSO: 14037 CW 2021-08-07 1741 F6HKA         599 81 SQ9DXN        599 95
QSO: 14037 CW 2021-08-07 1741 F6HKA         599 81 YL2HB         599 68
QSO: 14036 CW 2021-08-07 1742 F6HKA         599 81 EU1FQ         599 77
QSO: 14037 CW 2021-08-07 1742 F6HKA         599 81 PG5V          599 76
QSO: 14000 CW 2021-08-07 1743 F6HKA         599 81 HA2EOU        599 84
QSO: 14036 CW 2021-08-07 1743 F6HKA         599 81 EU3A          599 72
QSO: 14036 CW 2021-08-07 1744 F6HKA         599 81 RW1A          599 84
QSO: 14037 CW 2021-08-07 1744 F6HKA         599 81 UA4LL         599 84
QSO: 14036 CW 2021-08-07 1745 F6HKA         599 81 RA3YDA        599 82
END-OF-LOG:
