START-OF-LOG: 3.0
CONTEST: SAC-SSB
CALLSIGN: PA2VS
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
OPERATORS: PA2VS
CLUB: VERON FRIESLAND NOORD
CLAIMED-SCORE: 8568
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: WIRE-ONLY
CATEGORY-MODE: SSB
NAME: Sjuk Veenstra
SOAPBOX: using icom 7300 + endfed, thank you all for activating scandinavia.
QSO: 14192 PH 2024-10-12 1200 PA2VS         59       1 SK0QO         59       2 0
QSO: 14184 PH 2024-10-12 1202 PA2VS         59       2 OG6K          59       4 0
QSO: 14196 PH 2024-10-12 1206 PA2VS         59       3 SK6BA         59       6 0
QSO: 14236 PH 2024-10-12 1210 PA2VS         59       4 SK3W          59       9 0
QSO: 14256 PH 2024-10-12 1213 PA2VS         59       5 SK6AW         59      27 0
QSO: 14264 PH 2024-10-12 1215 PA2VS         59       6 LG5LG         59      30 0
QSO: 14270 PH 2024-10-12 1218 PA2VS         59       7 SM6TOL        59      24 0
QSO: 14273 PH 2024-10-12 1220 PA2VS         59       8 SK6EI         59      21 0
QSO: 14280 PH 2024-10-12 1221 PA2VS         59       9 SK6D          59      21 0
QSO: 14187 PH 2024-10-12 1226 PA2VS         59      10 OZ4GM         59      45 0
QSO: 14200 PH 2024-10-12 1227 PA2VS         59      11 SB7S          59      63 0
QSO: 14211 PH 2024-10-12 1229 PA2VS         59      12 SC7DX         59      54 0
QSO: 21244 PH 2024-10-12 1236 PA2VS         59      13 OG6K          59      75 0
QSO: 21268 PH 2024-10-12 1239 PA2VS         59      14 OG3B          59      43 0
QSO: 21273 PH 2024-10-12 1240 PA2VS         59      15 OH2T          59      50 0
QSO: 21284 PH 2024-10-12 1243 PA2VS         59      16 OH2R          59      63 0
QSO: 21288 PH 2024-10-12 1244 PA2VS         59      17 OG8M          59      87 0
QSO: 21305 PH 2024-10-12 1245 PA2VS         59      18 OH6DX         59     105 0
QSO: 21313 PH 2024-10-12 1246 PA2VS         59      19 OG7A          59      79 0
QSO: 21340 PH 2024-10-12 1248 PA2VS         59      20 OH7TO         59      25 0
QSO: 21346 PH 2024-10-12 1249 PA2VS         59      21 OH6OS         59      55 0
QSO: 21370 PH 2024-10-12 1252 PA2VS         59      22 OG5O          59      64 0
QSO: 21208 PH 2024-10-12 1256 PA2VS         59      23 OG1F          59      77 0
QSO: 21226 PH 2024-10-12 1257 PA2VS         59      24 SM2S          59      67 0
QSO: 21248 PH 2024-10-12 1259 PA2VS         59      25 SA3MGL        59      85 0
QSO: 21256 PH 2024-10-12 1300 PA2VS         59      26 SB3W          59      77 0
QSO: 21260 PH 2024-10-12 1302 PA2VS         59      27 OH5Z          59     105 0
