START-OF-LOG: 3.0
CONTEST: SAC-SSB
CALLSIGN: PA3GVQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
OPERATORS: PA3GVQ
CLUB: VERON A37 ROTTERDAM
CLAIMED-SCORE: 11730
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CATEGORY-MODE: SSB
NAME: Edwin Vos
SOAPBOX: nice sac again. lot's of stations active and some have very good ears!
SOAPBOX: working with only a wire doublet antenna and balanced tuner (annecke)
SOAPBOX: pep about 150 watts.
QSO: 21250 PH 2024-10-12 1202 PA3GVQ        59       1 OG8M          59       5 0
QSO: 21250 PH 2024-10-12 1203 PA3GVQ        59       2 OG4A          59       2 0
QSO: 21250 PH 2024-10-12 1204 PA3GVQ        59       3 OH0V          59       9 0
QSO: 21250 PH 2024-10-12 1206 PA3GVQ        59       4 OH2XX         59       2 0
QSO: 21250 PH 2024-10-12 1209 PA3GVQ        59       5 OH5Z          59       8 0
QSO: 21250 PH 2024-10-12 1209 PA3GVQ        59       6 OH3Z          59       9 0
QSO: 21250 PH 2024-10-12 1211 PA3GVQ        59       7 SA3MGL        59       6 0
QSO: 21250 PH 2024-10-12 1212 PA3GVQ        59       8 OH1RX         59       9 0
QSO: 21250 PH 2024-10-12 1214 PA3GVQ        59       9 OG1F          59      14 0
QSO: 21250 PH 2024-10-12 1221 PA3GVQ        59      10 OH2T          59      19 0
QSO: 21250 PH 2024-10-12 1222 PA3GVQ        59      11 OH1X          59      16 0
QSO: 21250 PH 2024-10-12 1223 PA3GVQ        59      12 OH2R          59      13 0
QSO: 21250 PH 2024-10-12 1224 PA3GVQ        59      13 OH2PQ         59      21 0
QSO: 21250 PH 2024-10-12 1225 PA3GVQ        59      14 OH7TO         59       8 0
QSO: 21250 PH 2024-10-12 1226 PA3GVQ        59      15 OG7A          59      27 0
QSO: 21250 PH 2024-10-12 1226 PA3GVQ        59      16 OG6N          59      29 0
QSO: 21250 PH 2024-10-12 1228 PA3GVQ        59      17 SG0M          59      11 0
QSO: 21250 PH 2024-10-12 1233 PA3GVQ        59      18 OH9GGY        59      41 0
QSO: 21250 PH 2024-10-12 1236 PA3GVQ        59      19 OH6DX         59      78 0
QSO: 21250 PH 2024-10-12 1238 PA3GVQ        59      20 8S0C          59      20 0
QSO: 21250 PH 2024-10-12 1240 PA3GVQ        59      21 SE5E          59      76 0
QSO: 21250 PH 2024-10-12 1241 PA3GVQ        59      22 OG3B          59      46 0
QSO: 21250 PH 2024-10-12 1243 PA3GVQ        59      23 SB3W          59      37 0
QSO: 21250 PH 2024-10-12 1245 PA3GVQ        59      24 SK3W          59      46 0
QSO: 21250 PH 2024-10-12 1315 PA3GVQ        59      25 OG5O          59     104 0
QSO: 21250 PH 2024-10-12 1316 PA3GVQ        59      26 OH8RA         59      76 0
QSO: 21250 PH 2024-10-12 1318 PA3GVQ        59      27 OH6OS         59     103 0
QSO: 21250 PH 2024-10-12 1320 PA3GVQ        59      28 OG2X          59      54 0
QSO: 21250 PH 2024-10-12 1322 PA3GVQ        59      29 OH2PM         59      56 0
QSO: 21250 PH 2024-10-12 1323 PA3GVQ        59      30 TF3W          59     186 0
QSO: 21250 PH 2024-10-12 1325 PA3GVQ        59      31 OG1D          59      91 0
QSO: 21250 PH 2024-10-12 1326 PA3GVQ        59      32 SM2A          59      79 0
QSO: 21250 PH 2024-10-12 1329 PA3GVQ        59      33 OH8L          59     175 0
QSO: 21250 PH 2024-10-12 1331 PA3GVQ        59      34 OG6K          59     170 0
QSO: 21250 PH 2024-10-12 1332 PA3GVQ        59      35 OH8K          59     136 0
QSO: 21250 PH 2024-10-12 1333 PA3GVQ        59      36 OH7K          59     167 0
QSO: 21250 PH 2024-10-12 1335 PA3GVQ        59      37 TF2LL         59      39 0
QSO: 21250 PH 2024-10-12 1336 PA3GVQ        59      38 OH6K          59     141 0
QSO: 21250 PH 2024-10-12 1337 PA3GVQ        59      39 OH9W          59      63 0
QSO: 21250 PH 2024-10-12 1339 PA3GVQ        59      40 OG4Z          59     128 0
QSO: 21250 PH 2024-10-12 1341 PA3GVQ        59      41 SE3P          59      17 0
QSO: 28500 PH 2024-10-12 1344 PA3GVQ        59      42 OH8X          59     191 0
QSO: 28500 PH 2024-10-12 1347 PA3GVQ        59      43 OH8WR         59     146 0
QSO: 28500 PH 2024-10-12 1355 PA3GVQ        59      44 LC5C          59     127 0
QSO: 28500 PH 2024-10-12 1358 PA3GVQ        59      45 OH7K          59     218 0
QSO: 14150 PH 2024-10-12 1421 PA3GVQ        59      46 LA6LLA        59       8 0
QSO: 14150 PH 2024-10-12 1422 PA3GVQ        59      47 OG6N          59     187 0
QSO: 14150 PH 2024-10-12 1423 PA3GVQ        59      48 OZ4NA         59      83 0
QSO: 14150 PH 2024-10-12 1424 PA3GVQ        59      49 LC2D          59      53 0
