START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: 2E0YEM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 2E0YEM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2025.
QSO: 28035 CW 2025-09-20 1201 2E0YEM        599 SM6M          599 2
QSO: 21000 CW 2025-09-20 1238 2E0YEM        599 21 SM6NT         599 45
QSO: 21038 CW 2025-09-20 1238 2E0YEM        599 20 OH7K          599 60
QSO: 21056 CW 2025-09-20 1241 2E0YEM        599 22 OH6OS         599 52
QSO: 28026 CW 2025-09-20 1244 2E0YEM        599 23 SK3W          599 60
QSO: 14006 CW 2025-09-20 1247 2E0YEM        599 24 OG5B          599 83
QSO: 14008 CW 2025-09-20 1250 2E0YEM        599 25 OG5O          599 112
QSO: 14010 CW 2025-09-20 1252 2E0YEM        599 26 SD6O          599 93
QSO: 14012 CW 2025-09-20 1254 2E0YEM        599 27 SE4E          599 89
QSO: 14015 CW 2025-09-20 1256 2E0YEM        599 28 LC5T          599 125
QSO: 14019 CW 2025-09-20 1258 2E0YEM        599 29 SC7DX         599 120
QSO: 14023 CW 2025-09-20 1302 2E0YEM        599 30 OH6BA         599 101
QSO: 14027 CW 2025-09-20 1308 2E0YEM        599 31 OH3FM         599 134
QSO: 14029 CW 2025-09-20 1309 2E0YEM        599 32 OZ5W          599 55
QSO: 14029 CW 2025-09-20 1311 2E0YEM        599 33 OH7K          599 132
QSO: 14030 CW 2025-09-20 1311 2E0YEM        599 34 SE5T          599 127
QSO: 14031 CW 2025-09-20 1313 2E0YEM        599 35 SM6M          599 138
QSO: 14035 CW 2025-09-20 1316 2E0YEM        599 36 SK3W          599 145
QSO: 14038 CW 2025-09-20 1318 2E0YEM        599 37 OH2BKX        599 76
QSO: 14039 CW 2025-09-20 1319 2E0YEM        599 38 SM6X          599 96
QSO: 14042 CW 2025-09-20 1322 2E0YEM        599 39 OH0V          599 206
QSO: 21000 CW 2025-09-20 1330 2E0YEM        599 40 LC5A          599 57
QSO: 21000 CW 2025-09-20 1332 2E0YEM        599 41 OF60AP        599 85
QSO: 21029 CW 2025-09-20 1334 2E0YEM        599 42 OG7Z          599 139
QSO: 21028 CW 2025-09-20 1335 2E0YEM        599 43 OG3B          599 150
QSO: 21024 CW 2025-09-20 1337 2E0YEM        599 44 OH8WW         599 186
QSO: 21022 CW 2025-09-20 1338 2E0YEM        599 45 OF9X          599 177
QSO: 21000 CW 2025-09-20 1340 2E0YEM        599 46 LA9OI         599 163
QSO: 21020 CW 2025-09-20 1341 2E0YEM        599 47 OH2MGA        599 61
QSO: 21024 CW 2025-09-20 1344 2E0YEM        599 48 TF3W          599 255
QSO: 21012 CW 2025-09-20 1345 2E0YEM        599 49 OH6RX         599 216
QSO: 14011 CW 2025-09-20 1350 2E0YEM        599 50 LC2F          599 113
QSO: 21016 CW 2025-09-20 1646 2E0YEM        599 51 TF3EO         599 248
QSO: 21043 CW 2025-09-20 1652 2E0YEM        599 52 OH1X          599 125
QSO: 14010 CW 2025-09-20 1655 2E0YEM        599 54 LA8OM         599 491
QSO: 14015 CW 2025-09-20 1659 2E0YEM        599 55 OY1CT         599 504
QSO: 14017 CW 2025-09-20 1700 2E0YEM        599 56 SD6M          599 290
QSO: 14018 CW 2025-09-20 1702 2E0YEM        599 57 SE8X          599 304
QSO: 14025 CW 2025-09-20 1704 2E0YEM        599 58 SM6EAN        599 333
QSO: 14024 CW 2025-09-20 1705 2E0YEM        599 59 OH6RX         599 604
QSO: 14027 CW 2025-09-20 1712 2E0YEM        599 60 SM6TOL        599 343
QSO: 14029 CW 2025-09-20 1713 2E0YEM        599 61 SM5IMO        599 411
QSO: 14031 CW 2025-09-20 1716 2E0YEM        599 62 OZ7BQ         599 231
QSO: 14032 CW 2025-09-20 1718 2E0YEM        599 63 OG7Z          599 488
QSO: 14034 CW 2025-09-20 1721 2E0YEM        599 64 SM6EAT        599 231
QSO: 14037 CW 2025-09-20 1722 2E0YEM        599 65 SI6T          599 201
QSO: 14044 CW 2025-09-20 1724 2E0YEM        599 66 OV2T          599 462
QSO: 14046 CW 2025-09-20 1724 2E0YEM        599 67 SG4G          599 315
QSO: 14047 CW 2025-09-20 1727 2E0YEM        599 68 SG0M          599 168
QSO: 14051 CW 2025-09-20 1728 2E0YEM        599 69 OH7KBF        599 330
QSO: 14030 CW 2025-09-20 1731 2E0YEM        599 70 OG6N          599 452
QSO:  7016 CW 2025-09-20 1734 2E0YEM        599 71 SE5T          599 502
QSO:  7017 CW 2025-09-20 1735 2E0YEM        599 72 5Q6EE         599 340
QSO:  7019 CW 2025-09-20 1738 2E0YEM        599 73 OZ5W          599 243
QSO:  7000 CW 2025-09-20 1739 2E0YEM        599 74 SF6W          599 332
QSO:  7020 CW 2025-09-20 1739 2E0YEM        599 75 SK3W          599 99
QSO:  7022 CW 2025-09-20 1743 2E0YEM        599 76 LB4UH         599 409
QSO:  7031 CW 2025-09-20 1748 2E0YEM        599 77 OH3FM         599 587
QSO:  7032 CW 2025-09-20 1750 2E0YEM        599 78 LA3BO         599 496
QSO:  7037 CW 2025-09-20 1753 2E0YEM        599 79 SM6M          599 696
QSO: 21010 CW 2025-09-20 1759 2E0YEM        599 80 OH6LW         599 203
QSO: 21017 CW 2025-09-20 1800 2E0YEM        599 81 SJ2W          599 830
QSO: 14009 CW 2025-09-20 1804 2E0YEM        599 82 SE4A          599 387
QSO: 14011 CW 2025-09-20 1806 2E0YEM        599 83 SE0X          599 343
QSO: 14017 CW 2025-09-20 1807 2E0YEM        599 84 5Q6EE         599 390
QSO: 14031 CW 2025-09-20 1812 2E0YEM        599 85 OZ1LQO        599 52
QSO: 14035 CW 2025-09-20 1816 2E0YEM        599 86 SD3A          599 217
QSO:  7013 CW 2025-09-20 1828 2E0YEM        599 88 LC5T          599 560
QSO:  7017 CW 2025-09-20 1830 2E0YEM        599 89 SC6O          599 315
QSO:  7000 CW 2025-09-20 1831 2E0YEM        599 90 SK1BL         599 536
QSO:  7018 CW 2025-09-20 1832 2E0YEM        599 91 OH5Z          599 970
QSO:  7025 CW 2025-09-20 1836 2E0YEM        599 92 LA6VM         599 165
QSO:  7000 CW 2025-09-20 1839 2E0YEM        599 93 LA9OI         599 496
QSO:  7028 CW 2025-09-20 1840 2E0YEM        599 94 SC7DX         599 259
QSO:  3536 CW 2025-09-20 1844 2E0YEM        599 95 SE5E          599 904
QSO:  3534 CW 2025-09-20 1845 2E0YEM        599 96 SC7DX         599 82
QSO:  3500 CW 2025-09-20 1848 2E0YEM        599 97 SM6EAN        599 466
QSO:  3524 CW 2025-09-20 1849 2E0YEM        599 98 OZ5W          599 87
QSO: 14018 CW 2025-09-20 1855 2E0YEM        599 99 LB4UH         599 491
QSO: 14020 CW 2025-09-20 1856 2E0YEM        599 100 SE5E          599 922
QSO:  7001 CW 2025-09-20 2047 2E0YEM        599 101 TF3W          599 1030
QSO:  7005 CW 2025-09-20 2049 2E0YEM        599 102 OH0V          599 1084
QSO:  7000 CW 2025-09-20 2051 2E0YEM        599 103 SM6EAN        599 611
QSO:  7014 CW 2025-09-20 2052 2E0YEM        599 104 SE4A          599 599
QSO:  7015 CW 2025-09-20 2053 2E0YEM        599 105 OH0Z          599 1028
QSO:  7018 CW 2025-09-20 2055 2E0YEM        599 106 SD6O          599 741
QSO:  7020 CW 2025-09-20 2101 2E0YEM        599 107 OG7Z          599 867
QSO:  7023 CW 2025-09-20 2103 2E0YEM        599 5 SM2EKM        599 397
QSO:  7029 CW 2025-09-20 2106 2E0YEM        599 108 LC7X          599 491
QSO:  7029 CW 2025-09-20 2108 2E0YEM        599 109 SM5EPO        599 612
QSO: 14001 CW 2025-09-20 2111 2E0YEM        599 110 OG8M          599 314
QSO: 21003 CW 2025-09-21 0727 2E0YEM        599 112 OH2BA         599 744
QSO: 21021 CW 2025-09-21 0732 2E0YEM        599 113 OH0Z          599 1669
QSO: 21042 CW 2025-09-21 0735 2E0YEM        599 114 OH3OJ         599 434
QSO: 21047 CW 2025-09-21 0737 2E0YEM        599 115 SA0IAT        599 586
QSO: 14002 CW 2025-09-21 0739 2E0YEM        599 116 SF1Z          599 265
QSO: 14011 CW 2025-09-21 0744 2E0YEM        599 117 OH2XX         599 1219
QSO: 14016 CW 2025-09-21 0746 2E0YEM        599 118 LA8HGA        599 809
QSO: 14017 CW 2025-09-21 0747 2E0YEM        599 119 OZ/DL3KWF     599 456
QSO: 14019 CW 2025-09-21 0748 2E0YEM        599 120 5Q6EE         599 741
QSO: 14024 CW 2025-09-21 0750 2E0YEM        599 121 OH3MZ         599 527
QSO: 14032 CW 2025-09-21 0751 2E0YEM        599 122 OH0Z          599 1702
QSO: 14000 CW 2025-09-21 0752 2E0YEM        599 123 LA9OI         599 768
QSO: 28010 CW 2025-09-21 1011 2E0YEM        599 124 OH6RX         599 1714
QSO: 28015 CW 2025-09-21 1011 2E0YEM        599 125 SJ2W          599 2061
QSO: 21000 CW 2025-09-21 1019 2E0YEM        599 126 SK1BL         599 1161
QSO: 21032 CW 2025-09-21 1021 2E0YEM        599 127 SK3GM         599 623
QSO: 21021 CW 2025-09-21 1022 2E0YEM        599 128 SM6EAT        599 514
QSO: 21000 CW 2025-09-21 1023 2E0YEM        599 129 SM5INC        599 672
QSO: 21015 CW 2025-09-21 1024 2E0YEM        599 130 SM5IMO        599 1052
QSO: 21000 CW 2025-09-21 1026 2E0YEM        599 131 OH1TS         599 215
QSO: 21008 CW 2025-09-21 1026 2E0YEM        599 132 SE5E          599 1827
QSO: 21006 CW 2025-09-21 1027 2E0YEM        599 133 OV2T          599 1162
QSO: 21014 CW 2025-09-21 1029 2E0YEM        599 134 LC7X          599 948
QSO: 14003 CW 2025-09-21 1032 2E0YEM        599 135 SM9F          599 684
QSO: 14006 CW 2025-09-21 1032 2E0YEM        599 136 OH2BA         599 983
QSO: 14009 CW 2025-09-21 1034 2E0YEM        599 137 SE6K          599 443
QSO: 14000 CW 2025-09-21 1047 2E0YEM        599 138 LA/US1PM      599 262
QSO: 14006 CW 2025-09-21 1048 2E0YEM        599 139 SM6F          599 720
QSO: 14012 CW 2025-09-21 1053 2E0YEM        599 141 OH5Z          599 1887
QSO: 14000 CW 2025-09-21 1056 2E0YEM        599 142 SK1BL         599 1189
QSO: 14000 CW 2025-09-21 1102 2E0YEM        599 143 OH1TS         599 244
QSO: 14011 CW 2025-09-21 1105 2E0YEM        599 144 OH2HEX        599 683
QSO: 14017 CW 2025-09-21 1106 2E0YEM        599 145 OZ8SW         599 378
QSO: 14020 CW 2025-09-21 1107 2E0YEM        599 146 SJ2W          599 2138
QSO: 21022 CW 2025-09-21 1112 2E0YEM        599 147 SE8X          599 313
QSO: 28028 CW 2025-09-21 1115 2E0YEM        599 148 OH7K          599 469
QSO: 28033 CW 2025-09-21 1116 2E0YEM        599 149 OG1F          599 1965
QSO: 21013 CW 2025-09-21 1120 2E0YEM        599 50 SD6O          599 1383
QSO: 21014 CW 2025-09-21 1121 2E0YEM        599 151 SK3W          599 704
QSO: 21051 CW 2025-09-21 1129 2E0YEM        599 152 SG0M          599 540
QSO: 21045 CW 2025-09-21 1130 2E0YEM        599 154 SC7DX         599 515
QSO: 21047 CW 2025-09-21 1130 2E0YEM        599 153 OH8CW         599 682
QSO: 21043 CW 2025-09-21 1134 2E0YEM        599 155 OH0V          599 1835
QSO: 14016 CW 2025-09-21 1136 2E0YEM        599 156 OH1RX         599 920
QSO: 14005 CW 2025-09-21 1137 2E0YEM        599 157 SF0A          599 587
END-OF-LOG:
