START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: W4BR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W4BR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2025.
QSO: 21007 CW 2025-09-20 1710 W4BR          599 TF3W          599 662
QSO: 21014 CW 2025-09-20 1711 W4BR          599 2 OZ5W          599 360
QSO: 21000 CW 2025-09-20 1712 W4BR          599 3 SM5INC        599 355
QSO: 21021 CW 2025-09-20 1713 W4BR          599 4 LC5T          599 458
QSO: 21030 CW 2025-09-20 1715 W4BR          599 5 SG4G          599 306
QSO: 21025 CW 2025-09-20 1717 W4BR          599 6 SE8X          599 130
QSO: 21037 CW 2025-09-20 1717 W4BR          599 7 OG1F          599 627
QSO: 21009 CW 2025-09-20 1720 W4BR          599 8 OH8Z          599 472
QSO: 21013 CW 2025-09-20 1724 W4BR          599 9 LA8OM         599 523
QSO: 21020 CW 2025-09-20 1725 W4BR          599 10 OH8WW         599 462
QSO: 21027 CW 2025-09-20 1726 W4BR          599 11 SM6M          599 638
QSO: 21017 CW 2025-09-20 1727 W4BR          599 12 TF3EO         599 277
QSO: 21035 CW 2025-09-20 1728 W4BR          599 13 SM5EPO        599 315
QSO: 21038 CW 2025-09-20 1730 W4BR          599 14 OH7K          599 381
QSO: 21019 CW 2025-09-20 1731 W4BR          599 15 SM5CSS        599 438
QSO: 21007 CW 2025-09-20 1741 W4BR          599 17 OG1R          599 375
QSO: 21015 CW 2025-09-20 1742 W4BR          599 18 SK0QO         599 353
QSO: 21020 CW 2025-09-20 1745 W4BR          599 19 OZ1LQO        599 39
QSO: 21028 CW 2025-09-20 1748 W4BR          599 20 OZ1IKY        599 406
QSO: 21030 CW 2025-09-20 1749 W4BR          599 21 OF9X          599 632
QSO: 21031 CW 2025-09-20 1751 W4BR          599 22 SK3GM         599 44
QSO: 21016 CW 2025-09-20 1811 W4BR          599 23 OH0Z          599 725
QSO: 21012 CW 2025-09-20 1818 W4BR          599 24 OH6RX         599 740
QSO: 21022 CW 2025-09-20 1819 W4BR          599 25 SM6EAT        599 257
QSO: 21036 CW 2025-09-20 1836 W4BR          599 26 SM2EZT        599 254
QSO: 21026 CW 2025-09-20 1842 W4BR          599 27 LB1TI         599 21
QSO: 21052 CW 2025-09-20 1846 W4BR          599 28 OH2OA         599 402
QSO: 21021 CW 2025-09-20 1849 W4BR          599 29 SM2EKM        599 340
QSO: 21057 CW 2025-09-20 1852 W4BR          599 31 OH3KQ         599 200
QSO: 21048 CW 2025-09-20 1854 W4BR          599 32 OH6OS         599 573
QSO: 21042 CW 2025-09-20 1856 W4BR          599 33 OH0V          599 893
QSO: 21019 CW 2025-09-20 1857 W4BR          599 34 SJ2W          599 965
QSO: 14003 CW 2025-09-20 1901 W4BR          599 35 TF3W          599 849
