START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: OK2ON
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK2ON
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2025.
QSO: 28000 CW 2025-09-20 1231 OK2ON         599 TF3W          599 78
QSO: 28022 CW 2025-09-20 1236 OK2ON         599 2 SK7AX         599 9
QSO: 28041 CW 2025-09-20 1238 OK2ON         599 3 SG0M          599 18
QSO: 28020 CW 2025-09-20 1241 OK2ON         599 4 OG3B          599 77
QSO: 28039 CW 2025-09-20 1247 OK2ON         599 5 SM6EAT        599 33
QSO: 21009 CW 2025-09-20 1350 OK2ON         599 7 OH8Z          599 218
QSO: 21012 CW 2025-09-20 1352 OK2ON         599 8 OH6RX         599 230
QSO: 21012 CW 2025-09-20 1352 OK2ON         599 9 SE5E          599 296
QSO: 21024 CW 2025-09-20 1355 OK2ON         599 10 OH8WW         599 220
QSO: 21038 CW 2025-09-20 1358 OK2ON         599 11 OH7K          599 185
QSO: 21046 CW 2025-09-20 1400 OK2ON         599 12 OH8MBN        599 123
QSO: 21011 CW 2025-09-20 1404 OK2ON         599 13 TF3EO         599 116
QSO: 21034 CW 2025-09-20 1408 OK2ON         599 14 SM2EZT        599 84
QSO: 21034 CW 2025-09-20 1409 OK2ON         599 15 OY1CT         599 232
QSO: 21000 CW 2025-09-20 1413 OK2ON         599 16 OH7MFO        599 57
QSO: 14000 CW 2025-09-20 1439 OK2ON         599 18 SK1BL         599 237
QSO: 14008 CW 2025-09-20 1439 OK2ON         599 19 OG5O          599 272
QSO: 14009 CW 2025-09-20 1442 OK2ON         599 20 OH6RX         599 328
QSO: 14012 CW 2025-09-20 1444 OK2ON         599 21 SJ2W          599 439
QSO: 14014 CW 2025-09-20 1449 OK2ON         599 22 SB7S          599 137
QSO: 14015 CW 2025-09-20 1451 OK2ON         599 23 LC5T          599 302
QSO: 14021 CW 2025-09-20 1454 OK2ON         599 24 OH0Z          599 377
QSO: 14025 CW 2025-09-20 1458 OK2ON         599 25 LA3BO         599 213
QSO: 14028 CW 2025-09-20 1459 OK2ON         599 26 SM6TOL        599 236
QSO: 14033 CW 2025-09-20 1502 OK2ON         599 27 OH8L          599 281
QSO: 14035 CW 2025-09-20 1503 OK2ON         599 28 SK3W          599 286
QSO: 14037 CW 2025-09-20 1505 OK2ON         599 29 OH3Z          599 260
QSO: 14040 CW 2025-09-20 1507 OK2ON         599 30 SK0QO         599 207
QSO: 14048 CW 2025-09-20 1512 OK2ON         599 32 SM2EZT        599 166
QSO: 14025 CW 2025-09-20 1513 OK2ON         599 33 SM6NT         599 207
QSO: 14010 CW 2025-09-20 1514 OK2ON         599 31 SM6IQD        599 55
QSO: 14051 CW 2025-09-20 1514 OK2ON         599 34 OG9E          599 214
QSO: 14053 CW 2025-09-20 1516 OK2ON         599 35 OH8MBN        599 209
QSO: 14018 CW 2025-09-20 1519 OK2ON         599 36 OH5Z          599 524
QSO: 14021 CW 2025-09-20 1521 OK2ON         599 37 OG3B          599 298
QSO: 14026 CW 2025-09-20 1523 OK2ON         599 38 OF9X          599 376
QSO: 14025 CW 2025-09-20 1526 OK2ON         599 39 SM6EAN        599 214
QSO: 14029 CW 2025-09-20 1527 OK2ON         599 40 OH7K          599 328
QSO: 14032 CW 2025-09-20 1528 OK2ON         599 41 OG1F          599 466
QSO: 14037 CW 2025-09-20 1529 OK2ON         599 42 OH1VR         599 399
QSO: 14038 CW 2025-09-20 1533 OK2ON         599 43 OH2BKX        599 218
QSO: 14039 CW 2025-09-20 1536 OK2ON         599 44 OH0V          599 487
QSO: 14051 CW 2025-09-20 1537 OK2ON         599 45 OH7KBF        599 195
QSO: 14053 CW 2025-09-20 1539 OK2ON         599 46 SK6D          599 193
QSO: 14000 CW 2025-09-20 1541 OK2ON         599 47 LA9OI         599 318
QSO: 14018 CW 2025-09-20 1546 OK2ON         599 48 SE8X          599 256
QSO: 14020 CW 2025-09-20 1547 OK2ON         599 49 LA8HGA        599 275
QSO: 14021 CW 2025-09-20 1549 OK2ON         599 50 SE5E          599 511
QSO: 14037 CW 2025-09-20 1552 OK2ON         599 51 SM6EAT        599 158
QSO: 14042 CW 2025-09-20 1555 OK2ON         599 52 SM6Q          599 135
QSO: 14000 CW 2025-09-20 1637 OK2ON         599 53 OH1TS         599 91
QSO: 14000 CW 2025-09-20 1638 OK2ON         599 54 OF60AP        599 290
QSO: 14022 CW 2025-09-20 1641 OK2ON         599 55 SM5CSS        599 374
QSO: 14031 CW 2025-09-20 1643 OK2ON         599 56 OH3FM         599 478
QSO: 14041 CW 2025-09-20 1647 OK2ON         599 57 OH3KAV        599 162
QSO: 14049 CW 2025-09-20 1651 OK2ON         599 58 SM0Q          599 198
QSO: 14010 CW 2025-09-20 1652 OK2ON         599 58 SM6IQD        599 122
QSO: 14052 CW 2025-09-20 1652 OK2ON         599 59 SD3A          599 160
QSO: 14000 CW 2025-09-20 1653 OK2ON         599 60 OH1LWZ        599 187
QSO: 14055 CW 2025-09-20 1654 OK2ON         599 61 OH6OS         599 456
QSO: 14056 CW 2025-09-20 1655 OK2ON         599 62 SM5DXR        599 120
QSO: 14008 CW 2025-09-20 1657 OK2ON         599 63 SE4E          599 371
QSO: 14025 CW 2025-09-20 1704 OK2ON         599 65 LB4UH         599 328
QSO: 14027 CW 2025-09-20 1706 OK2ON         599 66 SM6X          599 224
QSO: 14000 CW 2025-09-20 1710 OK2ON         599 67 SF6W          599 296
QSO:  7023 CW 2025-09-20 1719 OK2ON         599 68 OH7K          599 202
QSO:  7000 CW 2025-09-20 1720 OK2ON         599 70 SK1BL         599 464
QSO:  7000 CW 2025-09-20 1721 OK2ON         599 71 SF6W          599 306
QSO:  7025 CW 2025-09-20 1721 OK2ON         599 69 OH0V          599 729
QSO:  7000 CW 2025-09-20 1722 OK2ON         599 72 SM6EAN        599 347
QSO:  7031 CW 2025-09-20 1725 OK2ON         599 73 OH3FM         599 537
QSO:  7032 CW 2025-09-20 1726 OK2ON         599 74 OZ7BQ         599 245
QSO:  7036 CW 2025-09-20 1728 OK2ON         599 75 OH3OJ         599 2
QSO:  7037 CW 2025-09-20 1728 OK2ON         599 76 SM6M          599 642
QSO:  7005 CW 2025-09-20 1730 OK2ON         599 77 OH6RX         599 647
QSO:  7009 CW 2025-09-20 1736 OK2ON         599 78 SF0A          599 304
QSO:  7012 CW 2025-09-20 1739 OK2ON         599 79 OH2CV         599 242
QSO:  7018 CW 2025-09-20 1742 OK2ON         599 80 OH5Z          599 854
QSO:  7022 CW 2025-09-20 1745 OK2ON         599 80 LB4UH         599 412
QSO:  7028 CW 2025-09-20 1748 OK2ON         599 81 SC7DX         599 221
QSO:  7032 CW 2025-09-20 1750 OK2ON         599 82 LA3BO         599 495
QSO:  7037 CW 2025-09-20 1752 OK2ON         599 83 OH7L          599 63
QSO:  3520 CW 2025-09-20 1803 OK2ON         599 84 SJ2W          599 835
