START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: OH6XA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OH6XA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2025.
QSO: 28017 CW 2025-09-20 1412 OH6XA         599 PY5AMF        599 8
QSO: 28017 CW 2025-09-20 1543 OH6XA         599 2 VA3FF         599 109
QSO: 28038 CW 2025-09-20 1544 OH6XA         599 3 NN3W          599 256
QSO: 28038 CW 2025-09-20 1546 OH6XA         599 6 N9NC          599 163
QSO: 28038 CW 2025-09-20 1547 OH6XA         599 8 K3MM          599 27
QSO: 28038 CW 2025-09-20 1548 OH6XA         599 10 N9TF          599 22
QSO: 28038 CW 2025-09-20 1549 OH6XA         599 11 K5KG          599 141
QSO: 28037 CW 2025-09-20 1552 OH6XA         599 12 K1AR          599 145
QSO: 28038 CW 2025-09-20 1552 OH6XA         599 13 W8FJ          599 125
QSO: 28038 CW 2025-09-20 1553 OH6XA         599 13 N3JT          599 66
QSO: 28037 CW 2025-09-20 1554 OH6XA         599 16 F5NBX         599 21
QSO: 28037 CW 2025-09-20 1554 OH6XA         599 15 KC1XX         599 273
QSO: 28037 CW 2025-09-20 1555 OH6XA         599 17 LZ5R          599 263
QSO: 28038 CW 2025-09-20 1555 OH6XA         599 18 PE1RDP        599 45
QSO: 28000 CW 2025-09-20 1556 OH6XA         599 20 PA5GU         599 67
QSO: 28037 CW 2025-09-20 1556 OH6XA         599 22 EA5BH         599 5
QSO: 28038 CW 2025-09-20 1556 OH6XA         599 19 N1PGA         599 32
QSO: 28038 CW 2025-09-20 1557 OH6XA         599 21 N9CO          599 27
QSO: 28038 CW 2025-09-20 1558 OH6XA         599 23 W1FJ          599 135
QSO: 28037 CW 2025-09-20 1559 OH6XA         599 24 F4HGU         599 64
QSO: 28038 CW 2025-09-20 1559 OH6XA         599 26 N2YO          599 12
QSO: 28038 CW 2025-09-20 1559 OH6XA         599 25 N3RD          599 119
QSO: 28038 CW 2025-09-20 1600 OH6XA         599 27 K9NW          599 119
QSO: 28038 CW 2025-09-20 1601 OH6XA         599 30 AA2A          599 183
QSO: 28038 CW 2025-09-20 1601 OH6XA         599 29 W9ILY         599 46
QSO: 28038 CW 2025-09-20 1602 OH6XA         599 32 LU1HLH        599 4
QSO: 28038 CW 2025-09-20 1602 OH6XA         599 31 VE3TM         599 72
QSO: 28038 CW 2025-09-20 1603 OH6XA         599 33 K9OM          599 116
QSO: 28038 CW 2025-09-20 1605 OH6XA         599 34 VE3NNT        599 9
QSO: 28037 CW 2025-09-20 1606 OH6XA         599 36 FY5KE         599 198
QSO: 28038 CW 2025-09-20 1606 OH6XA         599 35 K9MA          599 113
QSO: 28038 CW 2025-09-20 1607 OH6XA         599 38 W1WBB         599 129
QSO: 28038 CW 2025-09-20 1611 OH6XA         599 43 DF7C          599 25
QSO: 28038 CW 2025-09-20 1611 OH6XA         599 41 EA5DO         599 31
QSO: 28038 CW 2025-09-20 1611 OH6XA         599 42 EA8BW         599 205
QSO: 28038 CW 2025-09-20 1613 OH6XA         599 45 K5ZD          599 21
QSO: 28038 CW 2025-09-20 1615 OH6XA         599 46 LY2BKT        599 109
QSO: 21032 CW 2025-09-20 1624 OH6XA         599 47 MM9I          599 211
QSO: 14048 CW 2025-09-20 1633 OH6XA         599 50 EA8BW         599 214
QSO: 14048 CW 2025-09-20 1633 OH6XA         599 49 UT4LW         599 191
QSO: 14048 CW 2025-09-20 1634 OH6XA         599 51 HA3DX         599 227
QSO: 14048 CW 2025-09-20 1634 OH6XA         599 52 UY7LM         599 116
QSO: 14000 CW 2025-09-20 1635 OH6XA         599 53 DL5CC         599 61
QSO: 14000 CW 2025-09-20 1635 OH6XA         599 54 F5MNC         599 86
QSO: 14048 CW 2025-09-20 1635 OH6XA         599 55 F4LTU         599 59
QSO: 14048 CW 2025-09-20 1636 OH6XA         599 56 F6IRA         599 227
QSO: 14048 CW 2025-09-20 1636 OH6XA         599 57 HA5JI         599 318
QSO: 14047 CW 2025-09-20 1638 OH6XA         599 59 JH7RTQ        599 61
QSO: 14048 CW 2025-09-20 1638 OH6XA         599 58 UP7L          599 197
QSO: 14048 CW 2025-09-20 1639 OH6XA         599 60 M0TDW         599 70
QSO: 14048 CW 2025-09-20 1639 OH6XA         599 61 PG2V          599 80
QSO: 14048 CW 2025-09-20 1640 OH6XA         599 62 HA7MF         599 153
QSO: 14048 CW 2025-09-20 1641 OH6XA         599 66 DF8V          599 66
QSO: 14048 CW 2025-09-20 1641 OH6XA         599 65 JA6GCE        599 107
QSO: 14048 CW 2025-09-20 1641 OH6XA         599 64 MM9I          599 223
QSO: 14048 CW 2025-09-20 1641 OH6XA         599 63 VE2FK         599 168
QSO: 14048 CW 2025-09-20 1642 OH6XA         599 67 F6HJO         599 98
QSO: 14000 CW 2025-09-20 1643 OH6XA         599 68 DL5MY         599 37
QSO: 14047 CW 2025-09-20 1643 OH6XA         599 69 OK1DKE        599 69
QSO: 14048 CW 2025-09-20 1643 OH6XA         599 70 YO4NF         599 219
QSO: 14048 CW 2025-09-20 1645 OH6XA         599 71 BI4KYT        599 64
QSO: 14048 CW 2025-09-20 1646 OH6XA         599 73 HB9CIC        599 66
QSO: 14048 CW 2025-09-20 1647 OH6XA         599 74 HG8W          599 152
QSO: 14048 CW 2025-09-20 1648 OH6XA         599 76 LZ1ND         599 265
QSO: 14000 CW 2025-09-20 1652 OH6XA         599 78 OK2MBP        599 127
QSO: 14047 CW 2025-09-20 1653 OH6XA         599 81 HG6O          599 96
QSO: 14048 CW 2025-09-20 1653 OH6XA         599 80 KA1IS         599 309
QSO: 14048 CW 2025-09-20 1654 OH6XA         599 82 LZ6E          599 253
QSO: 14047 CW 2025-09-20 1655 OH6XA         599 83 KC1XX         599 319
QSO: 14048 CW 2025-09-20 1656 OH6XA         599 84 LZ5R          599 323
QSO:  7028 CW 2025-09-20 1707 OH6XA         599 85 IU4JNR        599 31
QSO:  7032 CW 2025-09-20 1709 OH6XA         599 86 SP2QG         599 65
QSO:  7037 CW 2025-09-20 2123 OH6XA         599 87 EA8BW         599 345
QSO:  7037 CW 2025-09-20 2123 OH6XA         599 88 SP2MKI        599 73
QSO:  7037 CW 2025-09-20 2124 OH6XA         599 90 G0PZA         599 37
QSO:  7037 CW 2025-09-20 2124 OH6XA         599 89 YO8DOH        599 336
QSO:  7037 CW 2025-09-20 2125 OH6XA         599 92 MM9I          599 360
QSO:  7037 CW 2025-09-20 2126 OH6XA         599 94 HA3DX         599 435
QSO:  7000 CW 2025-09-20 2127 OH6XA         599 93 DM4KM         599 104
QSO:  7037 CW 2025-09-20 2127 OH6XA         599 95 LY7M          599 210
QSO:  7037 CW 2025-09-20 2127 OH6XA         599 96 LZ6E          599 422
QSO:  7000 CW 2025-09-20 2128 OH6XA         599 98 DL2OM         599 134
QSO:  7000 CW 2025-09-20 2129 OH6XA         599 100 UR4L          599 70
QSO:  7037 CW 2025-09-20 2129 OH6XA         599 99 G3RLE         599 183
QSO:  7037 CW 2025-09-20 2129 OH6XA         599 101 OK1DSZ        599 17
QSO:  7000 CW 2025-09-20 2130 OH6XA         599 102 OK1FCA        599 129
QSO:  7000 CW 2025-09-20 2131 OH6XA         599 103 LZ2PS         599 186
QSO:  7000 CW 2025-09-20 2132 OH6XA         599 104 SP9R          599 40
END-OF-LOG:
