START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: SAC-CW
CALLSIGN: KE0UI
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KE0UI
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for SAC-CW SAC/CW/2025.
QSO: 21000 CW 2025-09-20 1433 KE0UI         599 SM5INC        599 209
QSO:  7015 CW 2025-09-21 0351 KE0UI         599 75 OH2XX         599 1054
QSO:  7012 CW 2025-09-21 0353 KE0UI         599 76 OH5Z          599 1539
QSO:  7021 CW 2025-09-21 0401 KE0UI         599 77 OZ1IKY        599 879
QSO: 14020 CW 2025-09-21 0408 KE0UI         599 78 OH2XX         599 1073
QSO:  7012 CW 2025-09-21 0425 KE0UI         599 79 SE8X          599 245
QSO:  7000 CW 2025-09-21 0509 KE0UI         599 80 SM6EAN        599 792
QSO:  7009 CW 2025-09-21 0512 KE0UI         599 81 LA8OM         599 1195
QSO:  7020 CW 2025-09-21 0523 KE0UI         599 83 SE4A          599 998
QSO: 14000 CW 2025-09-21 0529 KE0UI         599 84 SK1BL         599 902
QSO: 14000 CW 2025-09-21 0535 KE0UI         599 85 LA9OI         599 679
QSO: 14008 CW 2025-09-21 0550 KE0UI         599 87 OG5O          599 551
QSO: 14012 CW 2025-09-21 0601 KE0UI         599 88 SE8X          599 469
QSO: 14024 CW 2025-09-21 0603 KE0UI         599 89 SG4G          599 939
QSO: 14028 CW 2025-09-21 0607 KE0UI         599 90 LB4UH         599 726
END-OF-LOG:
