START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: SP9TS
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: ROOKIE
GRID-LOCATOR: KO00ac
CLAIMED-SCORE: 34368
NAME: Norbert Moskala
OPERATORS: SP9TS
CREATED-BY: N3FJP's CQ WW DX Contest Log 6.0.3
SOAPBOX: First license 10-2021
SOAPBOX: first license date 27/10/2021
QSO:   28501 PH 2022-10-29 1036 SP9TS            59  15    4X1MM            59   20       
QSO:   28521 PH 2022-10-29 1038 SP9TS            59  15    EA7DHT           59   14       
QSO:   28533 PH 2022-10-29 1043 SP9TS            59  15    9K2HN            59   21       
QSO:   28547 PH 2022-10-29 1046 SP9TS            59  15    CT1BOL           59   14       
QSO:   14000 PH 2022-10-30 0720 SP9TS            59  15    IQ1RF            59   15      0
QSO:   14000 PH 2022-10-30 0722 SP9TS            59  15    LZ1GU            59   20      0
QSO:   14000 PH 2022-10-30 0723 SP9TS            59  15    EI7M             59   14      0
QSO:   14000 PH 2022-10-30 0725 SP9TS            59  15    F6KOP            59   14      0
QSO:   14000 PH 2022-10-30 0727 SP9TS            59  15    IQ0HLZ           59   15      0
QSO:   14000 PH 2022-10-30 0730 SP9TS            59  15    4L4NW            59   21      0
QSO:   14000 PH 2022-10-30 0732 SP9TS            59  15    PB5X             59   14      0
QSO:   28000 PH 2022-10-30 0734 SP9TS            59  15    JH6AUS           59   25      0
QSO:   28000 PH 2022-10-30 0741 SP9TS            59  15    4K6FO            59   21      0
QSO:   28000 PH 2022-10-30 0744 SP9TS            59  15    JA3YBK           59   25      0
QSO:   28000 PH 2022-10-30 0746 SP9TS            59  15    4Z1MS            59   20      0
QSO:   28000 PH 2022-10-30 0749 SP9TS            59  15    JT5DX            59   23      0
QSO:   28000 PH 2022-10-30 0751 SP9TS            59  15    D4Z              59   35      0
QSO:   28000 PH 2022-10-30 1004 SP9TS            59  15    EA2DMH           59   14      0
QSO:   28000 PH 2022-10-30 1007 SP9TS            59  15    CT7AWB           59   14      0
QSO:   28000 PH 2022-10-30 1010 SP9TS            59  15    IT9XTP           59   15      0
QSO:   28000 PH 2022-10-30 1012 SP9TS            59  15    IR9W             59   15      0
QSO:   28000 PH 2022-10-30 1012 SP9TS            59  15    IT9HBT           59   15      0
QSO:   28000 PH 2022-10-30 1013 SP9TS            59  15    D44PM            59   35      0
QSO:   28000 PH 2022-10-30 1018 SP9TS            59  15    IO9A             59   15      0
QSO:   28000 PH 2022-10-30 1019 SP9TS            59  15    IO9R             59   15      0
QSO:   28000 PH 2022-10-30 1024 SP9TS            59  15    IT9RZU           59   15      0
QSO:   28000 PH 2022-10-30 1026 SP9TS            59  15    EA8RM            59   33      0
QSO:   28000 PH 2022-10-30 1035 SP9TS            59  15    9K2JJ            59   21      0
QSO:   28000 PH 2022-10-30 1039 SP9TS            59  15    CQ3J             59   33      0
QSO:   28000 PH 2022-10-30 1045 SP9TS            59  15    EA1DR            59   14      0
QSO:   28000 PH 2022-10-30 1048 SP9TS            59  15    EC5K             59   14      0
QSO:   28000 PH 2022-10-30 1052 SP9TS            59  15    YM7KA            59   20      0
QSO:   28000 PH 2022-10-30 1053 SP9TS            59  15    EE7K             59   14      0
QSO:   28000 PH 2022-10-30 1053 SP9TS            59  15    EA7K             59   14      0
QSO:   28000 PH 2022-10-30 1053 SP9TS            59  15    EA1R             59   14      0
QSO:   28000 PH 2022-10-30 1059 SP9TS            59  15    EA4URE           59   14      0
QSO:   28000 PH 2022-10-30 1102 SP9TS            59  15    EA2LMI           59   14      0
QSO:   28000 PH 2022-10-30 1103 SP9TS            59  15    EA5VR            59   14      0
QSO:   28000 PH 2022-10-30 1105 SP9TS            59  15    ED1R             59   14      0
QSO:   28000 PH 2022-10-30 1107 SP9TS            59  15    EA4AA            59   14      0
QSO:   28000 PH 2022-10-30 1108 SP9TS            59  15    EA1G             59   14      0
QSO:   14000 PH 2022-10-30 1113 SP9TS            59  15    IW1CHX           59   15      0
QSO:   14000 PH 2022-10-30 1116 SP9TS            59  15    SX9V             59   20      0
QSO:   14000 PH 2022-10-30 1117 SP9TS            59  15    IR4M             59   15      0
QSO:   14000 PH 2022-10-30 1118 SP9TS            59  15    LZ5R             59   20      0
QSO:   14000 PH 2022-10-30 1121 SP9TS            59  15    EI5KG            59   14      0
QSO:   14000 PH 2022-10-30 1121 SP9TS            59  15    IO3M             59   15      0
QSO:   14000 PH 2022-10-30 1129 SP9TS            59  15    PC2L             59   14      0
QSO:   14000 PH 2022-10-30 1130 SP9TS            59  15    OZ11A            59   14      0
QSO:   14000 PH 2022-10-30 1131 SP9TS            59  15    IR2L             59   15      0
QSO:   28000 PH 2022-10-30 1132 SP9TS            59  15    EA7AAF           59   14      0
QSO:   28000 PH 2022-10-30 1134 SP9TS            59  15    EA5DGK           59   14      0
QSO:   28000 PH 2022-10-30 1135 SP9TS            59  15    EC4TR            59   14      0
QSO:   28000 PH 2022-10-30 1137 SP9TS            59  15    TC7G             59   20      0
QSO:   28000 PH 2022-10-30 1139 SP9TS            59  15    BD7MM            59   24      0
QSO:   28000 PH 2022-10-30 1148 SP9TS            59  15    CN3A             59   33      0
QSO:   28000 PH 2022-10-30 1149 SP9TS            59  15    A61QQ            59   21      0
QSO:   28000 PH 2022-10-30 1151 SP9TS            59  15    UA9CUA           59   17      0
QSO:   28000 PH 2022-10-30 1153 SP9TS            59  15    EC1KD            59   14      0
QSO:   28000 PH 2022-10-30 1157 SP9TS            59  15    4L9M             59   21      0
QSO:   28000 PH 2022-10-30 1202 SP9TS            59  15    R1IO             59   17      0
QSO:   28000 PH 2022-10-30 1244 SP9TS            59  15    V55Y             59   38      0
QSO:   28000 PH 2022-10-30 1248 SP9TS            59  15    ED7B             59   14      0
QSO:   28000 PH 2022-10-30 1250 SP9TS            59  15    J28MD            59   37      0
QSO:   28000 PH 2022-10-30 1251 SP9TS            59  15    LP1H             59   13      0
QSO:   14000 PH 2022-10-30 1259 SP9TS            59  15    M5P              59   14      0
QSO:   14000 PH 2022-10-30 1300 SP9TS            59  15    IO6A             59   15      0
QSO:   14000 PH 2022-10-30 1303 SP9TS            59  15    TM9C             59   14      0
QSO:   14000 PH 2022-10-30 1304 SP9TS            59  15    EI1E             59   14      0
QSO:   14000 PH 2022-10-30 1304 SP9TS            59  15    LZ5Y             59   20      0
QSO:   14000 PH 2022-10-30 1307 SP9TS            59  15    OT7T             59   14      0
QSO:   14000 PH 2022-10-30 1309 SP9TS            59  15    DL6FBL           59   14      0
QSO:   14000 PH 2022-10-30 1309 SP9TS            59  15    RZ3Z             59   16      0
QSO:   14000 PH 2022-10-30 1311 SP9TS            59  15    7S9A             59   14      0
QSO:   14000 PH 2022-10-30 1312 SP9TS            59  15    CR6K             59   14      0
QSO:   14000 PH 2022-10-30 1315 SP9TS            59  15    SV9QCF           59   20      0
QSO:   14000 PH 2022-10-30 1317 SP9TS            59  15    9H6A             59   15      0
QSO:   14000 PH 2022-10-30 1321 SP9TS            59  15    HB9HHN           59   14      0
QSO:   14000 PH 2022-10-30 1322 SP9TS            59  15    TM8R             59   14      0
QSO:   14000 PH 2022-10-30 1324 SP9TS            59  15    SK6AW            59   14      0
QSO:   14000 PH 2022-10-30 1326 SP9TS            59  15    YO4NF            59   20      0
QSO:   14000 PH 2022-10-30 1327 SP9TS            59  15    IU8NKW           59   15      0
QSO:   28000 PH 2022-10-30 1345 SP9TS            59  15    RA3RCL           59   16      0
QSO:   28000 PH 2022-10-30 1347 SP9TS            59  15    NN1SS            59   05      0
QSO:   28000 PH 2022-10-30 1348 SP9TS            59  15    C44C             59   20      0
QSO:   28000 PH 2022-10-30 1352 SP9TS            59  15    W4NF             59   05      0
QSO:   28000 PH 2022-10-30 1359 SP9TS            59  15    N4SS             59   04      0
QSO:   28000 PH 2022-10-30 1401 SP9TS            59  15    CX2BAH           59   13      0
QSO:   28000 PH 2022-10-30 1404 SP9TS            59  15    CX9ARH           59   13      0
QSO:   28000 PH 2022-10-30 1409 SP9TS            59  15    LU6ETB           59   13      0
QSO:   28000 PH 2022-10-30 1413 SP9TS            59  15    LU8DPM           59   13      0
QSO:   28000 PH 2022-10-30 1415 SP9TS            59  15    PY5WW            59   11      0
QSO:   28000 PH 2022-10-30 1418 SP9TS            59  15    CX5A             59   13      0
QSO:   28000 PH 2022-10-30 1426 SP9TS            59  15    EF1A             59   14      0
QSO:   28000 PH 2022-10-30 1428 SP9TS            59  15    NA8V             59   04      0
QSO:   28000 PH 2022-10-30 1430 SP9TS            59  15    WB2WPM           59   05      0
QSO:   28000 PH 2022-10-30 1431 SP9TS            59  15    KZ2I             59   05      0
QSO:   28000 PH 2022-10-30 1438 SP9TS            59  15    CX1AV            59   13      0
QSO:   28000 PH 2022-10-30 1444 SP9TS            59  15    PX2A             59   11      0
QSO:   28000 PH 2022-10-30 1450 SP9TS            59  15    4X0T             59   20      0
QSO:   14000 PH 2022-10-30 1453 SP9TS            59  15    OG2X             59   15      0
QSO:   14000 PH 2022-10-30 1454 SP9TS            59  15    IZ2ZQP           59   15      0
QSO:   14000 PH 2022-10-30 1454 SP9TS            59  15    OR7G             59   14      0
QSO:   14000 PH 2022-10-30 1457 SP9TS            59  15    HZ1BW            59   21      0
QSO:   14000 PH 2022-10-30 1458 SP9TS            59  15    YI1WWA           59   21      0
QSO:   14000 PH 2022-10-30 1500 SP9TS            59  15    IU4MTY           59   15      0
QSO:   14000 PH 2022-10-30 1503 SP9TS            59  15    TC60TRAC         59   20      0
QSO:   14000 PH 2022-10-30 1505 SP9TS            59  15    IK1TTD           59   15      0
QSO:   14000 PH 2022-10-30 1510 SP9TS            59  15    TA4J             59   20      0
QSO:   14000 PH 2022-10-30 1511 SP9TS            59  15    LZ6Y             59   20      0
QSO:   14000 PH 2022-10-30 1513 SP9TS            59  15    PI4RS            59   14      0
QSO:   14000 PH 2022-10-30 1527 SP9TS            59  15    IS0BWM           59   15      0
QSO:   14000 PH 2022-10-30 1531 SP9TS            59  15    F4EMI            59   14      0
QSO:   14000 PH 2022-10-30 1532 SP9TS            59  15    5B4AHZ           59   20      0
QSO:   28000 PH 2022-10-30 1543 SP9TS            59  15    PY2UD            59   11      0
QSO:   14000 PH 2022-10-30 1550 SP9TS            59  15    EE3M             59   14      0
QSO:   14000 PH 2022-10-30 1553 SP9TS            59  15    J41J             59   20      0
QSO:   14000 PH 2022-10-30 1556 SP9TS            59  15    A44A             59   21      0
QSO:   14000 PH 2022-10-30 1558 SP9TS            59  15    G7C              59   14      0
QSO:   14000 PH 2022-10-30 1601 SP9TS            59  15    TM0R             59   14      0
QSO:   14000 PH 2022-10-30 1628 SP9TS            59  15    HZ1TT            59   21      0
QSO:   14000 PH 2022-10-30 1632 SP9TS            59  15    EF3R             59   14      0
QSO:   14000 PH 2022-10-30 1634 SP9TS            59  15    YP0C             59   20      0
QSO:   14000 PH 2022-10-30 1640 SP9TS            59  15    GW5L             59   14      0
QSO:   14000 PH 2022-10-30 1717 SP9TS            59  15    4X7R             59   20      0
QSO:   14000 PH 2022-10-30 1719 SP9TS            59  15    UP0L             59   17      0
QSO:   14000 PH 2022-10-30 1720 SP9TS            59  15    EA3MR            59   14      0
QSO:   14000 PH 2022-10-30 1722 SP9TS            59  15    ED2R             59   14      0
QSO:   14000 PH 2022-10-30 1727 SP9TS            59  15    P33W             59   20      0
QSO:   14000 PH 2022-10-30 1735 SP9TS            59  15    C4W              59   20      0
QSO:   14000 PH 2022-10-30 1737 SP9TS            59  15    EA2XR            59   14      0
QSO:   14000 PH 2022-10-30 1747 SP9TS            59  15    CR3A             59   33      0
QSO:   14000 PH 2022-10-30 1748 SP9TS            59  15    CN3A             59   33      0
END-OF-LOG:
