START-OF-LOG: 3.0
CALLSIGN: 2E0SDV
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 51614
NAME: JAMIE WILLIAMS
LOCATION: DX
OPERATORS: 2E0SDV
CLUB: WYTHALL RADIO CLUB
CERTIFICATE: YES
CREATED-BY: Win-Test 4.21.0
SOAPBOX: OPERATING ON AND OFF, SMALL EFFORT, POOR CONDX BUT GOOD FUN
QSO:  7009 CW 2016-11-26 0000 2E0SDV        599 14     YT7KM         599 15     0
QSO:  7009 CW 2016-11-26 0004 2E0SDV        599 14     YT6W          599 15     0
QSO:  7009 CW 2016-11-26 0009 2E0SDV        599 14     LZ5R          599 20     0
QSO:  7009 CW 2016-11-26 0010 2E0SDV        599 14     9H6A          599 15     0
QSO:  7009 CW 2016-11-26 0013 2E0SDV        599 14     LZ9W          599 20     0
QSO:  7009 CW 2016-11-26 0015 2E0SDV        599 14     UX4U          599 16     0
QSO:  7009 CW 2016-11-26 0015 2E0SDV        599 14     YT4W          599 15     0
QSO:  7009 CW 2016-11-26 0016 2E0SDV        599 14     SZ1A          599 20     0
QSO:  7009 CW 2016-11-26 0018 2E0SDV        599 14     RT6A          599 16     0
QSO:  7009 CW 2016-11-26 0020 2E0SDV        599 14     E7DX          599 15     0
QSO:  7009 CW 2016-11-26 0035 2E0SDV        599 14     HG5F          599 15     0
QSO:  7009 CW 2016-11-26 0037 2E0SDV        599 14     EA5KM         599 14     0
QSO:  7009 CW 2016-11-26 0037 2E0SDV        599 14     HA7GN         599 15     0
QSO:  7009 CW 2016-11-26 0038 2E0SDV        599 14     4O3A          599 15     0
QSO:  7009 CW 2016-11-26 0042 2E0SDV        599 14     UA4M          599 16     0
QSO:  7009 CW 2016-11-26 1041 2E0SDV        599 14     DR5N          599 14     0
QSO: 14029 CW 2016-11-26 1042 2E0SDV        599 14     OL2N          599 15     0
QSO: 14037 CW 2016-11-26 1111 2E0SDV        599 14     LZ1YE         599 20     0
QSO: 21013 CW 2016-11-26 1112 2E0SDV        599 14     R7CD          599 16     0
QSO: 21017 CW 2016-11-26 1114 2E0SDV        599 14     TC3A          599 20     0
QSO: 21023 CW 2016-11-26 1116 2E0SDV        599 14     UW2M          599 16     0
QSO: 21021 CW 2016-11-26 1121 2E0SDV        599 14     RU9AC         599 17     0
QSO: 21021 CW 2016-11-26 1122 2E0SDV        599 14     RT7N          599 16     0
QSO: 21021 CW 2016-11-26 1125 2E0SDV        599 14     UR6IJ         599 16     0
QSO: 21021 CW 2016-11-26 1127 2E0SDV        599 14     UR5QU         599 16     0
QSO: 21021 CW 2016-11-26 1128 2E0SDV        599 14     TA1FA/J       599 20     0
QSO: 21021 CW 2016-11-26 1129 2E0SDV        599 14     US4EX         599 16     0
QSO: 21021 CW 2016-11-26 1130 2E0SDV        599 14     UT4LW         599 16     0
QSO: 21021 CW 2016-11-26 1132 2E0SDV        599 14     RC7K          599 16     0
QSO: 21021 CW 2016-11-26 1133 2E0SDV        599 14     EA7R          599 14     0
QSO: 21021 CW 2016-11-26 1133 2E0SDV        599 14     UX1IB         599 16     0
QSO: 21021 CW 2016-11-26 1134 2E0SDV        599 14     RT6A          599 16     0
QSO:  7040 CW 2016-11-26 1136 2E0SDV        599 14     M6T           599 14     0
QSO:  7039 CW 2016-11-26 1137 2E0SDV        599 14     OK2D          599 15     0
QSO:  7037 CW 2016-11-26 1138 2E0SDV        599 14     SN3A          599 15     0
QSO:  7034 CW 2016-11-26 1141 2E0SDV        599 14     LX1NO         599 14     0
QSO:  7029 CW 2016-11-26 1142 2E0SDV        599 14     TM1A          599 14     0
QSO: 21025 CW 2016-11-26 1146 2E0SDV        599 14     M6T           599 14     0
QSO: 14021 CW 2016-11-26 1148 2E0SDV        599 14     SN4M          599 15     0
QSO:  7026 CW 2016-11-26 1149 2E0SDV        599 14     DL2LRT        599 14     0
QSO:  7026 CW 2016-11-26 1150 2E0SDV        599 14     OL9R          599 15     0
QSO: 14005 CW 2016-11-26 1154 2E0SDV        599 14     S57DX         599 15     0
QSO: 14006 CW 2016-11-26 1154 2E0SDV        599 14     R5AJ          599 16     0
QSO: 14007 CW 2016-11-26 1155 2E0SDV        599 14     OM8A          599 15     0
QSO: 14010 CW 2016-11-26 1233 2E0SDV        599 14     WE3C          599 05     0
QSO: 14079 CW 2016-11-26 1236 2E0SDV        599 14     K3WW          599 05     0
QSO: 14088 CW 2016-11-26 1236 2E0SDV        599 14     K1KI          599 05     0
QSO: 14087 CW 2016-11-26 1238 2E0SDV        599 14     VY2TT         599 05     0
QSO: 14003 CW 2016-11-26 1241 2E0SDV        599 14     KC1XX         599 05     0
QSO: 14006 CW 2016-11-26 1245 2E0SDV        599 14     K1RU          599 05     0
QSO: 14048 CW 2016-11-26 1252 2E0SDV        599 14     RT5Z          599 16     0
QSO:  7000 CW 2016-11-26 1300 2E0SDV        599 14     DK3T          599 14     0
QSO:  7003 CW 2016-11-26 1301 2E0SDV        599 14     S51F          599 15     0
QSO:  7006 CW 2016-11-26 1302 2E0SDV        599 14     SN8C          599 15     0
QSO:  7014 CW 2016-11-26 1304 2E0SDV        599 14     MZ5A          599 14     0
QSO: 14075 CW 2016-11-26 1402 2E0SDV        599 14     S57K          599 15     0
QSO: 14082 CW 2016-11-26 1404 2E0SDV        599 14     LY2XW         599 15     0
QSO: 14084 CW 2016-11-26 1404 2E0SDV        599 14     EF8U          599 33     0
QSO: 14085 CW 2016-11-26 1405 2E0SDV        599 14     4L2M          599 21     0
QSO: 14086 CW 2016-11-26 1406 2E0SDV        599 14     9M2CNC        599 28     0
QSO: 14088 CW 2016-11-26 1408 2E0SDV        599 14     OH3JF         599 15     0
QSO: 14092 CW 2016-11-26 1409 2E0SDV        599 14     CR3OO         599 14     0
QSO: 14095 CW 2016-11-26 1413 2E0SDV        599 14     S57AL         599 15     0
