START-OF-LOG: 3.0
CALLSIGN: VK2GR
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 1134243
NAME: Allan Mason
LOCATION: DX
OPERATORS: VK2GR
CLUB: VK Contest Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5939.0
SOAPBOX: Excellent band conditions at a low noise rural QTH,
SOAPBOX: with a great band openings for 15m and 10m
SOAPBOX: Radio TS590S
SOAPBOX: Antennas A 2 element triband beam at 6m, a 4Square for 40m,
SOAPBOX: an 80m dipole, and for 160m an inverted L
QSO: 21035 CW 2016-11-26 0024 VK2GR         599 30     VK2PN         599 30
QSO: 21035 CW 2016-11-26 0025 VK2GR         599 30     VK6LW         599 29
QSO: 21015 CW 2016-11-26 0026 VK2GR         599 30     RU0LL         599 19
QSO: 21027 CW 2016-11-26 0030 VK2GR         599 30     WX4G          599 05
QSO: 21027 CW 2016-11-26 0032 VK2GR         599 30     VK7SM         599 30
QSO: 21027 CW 2016-11-26 0032 VK2GR         599 30     VK2BPL        599 30
QSO: 21031 CW 2016-11-26 0036 VK2GR         599 30     TX8F          599 32
QSO: 21033 CW 2016-11-26 0037 VK2GR         599 30     ZM1A          599 32
QSO: 21036 CW 2016-11-26 0039 VK2GR         599 30     ZM4T          599 32
QSO: 21041 CW 2016-11-26 0040 VK2GR         599 30     VK6NC         599 29
QSO: 21039 CW 2016-11-26 0042 VK2GR         599 30     WA5VGI        599 03
QSO: 21039 CW 2016-11-26 0042 VK2GR         599 30     JA0QNJ        599 25
QSO: 21039 CW 2016-11-26 0043 VK2GR         599 30     K6UJ          599 03
QSO: 21039 CW 2016-11-26 0044 VK2GR         599 30     9M6XRO        599 28
QSO: 21039 CW 2016-11-26 0045 VK2GR         599 30     ZL4TT         599 32
QSO: 21039 CW 2016-11-26 0045 VK2GR         599 30     N4WW          599 05
QSO: 21039 CW 2016-11-26 0048 VK2GR         599 30     WB4TDH        599 05
QSO: 21039 CW 2016-11-26 0048 VK2GR         599 30     VK3FM         599 30
QSO: 21020 CW 2016-11-26 0050 VK2GR         599 30     ZL3TE         599 32
QSO: 21015 CW 2016-11-26 0051 VK2GR         599 30     RT0C          599 19
QSO: 21005 CW 2016-11-26 0051 VK2GR         599 30     HK1NA         599 09
QSO: 21039 CW 2016-11-26 0054 VK2GR         599 30     K6LRN         599 03
