START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.53.0
CALLSIGN: VK7GN
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 215325
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLUB: VK CONTEST CLUB
NAME: Martin Luther
SOAPBOX: Good fun to be back operarting after moving QTH
QSO: 21027 CW 2016-11-27 0644 VK7GN         599 30     UX2KA         599 16
QSO: 21027 CW 2016-11-27 0645 VK7GN         599 30     JA5RA         599 25
QSO: 21027 CW 2016-11-27 0645 VK7GN         599 30     R3QX          599 16
QSO: 21027 CW 2016-11-27 0646 VK7GN         599 30     JG3UVN        599 25
QSO: 21027 CW 2016-11-27 0646 VK7GN         599 30     UA9KB         599 17
QSO: 21027 CW 2016-11-27 0647 VK7GN         599 30     R3QF          599 16
QSO: 21027 CW 2016-11-27 0649 VK7GN         599 30     JK2NCP/1      599 25
QSO: 21027 CW 2016-11-27 0649 VK7GN         599 30     DF9ZP         599 14
QSO: 21027 CW 2016-11-27 0650 VK7GN         599 30     S50K          599 15
QSO: 21027 CW 2016-11-27 0650 VK7GN         599 30     RM6J          599 16
QSO: 21027 CW 2016-11-27 0651 VK7GN         599 30     UT7IY         599 16
QSO: 21027 CW 2016-11-27 0652 VK7GN         599 30     R7HF          599 16
QSO: 21027 CW 2016-11-27 0652 VK7GN         599 30     UA6LCN        599 16
QSO: 21027 CW 2016-11-27 0653 VK7GN         599 30     JA1IZ         599 25
QSO: 21027 CW 2016-11-27 0654 VK7GN         599 30     UR7IZ         599 16
QSO: 21027 CW 2016-11-27 0654 VK7GN         599 30     UR5QU         599 16
QSO: 21027 CW 2016-11-27 0655 VK7GN         599 30     DF9GR         599 14
QSO: 21027 CW 2016-11-27 0655 VK7GN         599 30     RU9AC         599 17
QSO: 21027 CW 2016-11-27 0656 VK7GN         599 30     R7AM          599 16
QSO: 21027 CW 2016-11-27 0656 VK7GN         599 30     RU9AC         599 17
QSO: 21027 CW 2016-11-27 0657 VK7GN         599 30     BG5BDY        599 24
QSO: 21027 CW 2016-11-27 0658 VK7GN         599 30     HS0ZDR        599 26
QSO: 21027 CW 2016-11-27 0658 VK7GN         599 30     UN0C          599 17
QSO: 21027 CW 2016-11-27 0659 VK7GN         599 30     JA5OVF        599 25
QSO: 21027 CW 2016-11-27 0659 VK7GN         599 30     R9CW          599 17
QSO: 21027 CW 2016-11-27 0700 VK7GN         599 30     JA1TBX        599 25
QSO: 21027 CW 2016-11-27 0701 VK7GN         599 30     RA6DT         599 16
QSO: 21027 CW 2016-11-27 0701 VK7GN         599 30     JA8NSF/1      599 25
QSO: 21002 CW 2016-11-27 0709 VK7GN         599 30     BU1EL         599 24
QSO: 14028 CW 2016-11-27 0717 VK7GN         599 30     RM7M          599 16
QSO: 14007 CW 2016-11-27 0719 VK7GN         599 30     UP2L          599 17
QSO: 14012 CW 2016-11-27 0722 VK7GN         599 30     HG7T          599 15
QSO: 14022 CW 2016-11-27 0723 VK7GN         599 30     KM6JD         599 03
QSO: 14035 CW 2016-11-27 0743 VK7GN         599 30     SN7Q          599 15
QSO: 14037 CW 2016-11-27 0744 VK7GN         599 30     SZ1A          599 20
QSO: 14043 CW 2016-11-27 0746 VK7GN         599 30     OK8WW         599 15
QSO: 14051 CW 2016-11-27 0749 VK7GN         599 30     YO3FRI        599 20
QSO: 14058 CW 2016-11-27 0751 VK7GN         599 30     VE7SZ         599 03
QSO: 14058 CW 2016-11-27 0753 VK7GN         599 30     II9P          599 15
QSO: 14059 CW 2016-11-27 0753 VK7GN         599 30     OL3Z          599 15
QSO: 14080 CW 2016-11-27 0756 VK7GN         599 30     LY5A          599 15
QSO: 14098 CW 2016-11-27 0757 VK7GN         599 30     IR6T          599 15
QSO: 14012 CW 2016-11-27 0800 VK7GN         599 30     YL2KO         599 15
QSO: 14016 CW 2016-11-27 0802 VK7GN         599 30     SP2QG         599 15
QSO: 14022 CW 2016-11-27 0803 VK7GN         599 30     EA2EA         599 14
QSO: 14030 CW 2016-11-27 0805 VK7GN         599 30     S53A          599 15
QSO: 14048 CW 2016-11-27 0808 VK7GN         599 30     LX7I          599 14
QSO: 14049 CW 2016-11-27 0808 VK7GN         599 30     4O3A          599 15
QSO: 14051 CW 2016-11-27 0810 VK7GN         599 30     OE2S          599 15
QSO: 14055 CW 2016-11-27 0811 VK7GN         599 30     LZ6Y          599 20
QSO:  7032 CW 2016-11-27 0816 VK7GN         599 30     LY8O          599 15
QSO:  7033 CW 2016-11-27 0817 VK7GN         599 30     M6T           599 14
QSO:  7033 CW 2016-11-27 0818 VK7GN         599 30     W7VJ          599 03
QSO:  7035 CW 2016-11-27 0819 VK7GN         599 30     S51F          599 15
QSO:  7036 CW 2016-11-27 0820 VK7GN         599 30     K9CT          599 04
QSO:  7036 CW 2016-11-27 0821 VK7GN         599 30     SN3A          599 15
QSO:  7037 CW 2016-11-27 0821 VK7GN         599 30     S58M          599 15
QSO:  7044 CW 2016-11-27 0828 VK7GN         599 30     VK3IO         599 30
QSO:  7047 CW 2016-11-27 0828 VK7GN         599 30     ZL1AM         599 32
QSO:  7050 CW 2016-11-27 0830 VK7GN         599 30     ZL3TE         599 32
QSO:  7004 CW 2016-11-27 0834 VK7GN         599 30     DF0HQ         599 14
QSO:  7007 CW 2016-11-27 0835 VK7GN         599 30     K5TR          599 04
QSO:  7009 CW 2016-11-27 0838 VK7GN         599 30     HA8FM         599 15
QSO:  7010 CW 2016-11-27 0839 VK7GN         599 30     HA8KW         599 15
QSO:  7010 CW 2016-11-27 0841 VK7GN         599 30     N1LN          599 05
QSO:  7019 CW 2016-11-27 0844 VK7GN         599 30     N6XI          599 03
QSO: 14011 CW 2016-11-27 0851 VK7GN         599 30     VK6NC         599 29
QSO: 14033 CW 2016-11-27 0854 VK7GN         599 30     E2X           599 26
QSO: 21030 CW 2016-11-27 0903 VK7GN         599 30     LZ9W          599 20
QSO: 21023 CW 2016-11-27 0905 VK7GN         599 30     HA9RT         599 15
QSO: 21015 CW 2016-11-27 0906 VK7GN         599 30     TM2Y          599 14
QSO: 21029 CW 2016-11-27 0909 VK7GN         599 30     DK2GZ         599 14
QSO: 21029 CW 2016-11-27 0910 VK7GN         599 30     R9AX          599 17
QSO: 21029 CW 2016-11-27 0910 VK7GN         599 30     DM5EE         599 14
QSO: 21029 CW 2016-11-27 0911 VK7GN         599 30     UA9LIF        599 17
QSO: 21029 CW 2016-11-27 0912 VK7GN         599 30     G3GAF         599 14
QSO: 21029 CW 2016-11-27 0912 VK7GN         599 30     LY4A          599 15
QSO: 21029 CW 2016-11-27 0913 VK7GN         599 30     DL800JE       599 14
QSO: 21029 CW 2016-11-27 0913 VK7GN         599 30     LY2W          599 15
QSO: 21029 CW 2016-11-27 0914 VK7GN         599 30     US4EX         599 16
QSO: 21029 CW 2016-11-27 0914 VK7GN         599 30     LY4T          599 15
QSO: 21029 CW 2016-11-27 0915 VK7GN         599 30     LY5W          599 15
QSO: 21029 CW 2016-11-27 0916 VK7GN         599 30     LZ9R          599 20
QSO: 21029 CW 2016-11-27 0917 VK7GN         599 30     YT5A          599 15
QSO: 21029 CW 2016-11-27 0917 VK7GN         599 30     IZ3ETU        599 15
QSO: 21029 CW 2016-11-27 0918 VK7GN         599 30     OH0Z          599 15
QSO: 21029 CW 2016-11-27 0918 VK7GN         599 30     SN5X          599 15
QSO: 21029 CW 2016-11-27 0919 VK7GN         599 30     OK1AOZ        599 15
QSO: 21029 CW 2016-11-27 0920 VK7GN         599 30     PA3GDD        599 14
QSO: 21029 CW 2016-11-27 0920 VK7GN         599 30     R3ZV          599 16
QSO: 21029 CW 2016-11-27 0921 VK7GN         599 30     IO5P          599 15
QSO: 21029 CW 2016-11-27 0921 VK7GN         599 30     DM4X          599 14
QSO: 21029 CW 2016-11-27 0922 VK7GN         599 30     DM2M          599 14
QSO: 21029 CW 2016-11-27 0922 VK7GN         599 30     SP2LNW        599 15
QSO: 21029 CW 2016-11-27 0923 VK7GN         599 30     IK5SRF        599 15
QSO: 21029 CW 2016-11-27 0924 VK7GN         599 30     DL0ML         599 14
QSO: 21029 CW 2016-11-27 0925 VK7GN         599 30     UT6EE         599 16
QSO: 21029 CW 2016-11-27 0925 VK7GN         599 30     OM7M          599 15
QSO: 21029 CW 2016-11-27 0925 VK7GN         599 30     DH8BQA        599 14
QSO: 21029 CW 2016-11-27 0926 VK7GN         599 30     OM7RU         599 15
QSO: 21029 CW 2016-11-27 0927 VK7GN         599 30     SP7CVW        599 15
QSO: 21029 CW 2016-11-27 0928 VK7GN         599 30     DL2DX         599 14
QSO: 21029 CW 2016-11-27 0929 VK7GN         599 30     EW3MM         599 16
QSO: 21029 CW 2016-11-27 0929 VK7GN         599 30     RK3SWS        599 16
QSO: 21029 CW 2016-11-27 0930 VK7GN         599 30     S58N          599 15
QSO: 21029 CW 2016-11-27 0931 VK7GN         599 30     RU3FM         599 16
QSO: 21029 CW 2016-11-27 0932 VK7GN         599 30     LY7Z          599 15
QSO: 21029 CW 2016-11-27 0933 VK7GN         599 30     US3IY         599 16
QSO: 21029 CW 2016-11-27 0934 VK7GN         599 30     R9XM          599 17
QSO: 21029 CW 2016-11-27 0936 VK7GN         599 30     DL4HG         599 14
QSO: 21029 CW 2016-11-27 0937 VK7GN         599 30     DK6WL         599 14
QSO: 21029 CW 2016-11-27 0937 VK7GN         599 30     DL8QS         599 14
QSO: 21029 CW 2016-11-27 0939 VK7GN         599 30     IK2OVC        599 15
QSO: 21029 CW 2016-11-27 0940 VK7GN         599 30     SP9M          599 15
QSO: 21029 CW 2016-11-27 0941 VK7GN         599 30     IR4B          599 15
QSO: 21029 CW 2016-11-27 0942 VK7GN         599 30     OH2BKX        599 15
QSO: 21029 CW 2016-11-27 0942 VK7GN         599 30     HA8VV         599 15
QSO: 21029 CW 2016-11-27 0943 VK7GN         599 30     SM0MPV/0      599 14
QSO: 21029 CW 2016-11-27 0943 VK7GN         599 30     SP4Z          599 15
QSO: 21029 CW 2016-11-27 0944 VK7GN         599 30     OO7P          599 14
QSO: 21029 CW 2016-11-27 0945 VK7GN         599 30     M4A           599 14
QSO: 21029 CW 2016-11-27 0946 VK7GN         599 30     OL0W          599 15
QSO: 21029 CW 2016-11-27 0946 VK7GN         599 30     OL3Z          599 15
QSO: 21029 CW 2016-11-27 0948 VK7GN         599 30     DL7VHG        599 14
QSO: 21029 CW 2016-11-27 0948 VK7GN         599 30     HG7T          599 15
QSO: 21029 CW 2016-11-27 0950 VK7GN         599 30     YL6LAY        599 15
QSO: 21029 CW 2016-11-27 0951 VK7GN         599 30     9A5D          599 15
QSO: 21029 CW 2016-11-27 0952 VK7GN         599 30     RO3G          599 16
QSO: 21029 CW 2016-11-27 0952 VK7GN         599 30     SP5CNA        599 15
QSO: 21029 CW 2016-11-27 0953 VK7GN         599 30     OK7PN         599 15
QSO: 21029 CW 2016-11-27 0953 VK7GN         599 30     M3I           599 14
QSO: 21029 CW 2016-11-27 0954 VK7GN         599 30     M7W           599 14
QSO: 21029 CW 2016-11-27 0954 VK7GN         599 30     DL6KVA        599 14
QSO: 21029 CW 2016-11-27 0955 VK7GN         599 30     PI4CC         599 14
QSO: 21029 CW 2016-11-27 0956 VK7GN         599 30     LY6A          599 15
QSO: 21029 CW 2016-11-27 0956 VK7GN         599 30     S52A          599 15
QSO: 21029 CW 2016-11-27 0958 VK7GN         599 30     YL0Y          599 15
QSO: 21029 CW 2016-11-27 0959 VK7GN         599 30     DR4A          599 14
QSO: 21029 CW 2016-11-27 0959 VK7GN         599 30     UT4UXB        599 16
QSO: 21029 CW 2016-11-27 1000 VK7GN         599 30     YR9F          599 20
QSO:  3511 CW 2016-11-27 1005 VK7GN         599 30     JH4UYB        599 25
QSO:  3526 CW 2016-11-27 1010 VK7GN         599 30     ZL2AGY        599 32
QSO:  7031 CW 2016-11-27 1021 VK7GN         599 30     BV1EL         599 24
QSO:  7041 CW 2016-11-27 1026 VK7GN         599 30     KH6LC         599 31
QSO:  7002 CW 2016-11-27 1029 VK7GN         599 30     N7WA          599 03
QSO:  7002 CW 2016-11-27 1029 VK7GN         599 30     N7AT          599 03
QSO:  7005 CW 2016-11-27 1032 VK7GN         599 30     W3LPL         599 05
QSO:  7005 CW 2016-11-27 1032 VK7GN         599 30     N8UM          599 04
QSO:  7005 CW 2016-11-27 1032 VK7GN         599 30     JR2SCJ        599 25
QSO:  7005 CW 2016-11-27 1033 VK7GN         599 30     K1ZZ          599 05
QSO:  7005 CW 2016-11-27 1033 VK7GN         599 30     N6WM          599 03
QSO:  7005 CW 2016-11-27 1034 VK7GN         599 30     N7DR          599 04
QSO:  7005 CW 2016-11-27 1035 VK7GN         599 30     W5JR          599 04
QSO:  7005 CW 2016-11-27 1035 VK7GN         599 30     W5JR          599 05
QSO:  7005 CW 2016-11-27 1036 VK7GN         599 30     W3UA          599 05
QSO:  7005 CW 2016-11-27 1036 VK7GN         599 30     WE3C          599 05
QSO:  7005 CW 2016-11-27 1036 VK7GN         599 30     N4KG          599 04
QSO:  7005 CW 2016-11-27 1038 VK7GN         599 30     N8KDX         599 05
QSO:  7005 CW 2016-11-27 1038 VK7GN         599 30     W8TK          599 03
QSO:  7005 CW 2016-11-27 1041 VK7GN         599 30     JG7AMD        599 25
QSO:  7005 CW 2016-11-27 1042 VK7GN         599 30     N4TB          599 05
QSO:  7005 CW 2016-11-27 1042 VK7GN         599 30     JA3MQY        599 25
QSO:  7005 CW 2016-11-27 1043 VK7GN         599 30     N2ED          599 05
QSO:  7005 CW 2016-11-27 1044 VK7GN         599 30     JR2PMT        599 25
QSO:  7005 CW 2016-11-27 1045 VK7GN         599 30     JL1EGW        599 25
QSO:  7005 CW 2016-11-27 1047 VK7GN         599 30     W1XX          599 05
QSO:  7005 CW 2016-11-27 1047 VK7GN         599 30     N8BJQ         599 04
QSO:  7005 CW 2016-11-27 1048 VK7GN         599 30     N8MZ          599 04
QSO:  7005 CW 2016-11-27 1049 VK7GN         599 30     PJ2T          599 09
QSO:  7005 CW 2016-11-27 1050 VK7GN         599 30     K2LE          599 05
QSO:  7005 CW 2016-11-27 1051 VK7GN         599 30     JA9XAO        599 25
QSO:  7005 CW 2016-11-27 1051 VK7GN         599 30     K3WW          599 05
QSO:  7005 CW 2016-11-27 1052 VK7GN         599 30     W3GQ          599 05
QSO:  7005 CW 2016-11-27 1053 VK7GN         599 30     JK1GKG        599 25
QSO:  7005 CW 2016-11-27 1053 VK7GN         599 30     JE8EJZ        599 25
QSO:  7005 CW 2016-11-27 1054 VK7GN         599 30     VK3FM         599 30
QSO:  7005 CW 2016-11-27 1054 VK7GN         599 30     KC1XX         599 05
QSO:  7005 CW 2016-11-27 1055 VK7GN         599 30     JA7ZFN        599 25
QSO:  7005 CW 2016-11-27 1055 VK7GN         599 30     JS1KKY        599 25
QSO:  7005 CW 2016-11-27 1056 VK7GN         599 30     JA8OW         599 25
QSO:  7005 CW 2016-11-27 1057 VK7GN         599 30     RA4PQ         599 16
QSO:  7005 CW 2016-11-27 1057 VK7GN         599 30     AA2A          599 05
QSO:  7005 CW 2016-11-27 1058 VK7GN         599 30     N4BAA         599 05
QSO:  7005 CW 2016-11-27 1059 VK7GN         599 30     W2YC          599 05
QSO:  7005 CW 2016-11-27 1100 VK7GN         599 30     N4FY          599 05
QSO:  7005 CW 2016-11-27 1100 VK7GN         599 30     N4PN          599 05
QSO:  7005 CW 2016-11-27 1101 VK7GN         599 30     W3LL          599 05
QSO:  7005 CW 2016-11-27 1102 VK7GN         599 30     K1LD          599 05
QSO:  7005 CW 2016-11-27 1104 VK7GN         599 30     W8AH          599 04
QSO:  7005 CW 2016-11-27 1105 VK7GN         599 30     K8MFO         599 04
QSO:  7005 CW 2016-11-27 1106 VK7GN         599 30     VE3EJ         599 04
QSO:  7005 CW 2016-11-27 1106 VK7GN         599 30     W0AIH         599 04
QSO:  7005 CW 2016-11-27 1108 VK7GN         599 30     JA3AOP        599 25
QSO:  7005 CW 2016-11-27 1109 VK7GN         599 30     UA9FAR        599 17
QSO:  7005 CW 2016-11-27 1110 VK7GN         599 30     VA3DX         599 04
QSO:  7005 CW 2016-11-27 1110 VK7GN         599 30     JE6RPM        599 25
QSO:  7005 CW 2016-11-27 1112 VK7GN         599 30     W4ZYT         599 05
END-OF-LOG:
