START-OF-LOG: 3.0
CALLSIGN: II2S
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 640485
NAME: Lorenzo Mendini
LOCATION: DX
OPERATORS: IZ2FOS
CLUB: ITALIAN CONTEST CLUB
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5988.0
QSO: 14014 CW 2016-11-26 0752 II2S          599 15     RA3UAG        599 16
QSO: 14028 CW 2016-11-26 0753 II2S          599 15     4L8A          599 21
QSO: 14053 CW 2016-11-26 0755 II2S          599 15     4X2M          599 20
QSO: 14001 CW 2016-11-26 0756 II2S          599 15     YL2KO         599 15
QSO: 14012 CW 2016-11-26 0756 II2S          599 15     UP2L          599 17
QSO: 14065 CW 2016-11-26 0756 II2S          599 15     RK9AX         599 17
QSO: 14059 CW 2016-11-26 0757 II2S          599 15     UX7U          599 16
QSO: 14006 CW 2016-11-26 0758 II2S          599 15     LY4L          599 15
QSO: 14024 CW 2016-11-26 0758 II2S          599 15     EV1R          599 16
QSO: 14031 CW 2016-11-26 0759 II2S          599 15     OH8L          599 15
QSO: 14055 CW 2016-11-26 0800 II2S          599 15     R9IR          599 18
QSO: 14004 CW 2016-11-26 0803 II2S          599 15     OG7A          599 15
QSO: 14055 CW 2016-11-26 0805 II2S          599 15     IQ2LS         599 15
QSO: 14063 CW 2016-11-26 0810 II2S          599 15     SJ2W          599 14
QSO: 14009 CW 2016-11-26 0811 II2S          599 15     SV1RP         599 20
QSO: 14062 CW 2016-11-26 0821 II2S          599 15     OK8WW         599 15
QSO: 14041 CW 2016-11-26 0822 II2S          599 15     LZ9W          599 20
QSO: 14021 CW 2016-11-26 0823 II2S          599 15     LB8DC         599 14
QSO: 14035 CW 2016-11-26 0824 II2S          599 15     ES9C          599 15
QSO: 14018 CW 2016-11-26 0828 II2S          599 15     YO3FRI        599 20
QSO: 14088 CW 2016-11-26 0839 II2S          599 15     JH4UYB        599 25
QSO: 14096 CW 2016-11-26 0840 II2S          599 15     ZD8W          599 36
QSO: 14082 CW 2016-11-26 0841 II2S          599 15     CR6K          599 14
QSO: 14065 CW 2016-11-26 0842 II2S          599 15     CN8KD         599 33
QSO: 14062 CW 2016-11-26 0843 II2S          599 15     OH0V          599 15
QSO: 14091 CW 2016-11-26 0844 II2S          599 15     CR3OO         599 33
QSO: 14042 CW 2016-11-26 0847 II2S          599 15     SW9AA         599 20
QSO: 14042 CW 2016-11-26 0850 II2S          599 15     EA1RKV        599 14
QSO: 14030 CW 2016-11-26 0852 II2S          599 15     CR5U          599 14
QSO: 14011 CW 2016-11-26 0852 II2S          599 15     TC3A          599 20
QSO: 21040 CW 2016-11-26 0912 II2S          599 15     IR2L          599 15
QSO: 21004 CW 2016-11-26 0913 II2S          599 15     4X0W          599 20
QSO: 21007 CW 2016-11-26 0914 II2S          599 15     UA4S          599 16
QSO: 21042 CW 2016-11-26 0915 II2S          599 15     US8UA         599 16
QSO: 21035 CW 2016-11-26 0915 II2S          599 15     RM9A          599 17
QSO: 21040 CW 2016-11-26 0916 II2S          599 15     8Q7DV         599 22
QSO: 21025 CW 2016-11-26 0917 II2S          599 15     C4W           599 20
QSO: 21059 CW 2016-11-26 0934 II2S          599 15     RA9V          599 18
QSO: 21043 CW 2016-11-26 0935 II2S          599 15     JY9FC         599 20
QSO: 21026 CW 2016-11-26 0936 II2S          599 15     CR3W          599 33
QSO: 21005 CW 2016-11-26 0939 II2S          599 15     II9P          599 15
QSO: 28011 CW 2016-11-26 0943 II2S          599 15     UW5U          599 16
QSO: 28012 CW 2016-11-26 0944 II2S          599 15     UY5ZZ         599 16
QSO: 28022 CW 2016-11-26 0944 II2S          599 15     UR3CMA        599 16
QSO: 28026 CW 2016-11-26 0945 II2S          599 15     SN8B          599 15
QSO: 28035 CW 2016-11-26 0957 II2S          599 15     UT5CW         599 16
QSO: 21062 CW 2016-11-26 1000 II2S          599 15     EF8U          599 33
QSO: 21046 CW 2016-11-26 1000 II2S          599 15     CU4DX         599 14
QSO: 21069 CW 2016-11-26 1002 II2S          599 15     HS0ZIA        599 26
QSO: 21064 CW 2016-11-26 1003 II2S          599 15     RT4D          599 16
QSO: 14065 CW 2016-11-26 1004 II2S          599 15     UA2F          599 15
QSO: 14055 CW 2016-11-26 1005 II2S          599 15     ER1LW         599 16
QSO: 14039 CW 2016-11-26 1005 II2S          599 15     MM3T          599 14
QSO: 14053 CW 2016-11-26 1006 II2S          599 15     GW4J          599 14
QSO: 14047 CW 2016-11-26 1008 II2S          599 15     EI0R          599 14
QSO: 14042 CW 2016-11-26 1013 II2S          599 15     G5O           599 14
QSO: 14004 CW 2016-11-26 1014 II2S          599 15     SO9Q          599 15
QSO: 14015 CW 2016-11-26 1017 II2S          599 15     GM0B          599 14
QSO: 14023 CW 2016-11-26 1017 II2S          599 15     MI5I          599 14
QSO: 14026 CW 2016-11-26 1021 II2S          599 15     A44A          599 21
QSO: 14047 CW 2016-11-26 1156 II2S          599 15     UA9R          599 17
QSO: 14062 CW 2016-11-26 1158 II2S          599 15     OM7M          599 15
QSO: 14089 CW 2016-11-26 1159 II2S          599 15     4J4K          599 21
QSO: 14028 CW 2016-11-26 1159 II2S          599 15     II9P          599 15
QSO: 21034 CW 2016-11-26 1202 II2S          599 15     ES9C          599 15
QSO: 21046 CW 2016-11-26 1203 II2S          599 15     ED8X          599 33
QSO: 21061 CW 2016-11-26 1204 II2S          599 15     KP2Q          599 08
QSO: 21001 CW 2016-11-26 1205 II2S          599 15     LP1H          599 13
QSO: 21062 CW 2016-11-26 1208 II2S          599 15     N4WW          599 05
QSO: 21013 CW 2016-11-26 1209 II2S          599 15     KP2M          599 08
QSO: 21002 CW 2016-11-26 1209 II2S          599 15     PP5KR         599 11
QSO: 21051 CW 2016-11-26 1211 II2S          599 15     PS2T          599 11
QSO: 21018 CW 2016-11-26 1212 II2S          599 15     CT9/R7KW      599 33
QSO: 21043 CW 2016-11-26 1215 II2S          599 15     V26K          599 08
QSO: 14007 CW 2016-11-26 1221 II2S          599 15     W3LPL         599 05
QSO: 14005 CW 2016-11-26 1413 II2S          599 15     W2FU          599 05
QSO: 14010 CW 2016-11-26 1413 II2S          599 15     WE3C          599 05
QSO: 14018 CW 2016-11-26 1414 II2S          599 15     W4RM          599 05
QSO: 14013 CW 2016-11-26 1415 II2S          599 15     NR4M          599 05
QSO: 14050 CW 2016-11-26 1416 II2S          599 15     N0NI          599 04
QSO: 14035 CW 2016-11-26 1416 II2S          599 15     RK4FF         599 16
QSO: 14057 CW 2016-11-26 1417 II2S          599 15     RT4D          599 16
QSO: 14059 CW 2016-11-26 1417 II2S          599 15     OH8X          599 15
QSO: 14024 CW 2016-11-26 1417 II2S          599 15     N1LN          599 05
QSO: 14058 CW 2016-11-26 1418 II2S          599 15     AA2A          599 05
QSO: 14066 CW 2016-11-26 1419 II2S          599 15     R3OR          599 16
QSO: 14091 CW 2016-11-26 1421 II2S          599 15     VP9I          599 05
QSO: 14014 CW 2016-11-26 1422 II2S          599 15     RM1T          599 16
QSO: 14014 CW 2016-11-26 1423 II2S          599 15     K8AZ          599 04
QSO: 14049 CW 2016-11-26 1423 II2S          599 15     WO4O          599 05
QSO: 14026 CW 2016-11-26 1424 II2S          599 15     RG6G          599 16
QSO: 14086 CW 2016-11-26 1424 II2S          599 15     PJ2T          599 09
QSO: 14029 CW 2016-11-26 1426 II2S          599 15     SN8B          599 15
QSO: 14004 CW 2016-11-26 1427 II2S          599 15     P33W          599 20
QSO: 14015 CW 2016-11-26 1428 II2S          599 15     SV1ME         599 20
QSO: 21049 CW 2016-11-26 1500 II2S          599 15     HI3CC         599 08
QSO: 21038 CW 2016-11-26 1500 II2S          599 15     N1MM          599 05
QSO: 21064 CW 2016-11-26 1502 II2S          599 15     PJ4A          599 09
QSO: 21066 CW 2016-11-26 1504 II2S          599 15     XL3A          599 04
QSO: 21001 CW 2016-11-26 1505 II2S          599 15     WE3C          599 05
QSO: 21061 CW 2016-11-26 1505 II2S          599 15     K1DG          599 05
QSO: 21004 CW 2016-11-26 1506 II2S          599 15     K1ZZ          599 05
QSO: 21001 CW 2016-11-26 1506 II2S          599 15     K3LR          599 05
QSO: 21001 CW 2016-11-26 1507 II2S          599 15     KV2K          599 05
QSO: 21002 CW 2016-11-26 1507 II2S          599 15     W2FU          599 05
QSO: 21007 CW 2016-11-26 1507 II2S          599 15     KC1XX         599 05
QSO: 21033 CW 2016-11-26 1508 II2S          599 15     KF3B          599 05
QSO: 21009 CW 2016-11-26 1509 II2S          599 15     KQ2M          599 05
QSO: 21010 CW 2016-11-26 1509 II2S          599 15     K8AZ          599 04
QSO: 21000 CW 2016-11-26 1509 II2S          599 15     N1UR          599 05
QSO: 21017 CW 2016-11-26 1510 II2S          599 15     K4PV          599 05
QSO: 21003 CW 2016-11-26 1510 II2S          599 15     N5DX          599 05
QSO: 21009 CW 2016-11-26 1510 II2S          599 15     K2AX          599 05
QSO: 21039 CW 2016-11-26 1512 II2S          599 15     K1RM          599 05
QSO: 21022 CW 2016-11-26 1513 II2S          599 15     W1KM          599 05
QSO: 21068 CW 2016-11-26 1514 II2S          599 15     8P5A          599 08
QSO: 21048 CW 2016-11-26 1514 II2S          599 15     V47T          599 08
QSO: 21028 CW 2016-11-26 1516 II2S          599 15     VY2TT         599 05
QSO: 21044 CW 2016-11-26 1516 II2S          599 15     K5ZD          599 05
QSO: 21034 CW 2016-11-26 1517 II2S          599 15     VE9CB         599 05
QSO: 14033 CW 2016-11-26 1540 II2S          599 15     YT5A          599 15
QSO: 14043 CW 2016-11-26 1540 II2S          599 15     EA1DAV        599 14
QSO: 14055 CW 2016-11-26 1541 II2S          599 15     KF3B          599 05
QSO: 14031 CW 2016-11-26 1542 II2S          599 15     HG6N          599 15
QSO: 14033 CW 2016-11-26 1542 II2S          599 15     HK1NA         599 09
QSO: 14012 CW 2016-11-26 1543 II2S          599 15     W1KM          599 05
QSO: 14057 CW 2016-11-26 1544 II2S          599 15     K1DG          599 05
QSO: 14056 CW 2016-11-26 1544 II2S          599 15     CR3W          599 33
QSO: 14016 CW 2016-11-26 1545 II2S          599 15     N5DX          599 05
QSO: 14016 CW 2016-11-26 1545 II2S          599 15     K5ZD          599 05
QSO: 14038 CW 2016-11-26 1546 II2S          599 15     TF3CW         599 40
QSO: 14057 CW 2016-11-26 1547 II2S          599 15     VE3EJ         599 04
QSO: 14003 CW 2016-11-26 1547 II2S          599 15     K3LR          599 05
QSO: 14036 CW 2016-11-26 1548 II2S          599 15     K0ZR          599 05
QSO: 14001 CW 2016-11-26 1549 II2S          599 15     KC1XX         599 05
QSO: 14043 CW 2016-11-26 1549 II2S          599 15     PS1T          599 11
QSO: 14017 CW 2016-11-26 1550 II2S          599 15     HB9BXE        599 14
QSO: 14037 CW 2016-11-26 1550 II2S          599 15     N9RV          599 04
QSO: 14060 CW 2016-11-26 1551 II2S          599 15     K2AX          599 05
QSO: 14088 CW 2016-11-26 1554 II2S          599 15     K3WW          599 05
QSO: 14068 CW 2016-11-26 1632 II2S          599 15     8P5A          599 08
QSO: 14000 CW 2016-11-26 1634 II2S          599 15     N1UR          599 05
QSO: 14052 CW 2016-11-26 1637 II2S          599 15     N1MM          599 05
QSO: 14067 CW 2016-11-26 1638 II2S          599 15     K1GU          599 04
QSO: 14063 CW 2016-11-26 1640 II2S          599 15     NY4A          599 05
QSO: 14004 CW 2016-11-26 1640 II2S          599 15     K0DQ          599 05
QSO: 14007 CW 2016-11-26 1641 II2S          599 15     K0MD          599 04
QSO: 14048 CW 2016-11-26 1641 II2S          599 15     W3LL          599 05
