START-OF-LOG: 3.0
CALLSIGN: OR5T
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 115680
NAME: Xavier GODDAER
LOCATION: DX
OPERATORS: OR5T
CLUB: Thracian Rose Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6006.0
SOAPBOX: POOR CDX BUT FUN
QSO: 21014 CW 2016-11-26 1416 OR5T          599 14     KP2M          599 08
QSO: 21013 CW 2016-11-26 1419 OR5T          599 14     WX1S          599 05
QSO: 21013 CW 2016-11-26 1420 OR5T          599 14     KE3X          599 05
QSO: 21013 CW 2016-11-26 1422 OR5T          599 14     KS1J          599 05
QSO: 21015 CW 2016-11-26 1423 OR5T          599 14     S54W          599 15
QSO: 14047 CW 2016-11-26 1426 OR5T          599 14     K3SW          599 05
QSO: 14047 CW 2016-11-26 1427 OR5T          599 14     SC6W          599 14
QSO: 14047 CW 2016-11-26 1427 OR5T          599 14     RK4FF         599 16
QSO: 14047 CW 2016-11-26 1428 OR5T          599 14     K0KX          599 04
QSO: 14047 CW 2016-11-26 1428 OR5T          599 14     N5PU          599 04
QSO: 14047 CW 2016-11-26 1428 OR5T          599 14     US3EW         599 16
QSO: 14047 CW 2016-11-26 1429 OR5T          599 14     UR8QR         599 16
QSO: 14047 CW 2016-11-26 1429 OR5T          599 14     K3EL          599 05
QSO: 14047 CW 2016-11-26 1430 OR5T          599 14     RC7A          599 16
QSO: 14047 CW 2016-11-26 1430 OR5T          599 14     W1WMU         599 05
QSO: 14047 CW 2016-11-26 1431 OR5T          599 14     UX8ZA         599 16
QSO: 14047 CW 2016-11-26 1431 OR5T          599 14     RM5W          599 16
QSO: 14047 CW 2016-11-26 1431 OR5T          599 14     VE3TW         599 04
QSO: 14047 CW 2016-11-26 1432 OR5T          599 14     NN3RP         599 05
QSO: 14047 CW 2016-11-26 1432 OR5T          599 14     RX7K          599 16
QSO: 14047 CW 2016-11-26 1432 OR5T          599 14     UA4W          599 16
QSO: 14047 CW 2016-11-26 1432 OR5T          599 14     OQ4B          599 14
QSO: 14047 CW 2016-11-26 1433 OR5T          599 14     SV2BXA        599 20
QSO: 14047 CW 2016-11-26 1434 OR5T          599 14     HB9BXE        599 14
QSO: 14047 CW 2016-11-26 1434 OR5T          599 14     GM0WED        599 14
QSO: 14047 CW 2016-11-26 1435 OR5T          599 14     UY2IZ         599 16
QSO: 14047 CW 2016-11-26 1436 OR5T          599 14     EA5ARC        599 14
QSO: 14047 CW 2016-11-26 1436 OR5T          599 14     N3AM          599 05
QSO: 14047 CW 2016-11-26 1436 OR5T          599 14     UT3EK         599 16
QSO: 14047 CW 2016-11-26 1437 OR5T          599 14     LZ1NT         599 20
QSO: 14047 CW 2016-11-26 1437 OR5T          599 14     RM7M          599 16
QSO: 14047 CW 2016-11-26 1438 OR5T          599 14     CT3HF         599 33
QSO: 14047 CW 2016-11-26 1438 OR5T          599 14     UT1QQ         599 16
QSO: 14047 CW 2016-11-26 1438 OR5T          599 14     YO5AXF        599 20
QSO: 14047 CW 2016-11-26 1438 OR5T          599 14     UR7VA         599 16
QSO: 14047 CW 2016-11-26 1439 OR5T          599 14     K0FX          599 04
QSO: 14047 CW 2016-11-26 1439 OR5T          599 14     UT5UN         599 16
QSO: 14047 CW 2016-11-26 1440 OR5T          599 14     UX2MF         599 16
QSO: 14047 CW 2016-11-26 1440 OR5T          599 14     KV4QS         599 05
QSO: 14047 CW 2016-11-26 1441 OR5T          599 14     YO8KOS        599 20
QSO: 14047 CW 2016-11-26 1443 OR5T          599 14     R6CW          599 16
QSO: 14047 CW 2016-11-26 1444 OR5T          599 14     P33W          599 20
QSO: 14047 CW 2016-11-26 1445 OR5T          599 14     W9ILY         599 04
QSO: 14047 CW 2016-11-26 1445 OR5T          599 14     9A3B          599 15
QSO: 14047 CW 2016-11-26 1445 OR5T          599 14     K7OM          599 05
QSO: 14047 CW 2016-11-26 1445 OR5T          599 14     NF1O          599 05
QSO: 14047 CW 2016-11-26 1446 OR5T          599 14     F4FEP         599 14
QSO: 14047 CW 2016-11-26 1446 OR5T          599 14     UY1HY         599 16
QSO: 14047 CW 2016-11-26 1446 OR5T          599 14     KB3Z          599 05
QSO: 14047 CW 2016-11-26 1447 OR5T          599 14     UR7QM         599 16
QSO: 14047 CW 2016-11-26 1447 OR5T          599 14     VE3YF         599 04
QSO: 14047 CW 2016-11-26 1447 OR5T          599 14     YO3IRM        599 20
QSO: 14047 CW 2016-11-26 1447 OR5T          599 14     LZ5Z          599 20
QSO: 14047 CW 2016-11-26 1448 OR5T          599 14     N2YB          599 05
QSO: 14047 CW 2016-11-26 1448 OR5T          599 14     UY7QN         599 16
QSO: 14047 CW 2016-11-26 1448 OR5T          599 14     K3LR          599 05
QSO: 14047 CW 2016-11-26 1449 OR5T          599 14     PR9M          599 11
QSO: 14047 CW 2016-11-26 1449 OR5T          599 14     W4KFF         599 05
QSO: 14047 CW 2016-11-26 1450 OR5T          599 14     LZ9R          599 20
QSO: 14047 CW 2016-11-26 1450 OR5T          599 14     K3MD          599 05
QSO: 14047 CW 2016-11-26 1450 OR5T          599 14     HB9CIC        599 14
QSO: 14047 CW 2016-11-26 1451 OR5T          599 14     DK9IP         599 14
QSO: 14047 CW 2016-11-26 1451 OR5T          599 14     AA8OY         599 04
QSO: 14047 CW 2016-11-26 1452 OR5T          599 14     UW7LL         599 16
QSO: 14047 CW 2016-11-26 1453 OR5T          599 14     W1NG          599 05
QSO: 14047 CW 2016-11-26 1453 OR5T          599 14     LZ5VK         599 20
QSO: 14047 CW 2016-11-26 1453 OR5T          599 14     UY5VA         599 16
QSO: 14047 CW 2016-11-26 1455 OR5T          599 14     VE3NZ         599 04
QSO: 14047 CW 2016-11-26 1455 OR5T          599 14     N8II          599 05
QSO: 14047 CW 2016-11-26 1456 OR5T          599 14     LZ1QV         599 20
QSO: 14047 CW 2016-11-26 1456 OR5T          599 14     R7AB          599 16
QSO: 14047 CW 2016-11-26 1457 OR5T          599 14     YB3TET        599 28
QSO: 14047 CW 2016-11-26 1457 OR5T          599 14     YO7ARZ        599 20
QSO: 14047 CW 2016-11-26 1457 OR5T          599 14     K1LD          599 05
QSO: 14047 CW 2016-11-26 1458 OR5T          599 14     KJ4LTA        599 04
QSO: 14047 CW 2016-11-26 1458 OR5T          599 14     N4ADC         599 05
QSO: 14047 CW 2016-11-26 1459 OR5T          599 14     W9VW          599 04
QSO: 14047 CW 2016-11-26 1459 OR5T          599 14     WK4Y          599 05
QSO: 14047 CW 2016-11-26 1459 OR5T          599 14     UX8ZA         599 16
QSO: 14047 CW 2016-11-26 1500 OR5T          599 14     N1GN          599 05
QSO: 14047 CW 2016-11-26 1500 OR5T          599 14     K0PJ          599 04
QSO: 14047 CW 2016-11-26 1500 OR5T          599 14     SI5Y          599 14
QSO: 14047 CW 2016-11-26 1501 OR5T          599 14     WR2G          599 05
QSO: 14047 CW 2016-11-26 1502 OR5T          599 14     DL5XJ         599 14
QSO: 14047 CW 2016-11-26 1503 OR5T          599 14     EA2BD         599 14
QSO: 14047 CW 2016-11-26 1503 OR5T          599 14     DF7ZS         599 14
QSO: 14047 CW 2016-11-26 1504 OR5T          599 14     4O3A          599 15
QSO: 14047 CW 2016-11-26 1505 OR5T          599 14     YU5C          599 15
QSO: 14047 CW 2016-11-26 1506 OR5T          599 14     RZ6BR         599 16
QSO: 14047 CW 2016-11-26 1506 OR5T          599 14     K1KA          599 05
QSO: 14047 CW 2016-11-26 1506 OR5T          599 14     DL6KW         599 14
QSO: 14047 CW 2016-11-26 1510 OR5T          599 14     G3RLE         599 14
QSO: 14047 CW 2016-11-26 1511 OR5T          599 14     AA4MI         599 05
QSO: 14047 CW 2016-11-26 1512 OR5T          599 14     ND8L          599 04
QSO: 14047 CW 2016-11-26 1512 OR5T          599 14     W8PI          599 04
QSO: 14047 CW 2016-11-26 1513 OR5T          599 14     LZ5PL         599 20
QSO: 14047 CW 2016-11-26 1514 OR5T          599 14     N7AT          599 03
QSO: 14047 CW 2016-11-26 1514 OR5T          599 14     W2CDO         599 05
QSO: 14047 CW 2016-11-26 1515 OR5T          599 14     TC3A          599 20
QSO: 14047 CW 2016-11-26 1516 OR5T          599 14     IK2XDE        599 15
QSO: 14047 CW 2016-11-26 1516 OR5T          599 14     WF3T          599 05
QSO: 14047 CW 2016-11-26 1517 OR5T          599 14     K2UV          599 05
QSO: 14047 CW 2016-11-26 1517 OR5T          599 14     DF1LX         599 14
QSO: 14047 CW 2016-11-26 1519 OR5T          599 14     KE0UI         599 04
QSO: 14047 CW 2016-11-26 1520 OR5T          599 14     GM0B          599 14
QSO: 14047 CW 2016-11-26 1521 OR5T          599 14     DL0GL         599 14
QSO: 14047 CW 2016-11-26 1521 OR5T          599 14     W1NK          599 05
QSO: 14047 CW 2016-11-26 1522 OR5T          599 14     TK0C          599 15
QSO: 14047 CW 2016-11-26 1522 OR5T          599 14     DL9EE         599 14
QSO: 14047 CW 2016-11-26 1523 OR5T          599 14     IQ3RK         599 15
QSO: 14047 CW 2016-11-26 1524 OR5T          599 14     NB1N          599 05
QSO: 14047 CW 2016-11-26 1524 OR5T          599 14     9A2JK         599 15
QSO: 14047 CW 2016-11-26 1525 OR5T          599 14     IZ4DLR        599 15
