START-OF-LOG: 3.0
CALLSIGN: AT5X
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 941880
NAME: Deepak Pathak
LOCATION: DX
OPERATORS: VU2CDP
CLUB: VU CONTEST GROUP
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.5988.0
QSO: 21001 CW 2016-11-26 0909 AT5X          599 22     OH0V          599 15
QSO: 21002 CW 2016-11-26 0912 AT5X          599 22     BH7LSW        599 24
QSO: 21003 CW 2016-11-26 0913 AT5X          599 22     OH5BM         599 15
QSO: 21003 CW 2016-11-26 0914 AT5X          599 22     XX9TXN        599 24
QSO: 21011 CW 2016-11-26 0915 AT5X          599 22     VR2VIY        599 24
QSO: 21013 CW 2016-11-26 0916 AT5X          599 22     9M6XRO        599 28
QSO: 21016 CW 2016-11-26 0916 AT5X          599 22     BA8AT         599 24
QSO: 21021 CW 2016-11-26 0918 AT5X          599 22     B7P           599 24
QSO: 21024 CW 2016-11-26 0919 AT5X          599 22     HS0ZAR        599 26
QSO: 21028 CW 2016-11-26 0923 AT5X          599 22     DU1XX         599 27
QSO: 21044 CW 2016-11-26 0926 AT5X          599 22     HG5F          599 15
QSO: 21047 CW 2016-11-26 0927 AT5X          599 22     HS5NMF        599 26
QSO: 21053 CW 2016-11-26 0929 AT5X          599 22     9M2CNC        599 28
QSO: 21063 CW 2016-11-26 0931 AT5X          599 22     XW0YO         599 26
QSO: 21064 CW 2016-11-26 0932 AT5X          599 22     AH0K          599 27
QSO: 21066 CW 2016-11-26 0953 AT5X          599 22     FH/HB9AMO     599 39
QSO: 21069 CW 2016-11-26 0954 AT5X          599 22     HS0ZIA        599 26
QSO: 21018 CW 2016-11-26 1003 AT5X          599 22     SN8B          599 15
QSO: 21026 CW 2016-11-26 1005 AT5X          599 22     CR3W          599 33
QSO: 21031 CW 2016-11-26 1006 AT5X          599 22     YT5A          599 15
QSO: 21034 CW 2016-11-26 1007 AT5X          599 22     ES9C          599 15
QSO: 14035 CW 2016-11-26 1009 AT5X          599 22     ES9C          599 15
QSO: 21051 CW 2016-11-26 1012 AT5X          599 22     S50K          599 15
QSO: 21055 CW 2016-11-26 1012 AT5X          599 22     LY5E          599 15
QSO: 21061 CW 2016-11-26 1014 AT5X          599 22     OE5OHO        599 15
QSO: 21067 CW 2016-11-26 1016 AT5X          599 22     BG0ARE        599 23
