START-OF-LOG: 3.0
CALLSIGN: DL5HF
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 13875
NAME: Klaus - Dieter Fahden
LOCATION: DX
OPERATORS: DL5HF
CLUB: EUROPEAN PSK CLUB
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5991.0
SOAPBOX: CQ-WW-CW Contest is the best, thanks for a great weekend.
QSO:  1800 CW 2016-11-27 0403 DL5HF         599 14     GM4Z          599 14
QSO:  1800 CW 2016-11-27 0404 DL5HF         599 14     DM7C          599 14
QSO:  1800 CW 2016-11-27 0410 DL5HF         599 14     DL2SWW        599 14
QSO:  1800 CW 2016-11-27 0411 DL5HF         599 14     OG7A          599 15
QSO:  1800 CW 2016-11-27 0415 DL5HF         599 14     SP2QG         599 15
QSO:  1800 CW 2016-11-27 0422 DL5HF         599 14     OH0V          599 15
QSO:  1800 CW 2016-11-27 0424 DL5HF         599 14     SN8B          599 15
QSO:  1800 CW 2016-11-27 0429 DL5HF         599 14     LX7I          599 14
QSO:  1800 CW 2016-11-27 0434 DL5HF         599 14     UA2F          599 15
QSO:  1800 CW 2016-11-27 0437 DL5HF         599 14     ES9C          599 15
QSO:  1800 CW 2016-11-27 0439 DL5HF         599 14     OM7M          599 15
QSO:  1800 CW 2016-11-27 0442 DL5HF         599 14     UY0ZG         599 16
QSO:  1800 CW 2016-11-27 0444 DL5HF         599 14     PA3FYM        599 14
QSO:  1800 CW 2016-11-27 0446 DL5HF         599 14     LY2K          599 15
QSO:  1800 CW 2016-11-27 0456 DL5HF         599 14     TM2Y          599 14
QSO:  1800 CW 2016-11-27 0501 DL5HF         599 14     HG0S          599 15
QSO:  1800 CW 2016-11-27 0508 DL5HF         599 14     CR6K          599 14
QSO:  1800 CW 2016-11-27 0513 DL5HF         599 14     LY4A          599 15
QSO:  1800 CW 2016-11-27 0515 DL5HF         599 14     G4RGK         599 14
QSO:  1800 CW 2016-11-27 0519 DL5HF         599 14     LY60KTU       599 15
QSO:  1800 CW 2016-11-27 0528 DL5HF         599 14     OH3XR         599 15
QSO:  1800 CW 2016-11-27 0530 DL5HF         599 14     MZ5B          599 14
QSO:  1800 CW 2016-11-27 0539 DL5HF         599 14     R1DX          599 16
QSO:  1800 CW 2016-11-27 0542 DL5HF         599 14     OH3OJ         599 15
QSO:  1800 CW 2016-11-27 0544 DL5HF         599 14     DK8ZZ         599 14
QSO:  1800 CW 2016-11-27 0546 DL5HF         599 14     LY2XW         599 15
QSO:  1800 CW 2016-11-27 0548 DL5HF         599 14     OK1P          599 15
QSO:  1800 CW 2016-11-27 0550 DL5HF         599 14     SJ2W          599 14
QSO:  1800 CW 2016-11-27 0554 DL5HF         599 14     YT5A          599 15
QSO:  1800 CW 2016-11-27 0556 DL5HF         599 14     OG7F          599 15
QSO:  1800 CW 2016-11-27 0558 DL5HF         599 14     US5WE         599 16
QSO:  1800 CW 2016-11-27 0600 DL5HF         599 14     LY7M          599 15
QSO:  1800 CW 2016-11-27 0604 DL5HF         599 14     HG0R          599 15
QSO:  1800 CW 2016-11-27 0607 DL5HF         599 14     OK1DPU        599 15
QSO:  1800 CW 2016-11-27 0611 DL5HF         599 14     EI5KF         599 14
QSO:  1800 CW 2016-11-27 0612 DL5HF         599 14     SN7Q          599 15
QSO:  1800 CW 2016-11-27 0615 DL5HF         599 14     LA3S          599 14
QSO:  1800 CW 2016-11-27 0618 DL5HF         599 14     PI4CC         599 14
QSO:  1800 CW 2016-11-27 0620 DL5HF         599 14     DK2FG         599 14
QSO:  1800 CW 2016-11-27 0626 DL5HF         599 14     DL4HG         599 14
QSO:  1800 CW 2016-11-27 0817 DL5HF         599 14     MW0UNN        599 14
QSO: 21000 CW 2016-11-27 0830 DL5HF         599 14     P33W          599 20
QSO: 21000 CW 2016-11-27 0834 DL5HF         599 14     RM9RZ         599 17
QSO: 21000 CW 2016-11-27 0840 DL5HF         599 14     XW0YO         599 26
QSO: 21000 CW 2016-11-27 0845 DL5HF         599 14     UA9LDD        599 17
QSO:  1800 CW 2016-11-27 1801 DL5HF         599 14     RM5O          599 16
QSO:  1800 CW 2016-11-27 1803 DL5HF         599 14     HA8JV         599 15
QSO:  1800 CW 2016-11-27 1806 DL5HF         599 14     OL7S          599 15
QSO:  1800 CW 2016-11-27 1808 DL5HF         599 14     DF0HQ         599 14
QSO:  1800 CW 2016-11-27 1813 DL5HF         599 14     RM9A          599 17
QSO:  1800 CW 2016-11-27 1815 DL5HF         599 14     RT3T          599 16
QSO:  1800 CW 2016-11-27 1818 DL5HF         599 14     OM4Q          599 15
QSO:  1800 CW 2016-11-27 1820 DL5HF         599 14     UW2M          599 16
QSO:  1800 CW 2016-11-27 1821 DL5HF         599 14     OZ4O          599 14
QSO:  1800 CW 2016-11-27 1822 DL5HF         599 14     OU2V          599 14
QSO:  1800 CW 2016-11-27 1830 DL5HF         599 14     OE2BZL        599 15
QSO:  1800 CW 2016-11-27 1831 DL5HF         599 14     LY2NK         599 15
QSO:  1800 CW 2016-11-27 1838 DL5HF         599 14     IQ5PJ         599 15
QSO:  1800 CW 2016-11-27 1902 DL5HF         599 14     DM5EE         599 14
QSO:  1800 CW 2016-11-27 1905 DL5HF         599 14     DF1HF         599 14
QSO:  1800 CW 2016-11-27 1910 DL5HF         599 14     TM3R          599 14
QSO:  1800 CW 2016-11-27 1915 DL5HF         599 14     G5U           599 14
QSO:  1800 CW 2016-11-27 2125 DL5HF         599 14     M4A           599 14
QSO:  1800 CW 2016-11-27 2127 DL5HF         599 14     G4WAC         599 14
QSO:  1800 CW 2016-11-27 2128 DL5HF         599 14     YO2GL         599 20
QSO:  1800 CW 2016-11-27 2131 DL5HF         599 14     OK6Y          599 15
QSO:  1800 CW 2016-11-27 2133 DL5HF         599 14     F5VBT         599 14
QSO:  1800 CW 2016-11-27 2141 DL5HF         599 14     EA2EA         599 14
QSO:  1800 CW 2016-11-27 2144 DL5HF         599 14     UA4M          599 16
QSO:  1800 CW 2016-11-27 2147 DL5HF         599 14     EW8RR         599 16
QSO:  1800 CW 2016-11-27 2158 DL5HF         599 14     RU3FM         599 16
QSO:  1800 CW 2016-11-27 2200 DL5HF         599 14     SM6CPY        599 14
QSO:  1800 CW 2016-11-27 2210 DL5HF         599 14     UD4F          599 16
QSO:  1800 CW 2016-11-27 2220 DL5HF         599 14     LY7Z          599 15
QSO:  1800 CW 2016-11-27 2223 DL5HF         599 14     SM5FUG        599 14
QSO:  1800 CW 2016-11-27 2228 DL5HF         599 14     DL7AU         599 14
QSO:  1800 CW 2016-11-27 2231 DL5HF         599 14     RA4Y          599 16
QSO:  1800 CW 2016-11-27 2232 DL5HF         599 14     DL5XJ         599 14
QSO:  1800 CW 2016-11-27 2235 DL5HF         599 14     RA9Y          599 18
QSO:  1800 CW 2016-11-27 2237 DL5HF         599 14     LY5E          599 15
QSO:  1800 CW 2016-11-27 2248 DL5HF         599 14     I1EIS         599 15
QSO:  1800 CW 2016-11-27 2251 DL5HF         599 14     UR7R          599 16
QSO:  1800 CW 2016-11-27 2253 DL5HF         599 14     HA9RT         599 15
QSO:  1800 CW 2016-11-27 2310 DL5HF         599 14     I2WIJ         599 15
QSO:  1800 CW 2016-11-27 2321 DL5HF         599 14     HB9CPS        599 14
QSO:  1800 CW 2016-11-27 2323 DL5HF         599 14     YL2GD         599 15
QSO:  1800 CW 2016-11-27 2325 DL5HF         599 14     UT6UD         599 16
QSO:  1800 CW 2016-11-27 2326 DL5HF         599 14     HA1BC         599 15
QSO:  1800 CW 2016-11-27 2329 DL5HF         599 14     GM4AFF        599 14
QSO:  1800 CW 2016-11-27 2335 DL5HF         599 14     G2X           599 14
QSO:  1800 CW 2016-11-27 2342 DL5HF         599 14     OK1JOK        599 15
END-OF-LOG:
