START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.243 [RUS]
CALLSIGN: R3RK
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 428571
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
OPERATORS: R3RK
LOCATION: DX
NAME: BOYTSOV ANATOLY
SOAPBOX: TNX 73!
QSO: 21002 CW 2016-11-26 0707 R3RK          599 16     B7Q           599 24
QSO: 21013 CW 2016-11-26 0711 R3RK          599 16     UN7PGA        599 17
QSO: 21015 CW 2016-11-26 0714 R3RK          599 16     JE6RPM        599 25
QSO: 21017 CW 2016-11-26 0716 R3RK          599 16     UN4PG         599 17
QSO: 21018 CW 2016-11-26 0716 R3RK          599 16     B4T           599 24
QSO: 21018 CW 2016-11-26 0717 R3RK          599 16     JR5YCE        599 25
QSO: 21020 CW 2016-11-26 0718 R3RK          599 16     RZ8U          599 18
QSO: 21023 CW 2016-11-26 0719 R3RK          599 16     YB0ECT        599 28
QSO: 21024 CW 2016-11-26 0727 R3RK          599 16     SO9Q          599 15
QSO: 21026 CW 2016-11-26 0727 R3RK          599 16     SN7Q          599 15
QSO: 21025 CW 2016-11-26 0730 R3RK          599 16     4Z5LU         599 20
QSO: 21027 CW 2016-11-26 0731 R3RK          599 16     RA9Y          599 18
QSO: 21028 CW 2016-11-26 0731 R3RK          599 16     4Z5LY         599 20
QSO: 21031 CW 2016-11-26 0732 R3RK          599 16     UN9GD         599 17
QSO: 21032 CW 2016-11-26 0733 R3RK          599 16     XX9TXN        599 24
QSO: 21033 CW 2016-11-26 0733 R3RK          599 16     IT9SSI        599 15
QSO: 21034 CW 2016-11-26 0735 R3RK          599 16     ES9C          599 15
QSO: 21042 CW 2016-11-26 0736 R3RK          599 16     JY9FC         599 20
QSO: 21044 CW 2016-11-26 0738 R3RK          599 16     SW9AA         599 20
QSO: 21046 CW 2016-11-26 0740 R3RK          599 16     BD8ASG        599 24
QSO: 21047 CW 2016-11-26 0741 R3RK          599 16     BY5HB         599 24
QSO: 21049 CW 2016-11-26 0742 R3RK          599 16     IK5SRF        599 15
QSO: 21050 CW 2016-11-26 0744 R3RK          599 16     XW0YO         599 26
QSO: 21051 CW 2016-11-26 0745 R3RK          599 16     OL9Z          599 15
QSO: 21053 CW 2016-11-26 0746 R3RK          599 16     7Z1HJ         599 21
QSO: 21005 CW 2016-11-26 0756 R3RK          599 16     C4W           599 20
QSO: 21003 CW 2016-11-26 0758 R3RK          599 16     4X0W          599 20
QSO: 21007 CW 2016-11-26 0758 R3RK          599 16     4X6FR         599 20
QSO: 21004 CW 2016-11-26 0759 R3RK          599 16     5Z4/DL2RMC    599 37
QSO: 21009 CW 2016-11-26 0800 R3RK          599 16     C44C          599 20
QSO: 21017 CW 2016-11-26 0807 R3RK          599 16     4Z5FW         599 20
QSO: 21017 CW 2016-11-26 0809 R3RK          599 16     CN2R          599 33
QSO: 21016 CW 2016-11-26 0812 R3RK          599 16     BA8BA         599 24
QSO: 21015 CW 2016-11-26 0813 R3RK          599 16     9A7A          599 15
QSO: 21036 CW 2016-11-26 0815 R3RK          599 16     CR6A          599 14
QSO: 21039 CW 2016-11-26 0817 R3RK          599 16     5X1XA         599 37
QSO: 21041 CW 2016-11-26 0819 R3RK          599 16     VK6NC         599 29
QSO: 21041 CW 2016-11-26 0819 R3RK          599 16     HS5NMF        599 26
QSO: 21045 CW 2016-11-26 0821 R3RK          599 16     5H3EE         599 37
QSO: 21052 CW 2016-11-26 0824 R3RK          599 16     EA5KM         599 14
QSO: 21058 CW 2016-11-26 0831 R3RK          599 16     VU2NXM        599 22
QSO: 21011 CW 2016-11-26 0833 R3RK          599 16     BI8FZA        599 24
QSO: 21009 CW 2016-11-26 0836 R3RK          599 16     EF8R          599 33
QSO: 21014 CW 2016-11-26 0838 R3RK          599 16     9A1A          599 15
QSO: 21006 CW 2016-11-26 0845 R3RK          599 16     3B9HA         599 39
QSO: 21014 CW 2016-11-26 0849 R3RK          599 16     BV1EK         599 24
QSO: 21011 CW 2016-11-26 0857 R3RK          599 16     M2L           599 14
QSO: 21012 CW 2016-11-26 0859 R3RK          599 16     S570ABC       599 15
QSO: 21014 CW 2016-11-26 0901 R3RK          599 16     I0GOJ         599 15
QSO: 21016 CW 2016-11-26 0902 R3RK          599 16     BA8AT         599 24
QSO: 21019 CW 2016-11-26 0907 R3RK          599 16     ZW8T          599 11
QSO: 21024 CW 2016-11-26 0908 R3RK          599 16     TK0C          599 15
QSO: 21026 CW 2016-11-26 0908 R3RK          599 16     M6T           599 14
QSO: 21028 CW 2016-11-26 0909 R3RK          599 16     TM1A          599 14
QSO: 21029 CW 2016-11-26 0911 R3RK          599 16     IB9T          599 15
QSO: 21032 CW 2016-11-26 0915 R3RK          599 16     D4C           599 35
QSO: 21035 CW 2016-11-26 0916 R3RK          599 16     9A5D          599 15
QSO: 21039 CW 2016-11-26 0920 R3RK          599 16     8Q7DV         599 22
QSO: 21043 CW 2016-11-26 0923 R3RK          599 16     IO1T          599 15
QSO: 21044 CW 2016-11-26 0923 R3RK          599 16     IO5O          599 15
QSO: 21045 CW 2016-11-26 0926 R3RK          599 16     A93JA         599 21
QSO: 21046 CW 2016-11-26 0927 R3RK          599 16     ED8X          599 33
QSO: 21047 CW 2016-11-26 0932 R3RK          599 16     EX8M          599 17
QSO: 21049 CW 2016-11-26 0933 R3RK          599 16     RU0A          599 18
QSO: 21049 CW 2016-11-26 0934 R3RK          599 16     EF5T          599 14
QSO: 21050 CW 2016-11-26 0935 R3RK          599 16     3V8SS         599 33
QSO: 21050 CW 2016-11-26 0937 R3RK          599 16     OP7B          599 14
QSO: 21001 CW 2016-11-26 1057 R3RK          599 16     A92GE         599 21
QSO: 21025 CW 2016-11-26 1102 R3RK          599 16     7Z1HL         599 21
QSO: 21028 CW 2016-11-26 1103 R3RK          599 16     9H6A          599 15
