START-OF-LOG: 3.0
CALLSIGN: OH5DX
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 6102438
NAME: Market Reef DX Association
LOCATION: DX
OPERATORS: OH1HS OH1MM OH1NOA OH1RX OH1TM OH2MA OH1XT
CLUB: Contest Club Finland
CERTIFICATE: NO
CREATED-BY: Win-Test 4.23.0
SOAPBOX: Our contest team member Ari OH1EH/OH5DX became SK last summer. We
SOAPBOX: decided to operate CQWW CW contest with his vanity call OH5DX as a
SOAPBOX: memorial event for Ari. Our core crew is now missing one member. Ari's
SOAPBOX: relatives helped us to get his call for our use even though it
SOAPBOX: normally is two years in quarantine.  Everything else went well except
SOAPBOX: propagation. High bands were especially challenging on Sunday. Only
SOAPBOX: one JA on 15 meters and very few US stations. Only about 400 qsos on
SOAPBOX: 20m on Sunday etc .. At least low bands were decent and interesting.
SOAPBOX: Missed XE for sweep on 40m.  It was nice to see Jukka OH2MA (ex-OH1XM)
SOAPBOX: with us. Jukka was one of the OH1AF contest gang members in the 1980s.
SOAPBOX: Also OH1XT was very kind to arrive to help us - even after the
SOAPBOX: nightshift at work finishing at 7am on Sunday.
QSO:  1822 CW 2016-11-26 0000 OH5DX         599 15     SE0X          599 14     0
QSO:  7045 CW 2016-11-26 0000 OH5DX         599 15     UX3IO         599 16     0
QSO:  7045 CW 2016-11-26 0000 OH5DX         599 15     F5VLY         599 14     0
QSO: 14020 CW 2016-11-26 0001 OH5DX         599 15     OH0Z          599 15     0
QSO:  7045 CW 2016-11-26 0001 OH5DX         599 15     I1NVU         599 15     0
QSO:  1812 CW 2016-11-26 0002 OH5DX         599 15     LY4L          599 15     0
QSO: 14005 CW 2016-11-26 0003 OH5DX         599 15     OL2N          599 15     0
QSO:  7045 CW 2016-11-26 0003 OH5DX         599 15     F4DNW         599 14     0
QSO:  3558 CW 2016-11-26 0004 OH5DX         599 15     P33W          599 20     0
QSO: 14005 CW 2016-11-26 0004 OH5DX         599 15     TF3CW         599 40     0
QSO:  1812 CW 2016-11-26 0004 OH5DX         599 15     RY9C          599 17     0
QSO:  1815 CW 2016-11-26 0004 OH5DX         599 15     S53O          599 15     0
QSO:  3558 CW 2016-11-26 0004 OH5DX         599 15     RA4HBS        599 16     0
QSO:  7045 CW 2016-11-26 0005 OH5DX         599 15     LZ9R          599 20     0
QSO: 14031 CW 2016-11-26 0006 OH5DX         599 15     DF0HQ         599 14     0
QSO:  3558 CW 2016-11-26 0006 OH5DX         599 15     R9FN          599 17     0
QSO:  1820 CW 2016-11-26 0006 OH5DX         599 15     OG7A          599 15     0
QSO:  3558 CW 2016-11-26 0006 OH5DX         599 15     EW8DX         599 16     0
QSO:  7045 CW 2016-11-26 0007 OH5DX         599 15     YU0W/QRP      599 15     0
QSO:  3558 CW 2016-11-26 0007 OH5DX         599 15     IZ0AIS        599 15     0
QSO: 14042 CW 2016-11-26 0007 OH5DX         599 15     GM3X          599 14     0
QSO:  3558 CW 2016-11-26 0007 OH5DX         599 15     RW3RQ         599 16     0
QSO:  7045 CW 2016-11-26 0008 OH5DX         599 15     E77CFG        599 15     0
QSO:  3558 CW 2016-11-26 0008 OH5DX         599 15     RT6A          599 16     0
QSO:  3558 CW 2016-11-26 0008 OH5DX         599 15     LY3B          599 15     0
QSO: 14042 CW 2016-11-26 0008 OH5DX         599 15     LY60KTU       599 15     0
QSO:  3558 CW 2016-11-26 0008 OH5DX         599 15     TM3R          599 14     0
QSO: 14042 CW 2016-11-26 0008 OH5DX         599 15     RT1O          599 16     0
QSO:  3558 CW 2016-11-26 0008 OH5DX         599 15     DF5BM         599 14     0
QSO: 14042 CW 2016-11-26 0009 OH5DX         599 15     DL6JF         599 14     0
QSO:  3558 CW 2016-11-26 0009 OH5DX         599 15     CN2AA         599 33     0
QSO:  3558 CW 2016-11-26 0010 OH5DX         599 15     F5VBT         599 14     0
QSO:  7045 CW 2016-11-26 0010 OH5DX         599 15     UY5QZ         599 16     0
QSO:  3558 CW 2016-11-26 0010 OH5DX         599 15     SQ3WW         599 15     0
QSO:  7045 CW 2016-11-26 0010 OH5DX         599 15     KP2M          599 08     0
QSO:  3558 CW 2016-11-26 0011 OH5DX         599 15     TM6M          599 14     0
QSO:  1826 CW 2016-11-26 0011 OH5DX         599 15     RT3T          599 16     0
QSO:  3558 CW 2016-11-26 0011 OH5DX         599 15     EW8Z          599 16     0
QSO:  1826 CW 2016-11-26 0011 OH5DX         599 15     DJ7MH         599 14     0
QSO:  3558 CW 2016-11-26 0011 OH5DX         599 15     UX5UN         599 16     0
QSO:  7045 CW 2016-11-26 0011 OH5DX         599 15     S51F          599 15     0
QSO:  3558 CW 2016-11-26 0012 OH5DX         599 15     DL3ANK        599 14     0
QSO:  7045 CW 2016-11-26 0012 OH5DX         599 15     LY60KTU       599 15     0
QSO: 14042 CW 2016-11-26 0012 OH5DX         599 15     DD2ML         599 14     0
QSO:  1826 CW 2016-11-26 0012 OH5DX         599 15     MI5I          599 14     0
QSO:  3558 CW 2016-11-26 0012 OH5DX         599 15     UT0NN         599 16     0
QSO:  3558 CW 2016-11-26 0012 OH5DX         599 15     OH8A          599 15     0
QSO:  1826 CW 2016-11-26 0012 OH5DX         599 15     DK8ZZ         599 14     0
QSO:  7045 CW 2016-11-26 0012 OH5DX         599 15     RX1A          599 16     0
QSO:  3558 CW 2016-11-26 0013 OH5DX         599 15     UT5UUV        599 16     0
QSO:  1826 CW 2016-11-26 0013 OH5DX         599 15     OG55W         599 15     0
QSO:  3558 CW 2016-11-26 0013 OH5DX         599 15     UT3IJ         599 16     0
QSO:  1826 CW 2016-11-26 0013 OH5DX         599 15     R3EG          599 16     0
QSO:  3558 CW 2016-11-26 0014 OH5DX         599 15     OH6CT         599 15     0
QSO:  3558 CW 2016-11-26 0014 OH5DX         599 15     DF0CI         599 14     0
QSO:  1826 CW 2016-11-26 0014 OH5DX         599 15     R1AP          599 16     0
QSO:  3558 CW 2016-11-26 0014 OH5DX         599 15     LA3RK         599 14     0
QSO:  3558 CW 2016-11-26 0014 OH5DX         599 15     OH6AC         599 15     0
QSO:  3558 CW 2016-11-26 0015 OH5DX         599 15     OK5ZZ         599 15     0
QSO:  1826 CW 2016-11-26 0015 OH5DX         599 15     SM2M          599 14     0
QSO:  7045 CW 2016-11-26 0015 OH5DX         599 15     9A5Y          599 15     0
QSO:  3558 CW 2016-11-26 0015 OH5DX         599 15     UR7UD         599 16     0
QSO:  1826 CW 2016-11-26 0015 OH5DX         599 15     LY2NK         599 15     0
QSO:  3558 CW 2016-11-26 0015 OH5DX         599 15     G4EBK         599 14     0
QSO:  1826 CW 2016-11-26 0016 OH5DX         599 15     SP9KDA        599 15     0
QSO:  3558 CW 2016-11-26 0016 OH5DX         599 15     OK7FL         599 15     0
QSO:  1826 CW 2016-11-26 0016 OH5DX         599 15     M7W           599 14     0
QSO:  3558 CW 2016-11-26 0016 OH5DX         599 15     RT4D          599 16     0
QSO:  3558 CW 2016-11-26 0016 OH5DX         599 15     S54X          599 15     0
QSO:  1826 CW 2016-11-26 0016 OH5DX         599 15     DK8NT         599 14     0
QSO:  7045 CW 2016-11-26 0017 OH5DX         599 15     IR4M          599 16     0
QSO:  7045 CW 2016-11-26 0017 OH5DX         599 15     UT4U          599 16     0
QSO:  3558 CW 2016-11-26 0017 OH5DX         599 15     RM1Q          599 16     0
QSO:  1826 CW 2016-11-26 0017 OH5DX         599 15     CN2AA         599 33     0
QSO:  3558 CW 2016-11-26 0017 OH5DX         599 15     3Z0X          599 15     0
QSO:  7045 CW 2016-11-26 0017 OH5DX         599 15     UX1CW         599 16     0
QSO:  7045 CW 2016-11-26 0018 OH5DX         599 15     9A2KI         599 15     0
QSO:  1826 CW 2016-11-26 0018 OH5DX         599 15     DL6KWN        599 14     0
QSO:  3558 CW 2016-11-26 0019 OH5DX         599 15     Z35M          599 15     0
QSO:  1826 CW 2016-11-26 0019 OH5DX         599 15     RL6M          599 16     0
QSO:  3558 CW 2016-11-26 0019 OH5DX         599 15     DK5D          599 14     0
QSO:  1826 CW 2016-11-26 0019 OH5DX         599 15     RW9DX         599 17     0
QSO:  3558 CW 2016-11-26 0020 OH5DX         599 15     UA1CUR        599 16     0
QSO:  7045 CW 2016-11-26 0020 OH5DX         599 15     RK7F          599 16     0
QSO:  1826 CW 2016-11-26 0020 OH5DX         599 15     SP7EWD        599 15     0
QSO:  3558 CW 2016-11-26 0020 OH5DX         599 15     HB9ON         599 14     0
QSO:  7045 CW 2016-11-26 0020 OH5DX         599 15     HG7T          599 15     0
QSO:  3558 CW 2016-11-26 0020 OH5DX         599 15     RK9CYA        599 17     0
QSO:  3558 CW 2016-11-26 0021 OH5DX         599 15     R1BW          599 16     0
QSO:  7045 CW 2016-11-26 0021 OH5DX         599 15     SF3A          599 14     0
QSO: 14010 CW 2016-11-26 0021 OH5DX         599 15     XY0YO         599 26     0
QSO:  3558 CW 2016-11-26 0021 OH5DX         599 15     RQ3A          599 16     0
QSO:  3558 CW 2016-11-26 0021 OH5DX         599 15     SQ5M          599 15     0
QSO:  1826 CW 2016-11-26 0021 OH5DX         599 15     SC5C          599 14     0
QSO:  1810 CW 2016-11-26 0022 OH5DX         599 15     LY5W          599 15     0
QSO:  3558 CW 2016-11-26 0022 OH5DX         599 15     EA7GSU        599 14     0
QSO:  1810 CW 2016-11-26 0023 OH5DX         599 15     RA3WDK        599 16     0
QSO:  1811 CW 2016-11-26 0024 OH5DX         599 15     OM8FF         599 15     0
QSO:  3558 CW 2016-11-26 0024 OH5DX         599 15     EW6EN         599 16     0
QSO:  1813 CW 2016-11-26 0025 OH5DX         599 15     YT2AAA        599 15     0
QSO:  3558 CW 2016-11-26 0025 OH5DX         599 15     SP9KDA        599 15     0
QSO:  1813 CW 2016-11-26 0025 OH5DX         599 15     DR5N          599 14     0
QSO:  1815 CW 2016-11-26 0026 OH5DX         599 15     OH2XX         599 15     0
QSO:  3558 CW 2016-11-26 0026 OH5DX         599 15     SM7RYR        599 14     0
QSO:  3558 CW 2016-11-26 0026 OH5DX         599 15     RA3NC         599 16     0
QSO:  1815 CW 2016-11-26 0027 OH5DX         599 15     PI4CC         599 14     0
QSO:  3558 CW 2016-11-26 0027 OH5DX         599 15     RW5CW         599 16     0
QSO:  3558 CW 2016-11-26 0028 OH5DX         599 15     DL3YM         599 14     0
QSO:  1814 CW 2016-11-26 0028 OH5DX         599 15     YL2SM         599 15     0
QSO:  3558 CW 2016-11-26 0028 OH5DX         599 15     EF8R          599 33     0
QSO:  3558 CW 2016-11-26 0029 OH5DX         599 15     IR4M          599 16     0
QSO:  1816 CW 2016-11-26 0029 OH5DX         599 15     HA8WZ         599 15     0
QSO:  7068 CW 2016-11-26 0029 OH5DX         599 15     LZ2PS         599 20     0
QSO:  7068 CW 2016-11-26 0029 OH5DX         599 15     LY5Q          599 15     0
QSO:  1813 CW 2016-11-26 0029 OH5DX         599 15     EW8W          599 16     0
QSO: 14036 CW 2016-11-26 0030 OH5DX         599 15     OH8L          599 15     0
QSO:  3558 CW 2016-11-26 0030 OH5DX         599 15     DL7QU         599 14     0
QSO:  3558 CW 2016-11-26 0030 OH5DX         599 15     EW6M          599 16     0
QSO: 21030 CW 2016-11-26 0030 OH5DX         599 15     M6T           599 14     0
QSO:  3558 CW 2016-11-26 0031 OH5DX         599 15     9A2GA         599 15     0
QSO:  3558 CW 2016-11-26 0031 OH5DX         599 15     TK0C          599 15     0
QSO:  1816 CW 2016-11-26 0032 OH5DX         599 15     TM5X          599 14     0
QSO: 21030 CW 2016-11-26 0032 OH5DX         599 15     S54W          599 15     0
QSO:  7068 CW 2016-11-26 0032 OH5DX         599 15     DL6KVA        599 14     0
QSO:  7068 CW 2016-11-26 0032 OH5DX         599 15     9A1P          599 15     0
QSO:  7068 CW 2016-11-26 0033 OH5DX         599 15     UR5UJ         599 16     0
QSO:  1818 CW 2016-11-26 0033 OH5DX         599 15     9A1A          599 15     0
QSO:  3558 CW 2016-11-26 0033 OH5DX         599 15     RA1QD         599 16     0
QSO: 21030 CW 2016-11-26 0033 OH5DX         599 15     9A1A          599 15     0
QSO:  7068 CW 2016-11-26 0034 OH5DX         599 15     IZ2OOS        599 15     0
QSO:  3558 CW 2016-11-26 0034 OH5DX         599 15     9A1AA         599 15     0
QSO:  1820 CW 2016-11-26 0034 OH5DX         599 15     LZ1GU         599 20     0
QSO:  7068 CW 2016-11-26 0034 OH5DX         599 15     RT6A          599 16     0
QSO:  3558 CW 2016-11-26 0034 OH5DX         599 15     M4A           599 14     0
QSO:  7068 CW 2016-11-26 0035 OH5DX         599 15     YO6DBL        599 20     0
QSO:  7068 CW 2016-11-26 0035 OH5DX         599 15     9A2TN         599 15     0
QSO:  1824 CW 2016-11-26 0035 OH5DX         599 15     SV2JAO        599 20     0
QSO:  3558 CW 2016-11-26 0035 OH5DX         599 15     SM5CSS        599 14     0
QSO:  3558 CW 2016-11-26 0036 OH5DX         599 15     M8A           599 14     0
QSO:  7068 CW 2016-11-26 0036 OH5DX         599 15     LZ2FM         599 20     0
QSO:  3558 CW 2016-11-26 0036 OH5DX         599 15     ON3DI         599 14     0
QSO:  1826 CW 2016-11-26 0037 OH5DX         599 15     UT6UD         599 16     0
QSO:  7068 CW 2016-11-26 0037 OH5DX         599 15     EA5IHK        599 14     0
QSO:  3558 CW 2016-11-26 0038 OH5DX         599 15     IZ4DLR        599 15     0
QSO:  3558 CW 2016-11-26 0038 OH5DX         599 15     IR2L          599 15     0
QSO:  7068 CW 2016-11-26 0038 OH5DX         599 15     HA6PJ         599 15     0
QSO:  1831 CW 2016-11-26 0038 OH5DX         599 15     UN7LZ         599 17     0
QSO:  7068 CW 2016-11-26 0039 OH5DX         599 15     RN4NF         599 16     0
QSO:  3558 CW 2016-11-26 0039 OH5DX         599 15     LZ6Y          599 20     0
QSO:  1830 CW 2016-11-26 0039 OH5DX         599 15     OU2V          599 14     0
QSO:  3558 CW 2016-11-26 0039 OH5DX         599 15     SP5XO         599 15     0
QSO:  1831 CW 2016-11-26 0040 OH5DX         599 15     OE5X          599 15     0
QSO:  3558 CW 2016-11-26 0040 OH5DX         599 15     I7PHH         599 15     0
QSO:  3558 CW 2016-11-26 0040 OH5DX         599 15     UA5F          599 16     0
QSO: 14019 CW 2016-11-26 0040 OH5DX         599 15     HS3XVP        599 26     0
QSO:  3558 CW 2016-11-26 0041 OH5DX         599 15     SQ9E          599 15     0
QSO:  3558 CW 2016-11-26 0041 OH5DX         599 15     UA3QAM        599 16     0
QSO:  1834 CW 2016-11-26 0041 OH5DX         599 15     MW0UNN        599 14     0
QSO:  3558 CW 2016-11-26 0042 OH5DX         599 15     DJ5MW         599 14     0
QSO:  7068 CW 2016-11-26 0042 OH5DX         599 15     EA6/DL7AFY    599 16     0
QSO:  1838 CW 2016-11-26 0043 OH5DX         599 15     MZ5B          599 14     0
QSO:  3558 CW 2016-11-26 0043 OH5DX         599 15     SD0T          599 14     0
QSO:  7068 CW 2016-11-26 0043 OH5DX         599 15     S52P          599 15     0
