START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.187 [RUS]
CALLSIGN: R7CF
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 190213
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: ONE
LOCATION: KN85na
NAME: GAVRILENKO SERGE
SOAPBOX: RIG(s): TS-480SAT; ANTENNA(s): R-8
QSO: 14020 CW 2016-11-26 0724 R7CF          599 16     S57AL         599 15
QSO: 14035 CW 2016-11-26 0725 R7CF          599 16     SP9W          599 15
QSO: 14035 CW 2016-11-26 0726 R7CF          599 16     YT1T          599 15
QSO: 14033 CW 2016-11-26 0726 R7CF          599 16     YT5A          599 15
QSO: 14028 CW 2016-11-26 0727 R7CF          599 16     E7DX          599 15
QSO: 14026 CW 2016-11-26 0728 R7CF          599 16     A44A          599 21
QSO: 14023 CW 2016-11-26 0729 R7CF          599 16     SZ1A          599 20
QSO: 14023 CW 2016-11-26 0731 R7CF          599 16     IR4M          599 15
QSO: 14021 CW 2016-11-26 0733 R7CF          599 16     RN9T          599 16
QSO: 14014 CW 2016-11-26 0735 R7CF          599 16     IO5O          599 15
QSO: 14018 CW 2016-11-26 0736 R7CF          599 16     HA6NW         599 15
QSO: 14018 CW 2016-11-26 0737 R7CF          599 16     DG0KS         599 14
QSO: 14024 CW 2016-11-26 0738 R7CF          599 16     HA8VK         599 15
QSO: 14025 CW 2016-11-26 0738 R7CF          599 16     RM2U          599 16
QSO: 14028 CW 2016-11-26 0739 R7CF          599 16     RT9S          599 16
QSO: 14033 CW 2016-11-26 0742 R7CF          599 16     EW6W          599 16
QSO: 14036 CW 2016-11-26 0742 R7CF          599 16     II9P          599 15
QSO: 14036 CW 2016-11-26 0744 R7CF          599 16     ZA/OG1N       599 15
QSO: 14039 CW 2016-11-26 0745 R7CF          599 16     HG5F          599 15
QSO: 14040 CW 2016-11-26 0746 R7CF          599 16     LZ9W          599 20
QSO: 14040 CW 2016-11-26 0746 R7CF          599 16     SO9Q          599 15
QSO: 14042 CW 2016-11-26 0748 R7CF          599 16     SW9AA         599 20
QSO: 14046 CW 2016-11-26 0749 R7CF          599 16     DD1A          599 14
QSO: 14047 CW 2016-11-26 0750 R7CF          599 16     OH5Z          599 15
QSO: 14000 CW 2016-11-26 0757 R7CF          599 16     UA4S          599 16
QSO: 14024 CW 2016-11-26 0801 R7CF          599 16     IB9T          599 15
QSO: 14025 CW 2016-11-26 0802 R7CF          599 16     SC5C          599 14
QSO: 14026 CW 2016-11-26 0803 R7CF          599 16     LY9Y          599 15
QSO: 14028 CW 2016-11-26 0804 R7CF          599 16     F5JVP         599 14
QSO: 14029 CW 2016-11-26 0805 R7CF          599 16     EA7EA         599 14
QSO: 14034 CW 2016-11-26 0807 R7CF          599 16     OM4Q          599 15
QSO: 14053 CW 2016-11-26 0808 R7CF          599 16     RU0A          599 18
QSO: 14054 CW 2016-11-26 0809 R7CF          599 16     R9IR          599 18
QSO: 14063 CW 2016-11-26 0810 R7CF          599 16     S52GP         599 15
QSO: 14066 CW 2016-11-26 0810 R7CF          599 16     S50A          599 15
QSO: 14067 CW 2016-11-26 0811 R7CF          599 16     SP9KDA        599 15
QSO: 14068 CW 2016-11-26 0812 R7CF          599 16     OH5DX         599 15
QSO: 14069 CW 2016-11-26 0813 R7CF          599 16     DC4A          599 14
QSO: 14081 CW 2016-11-26 0814 R7CF          599 16     OL2N          599 15
QSO: 14089 CW 2016-11-26 0815 R7CF          599 16     YL0Y          599 15
QSO: 14069 CW 2016-11-26 0816 R7CF          599 16     OK5W          599 15
QSO: 14067 CW 2016-11-26 0816 R7CF          599 16     RG4I          599 16
QSO: 14067 CW 2016-11-26 0818 R7CF          599 16     DJ5MW         599 14
QSO: 14065 CW 2016-11-26 0818 R7CF          599 16     F6HKA         599 14
QSO: 14065 CW 2016-11-26 0819 R7CF          599 16     RZ9UO         599 18
QSO: 14064 CW 2016-11-26 0820 R7CF          599 16     UA2F          599 15
QSO: 14063 CW 2016-11-26 0821 R7CF          599 16     JS3CTQ        599 25
QSO: 14061 CW 2016-11-26 0822 R7CF          599 16     OK8WW         599 15
QSO: 14055 CW 2016-11-26 0823 R7CF          599 16     SN7Q          599 15
QSO: 14055 CW 2016-11-26 0824 R7CF          599 16     S52ZW         599 15
QSO: 14054 CW 2016-11-26 0826 R7CF          599 16     9A1P          599 15
QSO: 14051 CW 2016-11-26 0827 R7CF          599 16     JA3YBK        599 25
QSO: 14049 CW 2016-11-26 0828 R7CF          599 16     IO3X          599 15
QSO: 14049 CW 2016-11-26 0828 R7CF          599 16     S57Q          599 15
QSO: 14021 CW 2016-11-26 0830 R7CF          599 16     ED3X          599 33
QSO: 14019 CW 2016-11-26 0833 R7CF          599 16     OM7RU         599 15
QSO: 14018 CW 2016-11-26 0835 R7CF          599 16     GM0B          599 14
QSO: 14017 CW 2016-11-26 0837 R7CF          599 16     UA9LDD        599 17
QSO: 14015 CW 2016-11-26 0838 R7CF          599 16     TM3R          599 14
QSO: 14022 CW 2016-11-26 0840 R7CF          599 16     EF2A          599 14
QSO: 14060 CW 2016-11-26 0841 R7CF          599 16     UA4W          599 16
QSO: 14062 CW 2016-11-26 0842 R7CF          599 16     IR3C          599 15
QSO: 14062 CW 2016-11-26 0843 R7CF          599 16     HA6NL         599 15
QSO: 14065 CW 2016-11-26 0844 R7CF          599 16     S53EO         599 15
QSO: 14079 CW 2016-11-26 0845 R7CF          599 16     DD2ML         599 14
QSO: 14080 CW 2016-11-26 0846 R7CF          599 16     LB8DC         599 14
QSO: 14080 CW 2016-11-26 0846 R7CF          599 16     R4MM          599 16
QSO: 14083 CW 2016-11-26 0847 R7CF          599 16     EW6F          599 16
QSO: 14069 CW 2016-11-26 0853 R7CF          599 16     RM2T          599 16
QSO: 14080 CW 2016-11-26 0854 R7CF          599 16     LY4L          599 15
QSO: 14085 CW 2016-11-26 0856 R7CF          599 16     OP7B          599 14
QSO: 14020 CW 2016-11-26 0858 R7CF          599 16     S58J          599 15
QSO: 14021 CW 2016-11-26 0858 R7CF          599 16     RT9L          599 17
QSO: 14022 CW 2016-11-26 0859 R7CF          599 16     R0QA          599 19
QSO: 14084 CW 2016-11-26 0903 R7CF          599 16     GU4CHY        599 14
QSO: 14081 CW 2016-11-26 0906 R7CF          599 16     CR6K          599 14
QSO: 14076 CW 2016-11-26 0909 R7CF          599 16     UP0L          599 17
QSO: 14093 CW 2016-11-26 0911 R7CF          599 16     4J4K          599 21
QSO: 14092 CW 2016-11-26 0913 R7CF          599 16     GJ2A          599 14
QSO: 14088 CW 2016-11-26 0921 R7CF          599 16     JS4UYB        599 25
QSO: 14006 CW 2016-11-26 0923 R7CF          599 16     OH0Z          599 15
QSO: 14019 CW 2016-11-26 0925 R7CF          599 16     BH1SCW        599 24
QSO: 14094 CW 2016-11-26 0933 R7CF          599 16     LY1DZ         599 15
QSO: 14091 CW 2016-11-26 0935 R7CF          599 16     LP1S          599 13
QSO: 14089 CW 2016-11-26 0936 R7CF          599 16     Z35F          599 15
QSO: 14084 CW 2016-11-26 0939 R7CF          599 16     F8AAN         599 14
QSO: 14090 CW 2016-11-26 0943 R7CF          599 16     CR3OO         599 33
QSO: 14047 CW 2016-11-26 0944 R7CF          599 16     TK0C          599 15
QSO: 14050 CW 2016-11-26 1001 R7CF          599 16     UB7K          599 14
