START-OF-LOG: 3.0
CALLSIGN: JF3KQA
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: 40M
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE:
NAME: Masaya Kakimoto
LOCATION: DX
CLUB:
CERTIFICATE: YES
CREATED-BY: zlistw(zlog)
SOAPBOX: 50W into long wire+ATU operation, I enjoyed test a lot.
QSO: 14000 CW 2016-11-27 0047 JF3KQA        599 25     B7P           599 24     0
QSO: 21000 CW 2016-11-27 0050 JF3KQA        599 25     XX9TXN        599 24     0
QSO: 21000 CW 2016-11-27 0101 JF3KQA        599 25     A31MM         599 32     0
QSO: 21000 CW 2016-11-27 0103 JF3KQA        599 25     NH2DX         599 27     0
QSO: 21000 CW 2016-11-27 0107 JF3KQA        599 25     KH6LC         599 31     0
QSO: 21000 CW 2016-11-27 0108 JF3KQA        599 25     VK6LC         599 29     0
QSO: 21000 CW 2016-11-27 0109 JF3KQA        599 25     ZL4TT         599 32     0
QSO: 21000 CW 2016-11-27 0111 JF3KQA        599 25     VK2GR         599 30     0
QSO: 28000 CW 2016-11-27 0115 JF3KQA        599 25     AH2R          599 27     0
QSO: 21000 CW 2016-11-27 0136 JF3KQA        599 25     P29LL         599 28     0
QSO: 21000 CW 2016-11-27 0137 JF3KQA        599 25     AH0K          599 27     0
QSO: 14000 CW 2016-11-27 0151 JF3KQA        599 25     DS5DNO        599 25     0
QSO: 28000 CW 2016-11-27 0233 JF3KQA        599 25     ZM1A          599 32     0
QSO: 28000 CW 2016-11-27 0239 JF3KQA        599 25     B4T           599 24     0
QSO: 28000 CW 2016-11-27 0244 JF3KQA        599 25     B7P           599 24     0
QSO: 28000 CW 2016-11-27 0248 JF3KQA        599 25     BI8FZA        599 24     0
QSO: 28000 CW 2016-11-27 0251 JF3KQA        599 25     VK4AFU        599 30     0
QSO: 28000 CW 2016-11-27 0258 JF3KQA        599 25     VK6NC         599 29     0
QSO: 28000 CW 2016-11-27 0301 JF3KQA        599 25     XX9TXN        599 24     0
QSO: 28000 CW 2016-11-27 0312 JF3KQA        599 25     VK2PN         599 30     0
QSO: 28000 CW 2016-11-27 0313 JF3KQA        599 25     JT5DX         599 23     0
QSO: 28000 CW 2016-11-27 0346 JF3KQA        599 25     VK3JA         599 30     0
QSO: 28000 CW 2016-11-27 0353 JF3KQA        599 25     AH0K          599 27     0
QSO: 14000 CW 2016-11-27 0354 JF3KQA        599 25     9M6NA         599 28     0
QSO: 14000 CW 2016-11-27 0356 JF3KQA        599 25     R9IR          599 18     0
QSO: 14000 CW 2016-11-27 0358 JF3KQA        599 25     RK4FF         599 16     0
QSO: 14000 CW 2016-11-27 0359 JF3KQA        599 25     R8IA          599 18     0
QSO: 14000 CW 2016-11-27 0400 JF3KQA        599 25     RT0C          599 19     0
QSO: 14000 CW 2016-11-27 0402 JF3KQA        599 25     HL4RBR        599 25     0
QSO: 14000 CW 2016-11-27 0404 JF3KQA        599 25     UA4WAU        599 16     0
QSO: 14000 CW 2016-11-27 0405 JF3KQA        599 25     UA4M          599 16     0
QSO: 14000 CW 2016-11-27 0406 JF3KQA        599 25     BY5HD         599 24     0
QSO: 14000 CW 2016-11-27 0408 JF3KQA        599 25     BG7OAJ        599 24     0
QSO: 14000 CW 2016-11-27 0409 JF3KQA        599 25     RM9A          599 18     0
QSO: 14000 CW 2016-11-27 0411 JF3KQA        599 25     UA4PT         599 16     0
QSO: 14000 CW 2016-11-27 0422 JF3KQA        599 25     RG4I          599 16     0
QSO: 14000 CW 2016-11-27 0424 JF3KQA        599 25     AH0K          599 27     0
QSO: 14000 CW 2016-11-27 0427 JF3KQA        599 25     RT0F          599 19     0
QSO: 14000 CW 2016-11-27 0428 JF3KQA        599 25     HS0ZAR        599 26     0
QSO: 14000 CW 2016-11-27 0434 JF3KQA        599 25     V73NS         599 31     0
QSO: 14000 CW 2016-11-27 0437 JF3KQA        599 25     BG4HJE        599 24     0
QSO: 21000 CW 2016-11-27 0443 JF3KQA        599 25     VR2VIY        599 24     0
QSO: 21000 CW 2016-11-27 0453 JF3KQA        599 25     KH6J          599 31     0
QSO: 21000 CW 2016-11-27 0455 JF3KQA        599 25     VK2PN         599 30     0
QSO: 21000 CW 2016-11-27 0455 JF3KQA        599 25     HS0ZIA        599 26     0
QSO: 21000 CW 2016-11-27 0456 JF3KQA        599 25     YC1DPM        599 28     0
QSO: 21000 CW 2016-11-27 0503 JF3KQA        599 25     BG5BDY        599 24     0
QSO: 21000 CW 2016-11-27 0505 JF3KQA        599 25     YB0ECT        599 28     0
QSO: 28000 CW 2016-11-27 0511 JF3KQA        599 25     BA8BA         599 24     0
QSO: 28000 CW 2016-11-27 0512 JF3KQA        599 25     TX8F          599 32     0
QSO: 21000 CW 2016-11-27 0525 JF3KQA        599 25     AH2R          599 27     0
QSO: 21000 CW 2016-11-27 0542 JF3KQA        599 25     V6A           599 27     0
QSO: 14000 CW 2016-11-27 0551 JF3KQA        599 25     LP1H          599 13     0
QSO: 14000 CW 2016-11-27 0602 JF3KQA        599 25     9A7A          599 15     0
QSO: 14000 CW 2016-11-27 0605 JF3KQA        599 25     LT1F          599 13     0
QSO: 14000 CW 2016-11-27 0615 JF3KQA        599 25     BD4WN         599 24     0
QSO: 14000 CW 2016-11-27 0616 JF3KQA        599 25     RN0CW         599 19     0
