START-OF-LOG: 3.0
CALLSIGN: OE3GSA
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 378880
NAME: Gerd Schweidler
LOCATION: DX
OPERATORS: OE3GSA
CLUB: AUSTRIAN CONTEST CLUB
CERTIFICATE: NO
CREATED-BY: Win-Test 4.17.0
SOAPBOX: WT keying issues forced DX picking with old XP standby system.
QSO:  7016 CW 2016-11-26 2132 OE3GSA        599 15     JT5DX         599 23     0
QSO:  7020 CW 2016-11-26 2139 OE3GSA        599 15     W3DA          599 05     0
QSO:  7020 CW 2016-11-26 2140 OE3GSA        599 15     RA4PQ         599 16     0
QSO:  7020 CW 2016-11-26 2142 OE3GSA        599 15     UA3QAM        599 16     0
QSO:  7016 CW 2016-11-26 2144 OE3GSA        599 15     KB3Z          599 05     0
QSO:  7016 CW 2016-11-26 2144 OE3GSA        599 15     EA4GMX        599 14     0
QSO:  7016 CW 2016-11-26 2145 OE3GSA        599 15     JR3NZC        599 25     0
QSO:  7016 CW 2016-11-26 2146 OE3GSA        599 15     UA3QAM        599 16     0
QSO:  7016 CW 2016-11-26 2146 OE3GSA        599 15     EA2HW         599 14     0
QSO:  7016 CW 2016-11-26 2147 OE3GSA        599 15     EA5FL         599 14     0
QSO:  7019 CW 2016-11-26 2149 OE3GSA        599 15     W3UA          599 05     0
QSO:  7028 CW 2016-11-26 2150 OE3GSA        599 15     VK6LW         599 29     0
QSO:  7015 CW 2016-11-26 2153 OE3GSA        599 15     P33W          599 20     0
QSO:  7016 CW 2016-11-26 2154 OE3GSA        599 15     RU3XW         599 16     0
QSO:  7016 CW 2016-11-26 2155 OE3GSA        599 15     RK3PWR        599 16     0
QSO:  7016 CW 2016-11-26 2156 OE3GSA        599 15     RT6A          599 16     0
QSO:  7016 CW 2016-11-26 2156 OE3GSA        599 15     JK1OPL        599 25     0
QSO:  7016 CW 2016-11-26 2158 OE3GSA        599 15     JK1OPL        599 25     0
QSO:  7016 CW 2016-11-26 2158 OE3GSA        599 15     JG2RFJ        599 25     0
QSO:  7016 CW 2016-11-26 2158 OE3GSA        599 15     UN2E          599 17     0
QSO:  7016 CW 2016-11-26 2159 OE3GSA        599 15     EI6DX         599 14     0
QSO:  7016 CW 2016-11-26 2159 OE3GSA        599 15     UA4W          599 16     0
QSO:  7016 CW 2016-11-26 2159 OE3GSA        599 15     R3ZV          599 16     0
QSO:  7016 CW 2016-11-26 2200 OE3GSA        599 15     JN1THL        599 25     0
QSO:  7016 CW 2016-11-26 2202 OE3GSA        599 15     JA4AVO        599 25     0
QSO:  7016 CW 2016-11-26 2205 OE3GSA        599 15     K3WU          599 05     0
QSO:  7017 CW 2016-11-26 2205 OE3GSA        599 15     K3LR          599 05     0
QSO:  7019 CW 2016-11-26 2207 OE3GSA        599 15     CN2AA         599 33     0
QSO:  7021 CW 2016-11-26 2207 OE3GSA        599 15     AA9A          599 04     0
QSO:  7034 CW 2016-11-26 2208 OE3GSA        599 15     K1GQ          599 05     0
QSO:  7037 CW 2016-11-26 2209 OE3GSA        599 15     M6T           599 14     0
QSO:  7033 CW 2016-11-26 2210 OE3GSA        599 15     V47T          599 08     0
QSO:  7032 CW 2016-11-26 2211 OE3GSA        599 15     HK1NA         599 09     0
QSO:  7028 CW 2016-11-26 2212 OE3GSA        599 15     9A1P          599 15     0
QSO:  7028 CW 2016-11-26 2213 OE3GSA        599 15     9A1P          599 15     0
QSO:  7031 CW 2016-11-26 2216 OE3GSA        599 15     K0RF          599 04     0
QSO:  7031 CW 2016-11-26 2216 OE3GSA        599 15     AA2A          599 05     0
QSO:  7031 CW 2016-11-26 2217 OE3GSA        599 15     UP0L          599 17     0
QSO:  7031 CW 2016-11-26 2218 OE3GSA        599 15     UD8V          599 18     0
QSO:  7031 CW 2016-11-26 2218 OE3GSA        599 15     LT1F          599 13     0
QSO:  7031 CW 2016-11-26 2218 OE3GSA        599 15     RG4I          599 16     0
QSO:  7031 CW 2016-11-26 2219 OE3GSA        599 15     UR3QX         599 16     0
QSO:  7031 CW 2016-11-26 2219 OE3GSA        599 15     K5KG          599 05     0
QSO:  7031 CW 2016-11-26 2220 OE3GSA        599 15     N7WY          599 04     0
QSO:  7031 CW 2016-11-26 2220 OE3GSA        599 15     N1IXF         599 05     0
QSO:  7031 CW 2016-11-26 2221 OE3GSA        599 15     EA1WH         599 14     0
QSO:  7031 CW 2016-11-26 2221 OE3GSA        599 15     WA1NPZ        599 05     0
QSO:  7031 CW 2016-11-26 2222 OE3GSA        599 15     AB3CX         599 05     0
QSO:  7031 CW 2016-11-26 2222 OE3GSA        599 15     N1MD          599 05     0
QSO:  7031 CW 2016-11-26 2223 OE3GSA        599 15     PY9MP         599 11     0
QSO:  7031 CW 2016-11-26 2224 OE3GSA        599 15     KF3B          599 05     0
QSO:  7031 CW 2016-11-26 2224 OE3GSA        599 15     K3ND          599 05     0
QSO:  7031 CW 2016-11-26 2225 OE3GSA        599 15     UA4M          599 16     0
QSO:  7031 CW 2016-11-26 2226 OE3GSA        599 15     R7AB          599 16     0
QSO:  7031 CW 2016-11-26 2226 OE3GSA        599 15     EB5CS         599 14     0
QSO:  7031 CW 2016-11-26 2226 OE3GSA        599 15     LY2W          599 15     0
QSO:  7014 CW 2016-11-26 2229 OE3GSA        599 15     ED9U          599 33     0
QSO:  3538 CW 2016-11-26 2245 OE3GSA        599 15     ZD8W          599 36     0
QSO:  3545 CW 2016-11-26 2248 OE3GSA        599 15     TK0C          599 15     0
QSO:  3558 CW 2016-11-26 2249 OE3GSA        599 15     A44A          599 21     0
QSO:  3567 CW 2016-11-26 2250 OE3GSA        599 15     E73ESP        599 15     0
QSO:  3559 CW 2016-11-26 2251 OE3GSA        599 15     EF8U          599 33     0
QSO:  3544 CW 2016-11-26 2252 OE3GSA        599 15     UA1ANA        599 16     0
QSO:  3540 CW 2016-11-26 2252 OE3GSA        599 15     RA9Y          599 18     0
QSO:  3537 CW 2016-11-26 2254 OE3GSA        599 15     BG2AUE        599 24     0
QSO:  3523 CW 2016-11-26 2254 OE3GSA        599 15     HG1S          599 15     0
QSO:  3520 CW 2016-11-26 2254 OE3GSA        599 15     YT1R          599 15     0
QSO:  3514 CW 2016-11-26 2255 OE3GSA        599 15     OH0V          599 15     0
QSO:  3516 CW 2016-11-26 2256 OE3GSA        599 15     IH9R          599 33     0
QSO:  3503 CW 2016-11-26 2300 OE3GSA        599 15     JT5DX         599 23     0
QSO:  3512 CW 2016-11-26 2304 OE3GSA        599 15     DS4AOW        599 25     0
QSO:  3503 CW 2016-11-26 2305 OE3GSA        599 15     UN7LAN        599 17     0
QSO:  3509 CW 2016-11-26 2306 OE3GSA        599 15     M6T           599 14     0
QSO:  1818 CW 2016-11-26 2310 OE3GSA        599 15     OK1DPU        599 15     0
QSO:  1828 CW 2016-11-26 2314 OE3GSA        599 15     9H6A          599 15     0
QSO:  1825 CW 2016-11-26 2318 OE3GSA        599 15     EW8W          599 16     0
QSO:  1821 CW 2016-11-27 0619 OE3GSA        599 15     HA7JQ         599 15     0
QSO:  1815 CW 2016-11-27 0622 OE3GSA        599 15     MZ5B          599 14     0
QSO:  3502 CW 2016-11-27 0750 OE3GSA        599 15     W3LPL         599 05     0
QSO:  3540 CW 2016-11-27 0800 OE3GSA        599 15     NP4DX         599 08     0
QSO: 14041 CW 2016-11-27 0809 OE3GSA        599 15     ZD8W          599 36     0
QSO: 14065 CW 2016-11-27 0810 OE3GSA        599 15     UA9JLL        599 17     0
QSO: 14094 CW 2016-11-27 0814 OE3GSA        599 15     CR3OO         599 33     0
QSO: 14099 CW 2016-11-27 0814 OE3GSA        599 15     PT4T          599 11     0
QSO: 14095 CW 2016-11-27 0816 OE3GSA        599 15     RA0LQ/MM      599 21     0
QSO: 14034 CW 2016-11-27 0825 OE3GSA        599 15     AH0K          599 27     0
QSO: 14056 CW 2016-11-27 0829 OE3GSA        599 15     HL4RBR        599 25     0
QSO: 14000 CW 2016-11-27 0830 OE3GSA        599 15     YR8D          599 20     0
QSO: 14027 CW 2016-11-27 0831 OE3GSA        599 15     R7LV          599 16     0
QSO: 14002 CW 2016-11-27 0833 OE3GSA        599 15     4X2M          599 20     0
QSO: 14005 CW 2016-11-27 0833 OE3GSA        599 15     CN2AA         599 33     0
QSO: 14016 CW 2016-11-27 0838 OE3GSA        599 15     G2F           599 14     0
QSO: 14023 CW 2016-11-27 0839 OE3GSA        599 15     ED8X          599 33     0
QSO: 14038 CW 2016-11-27 0841 OE3GSA        599 15     MD4K          599 14     0
QSO: 14062 CW 2016-11-27 0843 OE3GSA        599 15     XX9TXN        599 24     0
QSO: 14075 CW 2016-11-27 0845 OE3GSA        599 15     HB0/DK4YJ     599 14     0
QSO: 14037 CW 2016-11-27 0848 OE3GSA        599 15     RA3NC         599 16     0
QSO: 14037 CW 2016-11-27 0849 OE3GSA        599 15     UA4W          599 16     0
QSO: 14037 CW 2016-11-27 0849 OE3GSA        599 15     UR5LAM        599 16     0
QSO: 14037 CW 2016-11-27 0850 OE3GSA        599 15     RT6A          599 16     0
QSO: 14037 CW 2016-11-27 0851 OE3GSA        599 15     UA4M          599 16     0
QSO: 14037 CW 2016-11-27 0851 OE3GSA        599 15     CN2R          599 33     0
QSO: 14037 CW 2016-11-27 0852 OE3GSA        599 15     RW3AZ         599 16     0
QSO: 14037 CW 2016-11-27 0852 OE3GSA        599 15     EE2A          599 14     0
QSO: 14037 CW 2016-11-27 0853 OE3GSA        599 15     R7CA          599 16     0
QSO: 14037 CW 2016-11-27 0854 OE3GSA        599 15     RJ3F          599 16     0
QSO: 14037 CW 2016-11-27 0854 OE3GSA        599 15     RZ6BR         599 16     0
QSO: 14037 CW 2016-11-27 0855 OE3GSA        599 15     RO2E          599 16     0
QSO: 14037 CW 2016-11-27 0855 OE3GSA        599 15     UA3QUO        599 16     0
QSO: 14037 CW 2016-11-27 0856 OE3GSA        599 15     RW3DF         599 16     0
QSO: 14037 CW 2016-11-27 0856 OE3GSA        599 15     RM9A          599 17     0
QSO: 14037 CW 2016-11-27 0857 OE3GSA        599 15     RM7M          599 16     0
QSO: 14037 CW 2016-11-27 0857 OE3GSA        599 15     R3QA          599 16     0
QSO: 14037 CW 2016-11-27 0857 OE3GSA        599 15     JK1GKG        599 25     0
QSO: 14037 CW 2016-11-27 0858 OE3GSA        599 15     JN1RVS        599 25     0
QSO: 14037 CW 2016-11-27 0902 OE3GSA        599 15     UA4PAQ        599 16     0
QSO: 14037 CW 2016-11-27 0902 OE3GSA        599 15     R9SK          599 16     0
QSO: 14037 CW 2016-11-27 0902 OE3GSA        599 15     E74Y          599 15     0
QSO: 14037 CW 2016-11-27 0903 OE3GSA        599 15     R3THA         599 16     0
QSO: 14037 CW 2016-11-27 0904 OE3GSA        599 15     SJ2W          599 14     0
QSO: 14037 CW 2016-11-27 0904 OE3GSA        599 15     UA6CC         599 16     0
QSO: 14037 CW 2016-11-27 0905 OE3GSA        599 15     PY4ZO         599 11     0
QSO: 14037 CW 2016-11-27 0906 OE3GSA        599 15     JE1ZWT        599 25     0
QSO: 14037 CW 2016-11-27 0906 OE3GSA        599 15     UT3IJ         599 16     0
QSO: 14037 CW 2016-11-27 0907 OE3GSA        599 15     UA3LIZ        599 16     0
QSO: 14037 CW 2016-11-27 0907 OE3GSA        599 15     UW7LL         599 16     0
QSO: 14037 CW 2016-11-27 0908 OE3GSA        599 15     CT9/R7KW      599 33     0
QSO: 14037 CW 2016-11-27 0909 OE3GSA        599 15     DL1DTL        599 14     0
QSO: 14037 CW 2016-11-27 0910 OE3GSA        599 15     UA4PCF        599 16     0
QSO: 14037 CW 2016-11-27 0911 OE3GSA        599 15     PX2V          599 11     0
QSO: 14037 CW 2016-11-27 0911 OE3GSA        599 15     PR9M          599 11     0
QSO: 14037 CW 2016-11-27 0912 OE3GSA        599 15     UA1AFT        599 16     0
QSO: 14037 CW 2016-11-27 0912 OE3GSA        599 15     UA1CUR        599 16     0
QSO: 14037 CW 2016-11-27 0913 OE3GSA        599 15     US7IB         599 16     0
QSO: 14037 CW 2016-11-27 0913 OE3GSA        599 15     UD3D          599 16     0
QSO: 14037 CW 2016-11-27 0914 OE3GSA        599 15     OM8A          599 15     0
QSO: 14037 CW 2016-11-27 0914 OE3GSA        599 15     RT7N          599 16     0
QSO: 14037 CW 2016-11-27 0914 OE3GSA        599 15     LZ9R          599 20     0
QSO: 14037 CW 2016-11-27 0916 OE3GSA        599 15     RW5CW         599 16     0
QSO: 14037 CW 2016-11-27 0916 OE3GSA        599 15     RZ4AG         599 16     0
QSO: 14037 CW 2016-11-27 0917 OE3GSA        599 15     YO3FRI        599 20     0
QSO: 14009 CW 2016-11-27 0920 OE3GSA        599 15     S570ABC       599 15     0
QSO: 14047 CW 2016-11-27 0936 OE3GSA        599 15     VK9NX         599 32     0
QSO: 14065 CW 2016-11-27 0938 OE3GSA        599 15     B1W           599 24     0
QSO: 14069 CW 2016-11-27 0939 OE3GSA        599 15     OG7A          599 15     0
QSO: 14059 CW 2016-11-27 0943 OE3GSA        599 15     RW9USA        599 18     0
QSO: 14053 CW 2016-11-27 0945 OE3GSA        599 15     CX4AT         599 13     0
QSO: 14033 CW 2016-11-27 0950 OE3GSA        599 15     E2X           599 26     0
QSO: 21015 CW 2016-11-27 1243 OE3GSA        599 15     JY9FC         599 20     0
QSO: 21014 CW 2016-11-27 1244 OE3GSA        599 15     9A1A          599 15     0
QSO: 21025 CW 2016-11-27 1245 OE3GSA        599 15     LX7I          599 14     0
QSO: 21050 CW 2016-11-27 1246 OE3GSA        599 15     ET3AA         599 37     0
QSO: 21026 CW 2016-11-27 1248 OE3GSA        599 15     HG5F          599 15     0
QSO: 21010 CW 2016-11-27 1251 OE3GSA        599 15     KC1XX         599 05     0
QSO: 21014 CW 2016-11-27 1252 OE3GSA        599 15     W2FU          599 05     0
QSO: 14016 CW 2016-11-27 1256 OE3GSA        599 15     FY5KE         599 09     0
QSO: 14020 CW 2016-11-27 1256 OE3GSA        599 15     VP2VI         599 08     0
QSO: 14014 CW 2016-11-27 1300 OE3GSA        599 15     HK1NA         599 09     0
QSO: 14021 CW 2016-11-27 1301 OE3GSA        599 15     6Y3T          599 08     0
QSO: 14021 CW 2016-11-27 1302 OE3GSA        599 15     CR5U          599 14     0
QSO: 14021 CW 2016-11-27 1303 OE3GSA        599 15     K2LE          599 05     0
QSO: 14021 CW 2016-11-27 1303 OE3GSA        599 15     K2AX          599 05     0
QSO: 14021 CW 2016-11-27 1303 OE3GSA        599 15     KB3Z          599 05     0
QSO: 14021 CW 2016-11-27 1304 OE3GSA        599 15     WF3T          599 05     0
QSO: 14021 CW 2016-11-27 1304 OE3GSA        599 15     NR3W          599 05     0
QSO: 14021 CW 2016-11-27 1305 OE3GSA        599 15     N2AN          599 05     0
QSO: 14021 CW 2016-11-27 1305 OE3GSA        599 15     UC7A          599 16     0
QSO: 14021 CW 2016-11-27 1306 OE3GSA        599 15     UT4LW         599 16     0
QSO: 14021 CW 2016-11-27 1307 OE3GSA        599 15     N3AM          599 05     0
QSO: 14021 CW 2016-11-27 1307 OE3GSA        599 15     W1HIS         599 05     0
QSO: 14021 CW 2016-11-27 1308 OE3GSA        599 15     KU2C          599 05     0
QSO: 14021 CW 2016-11-27 1308 OE3GSA        599 15     KE3X          599 05     0
QSO: 14021 CW 2016-11-27 1308 OE3GSA        599 15     N3ND          599 05     0
QSO: 14021 CW 2016-11-27 1308 OE3GSA        599 15     K9IMM         599 04     0
QSO: 14021 CW 2016-11-27 1309 OE3GSA        599 15     AC4G          599 04     0
QSO: 14021 CW 2016-11-27 1309 OE3GSA        599 15     PA5TT         599 14     0
QSO: 14021 CW 2016-11-27 1310 OE3GSA        599 15     R4HCM         599 16     0
QSO: 14021 CW 2016-11-27 1310 OE3GSA        599 15     DD7NT         599 14     0
QSO: 14021 CW 2016-11-27 1311 OE3GSA        599 15     EF8R          599 33     0
QSO: 14021 CW 2016-11-27 1311 OE3GSA        599 15     N2GM          599 05     0
QSO: 14021 CW 2016-11-27 1312 OE3GSA        599 15     SM2C          599 14     0
QSO: 14021 CW 2016-11-27 1312 OE3GSA        599 15     K9UQN         599 04     0
QSO: 14021 CW 2016-11-27 1313 OE3GSA        599 15     W9XT          599 04     0
QSO: 14021 CW 2016-11-27 1313 OE3GSA        599 15     W2VUF         599 05     0
QSO: 14021 CW 2016-11-27 1314 OE3GSA        599 15     W1NT          599 05     0
QSO: 14021 CW 2016-11-27 1314 OE3GSA        599 15     W1GQ          599 05     0
QSO: 14021 CW 2016-11-27 1314 OE3GSA        599 15     SM7PEV        599 14     0
QSO: 14021 CW 2016-11-27 1315 OE3GSA        599 15     UA6LCJ        599 16     0
QSO: 14021 CW 2016-11-27 1316 OE3GSA        599 15     OH7KD         599 15     0
QSO: 14021 CW 2016-11-27 1316 OE3GSA        599 15     UR9MB         599 16     0
QSO: 14021 CW 2016-11-27 1316 OE3GSA        599 15     G4DHF/M       599 14     0
QSO: 14021 CW 2016-11-27 1316 OE3GSA        599 15     WG3J          599 05     0
QSO: 14021 CW 2016-11-27 1317 OE3GSA        599 15     RA9AP         599 17     0
QSO: 14021 CW 2016-11-27 1317 OE3GSA        599 15     EA1YW         599 14     0
QSO: 14021 CW 2016-11-27 1318 OE3GSA        599 15     VE2FK         599 05     0
QSO: 14021 CW 2016-11-27 1318 OE3GSA        599 15     AB3CV         599 05     0
QSO: 14021 CW 2016-11-27 1318 OE3GSA        599 15     NO9E          599 05     0
QSO: 14021 CW 2016-11-27 1319 OE3GSA        599 15     UA4QK         599 16     0
QSO: 14021 CW 2016-11-27 1319 OE3GSA        599 15     NE1B          599 05     0
QSO: 14021 CW 2016-11-27 1319 OE3GSA        599 15     K9IMM         599 04     0
QSO: 14021 CW 2016-11-27 1320 OE3GSA        599 15     K3FMQ         599 05     0
QSO: 14021 CW 2016-11-27 1320 OE3GSA        599 15     R7CF          599 16     0
QSO: 14021 CW 2016-11-27 1321 OE3GSA        599 15     RN4HFJ        599 16     0
QSO: 14021 CW 2016-11-27 1321 OE3GSA        599 15     K3OQ          599 05     0
QSO: 14021 CW 2016-11-27 1321 OE3GSA        599 15     K2RET         599 05     0
QSO: 14021 CW 2016-11-27 1322 OE3GSA        599 15     US3IZ         599 16     0
QSO: 14021 CW 2016-11-27 1323 OE3GSA        599 15     VE9HF         599 05     0
QSO: 14021 CW 2016-11-27 1324 OE3GSA        599 15     K1DBO         599 05     0
QSO: 14021 CW 2016-11-27 1324 OE3GSA        599 15     N2SQW         599 05     0
QSO: 14021 CW 2016-11-27 1325 OE3GSA        599 15     W2GS          599 04     0
QSO: 14021 CW 2016-11-27 1325 OE3GSA        599 15     UT1B          599 16     0
QSO: 14021 CW 2016-11-27 1325 OE3GSA        599 15     K4LRX         599 05     0
QSO: 14021 CW 2016-11-27 1326 OE3GSA        599 15     N1GN          599 05     0
QSO: 14021 CW 2016-11-27 1326 OE3GSA        599 15     N8LJ          599 04     0
QSO: 14021 CW 2016-11-27 1327 OE3GSA        599 15     W9MU          599 04     0
QSO: 14021 CW 2016-11-27 1327 OE3GSA        599 15     K8NVR         599 04     0
QSO: 14021 CW 2016-11-27 1327 OE3GSA        599 15     RM3TO         599 16     0
QSO: 14021 CW 2016-11-27 1328 OE3GSA        599 15     W8JY          599 04     0
QSO: 14021 CW 2016-11-27 1328 OE3GSA        599 15     N2RJ          599 05     0
QSO: 14021 CW 2016-11-27 1328 OE3GSA        599 15     K3JWI         599 04     0
QSO: 14021 CW 2016-11-27 1328 OE3GSA        599 15     W1ZT          599 05     0
QSO: 14021 CW 2016-11-27 1329 OE3GSA        599 15     AA1V          599 05     0
QSO: 14021 CW 2016-11-27 1329 OE3GSA        599 15     KM1X          599 05     0
QSO: 14021 CW 2016-11-27 1329 OE3GSA        599 15     LA6M          599 14     0
QSO: 14021 CW 2016-11-27 1330 OE3GSA        599 15     VE3LC         599 04     0
QSO: 14021 CW 2016-11-27 1330 OE3GSA        599 15     UX7MR         599 16     0
QSO: 14021 CW 2016-11-27 1331 OE3GSA        599 15     W1EBI         599 05     0
QSO: 14021 CW 2016-11-27 1331 OE3GSA        599 15     US0IW         599 16     0
QSO: 14021 CW 2016-11-27 1331 OE3GSA        599 15     K2ZR          599 05     0
QSO: 14021 CW 2016-11-27 1332 OE3GSA        599 15     W6XR          599 05     0
QSO: 14021 CW 2016-11-27 1332 OE3GSA        599 15     UR4MF         599 16     0
QSO: 14021 CW 2016-11-27 1332 OE3GSA        599 15     WJ2D          599 05     0
QSO: 14021 CW 2016-11-27 1333 OE3GSA        599 15     UA4PN         599 16     0
QSO: 14021 CW 2016-11-27 1334 OE3GSA        599 15     UX1IB         599 16     0
QSO: 14021 CW 2016-11-27 1334 OE3GSA        599 15     UA6FZ         599 16     0
QSO: 14021 CW 2016-11-27 1334 OE3GSA        599 15     EI9E          599 14     0
QSO: 14021 CW 2016-11-27 1335 OE3GSA        599 15     OE5CYL        599 15     0
QSO: 14021 CW 2016-11-27 1335 OE3GSA        599 15     N5OT          599 04     0
QSO: 14021 CW 2016-11-27 1336 OE3GSA        599 15     RA3RLJ        599 16     0
QSO: 14021 CW 2016-11-27 1337 OE3GSA        599 15     W2FU          599 05     0
QSO: 14043 CW 2016-11-27 1342 OE3GSA        599 15     OK8WW         599 15     0
QSO: 14051 CW 2016-11-27 1345 OE3GSA        599 15     VK6LW         599 29     0
QSO: 14045 CW 2016-11-27 1346 OE3GSA        599 15     ET3AA         599 37     0
QSO: 14041 CW 2016-11-27 1347 OE3GSA        599 15     YT1A          599 15     0
QSO: 14033 CW 2016-11-27 1349 OE3GSA        599 15     OE2S          599 15     0
QSO: 14016 CW 2016-11-27 1351 OE3GSA        599 15     GM3X          599 14     0
QSO: 14032 CW 2016-11-27 1354 OE3GSA        599 15     8Q7DV         599 22     0
QSO: 14030 CW 2016-11-27 1402 OE3GSA        599 15     K1KP          599 05     0
QSO: 14028 CW 2016-11-27 1404 OE3GSA        599 15     RM6Y          599 16     0
QSO: 14028 CW 2016-11-27 1404 OE3GSA        599 15     AB9YC         599 04     0
QSO: 14028 CW 2016-11-27 1405 OE3GSA        599 15     RK4FF         599 16     0
QSO: 14042 CW 2016-11-27 1433 OE3GSA        599 15     N7DD          599 03     0
QSO: 14033 CW 2016-11-27 1447 OE3GSA        599 15     K3MD          599 05     0
QSO: 14033 CW 2016-11-27 1449 OE3GSA        599 15     KA1DJ         599 05     0
QSO: 14033 CW 2016-11-27 1450 OE3GSA        599 15     WD5K          599 04     0
QSO: 14033 CW 2016-11-27 1450 OE3GSA        599 15     NE0U          599 04     0
QSO: 14033 CW 2016-11-27 1450 OE3GSA        599 15     K3LR          599 05     0
QSO: 14033 CW 2016-11-27 1451 OE3GSA        599 15     LZ7A          599 20     0
QSO: 14033 CW 2016-11-27 1451 OE3GSA        599 15     SM5Q          599 14     0
QSO: 14033 CW 2016-11-27 1452 OE3GSA        599 15     WE3C          599 05     0
