START-OF-LOG: 3.0
CALLSIGN: HB9RB
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 89700
NAME: Schule
LOCATION: DX
CLUB:
CERTIFICATE: NO
CREATED-BY: TR4W v.4.248
QSO: 14081 CW 2016-11-26 0809 HB9RB         599 14     UA9MA         599 17
QSO: 14034 CW 2016-11-26 0811 HB9RB         599 14     P33W          599 20
QSO: 14089 CW 2016-11-26 0813 HB9RB         599 14     4J4K          599 21
QSO: 14089 CW 2016-11-26 0814 HB9RB         599 14     RU3YAA        599 16
QSO: 14001 CW 2016-11-26 0820 HB9RB         599 14     YL2KO         599 15
QSO: 14035 CW 2016-11-26 0821 HB9RB         599 14     ES9C          599 15
QSO: 14045 CW 2016-11-26 0822 HB9RB         599 14     UA9UX         599 18
QSO: 14010 CW 2016-11-26 0824 HB9RB         599 14     RW9USA        599 18
QSO: 14018 CW 2016-11-26 0824 HB9RB         599 14     YO3FRI        599 20
QSO: 14013 CW 2016-11-26 0825 HB9RB         599 14     EA5FV         599 14
QSO: 14001 CW 2016-11-26 0829 HB9RB         599 14     IT9NVA        599 15
QSO: 14089 CW 2016-11-26 0832 HB9RB         599 14     LY0W          599 15
QSO: 14090 CW 2016-11-26 0833 HB9RB         599 14     CR3OO         599 33
QSO: 14098 CW 2016-11-26 0834 HB9RB         599 14     EW8OM         599 16
QSO: 14081 CW 2016-11-26 0835 HB9RB         599 14     CR6K          599 14
QSO: 14004 CW 2016-11-26 0838 HB9RB         599 14     N4WW          599 5
QSO: 14086 CW 2016-11-26 0842 HB9RB         599 14     RA9AP         599 17
QSO: 14008 CW 2016-11-26 0850 HB9RB         599 14     SV1RP         599 20
QSO: 14038 CW 2016-11-26 0853 HB9RB         599 14     OH8L          599 15
QSO: 14054 CW 2016-11-26 0854 HB9RB         599 14     RM1T          599 16
QSO: 14024 CW 2016-11-26 0857 HB9RB         599 14     TF3CW         599 40
QSO: 14033 CW 2016-11-26 0857 HB9RB         599 14     YT5A          599 15
QSO: 14054 CW 2016-11-26 0859 HB9RB         599 14     UY5ZZ         599 16
QSO: 14023 CW 2016-11-26 0903 HB9RB         599 14     UW2M          599 16
QSO: 14046 CW 2016-11-26 0906 HB9RB         599 14     ER4A          599 16
QSO: 14006 CW 2016-11-26 0915 HB9RB         599 14     R7CA          599 16
QSO: 14000 CW 2016-11-26 0919 HB9RB         599 14     UA4S          599 16
QSO: 14003 CW 2016-11-26 0919 HB9RB         599 14     RW3XZ         599 16
QSO: 14060 CW 2016-11-26 0922 HB9RB         599 14     R3FX          599 16
QSO: 14082 CW 2016-11-26 0923 HB9RB         599 14     RT9S          599 16
QSO: 14012 CW 2016-11-26 0927 HB9RB         599 14     RM9A          599 17
QSO: 14066 CW 2016-11-26 0933 HB9RB         599 14     LZ8E          599 20
QSO: 14079 CW 2016-11-26 0934 HB9RB         599 14     UA4W          599 16
QSO: 14102 CW 2016-11-26 0935 HB9RB         599 14     EF7A          599 14
QSO: 14001 CW 2016-11-26 0936 HB9RB         599 14     R4RR          599 16
QSO: 14018 CW 2016-11-26 0944 HB9RB         599 14     RK9AX         599 17
QSO: 14006 CW 2016-11-26 0946 HB9RB         599 14     OH0Z          599 15
QSO: 14050 CW 2016-11-26 0948 HB9RB         599 14     RG6G          599 16
QSO: 14035 CW 2016-11-26 0949 HB9RB         599 14     OH8X          599 15
QSO: 14058 CW 2016-11-26 0949 HB9RB         599 14     LY2XW         599 15
QSO: 14062 CW 2016-11-26 0951 HB9RB         599 14     SJ2W          599 14
QSO: 14067 CW 2016-11-26 0954 HB9RB         599 14     IZ8BRI        599 15
QSO: 14074 CW 2016-11-26 0954 HB9RB         599 14     Z39A          599 15
QSO: 14080 CW 2016-11-26 0955 HB9RB         599 14     RU5A          599 16
QSO: 14095 CW 2016-11-26 0957 HB9RB         599 14     US0HZ         599 16
QSO: 14097 CW 2016-11-26 0958 HB9RB         599 14     UT5UIA        599 16
QSO: 14011 CW 2016-11-26 1000 HB9RB         599 14     UP2L          599 17
QSO: 14019 CW 2016-11-26 1001 HB9RB         599 14     UA3ABJ        599 16
QSO: 14011 CW 2016-11-26 1002 HB9RB         599 14     RK4FF         599 16
QSO: 14036 CW 2016-11-26 1006 HB9RB         599 14     CU4DX         599 14
QSO: 14032 CW 2016-11-26 1007 HB9RB         599 14     GM0WED        599 14
QSO: 14062 CW 2016-11-26 1017 HB9RB         599 14     GM3X          599 14
QSO: 14098 CW 2016-11-26 1019 HB9RB         599 14     RK3PWR        599 16
QSO: 14098 CW 2016-11-26 1020 HB9RB         599 14     UA9BA         599 17
QSO: 14098 CW 2016-11-26 1021 HB9RB         599 14     US5VX         599 16
QSO: 14098 CW 2016-11-26 1024 HB9RB         599 14     SE4E          599 14
QSO: 14098 CW 2016-11-26 1027 HB9RB         599 14     RA3DNC        599 16
QSO: 14098 CW 2016-11-26 1030 HB9RB         599 14     RW4C          599 16
QSO: 14098 CW 2016-11-26 1036 HB9RB         599 14     OH7MFO        599 15
QSO: 14098 CW 2016-11-26 1039 HB9RB         599 14     RA1TU         599 16
QSO: 14019 CW 2016-11-26 1044 HB9RB         599 14     ES7GN         599 15
QSO: 14009 CW 2016-11-26 1054 HB9RB         599 14     MI5I          599 14
QSO: 14082 CW 2016-11-26 1107 HB9RB         599 14     RA9Y          599 18
QSO: 14018 CW 2016-11-26 1117 HB9RB         599 14     RM1Q          599 16
QSO: 14030 CW 2016-11-26 1118 HB9RB         599 14     OH3OJ         599 15
QSO: 14032 CW 2016-11-26 1119 HB9RB         599 14     LY4A          599 15
QSO: 14056 CW 2016-11-26 1122 HB9RB         599 14     LY2W          599 15
QSO: 14057 CW 2016-11-26 1123 HB9RB         599 14     SI9AM         599 14
QSO: 14063 CW 2016-11-26 1124 HB9RB         599 14     EW6W          599 16
