START-OF-LOG: 3.0
CALLSIGN: LY3X
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 383182
CERTIFICATE: YES
CLUB: VYTAUTAS MAGNUS UNIVERSITY RADIO CLUB
LOCATION: DX
NAME: TOMAS SALTIS
OPERATORS: LY3X
SOAPBOX: CU next time.
QSO: 21000 CW 2016-11-26 0541 LY3X          599 15     YL2BJ         599 15
QSO: 21000 CW 2016-11-26 0550 LY3X          599 15     4X6FR         599 20
QSO: 21000 CW 2016-11-26 0551 LY3X          599 15     UN7PGA        599 17
QSO: 21000 CW 2016-11-26 0553 LY3X          599 15     UN7FW         599 17
QSO: 21000 CW 2016-11-26 0554 LY3X          599 15     RA9V          599 18
QSO: 21000 CW 2016-11-26 0557 LY3X          599 15     B7Q           599 24
QSO: 21000 CW 2016-11-26 0608 LY3X          599 15     RU5A          599 16
QSO: 21000 CW 2016-11-26 0611 LY3X          599 15     P33W          599 20
QSO: 21000 CW 2016-11-26 0611 LY3X          599 15     5B/OL0M       599 20
QSO: 21000 CW 2016-11-26 0614 LY3X          599 15     BI8FZA        599 24
QSO: 21000 CW 2016-11-26 0615 LY3X          599 15     UA9MA         599 17
QSO: 21000 CW 2016-11-26 0616 LY3X          599 15     HS0ZAR        599 26
QSO: 21000 CW 2016-11-26 0618 LY3X          599 15     VK6LW         599 29
QSO: 21000 CW 2016-11-26 0619 LY3X          599 15     XV1X          599 26
QSO: 21000 CW 2016-11-26 0622 LY3X          599 15     B7P           599 24
QSO: 21000 CW 2016-11-26 0624 LY3X          599 15     BD8ASG        599 24
QSO: 21000 CW 2016-11-26 0626 LY3X          599 15     BA8AT         599 24
QSO: 21000 CW 2016-11-26 0627 LY3X          599 15     RC9O          599 18
QSO: 21000 CW 2016-11-26 0637 LY3X          599 15     AH0K          599 27
QSO: 21000 CW 2016-11-26 0638 LY3X          599 15     BH1SCW        599 24
QSO: 21000 CW 2016-11-26 0648 LY3X          599 15     JY9FC         599 20
QSO: 21000 CW 2016-11-26 0649 LY3X          599 15     SP5AUY        599 15
QSO: 21000 CW 2016-11-26 0654 LY3X          599 15     XW0YO         599 26
QSO: 21000 CW 2016-11-26 0655 LY3X          599 15     RZ9UO         599 18
QSO: 21000 CW 2016-11-26 0707 LY3X          599 15     RA9Y          599 18
QSO: 21000 CW 2016-11-26 0708 LY3X          599 15     UN4PG         599 17
QSO: 21000 CW 2016-11-26 0710 LY3X          599 15     HS5NMF        599 26
QSO: 21000 CW 2016-11-26 0710 LY3X          599 15     AH2R          599 27
QSO: 21000 CW 2016-11-26 0717 LY3X          599 15     XX9TXN        599 24
QSO: 21000 CW 2016-11-26 0718 LY3X          599 15     VK6NC         599 29
QSO: 21000 CW 2016-11-26 0719 LY3X          599 15     VR2CO         599 24
QSO: 21000 CW 2016-11-26 0721 LY3X          599 15     XX9NPS        599 24
QSO: 21000 CW 2016-11-26 0722 LY3X          599 15     UT5C          599 16
QSO: 21000 CW 2016-11-26 0723 LY3X          599 15     4X0W          599 20
QSO: 21000 CW 2016-11-26 0729 LY3X          599 15     JT5DX         599 23
QSO: 21000 CW 2016-11-26 0731 LY3X          599 15     JA5DQH        599 25
QSO: 21000 CW 2016-11-26 0731 LY3X          599 15     LY2XW         599 15
QSO: 21000 CW 2016-11-26 0735 LY3X          599 15     4J4K          599 21
QSO: 21000 CW 2016-11-26 0738 LY3X          599 15     9M6XRO        599 28
QSO: 21000 CW 2016-11-26 0739 LY3X          599 15     E2X           599 26
QSO: 21000 CW 2016-11-26 0740 LY3X          599 15     A44A          599 21
QSO: 21000 CW 2016-11-26 0741 LY3X          599 15     9M2CNC        599 28
QSO: 21000 CW 2016-11-26 0742 LY3X          599 15     BX3AC         599 24
QSO: 21000 CW 2016-11-26 0748 LY3X          599 15     VR2VIY        599 24
QSO: 21000 CW 2016-11-26 0753 LY3X          599 15     YC1ME         599 28
QSO: 21000 CW 2016-11-26 0759 LY3X          599 15     3B9HA         599 39
QSO: 21000 CW 2016-11-26 0803 LY3X          599 15     VU2NXM        599 22
QSO: 21000 CW 2016-11-26 0803 LY3X          599 15     5Z4/DJ6TF     599 37
QSO: 21000 CW 2016-11-26 0806 LY3X          599 15     HZ1DG         599 21
QSO: 21000 CW 2016-11-26 0811 LY3X          599 15     VK4NC         599 29
QSO: 21000 CW 2016-11-26 0818 LY3X          599 15     9H6A          599 15
QSO: 21000 CW 2016-11-26 0820 LY3X          599 15     BI7IAL        599 24
QSO: 21000 CW 2016-11-26 0820 LY3X          599 15     II9P          599 15
QSO: 21000 CW 2016-11-26 0821 LY3X          599 15     JA6RPM        599 25
QSO: 21000 CW 2016-11-26 0823 LY3X          599 15     YO3DAC        599 20
QSO: 21000 CW 2016-11-26 0823 LY3X          599 15     R9IF          599 18
QSO: 21000 CW 2016-11-26 0824 LY3X          599 15     CN2AA         599 33
QSO: 21000 CW 2016-11-26 0830 LY3X          599 15     LZ5QZ         599 20
QSO: 21000 CW 2016-11-26 0831 LY3X          599 15     DU1XX         599 27
QSO: 21000 CW 2016-11-26 0834 LY3X          599 15     R9RA          599 17
