START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.24.0
CONTEST: CQ-WPX-SSB
CALLSIGN: YL3DR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 856560
OPERATORS:
CLUB: Latvian Contest Club
NAME: Aivars
SOAPBOX: TRX: Yaesu FT-920, 90W, antennas: GAP Titan DX, Delta 80m, Diamond
QSO:  3741 PH 2012-03-24 0533 YL3DR         59  0020   DM4X          59  298    0
QSO:  3728 PH 2012-03-24 0535 YL3DR         59  0021   OL4A          59  368    0
QSO: 21248 PH 2012-03-24 0540 YL3DR         59  0022   P3N           59  390    0
QSO: 21272 PH 2012-03-24 0541 YL3DR         59  0023   RF9C          59  909    0
QSO: 21280 PH 2012-03-24 0542 YL3DR         59  0024   V55V          59  028    0
QSO: 21288 PH 2012-03-24 0542 YL3DR         59  0025   4X9A          59  129    0
QSO: 21255 PH 2012-03-24 0544 YL3DR         59  0026   UP2L          59  729    0
QSO: 21221 PH 2012-03-24 0551 YL3DR         59  0027   JH4UTP        59  511    0
QSO: 21233 PH 2012-03-24 0551 YL3DR         59  0028   9K2HN         59  542    0
QSO: 21176 PH 2012-03-24 0553 YL3DR         59  0029   UA0SOX        59  168    0
QSO: 21169 PH 2012-03-24 0555 YL3DR         59  0030   RX7ML         59  132    0
QSO: 21181 PH 2012-03-24 0555 YL3DR         59  0031   UN8GV         59  477    0
QSO: 14250 PH 2012-03-24 0556 YL3DR         59  0032   S53F          59  148    0
QSO: 14254 PH 2012-03-24 0557 YL3DR         59  0033   YT5A          59  472    0
QSO: 14258 PH 2012-03-24 0558 YL3DR         59  0034   D4C           59  782    0
QSO: 14268 PH 2012-03-24 0559 YL3DR         59  0035   II9P          59  599    0
QSO: 14276 PH 2012-03-24 0559 YL3DR         59  0036   F8ARK         59  098    0
QSO: 14289 PH 2012-03-24 0601 YL3DR         59  0037   S55T          59  570    0
QSO: 14307 PH 2012-03-24 0603 YL3DR         59  0038   UA5A          59  697    0
QSO: 14314 PH 2012-03-24 0604 YL3DR         59  0039   RW4WA         59  271    0
QSO: 14320 PH 2012-03-24 0605 YL3DR         59  0040   G2W           59  427    0
QSO: 14328 PH 2012-03-24 0606 YL3DR         59  0041   YO3CZW        59  507    0
QSO: 14337 PH 2012-03-24 0609 YL3DR         59  0042   E74ACL        59  087    0
QSO: 14318 PH 2012-03-24 0611 YL3DR         59  0043   UA6LUQ        59  128    0
QSO: 14266 PH 2012-03-24 0612 YL3DR         59  0044   EA3GTS        59  044    0
QSO: 14242 PH 2012-03-24 0613 YL3DR         59  0045   IZ2ACD        59  069    0
QSO: 14222 PH 2012-03-24 0614 YL3DR         59  0046   UA9BS         59  256    0
QSO: 14216 PH 2012-03-24 0615 YL3DR         59  0047   SV5DKL        59  413    0
QSO: 14205 PH 2012-03-24 0616 YL3DR         59  0048   II5PT         59  233    0
QSO: 14151 PH 2012-03-24 0617 YL3DR         59  0049   S52WW         59  098    0
QSO: 14161 PH 2012-03-24 0618 YL3DR         59  0050   EO3Q          59  281    0
QSO: 14175 PH 2012-03-24 0619 YL3DR         59  0051   RA8T          59  162    0
QSO: 28459 PH 2012-03-24 0620 YL3DR         59  0052   UN8PT         59  135    0
QSO: 28479 PH 2012-03-24 0621 YL3DR         59  0053   RX0AE         59  104    0
QSO: 28482 PH 2012-03-24 0621 YL3DR         59  0054   RZ9UI         59  159    0
QSO: 28453 PH 2012-03-24 0628 YL3DR         59  0055   B7P           59  342    0
QSO: 28434 PH 2012-03-24 0632 YL3DR         59  0056   RA9UIV/9      59  063    0
QSO: 28413 PH 2012-03-24 0635 YL3DR         59  0057   JH4UTP        59  580    0
QSO: 28398 PH 2012-03-24 0636 YL3DR         59  0058   JH4UYB        59  705    0
QSO: 28389 PH 2012-03-24 0637 YL3DR         59  0059   HS0ZJU        59  291    0
QSO: 28447 PH 2012-03-24 0640 YL3DR         59  0060   JO1WKO        59  398    0
QSO: 28466 PH 2012-03-24 0641 YL3DR         59  0061   RZ0SZZ        59  303    0
QSO: 21271 PH 2012-03-24 0642 YL3DR         59  0062   5B4KH         59  178    0
QSO: 21317 PH 2012-03-24 0643 YL3DR         59  0063   SV9GPV        59  162    0
QSO: 21353 PH 2012-03-24 0644 YL3DR         59  0064   JA4DPL        59  167    0
QSO: 21238 PH 2012-03-24 0652 YL3DR         59  0065   SX5P          59  185    0
QSO: 21218 PH 2012-03-24 0653 YL3DR         59  0066   IR9Y          59  062    0
QSO: 21205 PH 2012-03-24 0656 YL3DR         59  0067   EA3GTJ        59  028    0
QSO: 21177 PH 2012-03-24 0657 YL3DR         59  0068   RM3F          59  738    0
QSO: 21152 PH 2012-03-24 0658 YL3DR         59  0069   UA9BS         59  355    0
QSO: 21183 PH 2012-03-24 0659 YL3DR         59  0070   JI1LET        59  435    0
QSO: 21214 PH 2012-03-24 0700 YL3DR         59  0071   RW9QA         59  278    0
QSO: 28489 PH 2012-03-24 0704 YL3DR         59  0072   B3C           58  413    0
QSO: 28540 PH 2012-03-24 0705 YL3DR         59  0073   RV9UP         59  452    0
QSO: 28468 PH 2012-03-24 0709 YL3DR         59  0074   RC9O          59  892    0
QSO: 28490 PH 2012-03-24 0713 YL3DR         59  0075   EX8MAT        59  332    0
QSO: 28518 PH 2012-03-24 0717 YL3DR         59  0076   BP0P          59  400    0
QSO: 28451 PH 2012-03-24 0723 YL3DR         59  0077   ES9C          59  972    0
QSO: 28408 PH 2012-03-24 0724 YL3DR         59  0078   4X0A          59  251    0
QSO: 21295 PH 2012-03-24 0727 YL3DR         59  0079   EC1DBO        59  287    0
QSO: 21305 PH 2012-03-24 0728 YL3DR         59  0080   EE7Y          59  089    0
QSO: 21280 PH 2012-03-24 0731 YL3DR         59  0081   HZ1TT         59  329    0
QSO: 21265 PH 2012-03-24 0731 YL3DR         59  0082   TC3C          59  479    0
QSO: 21228 PH 2012-03-24 0732 YL3DR         59  0083   P33W          59  1272   0
QSO: 21287 PH 2012-03-24 0733 YL3DR         59  0084   ED1R          59  039    0
QSO: 21289 PH 2012-03-24 0736 YL3DR         59  0085   EB5KT         59  081    0
QSO: 28478 PH 2012-03-24 0739 YL3DR         59  0086   RU9MN         59  026    0
QSO: 28400 PH 2012-03-24 0740 YL3DR         59  0087   RA0FU         59  386    0
QSO: 28514 PH 2012-03-24 0746 YL3DR         59  0088   9K2HN         59  889    0
QSO: 28550 PH 2012-03-24 0747 YL3DR         59  0089   RQ9I          59  056    0
QSO: 28590 PH 2012-03-24 0748 YL3DR         59  0090   B1Z           59  129    0
QSO: 14173 PH 2012-03-24 0751 YL3DR         59  0091   EA5DFV        59  312    0
QSO: 14149 PH 2012-03-24 0752 YL3DR         59  0092   YP5A          59  208    0
QSO: 14123 PH 2012-03-24 0752 YL3DR         59  0093   RT5Z          59  501    0
QSO: 14119 PH 2012-03-24 0753 YL3DR         59  0094   RV9CP         59  286    0
QSO: 14135 PH 2012-03-24 0754 YL3DR         59  0095   9A203B        59  271    0
QSO: 14140 PH 2012-03-24 0755 YL3DR         59  0096   CR6K          59  1009   0
QSO: 14126 PH 2012-03-24 0756 YL3DR         59  0097   EB3CW         59  661    0
QSO: 14133 PH 2012-03-24 0757 YL3DR         59  0098   HG3R          59  619    0
QSO: 14180 PH 2012-03-24 0758 YL3DR         59  0099   EE2K          59  385    0
QSO: 14183 PH 2012-03-24 0758 YL3DR         59  0100   UT7E          59  530    0
QSO: 14211 PH 2012-03-24 0800 YL3DR         59  0101   IT9ESW        59  234    0
QSO: 14247 PH 2012-03-24 0800 YL3DR         59  0102   DA2C          59  291    0
QSO: 14253 PH 2012-03-24 0801 YL3DR         59  0103   HB9EE         59  496    0
QSO: 14257 PH 2012-03-24 0802 YL3DR         59  0104   TA1DK         59  134    0
QSO: 14265 PH 2012-03-24 0802 YL3DR         59  0105   S53M          59  322    0
QSO: 14274 PH 2012-03-24 0802 YL3DR         59  0106   RT5K          59  466    0
QSO: 14283 PH 2012-03-24 0803 YL3DR         59  0107   UR5AS         59  474    0
QSO: 14299 PH 2012-03-24 0805 YL3DR         59  0108   LZ1BJ         59  099    0
QSO: 14302 PH 2012-03-24 0805 YL3DR         59  0109   IQ1RY         59  154    0
QSO: 14268 PH 2012-03-24 0808 YL3DR         59  0110   IQ6RS         59  329    0
QSO: 14214 PH 2012-03-24 0808 YL3DR         59  0111   3V8BB         59  892    0
QSO: 14153 PH 2012-03-24 0810 YL3DR         59  0112   F6DRP         59  025    0
QSO: 14155 PH 2012-03-24 0810 YL3DR         59  0113   EB8AH         59  547    0
QSO: 14327 PH 2012-03-24 0812 YL3DR         59  0114   S50G          59  338    0
QSO: 14329 PH 2012-03-24 0813 YL3DR         59  0115   II7U          59  027    0
QSO: 14339 PH 2012-03-24 0813 YL3DR         59  0116   IY4FGM        59  385    0
QSO: 14349 PH 2012-03-24 0814 YL3DR         59  0117   EE1W          59  280    0
QSO: 14275 PH 2012-03-24 0815 YL3DR         59  0118   IR5A          59  446    0
QSO: 14295 PH 2012-03-24 0815 YL3DR         59  0119   OT5A          59  163    0
QSO: 14343 PH 2012-03-24 0816 YL3DR         59  0120   G6PZ          59  091    0
QSO: 14322 PH 2012-03-24 0819 YL3DR         59  0121   OH0X          59  402    0
QSO: 21349 PH 2012-03-24 0821 YL3DR         59  0122   RN7F          59  811    0
QSO: 21370 PH 2012-03-24 0822 YL3DR         59  0123   UA0SR         59  622    0
QSO: 21438 PH 2012-03-24 0825 YL3DR         59  0124   UP6P          59  340    0
QSO: 28481 PH 2012-03-24 0826 YL3DR         59  0125   RW0A          59  477    0
QSO: 28472 PH 2012-03-24 0828 YL3DR         59  0126   EY0A          59  572    0
QSO: 28448 PH 2012-03-24 0828 YL3DR         59  0127   RZ8U          59  083    0
QSO: 28416 PH 2012-03-24 0830 YL3DR         59  0128   UA0WW         59  102    0
QSO: 28387 PH 2012-03-24 0834 YL3DR         59  0129   A71EM         59  878    0
QSO: 28451 PH 2012-03-24 0835 YL3DR         59  0130   R9UAG         59  089    0
QSO: 28537 PH 2012-03-24 0838 YL3DR         59  0131   RZ9YB         59  229    0
QSO: 28459 PH 2012-03-24 0840 YL3DR         59  0132   RM0W          59  122    0
QSO: 21423 PH 2012-03-24 0841 YL3DR         59  0133   RK9AWT        59  043    0
QSO: 21431 PH 2012-03-24 0843 YL3DR         59  0134   TM1E          59  130    0
QSO: 14255 PH 2012-03-24 0845 YL3DR         59  0135   GM7V          59  458    0
QSO: 14240 PH 2012-03-24 0845 YL3DR         59  0136   9A1A          59  310    0
QSO: 14290 PH 2012-03-24 0846 YL3DR         59  0137   ED1R          59  190    0
QSO: 14307 PH 2012-03-24 0847 YL3DR         59  0138   IQ3UD         59  080    0
QSO: 14335 PH 2012-03-24 0848 YL3DR         59  0139   IQ2MM         59  419    0
QSO: 14304 PH 2012-03-24 0850 YL3DR         59  0140   EE3T          59  609    0
QSO: 14281 PH 2012-03-24 0851 YL3DR         59  0141   I2PJA         59  021    0
QSO: 14205 PH 2012-03-24 0856 YL3DR         59  0142   TF3CW         59  435    0
QSO: 14191 PH 2012-03-24 0857 YL3DR         59  0143   UA4CNZ        59  268    0
QSO: 14200 PH 2012-03-24 0858 YL3DR         59  0144   US1I          59  602    0
QSO: 14214 PH 2012-03-24 0859 YL3DR         59  0145   4O3A          59  340    0
QSO: 14244 PH 2012-03-24 0900 YL3DR         59  0146   IR5X          59  074    0
QSO: 14284 PH 2012-03-24 0901 YL3DR         59  0147   IR9Y          59  203    0
QSO: 14311 PH 2012-03-24 0901 YL3DR         59  0148   M4U           59  264    0
QSO: 14299 PH 2012-03-24 0903 YL3DR         59  0149   S51CK         59  130    0
QSO: 14253 PH 2012-03-24 0904 YL3DR         59  0150   PA1NHZ        59  218    0
QSO: 21346 PH 2012-03-24 0910 YL3DR         59  0151   TM7X          59  222    0
QSO: 14221 PH 2012-03-24 0916 YL3DR         59  0152   OM0A          59  544    0
QSO: 14206 PH 2012-03-24 0917 YL3DR         59  0153   HG1S          59  300    0
QSO: 14188 PH 2012-03-24 0919 YL3DR         59  0154   F4FFH         59  131    0
QSO: 14171 PH 2012-03-24 0920 YL3DR         59  0155   DR7B          59  212    0
QSO: 14147 PH 2012-03-24 0921 YL3DR         59  0156   DL4ZA         59  247    0
QSO: 14120 PH 2012-03-24 0922 YL3DR         59  0157   GW9T          59  223    0
QSO: 14156 PH 2012-03-24 0923 YL3DR         59  0158   YT1R          59  274    0
QSO: 14160 PH 2012-03-24 0924 YL3DR         59  0159   OM5M          59  005    0
QSO: 28470 PH 2012-03-24 0927 YL3DR         59  0160   ED9Z          59  037    0
QSO: 28565 PH 2012-03-24 0929 YL3DR         59  0161   ED5J          59  005    0
QSO: 28476 PH 2012-03-24 0932 YL3DR         59  0162   UN8GU         59  262    0
QSO: 28491 PH 2012-03-24 0933 YL3DR         59  0163   3V8BB         59  1107   0
QSO: 28464 PH 2012-03-24 0941 YL3DR         59  0164   EA5AER        59  331    0
QSO: 28526 PH 2012-03-24 0944 YL3DR         59  0165   UA0BA         59  147    0
QSO: 21293 PH 2012-03-24 0945 YL3DR         59  0166   II9P          59  1020   0
QSO: 21262 PH 2012-03-24 0947 YL3DR         59  0167   D44AC         59  573    0
QSO: 21233 PH 2012-03-24 0948 YL3DR         59  0168   UP0L          59  1522   0
QSO: 21243 PH 2012-03-24 0949 YL3DR         59  0169   F6DZU         59  291    0
QSO: 21211 PH 2012-03-24 0950 YL3DR         59  0170   EI2CN         59  209    0
QSO: 21196 PH 2012-03-24 0950 YL3DR         59  0171   RA9JP         59  529    0
QSO: 21160 PH 2012-03-24 0952 YL3DR         59  0172   R7FO          59  258    0
QSO: 21153 PH 2012-03-24 0952 YL3DR         59  0173   JT5DX         59  777    0
QSO: 21191 PH 2012-03-24 0953 YL3DR         59  0174   EI100T        59  376    0
QSO: 21195 PH 2012-03-24 0954 YL3DR         59  0175   R9UT          59  377    0
QSO: 21215 PH 2012-03-24 0955 YL3DR         59  0176   IZ3SQW        59  201    0
QSO: 21231 PH 2012-03-24 0955 YL3DR         59  0177   TM1T          59  262    0
QSO: 21253 PH 2012-03-24 0956 YL3DR         59  0178   CS2P          59  539    0
QSO: 21258 PH 2012-03-24 0956 YL3DR         59  0179   E77A          59  433    0
QSO: 21281 PH 2012-03-24 0958 YL3DR         59  0180   ED1J          59  040    0
QSO: 21247 PH 2012-03-24 0959 YL3DR         59  0181   3V8BB         59  1167   0
QSO: 21266 PH 2012-03-24 0959 YL3DR         59  0182   LZ9W          59  321    0
QSO: 21279 PH 2012-03-24 1000 YL3DR         59  0183   IT9XTP        59  208    0
QSO: 21282 PH 2012-03-24 1001 YL3DR         59  0184   TM1W          59  263    0
QSO: 21298 PH 2012-03-24 1002 YL3DR         59  0185   TM0T          59  044    0
QSO: 21277 PH 2012-03-24 1003 YL3DR         59  0186   EB8AH         59  349    0
QSO: 21237 PH 2012-03-24 1004 YL3DR         59  0187   IZ5CMI        59  035    0
QSO: 21161 PH 2012-03-24 1005 YL3DR         59  0188   LZ2JA         59  226    0
QSO: 14277 PH 2012-03-24 1007 YL3DR         59  0189   EI9HX         59  214    0
QSO: 14271 PH 2012-03-24 1008 YL3DR         59  0190   RK8I          59  143    0
QSO: 14215 PH 2012-03-24 1011 YL3DR         59  0191   IZ7PDX        59  261    0
QSO: 14176 PH 2012-03-24 1012 YL3DR         59  0192   YU/S56A       59  036    0
QSO: 14220 PH 2012-03-24 1014 YL3DR         59  0193   US5D          59  754    0
QSO: 14236 PH 2012-03-24 1014 YL3DR         59  0194   S50K          59  579    0
QSO: 14274 PH 2012-03-24 1016 YL3DR         59  0195   GZ5Y          59  197    0
QSO: 21274 PH 2012-03-24 1018 YL3DR         59  0196   PW2D          59  579    0
QSO: 21251 PH 2012-03-24 1021 YL3DR         59  0197   CR3A          59  372    0
QSO: 21220 PH 2012-03-24 1023 YL3DR         59  0198   RW0A          59  661    0
QSO: 21305 PH 2012-03-24 1024 YL3DR         59  0199   EE1W          59  232    0
QSO: 28522 PH 2012-03-24 1026 YL3DR         59  0200   P33W          59  1826   0
QSO: 14177 PH 2012-03-24 1040 YL3DR         59  0201   PD9X          59  097    0
QSO: 28544 PH 2012-03-24 1042 YL3DR         59  0202   YB1C          59  649    0
QSO: 28455 PH 2012-03-24 1046 YL3DR         59  0203   P3N           59  1163   0
QSO: 28428 PH 2012-03-24 1047 YL3DR         59  0204   EA4ETW        59  304    0
QSO: 14237 PH 2012-03-24 1049 YL3DR         59  0205   E720RS        59  256    0
QSO: 14162 PH 2012-03-24 1054 YL3DR         59  0206   YO8SSB        59  287    0
QSO: 14319 PH 2012-03-24 1056 YL3DR         59  0207   YL2SM         59  963    0
QSO: 14175 PH 2012-03-24 1058 YL3DR         59  0208   RW0A          59  706    0
QSO: 21387 PH 2012-03-24 1059 YL3DR         59  0209   LZ2DF         59  612    0
QSO: 21210 PH 2012-03-24 1101 YL3DR         59  0210   IK2LFF        59  247    0
QSO: 21203 PH 2012-03-24 1103 YL3DR         59  0211   LP1H          59  697    0
QSO: 21244 PH 2012-03-24 1105 YL3DR         59  0212   ED7R          59  246    0
QSO: 21273 PH 2012-03-24 1107 YL3DR         59  0213   IR5A          59  662    0
QSO: 21294 PH 2012-03-24 1108 YL3DR         59  0214   IQ1RY         59  181    0
QSO: 28399 PH 2012-03-24 1112 YL3DR         59  0215   D4A           59  754    0
QSO: 28433 PH 2012-03-24 1114 YL3DR         59  0216   P3J           59  383    0
QSO: 28517 PH 2012-03-24 1115 YL3DR         59  0217   ED1R          59  120    0
QSO: 14205 PH 2012-03-24 1122 YL3DR         59  0218   YU1NR         59  044    0
QSO: 14166 PH 2012-03-24 1123 YL3DR         59  0219   OL9Z          59  620    0
QSO: 14156 PH 2012-03-24 1124 YL3DR         59  0220   IR0R          59  212    0
QSO: 14125 PH 2012-03-24 1125 YL3DR         59  0221   RN3DMU        59  735    0
QSO: 14116 PH 2012-03-24 1126 YL3DR         59  0222   VE3EJ         59  842    0
QSO: 14121 PH 2012-03-24 1129 YL3DR         59  0223   IF9A          59  485    0
QSO: 14245 PH 2012-03-24 1131 YL3DR         59  0224   EI100T        59  170    0
QSO: 14330 PH 2012-03-24 1132 YL3DR         59  0225   IO9A          59  611    0
QSO: 14268 PH 2012-03-24 1136 YL3DR         59  0226   UN1L          59  1055   0
QSO: 14208 PH 2012-03-24 1136 YL3DR         59  0227   RC3W          59  060    0
QSO: 14258 PH 2012-03-24 1138 YL3DR         59  0228   9A22P         59  1502   0
QSO: 14305 PH 2012-03-24 1138 YL3DR         59  0229   9A8M          59  843    0
QSO: 14339 PH 2012-03-24 1139 YL3DR         59  0230   RQ3R          59  064    0
QSO: 28483 PH 2012-03-24 1142 YL3DR         59  0231   CS2P          59  702    0
QSO: 28454 PH 2012-03-24 1144 YL3DR         59  0232   CQ3L          59  321    0
QSO: 28436 PH 2012-03-24 1145 YL3DR         59  0233   CT2IOV        59  294    0
QSO: 28521 PH 2012-03-24 1147 YL3DR         59  0234   PX5E          59  727    0
QSO: 28495 PH 2012-03-24 1157 YL3DR         59  0235   5D5A          59  1533   0
QSO: 28486 PH 2012-03-24 1201 YL3DR         59  0236   HS0ZCW        59  448    0
QSO: 28454 PH 2012-03-24 1203 YL3DR         59  0237   C4W           59  1776   0
QSO: 28438 PH 2012-03-24 1204 YL3DR         59  0238   UN6GK         59  009    0
QSO: 28430 PH 2012-03-24 1213 YL3DR         59  0239   CN2R          59  1366   0
QSO: 28370 PH 2012-03-24 1219 YL3DR         59  0240   LU8EOT        59  175    0
QSO: 28331 PH 2012-03-24 1221 YL3DR         59  0241   4X6DK         59  339    0
QSO: 28415 PH 2012-03-24 1224 YL3DR         59  0242   LS1D          59  972    0
QSO: 28458 PH 2012-03-24 1225 YL3DR         59  0243   AY5F          59  1098   0
QSO: 28473 PH 2012-03-24 1227 YL3DR         59  0244   LP1H          59  535    0
QSO: 28460 PH 2012-03-24 1230 YL3DR         59  0245   LU4FM         59  077    0
QSO: 28405 PH 2012-03-24 1233 YL3DR         59  0246   LR2F          59  450    0
QSO: 28392 PH 2012-03-24 1235 YL3DR         59  0247   LU5FF         59  113    0
QSO: 28413 PH 2012-03-24 1237 YL3DR         59  0248   PT5T          59  925    0
QSO: 28450 PH 2012-03-24 1240 YL3DR         59  0249   EA7JB         59  171    0
QSO: 21223 PH 2012-03-24 1244 YL3DR         59  0250   KP2TM         59  1492   0
QSO: 21255 PH 2012-03-24 1249 YL3DR         59  0251   GI7AXB        59  189    0
QSO: 21227 PH 2012-03-24 1250 YL3DR         59  0252   EF3A          59  222    0
QSO: 21297 PH 2012-03-24 1253 YL3DR         59  0253   PJ4Z          59  304    0
QSO: 21323 PH 2012-03-24 1254 YL3DR         59  0254   RC6U          59  1139   0
QSO: 21352 PH 2012-03-24 1255 YL3DR         59  0255   II5PT         59  464    0
QSO: 21362 PH 2012-03-24 1258 YL3DR         59  0256   OH8X          59  1267   0
QSO: 21381 PH 2012-03-24 1300 YL3DR         59  0257   OE3K          59  1579   0
QSO: 21412 PH 2012-03-24 1301 YL3DR         59  0258   RL3A          59  2121   0
QSO: 21431 PH 2012-03-24 1302 YL3DR         59  0259   UA5A          59  1017   0
QSO: 21414 PH 2012-03-24 1303 YL3DR         59  0260   UT0U          59  805    0
QSO: 21271 PH 2012-03-24 1306 YL3DR         59  0261   ED3X          59  1023   0
QSO: 21250 PH 2012-03-24 1316 YL3DR         59  0262   EE7L/1        59  384    0
QSO: 21193 PH 2012-03-24 1321 YL3DR         59  0263   R9RA          59  321    0
QSO: 21204 PH 2012-03-24 1322 YL3DR         59  0264   KI1G          59  1009   0
QSO: 21201 PH 2012-03-24 1326 YL3DR         59  0265   WW2DX         59  1334   0
QSO: 21218 PH 2012-03-24 1327 YL3DR         59  0266   K3ZO          59  658    0
QSO: 21390 PH 2012-03-24 1329 YL3DR         59  0267   WR3Z          59  1087   0
QSO: 21392 PH 2012-03-24 1333 YL3DR         59  0268   WP2Z          59  1607   0
QSO: 21364 PH 2012-03-24 1334 YL3DR         59  0269   KM1W          59  409    0
QSO: 21333 PH 2012-03-24 1336 YL3DR         59  0270   ED9Z          59  516    0
QSO: 21303 PH 2012-03-24 1342 YL3DR         59  0271   K1LZ          59  961    0
QSO: 21255 PH 2012-03-24 1342 YL3DR         59  0272   DF4A          59  1128   0
QSO: 21252 PH 2012-03-24 1345 YL3DR         59  0273   EA1FDI        59  622    0
QSO: 14333 PH 2012-03-24 1347 YL3DR         59  0274   UP2L          59  1916   0
QSO: 14310 PH 2012-03-24 1348 YL3DR         59  0275   UZ2M          59  1468   0
QSO: 14263 PH 2012-03-24 1348 YL3DR         59  0276   DR1A          59  926    0
QSO: 14244 PH 2012-03-24 1350 YL3DR         59  0277   DR5N          59  490    0
QSO: 14227 PH 2012-03-24 1351 YL3DR         59  0278   DQ8N          59  684    0
QSO: 14234 PH 2012-03-24 1352 YL3DR         59  0279   DK5TX         59  087    0
QSO: 14180 PH 2012-03-24 1354 YL3DR         59  0280   LX75RL        59  142    0
QSO: 14163 PH 2012-03-24 1356 YL3DR         59  0281   RK9DM         59  430    0
QSO: 14127 PH 2012-03-24 1358 YL3DR         59  0282   ZL3IO         59  808    0
QSO: 14170 PH 2012-03-24 1359 YL3DR         59  0283   UP5P          59  498    0
QSO: 21353 PH 2012-03-24 1402 YL3DR         59  0284   EK3GM         59  282    0
QSO: 21397 PH 2012-03-24 1403 YL3DR         59  0285   ED3B          59  514    0
QSO: 21422 PH 2012-03-24 1406 YL3DR         59  0286   DF9ZP         59  764    0
QSO: 21434 PH 2012-03-24 1407 YL3DR         59  0287   OM7M          59  1410   0
QSO: 21209 PH 2012-03-24 1411 YL3DR         59  0288   IO9A          59  864    0
QSO: 21176 PH 2012-03-24 1412 YL3DR         59  0289   VY2ZM         59  1575   0
QSO: 21161 PH 2012-03-24 1413 YL3DR         59  0290   P3J           59  497    0
QSO: 21147 PH 2012-03-24 1415 YL3DR         59  0291   VY2/K5WA      59  1118   0
QSO: 21138 PH 2012-03-24 1416 YL3DR         59  0292   VE3EJ         59  1294   0
QSO: 21268 PH 2012-03-24 1420 YL3DR         59  0293   LY7A          59  432    0
QSO: 21301 PH 2012-03-24 1422 YL3DR         59  0294   E7DX          59  1250   0
QSO: 14152 PH 2012-03-24 1425 YL3DR         59  0295   IZ0PAU        59  113    0
QSO: 14184 PH 2012-03-24 1427 YL3DR         59  0296   ED3B          59  543    0
QSO: 14196 PH 2012-03-24 1428 YL3DR         59  0297   BA7IO         59  906    0
QSO: 14145 PH 2012-03-24 1429 YL3DR         59  0298   HB8CSA        59  895    0
QSO: 14159 PH 2012-03-24 1430 YL3DR         59  0299   LZ0M          59  363    0
QSO: 14210 PH 2012-03-24 1431 YL3DR         59  0300   PI4DX         59  165    0
QSO: 14226 PH 2012-03-24 1434 YL3DR         59  0301   EA3GTJ        59  380    0
QSO: 21323 PH 2012-03-24 1438 YL3DR         59  0302   TM6M          59  1125   0
QSO: 21357 PH 2012-03-24 1440 YL3DR         59  0303   ED4A          59  417    0
QSO: 21386 PH 2012-03-24 1441 YL3DR         59  0304   C4W           59  2225   0
QSO: 21322 PH 2012-03-24 1445 YL3DR         59  0305   IU9T          59  1005   0
QSO: 21248 PH 2012-03-24 1446 YL3DR         59  0306   SV9IOI        59  014    0
