START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.29.0
CONTEST: REF-SSB
LOCATION: 68
CALLSIGN: F1TRE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 207527
OPERATORS: F1TRE
CLUB: CLIPPERTON DX CLUB
NAME: CHELI Philippe
CERTIFICATE: NO
SOAPBOX: Propagation meilleure le samedi avec FM, FG, FR, 6V, CN dans le log !
SOAPBOX: raté FY5KE... utilisation pour la première fois de Live Contest Score
SOAPBOX: mais ne fonctionne pas en automatique où est le bug avec Wintest...
SOAPBOX: mais quelques heures trés agréables à la station, merci à tous.
RIG: FT 847, IC 7400, THP HL1K, GPA 404, Dipole 80/40
QSO:  3668 PH 2020-02-22 2217 F1TRE         59  68     PF1SCT        59  083   
QSO:  3649 PH 2020-02-22 2221 F1TRE         59  68     F4EAW         59  28    
QSO:  3640 PH 2020-02-22 2225 F1TRE         59  68     F4FWG         59  40    
QSO:  3650 PH 2020-02-22 2227 F1TRE         59  68     F4DPW         59  95    
QSO:  3689 PH 2020-02-22 2235 F1TRE         59  68     F4KJP/P       59  08    
QSO:  3674 PH 2020-02-22 2240 F1TRE         59  68     F4HER         59  86    
QSO:  3663 PH 2020-02-22 2246 F1TRE         59  68     F6BYV         59  10    
QSO:  3697 PH 2020-02-22 2251 F1TRE         59  68     F8KCF         59  74    
QSO:  3694 PH 2020-02-22 2254 F1TRE         59  68     F4KKZ         59  12    
QSO:  3683 PH 2020-02-22 2257 F1TRE         59  68     F6KEH         59  34    
QSO:  3707 PH 2020-02-22 2300 F1TRE         59  68     F5AAR         59  49    
QSO:  3712 PH 2020-02-22 2304 F1TRE         59  68     F5RQQ/P       59  15    
QSO:  3649 PH 2020-02-22 2312 F1TRE         59  68     F8BPN         59  19    
QSO:  3750 PH 2020-02-22 2315 F1TRE         59  68     F1UVN         59  62    
QSO:  3763 PH 2020-02-22 2321 F1TRE         59  68     TM0KUC        59  15    
QSO:  3763 PH 2020-02-22 2325 F1TRE         59  68     F2MM          59  17    
QSO:  3763 PH 2020-02-22 2325 F1TRE         59  68     F6IHY         59  31    
QSO:  3763 PH 2020-02-22 2327 F1TRE         59  68     F5ROW         59  50    
QSO:  3763 PH 2020-02-22 2328 F1TRE         59  68     ON5HE         59  142   
QSO:  3763 PH 2020-02-22 2328 F1TRE         59  68     F8GGZ         59  23    
QSO:  3763 PH 2020-02-22 2329 F1TRE         59  68     F4FMG         59  79    
QSO:  3763 PH 2020-02-22 2329 F1TRE         59  68     F5PP          59  59    
QSO:  3763 PH 2020-02-22 2330 F1TRE         59  68     PE1EWR        59  134   
QSO:  3763 PH 2020-02-22 2347 F1TRE         59  68     F4HWF         59  59    
QSO:  3763 PH 2020-02-22 2347 F1TRE         59  68     F4EJO         59  17    
QSO:  3763 PH 2020-02-22 2350 F1TRE         59  68     F1BCT         59  92    
QSO:  3763 PH 2020-02-22 2350 F1TRE         59  68     F5GBS         59  49    
QSO:  3763 PH 2020-02-22 2352 F1TRE         59  68     F6DXL         59  17    
QSO:  3763 PH 2020-02-22 2353 F1TRE         59  68     F5PWK         59  69    
QSO:  3763 PH 2020-02-22 2356 F1TRE         59  68     F5LMG         59  22    
QSO:  3763 PH 2020-02-22 2356 F1TRE         59  68     DK5DQ         59  016   
QSO:  3763 PH 2020-02-22 2357 F1TRE         59  68     ON3AR         59  126   
QSO:  3763 PH 2020-02-22 2357 F1TRE         59  68     F4DLL         59  93    
QSO:  3763 PH 2020-02-23 0000 F1TRE         59  68     F4BND         59  69    
QSO:  3707 PH 2020-02-23 0002 F1TRE         59  68     TK5KP         59  2A    
QSO:  3763 PH 2020-02-23 0007 F1TRE         59  68     F5RJK         59  50    
QSO:  3763 PH 2020-02-23 0008 F1TRE         59  68     F6KUP         59  55    
QSO:  3763 PH 2020-02-23 0009 F1TRE         59  68     F5KCC         59  89    
QSO:  3763 PH 2020-02-23 0011 F1TRE         59  68     SQ5EXM        59  026   
QSO:  3763 PH 2020-02-23 0013 F1TRE         59  68     F4BHK         59  27    
QSO:  3712 PH 2020-02-23 0710 F1TRE         59  68     F5BMI         59  46    
QSO:  3500 PH 2020-02-23 0712 F1TRE         59  68     F6KBF         59  78    
QSO:  3500 PH 2020-02-23 0714 F1TRE         59  68     HB9/3B8BAR    59  128   
QSO:  3500 PH 2020-02-23 0716 F1TRE         59  68     HB9HLM        59  522   
QSO:  3500 PH 2020-02-23 0721 F1TRE         59  68     F6CZQ         59  73    
QSO:  3500 PH 2020-02-23 0725 F1TRE         59  68     F4HQZ         59  29    
QSO:  3500 PH 2020-02-23 0726 F1TRE         59  68     F6KSD         59  25    
QSO:  3500 PH 2020-02-23 0728 F1TRE         59  68     F6KDL         59  68    
QSO:  3731 PH 2020-02-23 0735 F1TRE         59  68     F8KLY         59  69    
QSO:  3723 PH 2020-02-23 0744 F1TRE         59  68     F5BDK         59  77    
QSO:  3694 PH 2020-02-23 0746 F1TRE         59  68     F6KMX         59  94    
QSO:  3654 PH 2020-02-23 0755 F1TRE         59  68     F8KGZ         59  54    
QSO:  3634 PH 2020-02-23 0757 F1TRE         59  68     F6GCT         59  77    
QSO:  3629 PH 2020-02-23 0759 F1TRE         59  68     F5RAV         59  27    
QSO:  3614 PH 2020-02-23 0804 F1TRE         59  68     F6GHG         59  52    
QSO:  3627 PH 2020-02-23 0807 F1TRE         59  68     LX8M          59  396   
QSO:  3646 PH 2020-02-23 0823 F1TRE         59  68     F5LIW         59  21    
QSO:  3671 PH 2020-02-23 0824 F1TRE         59  68     F5NUI         59  42    
QSO:  3618 PH 2020-02-23 0830 F1TRE         59  68     F5UMP         59  59    
QSO:  3686 PH 2020-02-23 0835 F1TRE         59  68     TM5M          59  71    
QSO:  3668 PH 2020-02-23 0837 F1TRE         59  68     F6GDO         59  73    
QSO:  3769 PH 2020-02-23 0847 F1TRE         59  68     F6BPZ         59  74    
QSO:  3727 PH 2020-02-23 0854 F1TRE         59  68     F5PTI         59  16    
QSO:  3730 PH 2020-02-23 0856 F1TRE         59  68     F6JON         59  19    
QSO:  3783 PH 2020-02-23 0900 F1TRE         59  68     TM1D          59  83    
QSO:  7097 PH 2020-02-23 0906 F1TRE         59  68     F6FET         59  53    
QSO:  7128 PH 2020-02-23 0911 F1TRE         59  68     F6KBR         59  66    
QSO:  7000 PH 2020-02-23 0918 F1TRE         59  68     TK5KP         59  2A    
QSO:  7000 PH 2020-02-23 0920 F1TRE         59  68     F4IAZ         59  40    
QSO:  7000 PH 2020-02-23 0921 F1TRE         59  68     TM5G          59  44    
QSO:  7000 PH 2020-02-23 0922 F1TRE         59  68     F5KKE         59  79    
QSO:  7000 PH 2020-02-23 0935 F1TRE         59  68     F6APE         59  49    
QSO:  7000 PH 2020-02-23 0937 F1TRE         59  68     F6GPT         59  33    
QSO:  7168 PH 2020-02-23 0946 F1TRE         59  68     F8AYR/P       59  32    
QSO:  7168 PH 2020-02-23 0947 F1TRE         59  68     F4HMI         59  17    
QSO:  7168 PH 2020-02-23 0948 F1TRE         59  68     F4GGT         59  44    
QSO:  7168 PH 2020-02-23 0949 F1TRE         59  68     F5RFS         59  85    
QSO:  7168 PH 2020-02-23 0950 F1TRE         59  68     F8NHC         59  50    
QSO:  7168 PH 2020-02-23 0951 F1TRE         59  68     F4HCZ         59  68    
QSO:  7168 PH 2020-02-23 0951 F1TRE         59  68     EB3DYS        59  023   
QSO:  7168 PH 2020-02-23 0952 F1TRE         59  68     F5AJE         59  16    
QSO:  7168 PH 2020-02-23 0953 F1TRE         59  68     F6KGI/P       59  11    
QSO:  7168 PH 2020-02-23 0953 F1TRE         59  68     F5NWL         59  50    
QSO:  7168 PH 2020-02-23 0954 F1TRE         59  68     F4IAX         59  31    
QSO:  7168 PH 2020-02-23 0955 F1TRE         59  68     F4EMI         59  85    
QSO:  7168 PH 2020-02-23 0956 F1TRE         59  68     DL2SWR        59  029   
QSO:  7168 PH 2020-02-23 0957 F1TRE         59  68     PA2VS         59  091   
QSO:  7168 PH 2020-02-23 0957 F1TRE         59  68     F6BQG         59  35    
QSO:  7168 PH 2020-02-23 0958 F1TRE         59  68     F1EEK/P       59  29    
QSO:  7168 PH 2020-02-23 0958 F1TRE         59  68     F5JU          59  35    
QSO:  7168 PH 2020-02-23 0958 F1TRE         59  68     F6KUF         59  85    
QSO:  7168 PH 2020-02-23 0959 F1TRE         59  68     SP6YG         59  266   
QSO:  7168 PH 2020-02-23 0959 F1TRE         59  68     F4EGH         59  17    
QSO:  7168 PH 2020-02-23 1000 F1TRE         59  68     F5BQV         59  56    
QSO:  7168 PH 2020-02-23 1004 F1TRE         59  68     F8DCZ         59  56    
QSO:  7168 PH 2020-02-23 1005 F1TRE         59  68     F5HQK         59  68    
QSO:  7168 PH 2020-02-23 1007 F1TRE         59  68     F4IMO         59  82    
QSO:  7168 PH 2020-02-23 1008 F1TRE         59  68     F1RXP         59  34    
QSO:  7168 PH 2020-02-23 1009 F1TRE         59  68     F1RGC         59  22    
QSO:  7168 PH 2020-02-23 1011 F1TRE         59  68     F6DTZ         59  65    
QSO:  7168 PH 2020-02-23 1012 F1TRE         59  68     F5LMG         59  22    
QSO:  7168 PH 2020-02-23 1013 F1TRE         59  68     F5BMI         59  46    
QSO:  7168 PH 2020-02-23 1014 F1TRE         59  68     F5AAR         59  49    
QSO:  7168 PH 2020-02-23 1014 F1TRE         59  68     F5KLJ         59  17    
QSO:  7168 PH 2020-02-23 1016 F1TRE         59  68     M6EAM         59  042   
QSO:  7168 PH 2020-02-23 1016 F1TRE         59  68     F3PZ          59  56    
QSO:  7168 PH 2020-02-23 1017 F1TRE         59  68     F6KNL         59  33    
QSO:  7168 PH 2020-02-23 1017 F1TRE         59  68     F5JJE         59  17    
QSO:  7168 PH 2020-02-23 1018 F1TRE         59  68     F6DYX         59  49    
QSO:  7168 PH 2020-02-23 1019 F1TRE         59  68     F4EZC         59  44    
QSO:  7168 PH 2020-02-23 1020 F1TRE         59  68     F4GKE         59  56    
QSO:  7168 PH 2020-02-23 1022 F1TRE         59  68     F1IWH         59  33    
QSO:  7168 PH 2020-02-23 1022 F1TRE         59  68     F8DVC         59  47    
QSO:  7168 PH 2020-02-23 1023 F1TRE         59  68     F6KUQ         59  33    
QSO:  7168 PH 2020-02-23 1023 F1TRE         59  68     F6GGO         59  35    
QSO:  7168 PH 2020-02-23 1024 F1TRE         59  68     F8FZC         59  17    
QSO:  7168 PH 2020-02-23 1026 F1TRE         59  68     F6HRP         59  22    
QSO:  7168 PH 2020-02-23 1027 F1TRE         59  68     F9OE          59  29    
QSO:  7168 PH 2020-02-23 1027 F1TRE         59  68     F1GRH         59  11    
QSO:  7168 PH 2020-02-23 1028 F1TRE         59  68     F6KPQ         59  56    
QSO:  7168 PH 2020-02-23 1028 F1TRE         59  68     F4HVI         59  35    
QSO:  7168 PH 2020-02-23 1029 F1TRE         59  68     F6BCC         59  17    
QSO:  7168 PH 2020-02-23 1029 F1TRE         59  68     F8CPA         59  56    
QSO:  7168 PH 2020-02-23 1030 F1TRE         59  68     F5OMU         59  33    
QSO:  7168 PH 2020-02-23 1030 F1TRE         59  68     F4KKY         59  17    
QSO:  7168 PH 2020-02-23 1032 F1TRE         59  68     F1CBC         59  76    
QSO:  7168 PH 2020-02-23 1033 F1TRE         59  68     F5CYM         59  35    
QSO:  7168 PH 2020-02-23 1033 F1TRE         59  68     F5AUB         59  81    
QSO:  7168 PH 2020-02-23 1034 F1TRE         59  68     F5KKE         59  79    
QSO:  7168 PH 2020-02-23 1035 F1TRE         59  68     F4IEX         59  33    
QSO:  7168 PH 2020-02-23 1035 F1TRE         59  68     F5OYC         59  31    
QSO:  7168 PH 2020-02-23 1036 F1TRE         59  68     F4KJN         59  46    
QSO:  7168 PH 2020-02-23 1037 F1TRE         59  68     F8GQO         59  81    
QSO:  7168 PH 2020-02-23 1037 F1TRE         59  68     F8VNU         59  34    
QSO:  7168 PH 2020-02-23 1038 F1TRE         59  68     F4KLA         59  17    
QSO:  7168 PH 2020-02-23 1039 F1TRE         59  68     F1UMO         59  66    
QSO:  7168 PH 2020-02-23 1039 F1TRE         59  68     F1PNJ         59  33    
QSO:  7168 PH 2020-02-23 1040 F1TRE         59  68     9A7ZZ         59  019   
QSO:  7168 PH 2020-02-23 1043 F1TRE         59  68     F4ADZ         59  61    
QSO:  7168 PH 2020-02-23 1043 F1TRE         59  68     F4AQH         59  72    
QSO:  7168 PH 2020-02-23 1044 F1TRE         59  68     F5RJK         59  50    
QSO:  7168 PH 2020-02-23 1045 F1TRE         59  68     F6BLY         59  66    
QSO:  7168 PH 2020-02-23 1045 F1TRE         59  68     F2GA          59  81    
QSO:  7168 PH 2020-02-23 1045 F1TRE         59  68     F5PNI         59  33    
QSO:  7168 PH 2020-02-23 1046 F1TRE         59  68     F4HPG         59  49    
QSO:  7168 PH 2020-02-23 1047 F1TRE         59  68     F8CGL         59  72    
QSO:  7168 PH 2020-02-23 1047 F1TRE         59  68     F4HLR         59  72    
QSO:  7168 PH 2020-02-23 1047 F1TRE         59  68     G0BBO         59  031   
QSO:  7168 PH 2020-02-23 1048 F1TRE         59  68     F8AYR/P       59  32    
QSO:  7168 PH 2020-02-23 1049 F1TRE         59  68     F6HVX         59  22    
QSO:  7168 PH 2020-02-23 1049 F1TRE         59  68     F4HNP         59  14    
QSO:  7168 PH 2020-02-23 1050 F1TRE         59  68     F4GLJ         59  33    
QSO:  7168 PH 2020-02-23 1051 F1TRE         59  68     F4IBJ         59  79    
QSO:  7168 PH 2020-02-23 1052 F1TRE         59  68     F4HER         59  86    
QSO:  7168 PH 2020-02-23 1052 F1TRE         59  68     F4CQR         59  86    
QSO:  7168 PH 2020-02-23 1053 F1TRE         59  68     F4HRG         59  44    
QSO: 28466 PH 2020-02-23 1059 F1TRE         59  68     F6KDL         59  68    
QSO: 14220 PH 2020-02-23 1344 F1TRE         59  68     UR7R          59  022   
QSO: 14194 PH 2020-02-23 1347 F1TRE         59  68     UT3RN         59  221   
QSO: 14245 PH 2020-02-23 1350 F1TRE         59  68     TA1HZ         59  084   
QSO: 14121 PH 2020-02-23 1355 F1TRE         59  68     LZ9V          59  391   
QSO: 14172 PH 2020-02-23 1402 F1TRE         59  68     F6KDL         59  68    
QSO: 14178 PH 2020-02-23 1412 F1TRE         59  68     N8OO          59  448   
QSO: 14131 PH 2020-02-23 1418 F1TRE         59  68     YP0C          59  867   
QSO: 14136 PH 2020-02-23 1422 F1TRE         59  68     RZ3Z          59  279   
QSO: 14195 PH 2020-02-23 1433 F1TRE         59  68     LZ2JA         59  355   
QSO: 14177 PH 2020-02-23 1440 F1TRE         59  68     IT9OPR        59  064   
QSO: 14164 PH 2020-02-23 1448 F1TRE         59  68     K3ZO          59  063   
QSO:  7165 PH 2020-02-23 1530 F1TRE         59  68     F6KEH         59  34    
QSO:  7114 PH 2020-02-23 1532 F1TRE         59  68     S51CK         59  306   
QSO:  7113 PH 2020-02-23 1533 F1TRE         59  68     TM0DX         59  13    
QSO:  7092 PH 2020-02-23 1536 F1TRE         59  68     F5KEQ         59  44    
QSO:  7118 PH 2020-02-23 1537 F1TRE         59  68     LZ5K          59  311   
QSO:  7121 PH 2020-02-23 1538 F1TRE         59  68     F6GLQ         59  35    
QSO:  7124 PH 2020-02-23 1540 F1TRE         59  68     F1BOH/P       59  32    
QSO:  7138 PH 2020-02-23 1541 F1TRE         59  68     F5KSE         59  31    
QSO:  7141 PH 2020-02-23 1546 F1TRE         59  68     F5SJF         59  72    
QSO:  7140 PH 2020-02-23 1550 F1TRE         59  68     F4IDB         59  83    
QSO:  7127 PH 2020-02-23 1553 F1TRE         59  68     F6IRA         59  40    
QSO:  7152 PH 2020-02-23 1555 F1TRE         59  68     F6KKH         59  11    
QSO:  7157 PH 2020-02-23 1556 F1TRE         59  68     F4HJO         59  76    
QSO:  7187 PH 2020-02-23 1558 F1TRE         59  68     TM13M         59  13    
QSO:  7083 PH 2020-02-23 1602 F1TRE         59  68     F5REF         59  37    
QSO:  7097 PH 2020-02-23 1603 F1TRE         59  68     IZ0VXY        59  039   
QSO:  7090 PH 2020-02-23 1605 F1TRE         59  68     F6GGX         59  32    
QSO:  7090 PH 2020-02-23 1605 F1TRE         59  68     F4EJO         59  17    
QSO:  7100 PH 2020-02-23 1607 F1TRE         59  68     F8KHN         59  76    
QSO:  7093 PH 2020-02-23 1607 F1TRE         59  68     F6CPX         59  24    
QSO:  7170 PH 2020-02-23 1610 F1TRE         59  68     F5LBL         59  30    
QSO:  7185 PH 2020-02-23 1621 F1TRE         59  68     F4KJQ         59  06    
QSO:  7174 PH 2020-02-23 1626 F1TRE         59  68     F5JNX         59  68    
QSO:  7195 PH 2020-02-23 1632 F1TRE         59  68     F4CWN         59  32    
QSO:  7189 PH 2020-02-23 1633 F1TRE         59  68     IK8UND        59  280   
QSO:  7148 PH 2020-02-23 1637 F1TRE         59  68     F5HIJ         59  33    
QSO:  7137 PH 2020-02-23 1640 F1TRE         59  68     F4FWG         59  40    
QSO:  7155 PH 2020-02-23 1720 F1TRE         59  68     CN8SG         59  713   
QSO:  7180 PH 2020-02-23 1721 F1TRE         59  68     F4GTD         59  85    
QSO:  7193 PH 2020-02-23 1726 F1TRE         59  68     YL3GAO        59  074   
QSO:  3778 PH 2020-02-23 1733 F1TRE         59  68     F5KDK/P       59  81    
QSO:  3762 PH 2020-02-23 1735 F1TRE         59  68     F4HYT         59  47    
QSO:  3755 PH 2020-02-23 1736 F1TRE         59  68     F4HEC         59  37    
QSO:  3752 PH 2020-02-23 1739 F1TRE         59  68     F4DXW         59  29    
QSO:  3757 PH 2020-02-23 1743 F1TRE         59  68     F5HRY/P       59  29    
QSO:  3764 PH 2020-02-23 1744 F1TRE         59  68     F6KAT         59  57    
QSO:  3710 PH 2020-02-23 1749 F1TRE         59  68     F6KNB         59  33    
QSO:  3700 PH 2020-02-23 1752 F1TRE         59  68     F6KGL         59  93    
QSO:  3697 PH 2020-02-23 1754 F1TRE         59  68     F8DZU         59  63    
QSO:  3691 PH 2020-02-23 1755 F1TRE         59  68     F8KHO/P       59  51    
QSO:  3680 PH 2020-02-23 1756 F1TRE         59  68     F6KJX         59  41    
END-OF-LOG:
