START-OF-LOG: 2.0
REF-SECTION: 83
CALLSIGN: F5PVX
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE:  201810
CONTEST: REF-SSB
CREATED-BY: WINREF-HF V9.5.21
NAME: MOUTTE MICHEL
OFFTIME: 2020-02-22 1901 2020-02-23 0423
OFFTIME: 2020-02-23 0857 2020-02-23 1110
OFFTIME: 2020-02-23 0500 2020-02-23 0706
OFFTIME: 2020-02-22 1613 2020-02-22 1817
OFFTIME: 2020-02-22 1054 2020-02-22 1252
OFFTIME: 2020-02-22 0805 2020-02-22 0939
OFFTIME: 2020-02-23 1646 2020-02-23 1800
OFFTIME: 2020-02-22 1337 2020-02-22 1443
RIG: JRC JST 245
RIG: JRC JST 245
RIG: GAP VOYAGER 40/80M, FRIZE BO 505  10/15/20M 
RIG: 100
SOAPBOX: seulement sur trois bandes 40, 80,20m  antenne verticale gap voyager
QSO: 7000  PH 2020-02-22 1312 F5PVX         59  83     F4IDB         59  83   
QSO: 7000  PH 2020-02-22 1314 F5PVX         59  83     F4EIK         59  52   
QSO: 7000  PH 2020-02-22 1314 F5PVX         59  83     F6GPT         59  33   
QSO: 7000  PH 2020-02-22 1315 F5PVX         59  83     F4HVO         59  32   
QSO: 7000  PH 2020-02-22 1316 F5PVX         59  83     F6KSD         59  25   
QSO: 7000  PH 2020-02-22 1317 F5PVX         59  83     F1ISM         59  60   
QSO: 7000  PH 2020-02-22 1319 F5PVX         59  83     F5AJE         59  16   
QSO: 7000  PH 2020-02-22 1320 F5PVX         59  83     F5GFA         59  47   
QSO: 7000  PH 2020-02-22 1321 F5PVX         59  83     F6GNG         59  76   
QSO: 7000  PH 2020-02-22 1322 F5PVX         59  83     F4AYI         59  72   
QSO: 7000  PH 2020-02-22 1323 F5PVX         59  83     F6DRP         59  85   
QSO: 7000  PH 2020-02-22 1328 F5PVX         59  83     F6KJU         59  59   
QSO: 7000  PH 2020-02-22 1330 F5PVX         59  83     F8BUY         59  77   
QSO: 7000  PH 2020-02-22 1336 F5PVX         59  83     F6KBF         59  78   
QSO: 7000  PH 2020-02-22 1337 F5PVX         59  83     F6KMB         59  59   
QSO: 7000  PH 2020-02-22 1443 F5PVX         59  83     F4GTD         59  85   
QSO: 7000  PH 2020-02-22 1446 F5PVX         59  83     IZ0VXY        59  011  
QSO: 14000 PH 2020-02-22 1448 F5PVX         59  83     CN4M          59  192  
QSO: 14000 PH 2020-02-22 1451 F5PVX         59  83     UT3RN         59  156  
QSO: 7000  PH 2020-02-22 1454 F5PVX         59  83     F5MSE         59  27   
QSO: 7000  PH 2020-02-22 1456 F5PVX         59  83     F4KJP         59  08   
QSO: 7000  PH 2020-02-22 1459 F5PVX         59  83     F5KKD         59  93   
QSO: 7000  PH 2020-02-22 1501 F5PVX         59  83     F8KIS         59  17   
QSO: 7000  PH 2020-02-22 1503 F5PVX         59  83     F4ESV         59  54   
QSO: 3500  PH 2020-02-22 1521 F5PVX         59  83     F1BIJ         59  06   
QSO: 3500  PH 2020-02-22 1523 F5PVX         59  83     F4AWH         59  70   
QSO: 3500  PH 2020-02-22 1525 F5PVX         59  83     HB9/3B8BAR    59  087  
QSO: 7000  PH 2020-02-22 1530 F5PVX         59  83     F4FWG         59  40   
QSO: 7000  PH 2020-02-22 1533 F5PVX         59  83     TM5OTT        59  37   
QSO: 7000  PH 2020-02-22 1538 F5PVX         59  83     TM5TT         59  41   
QSO: 7000  PH 2020-02-22 1540 F5PVX         59  83     F4BHK         59  27   
QSO: 7000  PH 2020-02-22 1605 F5PVX         59  83     F6KAT         59  57   
QSO: 7000  PH 2020-02-22 1606 F5PVX         59  83     F5UMP         59  59   
QSO: 7000  PH 2020-02-22 1608 F5PVX         59  83     IT9FRX        59  186  
QSO: 7000  PH 2020-02-22 1610 F5PVX         59  83     F6KDL         59  68   
QSO: 7000  PH 2020-02-22 1611 F5PVX         59  83     HB9HLM        59  286  
QSO: 7000  PH 2020-02-22 1613 F5PVX         59  83     F4CWN         59  32   
QSO: 7000  PH 2020-02-22 1817 F5PVX         59  83     CN8SG         59  318  
QSO: 3500  PH 2020-02-22 1821 F5PVX         59  83     F8KGZ         59  54   
QSO: 3500  PH 2020-02-22 1823 F5PVX         59  83     F2CT          59  64   
QSO: 3500  PH 2020-02-22 1824 F5PVX         59  83     F1ISM         59  60   
QSO: 3500  PH 2020-02-22 1828 F5PVX         59  83     F4GOP         59  61   
QSO: 3500  PH 2020-02-22 1829 F5PVX         59  83     F4DPW         59  95   
QSO: 3500  PH 2020-02-22 1831 F5PVX         59  83     F1RHS         59  82   
QSO: 3500  PH 2020-02-22 1832 F5PVX         59  83     F4KKZ         59  12   
QSO: 3500  PH 2020-02-22 1834 F5PVX         59  83     F6KDL         59  68   
QSO: 3500  PH 2020-02-22 1835 F5PVX         59  83     F6KMX         59  94   
QSO: 3500  PH 2020-02-22 1837 F5PVX         59  83     TM5TT         59  41   
QSO: 3500  PH 2020-02-22 1838 F5PVX         59  83     F4KJP         59  08   
QSO: 3500  PH 2020-02-22 1839 F5PVX         59  83     F1UVN         59  62   
QSO: 3500  PH 2020-02-22 1840 F5PVX         59  83     F6FWQ         59  86   
QSO: 3500  PH 2020-02-22 1846 F5PVX         59  83     F4KKF         59  13   
QSO: 3500  PH 2020-02-22 1848 F5PVX         59  83     TM2F          59  02   
QSO: 3500  PH 2020-02-22 1850 F5PVX         59  83     F4GTD         59  85   
QSO: 3500  PH 2020-02-22 1857 F5PVX         59  83     F5RQQ/P       59  15   
QSO: 3500  PH 2020-02-22 1858 F5PVX         59  83     F5RAG         59  64   
QSO: 7000  PH 2020-02-22 1901 F5PVX         59  83     FR4QT         59  FR   
QSO: 7000  PH 2020-02-23 0423 F5PVX         59  83     F4KKZ         59  12   
QSO: 3500  PH 2020-02-23 0424 F5PVX         59  83     F4ILK         59  49   
QSO: 3500  PH 2020-02-23 0432 F5PVX         59  83     F6CPX         59  24   
QSO: 3500  PH 2020-02-23 0434 F5PVX         59  83     F4KLS         59  69   
QSO: 3500  PH 2020-02-23 0435 F5PVX         59  83     F4KIY         59  57   
QSO: 3500  PH 2020-02-23 0436 F5PVX         59  83     F1MKG         59  28   
QSO: 3500  PH 2020-02-23 0439 F5PVX         59  83     F6AWU         59  44   
QSO: 3500  PH 2020-02-23 0443 F5PVX         59  83     YP0C          59  643  
QSO: 3500  PH 2020-02-23 0444 F5PVX         59  83     F6FET         59  53   
QSO: 3500  PH 2020-02-23 0447 F5PVX         59  83     F6GCT         59  77   
QSO: 3500  PH 2020-02-23 0448 F5PVX         59  83     F4EIK         59  52   
QSO: 3500  PH 2020-02-23 0449 F5PVX         59  83     TM5M          59  71   
QSO: 3500  PH 2020-02-23 0450 F5PVX         59  83     F8KHC         59  87   
QSO: 3500  PH 2020-02-23 0453 F5PVX         59  83     F6KKN         59  42   
QSO: 3500  PH 2020-02-23 0458 F5PVX         59  83     DL8UV         59  043  
QSO: 3500  PH 2020-02-23 0459 F5PVX         59  83     F4HRD         59  62   
QSO: 3500  PH 2020-02-23 0500 F5PVX         59  83     IK8NSR        59  006  
QSO: 3500  PH 2020-02-23 0706 F5PVX         59  83     TMOKUC        59  15   
QSO: 3500  PH 2020-02-23 0708 F5PVX         59  83     F6KJJ         59  38   
QSO: 3500  PH 2020-02-23 0711 F5PVX         59  83     TK5KP         59  2A   
QSO: 3500  PH 2020-02-23 0712 F5PVX         59  83     F4GGQ         59  29   
QSO: 3500  PH 2020-02-23 0715 F5PVX         59  83     F1FMI         59  04   
QSO: 3500  PH 2020-02-23 0716 F5PVX         59  83     F4HQZ         59  29   
QSO: 3500  PH 2020-02-23 0720 F5PVX         59  83     F6CZQ         59  73   
QSO: 3500  PH 2020-02-23 0721 F5PVX         59  83     F8KLY         59  69   
QSO: 3500  PH 2020-02-23 0724 F5PVX         59  83     F5KSE         59  31   
QSO: 3500  PH 2020-02-23 0726 F5PVX         59  83     F4ENJ         59  72   
QSO: 3500  PH 2020-02-23 0729 F5PVX         59  83     F6BHI         59  19   
QSO: 3500  PH 2020-02-23 0731 F5PVX         59  83     F6APE         59  49   
QSO: 3500  PH 2020-02-23 0732 F5PVX         59  83     F1NZC         59  63   
QSO: 3500  PH 2020-02-23 0734 F5PVX         59  83     F8KHO/P       59  51   
QSO: 3500  PH 2020-02-23 0735 F5PVX         59  83     TM5AD         59  30   
QSO: 3500  PH 2020-02-23 0737 F5PVX         59  83     F6CQU         59  19   
QSO: 3500  PH 2020-02-23 0749 F5PVX         59  83     F4CJY/MM      59  083  
QSO: 3500  PH 2020-02-23 0801 F5PVX         59  83     F6KQL         59  21   
QSO: 3500  PH 2020-02-23 0801 F5PVX         59  83     F6HFI         59  23   
QSO: 3500  PH 2020-02-23 0802 F5PVX         59  83     F4ABC         59  89   
QSO: 3500  PH 2020-02-23 0803 F5PVX         59  83     F2IF          59  82   
QSO: 3500  PH 2020-02-23 0803 F5PVX         59  83     F6GAU         59  04   
QSO: 3500  PH 2020-02-23 0804 F5PVX         59  83     F4IIQ         59  23   
QSO: 3500  PH 2020-02-23 0805 F5PVX         59  83     F6EXV         59  33   
QSO: 3500  PH 2020-02-23 0806 F5PVX         59  83     F4FPF         59  57   
QSO: 3500  PH 2020-02-23 0812 F5PVX         59  83     F1UFW/P       59  32   
QSO: 3500  PH 2020-02-23 0813 F5PVX         59  83     F6BYJ         59  16   
QSO: 3500  PH 2020-02-23 0816 F5PVX         59  83     TM3YZ         59  03   
QSO: 3500  PH 2020-02-23 0817 F5PVX         59  83     F8KIS         59  17   
QSO: 3500  PH 2020-02-23 0818 F5PVX         59  83     TM5IDRE       59  81   
QSO: 3500  PH 2020-02-23 0819 F5PVX         59  83     TM1D          59  83   
QSO: 3500  PH 2020-02-23 0822 F5PVX         59  83     F6KHS/P       59  24   
QSO: 3500  PH 2020-02-23 0826 F5PVX         59  83     F6GHG         59  52   
QSO: 3500  PH 2020-02-23 0826 F5PVX         59  83     F4EQA         59  34   
QSO: 3500  PH 2020-02-23 0830 F5PVX         59  83     F6KUQ         59  33   
QSO: 3500  PH 2020-02-23 0833 F5PVX         59  83     F5JCE         59  73   
QSO: 3500  PH 2020-02-23 0835 F5PVX         59  83     F8GQO         59  81   
QSO: 3500  PH 2020-02-23 0842 F5PVX         59  83     F4FCC         59  83   
QSO: 3500  PH 2020-02-23 0843 F5PVX         59  83     F5IQA         59  01   
QSO: 3500  PH 2020-02-23 0848 F5PVX         59  83     F4FWG         59  40   
QSO: 3500  PH 2020-02-23 0851 F5PVX         59  83     F6JON         59  19   
QSO: 3500  PH 2020-02-23 0855 F5PVX         59  83     F6KSD         59  25   
QSO: 3500  PH 2020-02-23 0857 F5PVX         59  83     F5LIW         59  21   
QSO: 7000  PH 2020-02-23 1110 F5PVX         59  83     TM55M         59  55   
QSO: 7000  PH 2020-02-23 1113 F5PVX         59  83     F6KEH         59  34   
QSO: 7000  PH 2020-02-23 1121 F5PVX         59  83     F6KUP         59  55   
QSO: 7000  PH 2020-02-23 1122 F5PVX         59  83     F4CQR         59  86   
QSO: 7000  PH 2020-02-23 1122 F5PVX         59  83     F4EAW         59  28   
QSO: 7000  PH 2020-02-23 1123 F5PVX         59  83     F6KUF         59  85   
QSO: 7000  PH 2020-02-23 1123 F5PVX         59  83     TM5M          59  71   
QSO: 7000  PH 2020-02-23 1124 F5PVX         59  83     F5KDY         59  28   
QSO: 7000  PH 2020-02-23 1125 F5PVX         59  83     OK2QA         59  174  
QSO: 7000  PH 2020-02-23 1129 F5PVX         59  83     DL5YM         59  423  
QSO: 7000  PH 2020-02-23 1130 F5PVX         59  83     F4HVI         59  35   
QSO: 7000  PH 2020-02-23 1133 F5PVX         59  83     F6GYF         59  63   
QSO: 7000  PH 2020-02-23 1136 F5PVX         59  83     F5IQA         59  01   
QSO: 7000  PH 2020-02-23 1139 F5PVX         59  83     F4GCA         59  55   
QSO: 7000  PH 2020-02-23 1139 F5PVX         59  83     ON3LX         59  237  
QSO: 7000  PH 2020-02-23 1140 F5PVX         59  83     EI2KM         59  435  
QSO: 7000  PH 2020-02-23 1141 F5PVX         59  83     F4IIQ         59  23   
QSO: 7000  PH 2020-02-23 1142 F5PVX         59  83     F4HRG         59  44   
QSO: 7000  PH 2020-02-23 1144 F5PVX         59  83     F6KNL         59  33   
QSO: 7000  PH 2020-02-23 1145 F5PVX         59  83     F4HPG         59  49   
QSO: 7000  PH 2020-02-23 1145 F5PVX         59  83     F6BGG         59  74   
QSO: 7000  PH 2020-02-23 1147 F5PVX         59  83     F4EQK         59  80   
QSO: 7000  PH 2020-02-23 1148 F5PVX         59  83     F8EBY         59  54   
QSO: 7000  PH 2020-02-23 1149 F5PVX         59  83     F6FTB         59  21   
QSO: 7000  PH 2020-02-23 1151 F5PVX         59  83     F5ZV          59  90   
QSO: 7000  PH 2020-02-23 1153 F5PVX         59  83     F5PP          59  59   
QSO: 7000  PH 2020-02-23 1153 F5PVX         59  83     F6FET         59  53   
QSO: 7000  PH 2020-02-23 1155 F5PVX         59  83     LA9TY         59  162  
QSO: 7000  PH 2020-02-23 1156 F5PVX         59  83     F8ATE         59  19   
QSO: 7000  PH 2020-02-23 1157 F5PVX         59  83     PE1EWR        59  165  
QSO: 7000  PH 2020-02-23 1158 F5PVX         59  83     DL9MDI        59  014  
QSO: 7000  PH 2020-02-23 1200 F5PVX         59  83     F4FYO         59  10   
QSO: 7000  PH 2020-02-23 1201 F5PVX         59  83     F5MFI         59  45   
QSO: 7000  PH 2020-02-23 1202 F5PVX         59  83     F4HZQ         59  89   
QSO: 7000  PH 2020-02-23 1203 F5PVX         59  83     DL8UV         59  049  
QSO: 14000 PH 2020-02-23 1205 F5PVX         59  83     TA4CS         59  097  
QSO: 14000 PH 2020-02-23 1208 F5PVX         59  83     CN2JF         59  633  
QSO: 14000 PH 2020-02-23 1215 F5PVX         59  83     LZ2JA         59  311  
QSO: 14000 PH 2020-02-23 1217 F5PVX         59  83     CN8SG         59  576  
QSO: 14000 PH 2020-02-23 1220 F5PVX         59  83     YP3A          59  504  
QSO: 14000 PH 2020-02-23 1222 F5PVX         59  83     YP0C          59  128  
QSO: 14000 PH 2020-02-23 1226 F5PVX         59  83     RA1ZZ/3       59  175  
QSO: 7000  PH 2020-02-23 1313 F5PVX         59  83     F4GDO         59  72   
QSO: 7000  PH 2020-02-23 1315 F5PVX         59  83     F1MKG         59  28   
QSO: 7000  PH 2020-02-23 1319 F5PVX         59  83     F8KHN         59  76   
QSO: 7000  PH 2020-02-23 1320 F5PVX         59  83     F6GLQ         59  35   
QSO: 7000  PH 2020-02-23 1322 F5PVX         59  83     F4EPM/P       59  70   
QSO: 7000  PH 2020-02-23 1323 F5PVX         59  83     F5KOB         59  10   
QSO: 7000  PH 2020-02-23 1326 F5PVX         59  83     IU3FBL        59  209  
QSO: 7000  PH 2020-02-23 1329 F5PVX         59  83     DL1PAN        59  116  
QSO: 7000  PH 2020-02-23 1336 F5PVX         59  83     F4EEJ/P       59  16   
QSO: 7000  PH 2020-02-23 1338 F5PVX         59  83     F6KQV         59  67   
QSO: 7000  PH 2020-02-23 1340 F5PVX         59  83     TM2F          59  02   
QSO: 7000  PH 2020-02-23 1341 F5PVX         59  83     F6BXD         59  59   
QSO: 7000  PH 2020-02-23 1343 F5PVX         59  83     F1DJE         59  33   
QSO: 7000  PH 2020-02-23 1344 F5PVX         59  83     F4ERS         59  37   
QSO: 7000  PH 2020-02-23 1345 F5PVX         59  83     F6KVD         59  55   
QSO: 7000  PH 2020-02-23 1347 F5PVX         59  83     F4HUA         59  33   
QSO: 7000  PH 2020-02-23 1349 F5PVX         59  83     LX1FP         59  032  
QSO: 7000  PH 2020-02-23 1350 F5PVX         59  83     IK3FHP        59  002  
QSO: 7000  PH 2020-02-23 1351 F5PVX         59  83     F5LPM/P       59  10   
QSO: 7000  PH 2020-02-23 1352 F5PVX         59  83     F6KSO         59  49   
QSO: 14000 PH 2020-02-23 1359 F5PVX         59  83     TM13M         59  13   
QSO: 14000 PH 2020-02-23 1401 F5PVX         59  83     YL3CW         59  547  
QSO: 14000 PH 2020-02-23 1409 F5PVX         59  83     FR5CB         59  FR   
QSO: 14000 PH 2020-02-23 1421 F5PVX         59  83     EA8TH         59  193  
QSO: 14000 PH 2020-02-23 1452 F5PVX         59  83     EA8NF         59  077  
QSO: 14000 PH 2020-02-23 1455 F5PVX         59  83     OG6N          59  274  
QSO: 14000 PH 2020-02-23 1506 F5PVX         59  83     VE9CB         59  174  
QSO: 14000 PH 2020-02-23 1515 F5PVX         59  83     FR4QT         59  FR   
QSO: 14000 PH 2020-02-23 1517 F5PVX         59  83     SV2AEL        59  194  
QSO: 14000 PH 2020-02-23 1519 F5PVX         59  83     LY5A          59  021  
QSO: 14000 PH 2020-02-23 1524 F5PVX         59  83     YL2LW         59  063  
QSO: 14000 PH 2020-02-23 1530 F5PVX         59  83     YO4BEX        59  153  
QSO: 7000  PH 2020-02-23 1606 F5PVX         59  83     F6KJX         59  41   
QSO: 7000  PH 2020-02-23 1610 F5PVX         59  83     F8DSN         59  88   
QSO: 7000  PH 2020-02-23 1611 F5PVX         59  83     F4GOB         59  78   
QSO: 7000  PH 2020-02-23 1612 F5PVX         59  83     F5PNI         59  33   
QSO: 7000  PH 2020-02-23 1613 F5PVX         59  83     F4IFF         59  37   
QSO: 7000  PH 2020-02-23 1617 F5PVX         59  83     SP7O          59  153  
QSO: 7000  PH 2020-02-23 1620 F5PVX         59  83     F5PTI         59  16   
QSO: 7000  PH 2020-02-23 1622 F5PVX         59  83     F4FPF         59  57   
QSO: 7000  PH 2020-02-23 1623 F5PVX         59  83     F4HJO         59  76   
QSO: 7000  PH 2020-02-23 1626 F5PVX         59  83     F4GOT         59  78   
QSO: 3500  PH 2020-02-23 1628 F5PVX         59  83     F8DFP         59  63   
QSO: 3500  PH 2020-02-23 1630 F5PVX         59  83     F4HYT         59  47   
QSO: 3500  PH 2020-02-23 1632 F5PVX         59  83     F6CLQ         59  89   
QSO: 3500  PH 2020-02-23 1633 F5PVX         59  83     F4GKP         59  87   
QSO: 3500  PH 2020-02-23 1637 F5PVX         59  83     F4BHW         59  18   
QSO: 3500  PH 2020-02-23 1638 F5PVX         59  83     F6KBR         59  66   
QSO: 3500  PH 2020-02-23 1640 F5PVX         59  83     F1CZI         59  68   
QSO: 3500  PH 2020-02-23 1641 F5PVX         59  83     F4MSY         59  78   
QSO: 3500  PH 2020-02-23 1646 F5PVX         59  83     F6KTW         59  87   
END-OF-LOG:
