START-OF-LOG: 3.0
CALLSIGN: KB8ZGL
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 248430
NAME: Mike Wolthuis
LOCATION: MI
OPERATORS: KB8ZGL, KD8GGA
CLUB: Michigan State University ARC
CERTIFICATE: YES
CREATED-BY: N3FJP's CQ WW DX Contest Log 5.5
SOAPBOX: First return to CQWW not since 2012, had a great year!
QSO: 21000 PH 2017-10-29 1527 KB8ZGL        59  04     TK9R          59  15     0
QSO: 21000 PH 2017-10-29 1528 KB8ZGL        59  04     TM4Q          59  14     0
QSO: 21000 PH 2017-10-29 1528 KB8ZGL        59  04     TM6M          59  14     0
QSO: 21000 PH 2017-10-29 1529 KB8ZGL        59  04     IO1C          59  15     0
QSO: 21000 PH 2017-10-29 1532 KB8ZGL        59  04     EA5/LN2G      59  14     0
QSO: 21000 PH 2017-10-29 1534 KB8ZGL        59  04     PI4CC         59  14     0
QSO: 21000 PH 2017-10-29 1535 KB8ZGL        59  04     IT9XTP        59  15     0
QSO: 21000 PH 2017-10-29 1542 KB8ZGL        59  04     8P5A          59  08     0
QSO: 21000 PH 2017-10-29 1546 KB8ZGL        59  04     J68GD         59  08     0
QSO: 21000 PH 2017-10-29 1551 KB8ZGL        59  04     FR4QT         59  39     0
QSO: 21000 PH 2017-10-29 1552 KB8ZGL        59  04     IO7T          59  15     0
QSO: 21000 PH 2017-10-29 1553 KB8ZGL        59  04     EA5IGO        59  14     0
QSO: 21000 PH 2017-10-29 1553 KB8ZGL        59  04     EA7RU         59  14     0
QSO: 21000 PH 2017-10-29 1555 KB8ZGL        59  04     F4GGQ         59  14     0
QSO: 21000 PH 2017-10-29 1556 KB8ZGL        59  04     EC5AN         59  14     0
QSO: 21000 PH 2017-10-29 1557 KB8ZGL        59  04     DL5KUT        59  14     0
QSO: 21000 PH 2017-10-29 1557 KB8ZGL        59  04     EF5T          59  14     0
QSO: 21000 PH 2017-10-29 1559 KB8ZGL        59  04     PJ2DD         59  09     0
QSO: 21000 PH 2017-10-29 1559 KB8ZGL        59  04     PJ4K          59  09     0
QSO: 21000 PH 2017-10-29 1601 KB8ZGL        59  04     9H6A          59  15     0
QSO: 21000 PH 2017-10-29 1603 KB8ZGL        59  04     M0NKR         59  14     0
QSO: 21000 PH 2017-10-29 1604 KB8ZGL        59  04     OP2A          59  14     0
QSO: 21000 PH 2017-10-29 1605 KB8ZGL        59  04     EC2DX         59  14     0
QSO: 21000 PH 2017-10-29 1606 KB8ZGL        59  04     CU4DX         59  14     0
QSO: 21000 PH 2017-10-29 1606 KB8ZGL        59  04     MU0GSY        59  14     0
QSO: 21000 PH 2017-10-29 1607 KB8ZGL        59  04     ED7B          59  14     0
QSO: 21000 PH 2017-10-29 1608 KB8ZGL        59  04     EF7T          59  14     0
QSO:  7000 PH 2017-10-29 2115 KB8ZGL        59  04     SN3A          59  15     0
QSO:  7000 PH 2017-10-29 2117 KB8ZGL        59  04     US1I          59  16     0
QSO:  7000 PH 2017-10-29 2119 KB8ZGL        59  04     EI9E          59  14     0
QSO:  7000 PH 2017-10-29 2122 KB8ZGL        59  04     VE3EJ         59  04     0
QSO:  7000 PH 2017-10-29 2128 KB8ZGL        59  04     OK5W          59  15     0
QSO:  7000 PH 2017-10-29 2131 KB8ZGL        59  04     VA2CZ         59  05     0
QSO:  7000 PH 2017-10-29 2135 KB8ZGL        59  04     CN2AA         59  33     0
QSO: 14000 PH 2017-10-29 2141 KB8ZGL        59  04     JI2ZEY        59  25     0
QSO: 14000 PH 2017-10-29 2145 KB8ZGL        59  04     VO2RAC        59  02     0
QSO: 14000 PH 2017-10-29 2146 KB8ZGL        59  04     PY9GC         59  11     0
QSO: 14000 PH 2017-10-29 2147 KB8ZGL        59  04     KH6LC         59  31     0
QSO: 14000 PH 2017-10-29 2148 KB8ZGL        59  04     PJ4G          59  09     0
QSO: 14000 PH 2017-10-29 2150 KB8ZGL        59  04     NP4ET         59  08     0
QSO: 14000 PH 2017-10-29 2151 KB8ZGL        59  04     XE1B          59  06     0
QSO: 14000 PH 2017-10-29 2152 KB8ZGL        59  04     VE7WO         59  03     0
QSO: 14000 PH 2017-10-29 2153 KB8ZGL        59  04     VE4JBB        59  04     0
QSO: 14000 PH 2017-10-29 2154 KB8ZGL        59  04     HI3K          59  08     0
QSO: 14000 PH 2017-10-29 2155 KB8ZGL        59  04     VE9HF         59  05     0
QSO: 14000 PH 2017-10-29 2155 KB8ZGL        59  04     J42T          59  20     0
QSO: 14000 PH 2017-10-29 2157 KB8ZGL        59  04     CC6R          59  03     0
QSO: 14000 PH 2017-10-29 2159 KB8ZGL        59  04     WZ8T/7        59  04     0
QSO: 14000 PH 2017-10-29 2159 KB8ZGL        59  04     VE6WQ         59  04     0
QSO: 14000 PH 2017-10-29 2203 KB8ZGL        59  04     8P1W          59  08     0
QSO: 14000 PH 2017-10-29 2204 KB8ZGL        59  04     VX7150        59  03     0
QSO: 14000 PH 2017-10-29 2205 KB8ZGL        59  04     JA7ZFN        59  25     0
QSO: 14000 PH 2017-10-29 2206 KB8ZGL        59  04     JE6RPM        59  25     0
QSO: 14000 PH 2017-10-29 2207 KB8ZGL        59  04     VE2GSO        59  05     0
QSO: 14000 PH 2017-10-29 2209 KB8ZGL        59  04     ZX5J          59  11     0
QSO: 14000 PH 2017-10-29 2210 KB8ZGL        59  04     YV6BXN        59  09     0
QSO: 14000 PH 2017-10-29 2211 KB8ZGL        59  04     HK4W          59  09     0
QSO: 14000 PH 2017-10-29 2212 KB8ZGL        59  04     PP1CZ         59  11     0
QSO: 14000 PH 2017-10-29 2212 KB8ZGL        59  04     PR1T          59  11     0
QSO: 14000 PH 2017-10-29 2212 KB8ZGL        59  04     PY1GQ         59  11     0
QSO: 14000 PH 2017-10-29 2213 KB8ZGL        59  04     EF8R          59  33     0
QSO: 14000 PH 2017-10-29 2226 KB8ZGL        59  04     LU8VLE        59  13     0
QSO: 14000 PH 2017-10-29 2230 KB8ZGL        59  04     ZY2A          59  11     0
QSO: 14000 PH 2017-10-29 2238 KB8ZGL        59  04     BA4DL         59  24     0
QSO: 14000 PH 2017-10-29 2243 KB8ZGL        59  04     B4T           59  24     0
QSO: 14000 PH 2017-10-29 2249 KB8ZGL        59  04     WP4OFO        59  08     0
QSO: 21000 PH 2017-10-29 2252 KB8ZGL        59  04     A31MM         59  32     0
QSO: 21000 PH 2017-10-29 2254 KB8ZGL        59  04     VK4NM         59  30     0
QSO: 21000 PH 2017-10-29 2255 KB8ZGL        59  04     KL7RA         59  01     0
QSO: 21000 PH 2017-10-29 2255 KB8ZGL        59  04     VA7BEC        59  03     0
QSO: 21000 PH 2017-10-29 2258 KB8ZGL        59  04     WH7W          59  31     0
QSO: 21000 PH 2017-10-29 2300 KB8ZGL        59  04     VE7RAC        59  03     0
QSO:  7000 PH 2017-10-29 2305 KB8ZGL        59  04     EF8R          59  33     0
QSO:  7000 PH 2017-10-29 2317 KB8ZGL        59  04     IR6T          59  15     0
QSO: 14000 PH 2017-10-29 2320 KB8ZGL        59  04     LU7DH         59  13     0
QSO: 14000 PH 2017-10-29 2322 KB8ZGL        59  04     TI8II         59  07     0
QSO: 14000 PH 2017-10-29 2323 KB8ZGL        59  04     LU5FF         59  13     0
QSO: 14000 PH 2017-10-29 2324 KB8ZGL        59  04     TI7/W5AP      59  07     0
QSO: 14000 PH 2017-10-29 2326 KB8ZGL        59  04     AL1G          59  01     0
QSO: 14000 PH 2017-10-29 2327 KB8ZGL        59  04     HP1XT         59  07     0
QSO: 14000 PH 2017-10-29 2338 KB8ZGL        59  04     YE1K          59  28     0
QSO: 14000 PH 2017-10-29 2339 KB8ZGL        59  04     KC4AAA        59  39     0
QSO: 14000 PH 2017-10-29 2341 KB8ZGL        59  04     RT0C          59  19     0
QSO: 14000 PH 2017-10-29 2351 KB8ZGL        59  04     CF7FC         59  03     0
END-OF-LOG:
