START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.24.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: DC4A
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 103500
OPERATORS: DL4NAC
NAME: Martin Riederer
CERTIFICATE: NO
SOAPBOX:
QSO: 21333 PH 2017-10-29 1242 DC4A          59  14     PJ2T          59  09     0
QSO: 21336 PH 2017-10-29 1242 DC4A          59  14     EE5T          59  14     0
QSO: 21339 PH 2017-10-29 1244 DC4A          59  14     VE3LC         59  04     0
QSO: 21339 PH 2017-10-29 1244 DC4A          59  14     TF2MSN        59  40     0
QSO: 21339 PH 2017-10-29 1246 DC4A          59  14     YC3ARY        59  28     0
QSO: 21339 PH 2017-10-29 1247 DC4A          59  14     AA1ON         59  05     0
QSO: 21339 PH 2017-10-29 1248 DC4A          59  14     RX1AM         59  16     0
QSO: 21205 PH 2017-10-29 1248 DC4A          59  14     KC1XX         59  05     0
QSO: 21339 PH 2017-10-29 1249 DC4A          59  14     YC1GI         59  28     0
QSO: 21339 PH 2017-10-29 1249 DC4A          59  14     VO1BQ         59  05     0
QSO: 21401 PH 2017-10-29 1253 DC4A          59  14     VK9CZ         59  29     0
QSO: 21339 PH 2017-10-29 1254 DC4A          59  14     EF8R          59  33     0
QSO: 21158 PH 2017-10-29 1255 DC4A          59  14     CN2R          59  33     0
QSO: 21164 PH 2017-10-29 1256 DC4A          59  14     P40T          59  09     0
QSO: 21339 PH 2017-10-29 1256 DC4A          59  14     R4HBM         59  16     0
QSO: 21168 PH 2017-10-29 1257 DC4A          59  14     A44A          59  21     0
QSO: 21152 PH 2017-10-29 1257 DC4A          59  14     A61FK         59  21     0
QSO: 21154 PH 2017-10-29 1257 DC4A          59  14     LU5FF         59  13     0
QSO: 21181 PH 2017-10-29 1258 DC4A          59  14     A61EK         59  21     0
QSO: 21216 PH 2017-10-29 1301 DC4A          59  14     W3UA          59  05     0
QSO: 21212 PH 2017-10-29 1302 DC4A          59  14     N5DX          59  05     0
QSO: 21445 PH 2017-10-29 1303 DC4A          59  14     ZB2TT         59  14     0
QSO: 21444 PH 2017-10-29 1304 DC4A          59  14     K0EJ          59  04     0
QSO: 21447 PH 2017-10-29 1305 DC4A          59  14     YC3CQC        59  28     0
QSO: 21447 PH 2017-10-29 1305 DC4A          59  14     UA4M          59  16     0
QSO: 21447 PH 2017-10-29 1307 DC4A          59  14     WJ2D          59  05     0
QSO: 21447 PH 2017-10-29 1308 DC4A          59  14     KS1J          59  05     0
QSO: 21447 PH 2017-10-29 1308 DC4A          59  14     K5EK          59  05     0
QSO: 21447 PH 2017-10-29 1308 DC4A          59  14     N1MD          59  05     0
QSO: 21447 PH 2017-10-29 1308 DC4A          59  14     N8II          59  05     0
QSO: 21447 PH 2017-10-29 1308 DC4A          59  14     VE3VN         59  04     0
QSO: 21447 PH 2017-10-29 1308 DC4A          59  14     K3LR          59  05     0
QSO: 21447 PH 2017-10-29 1308 DC4A          59  14     KB3Z          59  05     0
QSO: 21447 PH 2017-10-29 1310 DC4A          59  14     KA1SNP        59  05     0
