START-OF-LOG: 3.0
CALLSIGN: EA6/DK5IR
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 252416
NAME: Jochen Sommer
LOCATION: DX
OPERATORS:  DK5IR
CLUB: German DX Foundation
CERTIFICATE: NO
CREATED-BY: RCKLog V3.27
SOAPBOX: Icom IC-7000,AT 7000 Tuner, Multiband GPA - 6,3m long, 5m high
QSO:  7117 PH 2017-10-28 0643 EA6/DK5IR     59  14     IK2YCW        59  15     0
QSO:  7135 PH 2017-10-28 0644 EA6/DK5IR     59  14     CN2R          59  33     0
QSO:  7162 PH 2017-10-28 0646 EA6/DK5IR     59  14     IB9A          59  15     0
QSO:  7165 PH 2017-10-28 0647 EA6/DK5IR     59  14     N5DX          59  04     0
QSO:  7173 PH 2017-10-28 0648 EA6/DK5IR     59  14     K3LR          59  05     0
QSO:  7153 PH 2017-10-28 0651 EA6/DK5IR     59  14     EF8R          59  33     0
QSO:  3668 PH 2017-10-28 0652 EA6/DK5IR     59  14     EF8R          59  33     0
QSO:  7146 PH 2017-10-28 0653 EA6/DK5IR     59  14     CN3A          59  33     0
QSO:  7054 PH 2017-10-28 0659 EA6/DK5IR     59  14     S53A          59  15     0
QSO:  7062 PH 2017-10-28 0700 EA6/DK5IR     59  14     F1PNJ         59  14     0
QSO:  7128 PH 2017-10-28 0704 EA6/DK5IR     59  14     N1UR          59  05     0
QSO:  7144 PH 2017-10-28 0706 EA6/DK5IR     59  14     ED7R          59  14     0
QSO:  7151 PH 2017-10-28 0707 EA6/DK5IR     59  14     W3LPL         59  05     0
QSO:  7157 PH 2017-10-28 0708 EA6/DK5IR     59  14     4U1ITU        59  14     0
QSO:  7192 PH 2017-10-28 0710 EA6/DK5IR     59  14     F5UFX         59  14     0
QSO:  7106 PH 2017-10-28 0716 EA6/DK5IR     59  14     PA0AA         59  14     0
QSO:  7058 PH 2017-10-28 0719 EA6/DK5IR     59  14     F1AEY         59  14     0
QSO:  7134 PH 2017-10-28 0721 EA6/DK5IR     59  14     GJ2A          59  14     0
QSO:  7147 PH 2017-10-28 0722 EA6/DK5IR     59  14     M6T           59  14     0
QSO:  7197 PH 2017-10-28 0724 EA6/DK5IR     59  14     CR6K          59  14     0
QSO:  7171 PH 2017-10-28 0727 EA6/DK5IR     59  14     KC1XX         59  05     0
QSO:  7163 PH 2017-10-28 0743 EA6/DK5IR     59  14     OT5A          59  14     0
QSO:  7159 PH 2017-10-28 0744 EA6/DK5IR     59  14     OE9MON        59  15     0
QSO:  7096 PH 2017-10-28 0749 EA6/DK5IR     59  14     C37RC         59  14     0
QSO:  7104 PH 2017-10-28 0750 EA6/DK5IR     59  14     EA3QP         59  14     0
QSO:  7121 PH 2017-10-28 0752 EA6/DK5IR     59  14     CR6P          59  14     0
QSO: 21365 PH 2017-10-28 0754 EA6/DK5IR     59  14     OH3Z          59  15     0
QSO: 21387 PH 2017-10-28 0756 EA6/DK5IR     59  14     D4Z           59  35     0
QSO: 21323 PH 2017-10-28 0757 EA6/DK5IR     59  14     LY5T          59  15     0
QSO: 21273 PH 2017-10-28 0759 EA6/DK5IR     59  14     A73A          59  21     0
QSO: 21251 PH 2017-10-28 0800 EA6/DK5IR     59  14     ES9C          59  15     0
QSO: 21154 PH 2017-10-28 0801 EA6/DK5IR     59  14     YO3VU         59  20     0
QSO: 21194 PH 2017-10-28 0806 EA6/DK5IR     59  14     UP2L          59  17     0
QSO: 21228 PH 2017-10-28 0809 EA6/DK5IR     59  14     YP0C          59  20     0
QSO: 21252 PH 2017-10-28 0810 EA6/DK5IR     59  14     OF5Z          59  15     0
QSO: 21343 PH 2017-10-28 0813 EA6/DK5IR     59  14     EU1A          59  16     0
QSO: 21366 PH 2017-10-28 0817 EA6/DK5IR     59  14     ES6RW         59  15     0
QSO: 14235 PH 2017-10-28 0826 EA6/DK5IR     59  14     PI4COM        59  14     0
QSO: 14232 PH 2017-10-28 0826 EA6/DK5IR     59  14     OK1NP         59  15     0
QSO: 14219 PH 2017-10-28 0827 EA6/DK5IR     59  14     CN2R          59  33     0
QSO: 14213 PH 2017-10-28 0827 EA6/DK5IR     59  14     DL7CX         59  14     0
QSO: 14185 PH 2017-10-28 0829 EA6/DK5IR     59  14     EV1R          59  16     0
QSO: 14176 PH 2017-10-28 0830 EA6/DK5IR     59  14     CR3W          59  33     0
QSO: 14171 PH 2017-10-28 0832 EA6/DK5IR     59  14     UV5U          59  16     0
QSO: 14165 PH 2017-10-28 0833 EA6/DK5IR     59  14     S54K          59  15     0
QSO: 14153 PH 2017-10-28 0849 EA6/DK5IR     59  14     LY7Z          59  15     0
QSO: 14159 PH 2017-10-28 0850 EA6/DK5IR     59  14     HG7T          59  15     0
QSO: 14114 PH 2017-10-28 0851 EA6/DK5IR     59  14     OT6M          59  14     0
QSO: 14161 PH 2017-10-28 0853 EA6/DK5IR     59  14     S57DX         59  15     0
QSO: 14168 PH 2017-10-28 0854 EA6/DK5IR     59  14     YT5A          59  15     0
QSO: 14163 PH 2017-10-28 0856 EA6/DK5IR     59  14     OE2LCM        59  15     0
QSO: 14181 PH 2017-10-28 0858 EA6/DK5IR     59  14     RT5K          59  16     0
QSO: 14205 PH 2017-10-28 0900 EA6/DK5IR     59  14     G2F           59  14     0
QSO: 14209 PH 2017-10-28 0904 EA6/DK5IR     59  14     DJ4YE         59  14     0
QSO: 14209 PH 2017-10-28 0906 EA6/DK5IR     59  14     PI4CC         59  14     0
QSO: 14181 PH 2017-10-28 0911 EA6/DK5IR     59  14     EF8R          59  33     0
QSO: 14187 PH 2017-10-28 0912 EA6/DK5IR     59  14     HG3DX         59  15     0
QSO: 14192 PH 2017-10-28 0913 EA6/DK5IR     59  14     EI6JK         59  14     0
QSO: 14195 PH 2017-10-28 0914 EA6/DK5IR     59  14     YT1X          59  15     0
QSO: 14197 PH 2017-10-28 0914 EA6/DK5IR     59  14     OK7W          59  15     0
QSO: 14202 PH 2017-10-28 0916 EA6/DK5IR     59  14     ON1TO         59  14     0
QSO: 14248 PH 2017-10-28 0920 EA6/DK5IR     59  14     CN3A          59  33     0
QSO: 14254 PH 2017-10-28 0921 EA6/DK5IR     59  14     G6XX          59  14     0
QSO: 14265 PH 2017-10-28 0922 EA6/DK5IR     59  14     DM3HZN        59  14     0
QSO: 14269 PH 2017-10-28 0924 EA6/DK5IR     59  14     CT7ABP        59  14     0
QSO: 14269 PH 2017-10-28 0925 EA6/DK5IR     59  14     PA7RA         59  14     0
QSO: 14269 PH 2017-10-28 0925 EA6/DK5IR     59  14     DF0HQ         59  14     0
QSO: 14269 PH 2017-10-28 0926 EA6/DK5IR     59  14     TM6M          59  14     0
QSO: 14269 PH 2017-10-28 0926 EA6/DK5IR     59  14     OL0W          59  15     0
QSO: 14269 PH 2017-10-28 0926 EA6/DK5IR     59  14     SV5DKL        59  20     0
QSO: 14269 PH 2017-10-28 0927 EA6/DK5IR     59  14     DQ1P          59  14     0
QSO: 14269 PH 2017-10-28 0927 EA6/DK5IR     59  14     DM4X          59  14     0
QSO: 14269 PH 2017-10-28 0927 EA6/DK5IR     59  14     DJ1NI         59  14     0
QSO: 14269 PH 2017-10-28 0927 EA6/DK5IR     59  14     M6O           59  14     0
QSO: 14269 PH 2017-10-28 0928 EA6/DK5IR     59  14     DF0SAX        59  14     0
QSO: 14269 PH 2017-10-28 0928 EA6/DK5IR     59  14     S50G          59  15     0
QSO: 14269 PH 2017-10-28 0928 EA6/DK5IR     59  14     9A5KIR        59  15     0
QSO: 14269 PH 2017-10-28 0930 EA6/DK5IR     59  14     UT4U          59  16     0
QSO: 14269 PH 2017-10-28 0930 EA6/DK5IR     59  14     DL0GH         59  14     0
QSO: 14269 PH 2017-10-28 0931 EA6/DK5IR     59  14     PI4AMF        59  14     0
QSO: 14269 PH 2017-10-28 0931 EA6/DK5IR     59  14     DL1AWC        59  14     0
QSO: 14269 PH 2017-10-28 0931 EA6/DK5IR     59  14     DJ5AN         59  14     0
QSO: 14269 PH 2017-10-28 0931 EA6/DK5IR     59  14     9A7A          59  15     0
QSO: 14269 PH 2017-10-28 0932 EA6/DK5IR     59  14     J42T          59  20     0
QSO: 14269 PH 2017-10-28 0933 EA6/DK5IR     59  14     G5O           59  14     0
QSO: 14269 PH 2017-10-28 0933 EA6/DK5IR     59  14     8S0C          59  14     0
QSO: 14269 PH 2017-10-28 0933 EA6/DK5IR     59  14     PA5SKY        59  14     0
QSO: 14269 PH 2017-10-28 0934 EA6/DK5IR     59  14     M0JSX         59  14     0
QSO: 14269 PH 2017-10-28 0935 EA6/DK5IR     59  14     OK7O          59  15     0
QSO: 14269 PH 2017-10-28 0936 EA6/DK5IR     59  14     UA4M          59  16     0
QSO: 14269 PH 2017-10-28 0936 EA6/DK5IR     59  14     E76WO         59  15     0
QSO: 14269 PH 2017-10-28 0936 EA6/DK5IR     59  14     G3B           59  14     0
QSO: 14269 PH 2017-10-28 0936 EA6/DK5IR     59  14     GW4ZAR        59  14     0
QSO: 14269 PH 2017-10-28 0938 EA6/DK5IR     59  14     S54I          59  15     0
QSO: 14269 PH 2017-10-28 0939 EA6/DK5IR     59  14     II9P          59  15     0
QSO: 14269 PH 2017-10-28 0940 EA6/DK5IR     59  14     DL1LOD        59  14     0
QSO: 14269 PH 2017-10-28 0941 EA6/DK5IR     59  14     SP2KPD        59  15     0
QSO: 14269 PH 2017-10-28 0941 EA6/DK5IR     59  14     DL2ARD        59  14     0
QSO: 14269 PH 2017-10-28 0942 EA6/DK5IR     59  14     G0BBO         59  14     0
QSO: 14269 PH 2017-10-28 0942 EA6/DK5IR     59  14     DF9DH         59  14     0
QSO: 14269 PH 2017-10-28 0942 EA6/DK5IR     59  14     G7IXU         59  14     0
QSO: 14269 PH 2017-10-28 0943 EA6/DK5IR     59  14     DK2TX         59  14     0
QSO: 14269 PH 2017-10-28 0944 EA6/DK5IR     59  14     PA3BUD        59  14     0
QSO: 14269 PH 2017-10-28 0945 EA6/DK5IR     59  14     CN2BW         59  33     0
QSO: 14269 PH 2017-10-28 0946 EA6/DK5IR     59  14     DF6QC         59  14     0
QSO: 14269 PH 2017-10-28 0947 EA6/DK5IR     59  14     DJ0MCZ        59  14     0
QSO: 14269 PH 2017-10-28 0949 EA6/DK5IR     59  14     DK8HE         59  14     0
QSO: 14278 PH 2017-10-28 0957 EA6/DK5IR     59  14     SP9W          59  15     0
QSO: 28481 PH 2017-10-28 0958 EA6/DK5IR     59  14     RT5Z          59  16     0
QSO: 28484 PH 2017-10-28 1037 EA6/DK5IR     59  14     R7AB          59  16     0
QSO: 28511 PH 2017-10-28 1038 EA6/DK5IR     59  14     4L0A          59  21     0
QSO: 28435 PH 2017-10-28 1041 EA6/DK5IR     59  14     UA7K          59  16     0
QSO: 28455 PH 2017-10-28 1112 EA6/DK5IR     59  14     HZ1FI         59  21     0
QSO: 28447 PH 2017-10-28 1113 EA6/DK5IR     59  14     OH8WW         59  15     0
QSO: 28451 PH 2017-10-28 1113 EA6/DK5IR     59  14     OH6CT         59  15     0
QSO: 28460 PH 2017-10-28 1114 EA6/DK5IR     59  14     S57AL         59  15     0
QSO: 28466 PH 2017-10-28 1116 EA6/DK5IR     59  14     S58D          59  15     0
QSO: 28469 PH 2017-10-28 1117 EA6/DK5IR     59  14     YT2ZZ         59  15     0
QSO: 28473 PH 2017-10-28 1118 EA6/DK5IR     59  14     OH6ECM        59  15     0
QSO: 28473 PH 2017-10-28 1119 EA6/DK5IR     59  14     IQ3RK         59  15     0
QSO: 28473 PH 2017-10-28 1120 EA6/DK5IR     59  14     RL4A          59  16     0
QSO: 28473 PH 2017-10-28 1121 EA6/DK5IR     59  14     OM7M          59  15     0
QSO: 28473 PH 2017-10-28 1121 EA6/DK5IR     59  14     DL5RDP        59  14     0
QSO: 28473 PH 2017-10-28 1122 EA6/DK5IR     59  14     SQ9HZM        59  15     0
QSO: 28473 PH 2017-10-28 1122 EA6/DK5IR     59  14     S51A          59  15     0
QSO: 28473 PH 2017-10-28 1122 EA6/DK5IR     59  14     EA4KV         59  14     0
QSO: 28473 PH 2017-10-28 1123 EA6/DK5IR     59  14     E71EEE        59  15     0
QSO: 28473 PH 2017-10-28 1123 EA6/DK5IR     59  14     OM4Q          59  15     0
QSO: 28473 PH 2017-10-28 1124 EA6/DK5IR     59  14     LZ9W          59  20     0
QSO: 28473 PH 2017-10-28 1126 EA6/DK5IR     59  14     IO2X          59  15     0
QSO: 28473 PH 2017-10-28 1127 EA6/DK5IR     59  14     IN4FOX        59  15     0
QSO: 28473 PH 2017-10-28 1128 EA6/DK5IR     59  14     DM5TI         59  14     0
QSO: 28473 PH 2017-10-28 1129 EA6/DK5IR     59  14     YT5A          59  15     0
QSO: 28473 PH 2017-10-28 1130 EA6/DK5IR     59  14     II9P          59  15     0
QSO: 28473 PH 2017-10-28 1131 EA6/DK5IR     59  14     DJ5MW         59  14     0
QSO: 28473 PH 2017-10-28 1132 EA6/DK5IR     59  14     RU3DX         59  16     0
QSO: 28473 PH 2017-10-28 1133 EA6/DK5IR     59  14     OK1VAM        59  15     0
QSO: 28473 PH 2017-10-28 1134 EA6/DK5IR     59  14     OF6MW         59  15     0
QSO: 28473 PH 2017-10-28 1134 EA6/DK5IR     59  14     YP7P          59  20     0
QSO: 28473 PH 2017-10-28 1135 EA6/DK5IR     59  14     DA0WRTC       59  14     0
QSO: 28473 PH 2017-10-28 1135 EA6/DK5IR     59  14     OH0V          59  15     0
QSO: 28473 PH 2017-10-28 1136 EA6/DK5IR     59  14     DF9IX         59  14     0
QSO: 28473 PH 2017-10-28 1136 EA6/DK5IR     59  14     YU5R          59  15     0
QSO: 28473 PH 2017-10-28 1139 EA6/DK5IR     59  14     OK2BRX        59  15     0
QSO: 28473 PH 2017-10-28 1140 EA6/DK5IR     59  14     HB9AW         59  14     0
QSO: 28473 PH 2017-10-28 1141 EA6/DK5IR     59  14     YU9MBA        59  15     0
QSO: 28473 PH 2017-10-28 1143 EA6/DK5IR     59  14     OF3BCX        59  15     0
QSO: 28473 PH 2017-10-28 1144 EA6/DK5IR     59  14     OF1Z          59  15     0
QSO: 28473 PH 2017-10-28 1145 EA6/DK5IR     59  14     OE9MON        59  15     0
QSO: 28473 PH 2017-10-28 1151 EA6/DK5IR     59  14     OF5Z          59  15     0
QSO: 28473 PH 2017-10-28 1151 EA6/DK5IR     59  14     LZ8R          59  20     0
QSO: 28473 PH 2017-10-28 1154 EA6/DK5IR     59  14     DL4MP         59  14     0
QSO: 28473 PH 2017-10-28 1155 EA6/DK5IR     59  14     DL5L          59  14     0
QSO: 28473 PH 2017-10-28 1200 EA6/DK5IR     59  14     HB9DUR        59  14     0
QSO: 28473 PH 2017-10-28 1200 EA6/DK5IR     59  14     DL5GAC        59  14     0
QSO: 28473 PH 2017-10-28 1201 EA6/DK5IR     59  14     HB9AOF        59  14     0
QSO: 28473 PH 2017-10-28 1203 EA6/DK5IR     59  14     HB2U          59  14     0
QSO: 28473 PH 2017-10-28 1204 EA6/DK5IR     59  14     RZ5D          59  16     0
QSO: 28473 PH 2017-10-28 1204 EA6/DK5IR     59  14     DL7CX         59  14     0
QSO: 28473 PH 2017-10-28 1205 EA6/DK5IR     59  14     F6IRS         59  14     0
QSO: 28473 PH 2017-10-28 1205 EA6/DK5IR     59  14     R2PT          59  16     0
QSO: 28473 PH 2017-10-28 1206 EA6/DK5IR     59  14     HG3DX         59  15     0
QSO: 28473 PH 2017-10-28 1206 EA6/DK5IR     59  14     OH1MA         59  15     0
QSO: 28473 PH 2017-10-28 1206 EA6/DK5IR     59  14     RK3PWR        59  16     0
QSO: 28473 PH 2017-10-28 1207 EA6/DK5IR     59  14     DL/4X1DX      59  14     0
QSO: 28473 PH 2017-10-28 1207 EA6/DK5IR     59  14     OF2FNR        59  15     0
QSO: 28473 PH 2017-10-28 1208 EA6/DK5IR     59  14     PI4IMF        59  14     0
QSO: 28473 PH 2017-10-28 1209 EA6/DK5IR     59  14     ES9C          59  15     0
QSO: 28473 PH 2017-10-28 1209 EA6/DK5IR     59  14     LX7I          59  14     0
QSO: 28473 PH 2017-10-28 1210 EA6/DK5IR     59  14     DB1VQ         59  14     0
QSO: 28473 PH 2017-10-28 1210 EA6/DK5IR     59  14     DK5QN         59  14     0
QSO: 28473 PH 2017-10-28 1211 EA6/DK5IR     59  14     HB9BS         59  14     0
QSO: 28473 PH 2017-10-28 1211 EA6/DK5IR     59  14     DP7D          59  14     0
QSO: 28473 PH 2017-10-28 1212 EA6/DK5IR     59  14     M6T           59  14     0
QSO: 28473 PH 2017-10-28 1212 EA6/DK5IR     59  14     DL1STG        59  14     0
QSO: 28473 PH 2017-10-28 1212 EA6/DK5IR     59  14     F6FTB         59  14     0
QSO: 28473 PH 2017-10-28 1216 EA6/DK5IR     59  14     F1EBN         59  14     0
QSO: 28473 PH 2017-10-28 1217 EA6/DK5IR     59  14     IR6T          59  15     0
QSO: 28473 PH 2017-10-28 1217 EA6/DK5IR     59  14     DJ8OG         59  14     0
QSO: 28473 PH 2017-10-28 1217 EA6/DK5IR     59  14     UD4F          59  16     0
QSO: 28473 PH 2017-10-28 1218 EA6/DK5IR     59  14     UA3PI         59  16     0
QSO: 28473 PH 2017-10-28 1218 EA6/DK5IR     59  14     S51Z          59  15     0
QSO: 28473 PH 2017-10-28 1219 EA6/DK5IR     59  14     TM3R          59  14     0
QSO: 28473 PH 2017-10-28 1219 EA6/DK5IR     59  14     HG7T          59  15     0
QSO: 28473 PH 2017-10-28 1220 EA6/DK5IR     59  14     G5O           59  14     0
QSO: 28473 PH 2017-10-28 1221 EA6/DK5IR     59  14     F1EFW         59  14     0
QSO: 28473 PH 2017-10-28 1222 EA6/DK5IR     59  14     S50A          59  15     0
QSO: 28473 PH 2017-10-28 1223 EA6/DK5IR     59  14     S57AT         59  15     0
QSO: 28473 PH 2017-10-28 1226 EA6/DK5IR     59  14     PI4CC         59  14     0
QSO: 28473 PH 2017-10-28 1226 EA6/DK5IR     59  14     G4R           59  14     0
QSO: 28473 PH 2017-10-28 1227 EA6/DK5IR     59  14     TM3Z          59  14     0
QSO: 28473 PH 2017-10-28 1227 EA6/DK5IR     59  14     F4HHL         59  14     0
QSO: 28473 PH 2017-10-28 1228 EA6/DK5IR     59  14     DR5N          59  14     0
QSO: 28473 PH 2017-10-28 1229 EA6/DK5IR     59  14     ON4BR         59  14     0
QSO: 28473 PH 2017-10-28 1230 EA6/DK5IR     59  14     YT5IVN        59  15     0
QSO: 28473 PH 2017-10-28 1230 EA6/DK5IR     59  14     9A2EU         59  15     0
QSO: 28473 PH 2017-10-28 1231 EA6/DK5IR     59  14     S53M          59  15     0
QSO: 28473 PH 2017-10-28 1231 EA6/DK5IR     59  14     GJ2A          59  14     0
QSO: 28473 PH 2017-10-28 1231 EA6/DK5IR     59  14     HA3NU         59  15     0
QSO: 28473 PH 2017-10-28 1231 EA6/DK5IR     59  14     S53GO         59  15     0
QSO: 28473 PH 2017-10-28 1232 EA6/DK5IR     59  14     S56OA         59  15     0
QSO: 28473 PH 2017-10-28 1234 EA6/DK5IR     59  14     HA4XH         59  15     0
QSO: 28473 PH 2017-10-28 1235 EA6/DK5IR     59  14     IR4X          59  15     0
QSO: 28473 PH 2017-10-28 1236 EA6/DK5IR     59  14     G3YNN         59  14     0
QSO: 28473 PH 2017-10-28 1236 EA6/DK5IR     59  14     S59N          59  15     0
QSO: 28473 PH 2017-10-28 1241 EA6/DK5IR     59  14     UN6AT         59  17     0
QSO: 28473 PH 2017-10-28 1242 EA6/DK5IR     59  14     4X4WN         59  20     0
QSO: 28473 PH 2017-10-28 1243 EA6/DK5IR     59  14     CR6P          59  14     0
QSO: 28554 PH 2017-10-28 1246 EA6/DK5IR     59  14     TF8KY         59  40     0
QSO: 21225 PH 2017-10-28 1249 EA6/DK5IR     59  14     SV9RGI        59  20     0
QSO: 21200 PH 2017-10-28 1254 EA6/DK5IR     59  14     K3LR          59  05     0
QSO: 21197 PH 2017-10-28 1255 EA6/DK5IR     59  14     PX2A          59  11     0
QSO: 21181 PH 2017-10-28 1256 EA6/DK5IR     59  14     GM4FDM        59  14     0
QSO: 21217 PH 2017-10-28 1258 EA6/DK5IR     59  14     P33W          59  20     0
QSO: 21221 PH 2017-10-28 1259 EA6/DK5IR     59  14     II8M          59  15     0
QSO: 28432 PH 2017-10-28 1347 EA6/DK5IR     59  14     ZX5J          59  11     0
QSO: 21281 PH 2017-10-28 1351 EA6/DK5IR     59  14     9A9A          59  15     0
QSO: 21310 PH 2017-10-28 1355 EA6/DK5IR     59  14     K5UA          59  04     0
QSO: 21310 PH 2017-10-28 1357 EA6/DK5IR     59  14     EF8R          59  33     0
QSO: 21310 PH 2017-10-28 1357 EA6/DK5IR     59  14     PR2D          59  11     0
QSO: 21310 PH 2017-10-28 1358 EA6/DK5IR     59  14     LA3RNA        59  14     0
QSO: 21310 PH 2017-10-28 1401 EA6/DK5IR     59  14     KA2LIM        59  05     0
QSO: 21422 PH 2017-10-28 1406 EA6/DK5IR     59  14     SN7H          59  15     0
QSO: 21384 PH 2017-10-28 1410 EA6/DK5IR     59  14     N5DX          59  05     0
QSO: 21381 PH 2017-10-28 1410 EA6/DK5IR     59  14     UA7K          59  16     0
QSO: 21370 PH 2017-10-28 1412 EA6/DK5IR     59  14     YT0Z          59  15     0
QSO: 21367 PH 2017-10-28 1414 EA6/DK5IR     59  14     S54K          59  15     0
QSO: 21354 PH 2017-10-28 1415 EA6/DK5IR     59  14     SQ9V          59  15     0
QSO: 21338 PH 2017-10-28 1416 EA6/DK5IR     59  14     A91GE         59  21     0
QSO: 21303 PH 2017-10-28 1418 EA6/DK5IR     59  14     S51A          59  15     0
QSO: 21253 PH 2017-10-28 1421 EA6/DK5IR     59  14     SO4B          59  15     0
QSO: 21238 PH 2017-10-28 1422 EA6/DK5IR     59  14     YL2BJ         59  15     0
QSO: 21218 PH 2017-10-28 1423 EA6/DK5IR     59  14     OM3GI         59  15     0
QSO: 21214 PH 2017-10-28 1424 EA6/DK5IR     59  14     W8MJ          59  04     0
QSO: 21207 PH 2017-10-28 1425 EA6/DK5IR     59  14     US5D          59  16     0
QSO: 21174 PH 2017-10-28 1427 EA6/DK5IR     59  14     YO8RNI        59  20     0
QSO: 21166 PH 2017-10-28 1428 EA6/DK5IR     59  14     EA8CMX        59  33     0
QSO: 14210 PH 2017-10-28 1433 EA6/DK5IR     59  14     EA8JR         59  33     0
QSO: 14221 PH 2017-10-28 1444 EA6/DK5IR     59  14     LZ9W          59  20     0
QSO: 14256 PH 2017-10-28 1447 EA6/DK5IR     59  14     DK3BK         59  14     0
QSO: 14253 PH 2017-10-28 1449 EA6/DK5IR     59  14     R3RZ          59  16     0
QSO: 14295 PH 2017-10-28 1453 EA6/DK5IR     59  14     DL0CS         59  14     0
QSO: 14314 PH 2017-10-28 1456 EA6/DK5IR     59  14     YR8D          59  20     0
QSO: 14107 PH 2017-10-28 1500 EA6/DK5IR     59  14     RL6M          59  16     0
QSO: 14111 PH 2017-10-28 1501 EA6/DK5IR     59  14     YL2CI         59  15     0
QSO: 14114 PH 2017-10-28 1502 EA6/DK5IR     59  14     4L0A          59  21     0
QSO: 14119 PH 2017-10-28 1503 EA6/DK5IR     59  14     GM4FDM        59  14     0
QSO: 14129 PH 2017-10-28 1505 EA6/DK5IR     59  14     YT6W          59  15     0
QSO: 14131 PH 2017-10-28 1506 EA6/DK5IR     59  14     SX1Z          59  15     0
QSO: 14154 PH 2017-10-28 1510 EA6/DK5IR     59  14     D4C           59  35     0
QSO: 14166 PH 2017-10-28 1511 EA6/DK5IR     59  14     UY5ZZ         59  16     0
QSO: 14171 PH 2017-10-28 1512 EA6/DK5IR     59  14     S52OT         59  15     0
QSO: 14176 PH 2017-10-28 1513 EA6/DK5IR     59  14     E73ESP        59  15     0
QSO: 14179 PH 2017-10-28 1514 EA6/DK5IR     59  14     HG4F          59  15     0
QSO: 14188 PH 2017-10-28 1515 EA6/DK5IR     59  14     F6GWV         59  14     0
QSO: 14197 PH 2017-10-28 1518 EA6/DK5IR     59  14     IO9A          59  15     0
QSO: 14235 PH 2017-10-28 1520 EA6/DK5IR     59  14     E7C           59  15     0
QSO: 14239 PH 2017-10-28 1522 EA6/DK5IR     59  14     LZ2YO         59  20     0
QSO: 14252 PH 2017-10-28 1526 EA6/DK5IR     59  14     OF8L          59  15     0
QSO: 14263 PH 2017-10-28 1530 EA6/DK5IR     59  14     OZ7X          59  14     0
QSO: 14282 PH 2017-10-28 1532 EA6/DK5IR     59  14     S53EO         59  15     0
QSO: 14291 PH 2017-10-28 1533 EA6/DK5IR     59  14     S51A          59  15     0
QSO: 14297 PH 2017-10-28 1534 EA6/DK5IR     59  14     M6T           59  14     0
QSO: 14286 PH 2017-10-28 1535 EA6/DK5IR     59  14     S57AL         59  15     0
QSO: 14302 PH 2017-10-28 1538 EA6/DK5IR     59  14     OM3RM         59  15     0
QSO: 14305 PH 2017-10-28 1539 EA6/DK5IR     59  14     LZ5R          59  20     0
QSO: 21150 PH 2017-10-28 1540 EA6/DK5IR     59  14     LZ5R          59  20     0
