START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: PD0PIW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 8607
CREATED-BY: UcxLog 7.79
NAME: GERARD HOL
SOAPBOX: Icom 7800      steppIR db18e up to 15 mtr    20 watt
QSO: 14000 PH 2017-10-29 0833 PD0PIW        59  14     LY2OU         59  15     0
QSO: 14000 PH 2017-10-29 0837 PD0PIW        59  14     LZ5R          59  20     0
QSO: 14000 PH 2017-10-29 0839 PD0PIW        59  14     IZ6BXV        59  15     0
QSO: 14000 PH 2017-10-29 0840 PD0PIW        59  14     LY7Z          59  15     0
QSO: 14000 PH 2017-10-29 0843 PD0PIW        59  14     CR6K          59  14     0
QSO: 14000 PH 2017-10-29 0846 PD0PIW        59  14     SV5DKL        59  20     0
QSO: 14000 PH 2017-10-29 0850 PD0PIW        59  14     EW1P          59  16     0
QSO: 14000 PH 2017-10-29 0852 PD0PIW        59  14     US5D          59  16     0
QSO: 14000 PH 2017-10-29 0925 PD0PIW        59  14     RT6A          59  16     0
QSO: 14000 PH 2017-10-29 0926 PD0PIW        59  14     UX1UX         59  16     0
QSO: 14000 PH 2017-10-29 0928 PD0PIW        59  14     IT9ESW        59  15     0
QSO: 14000 PH 2017-10-29 0932 PD0PIW        59  14     YP0C          59  20     0
QSO: 14000 PH 2017-10-29 0933 PD0PIW        59  14     YT2ISM        59  15     0
QSO: 14000 PH 2017-10-29 0934 PD0PIW        59  14     YT7E          59  15     0
QSO: 14000 PH 2017-10-29 0935 PD0PIW        59  14     I0LYO         59  15     0
QSO: 14000 PH 2017-10-29 0938 PD0PIW        59  14     IQ8CS         59  15     0
QSO: 14000 PH 2017-10-29 0941 PD0PIW        59  14     UT7CR         59  16     0
QSO: 14000 PH 2017-10-29 0944 PD0PIW        59  14     CN2R          59  33     0
QSO: 14000 PH 2017-10-29 0945 PD0PIW        59  14     LY5Y          59  15     0
QSO: 14000 PH 2017-10-29 0949 PD0PIW        59  14     YT1X          59  15     0
QSO: 14000 PH 2017-10-29 0951 PD0PIW        59  14     4L2M          59  21     0
QSO: 14000 PH 2017-10-29 0954 PD0PIW        59  14     II0I          59  15     0
QSO: 14000 PH 2017-10-29 0955 PD0PIW        59  14     YU5R          59  15     0
QSO: 14000 PH 2017-10-29 1112 PD0PIW        59  14     E74Y          59  15     0
QSO: 14000 PH 2017-10-29 1115 PD0PIW        59  14     TK9R          59  15     0
QSO: 14000 PH 2017-10-29 1116 PD0PIW        59  14     SQ8N          59  15     0
QSO: 14000 PH 2017-10-29 1120 PD0PIW        59  14     IU4HMP        59  15     0
QSO: 14000 PH 2017-10-29 1122 PD0PIW        59  14     YT5A          59  15     0
QSO: 14000 PH 2017-10-29 1123 PD0PIW        59  14     OM3GI         59  15     0
QSO: 14000 PH 2017-10-29 1124 PD0PIW        59  14     HG3DX         59  15     0
QSO: 14000 PH 2017-10-29 1126 PD0PIW        59  14     9A7A          59  15     0
QSO: 14000 PH 2017-10-29 1127 PD0PIW        59  14     IR4X          59  15     0
QSO: 14000 PH 2017-10-29 1129 PD0PIW        59  14     IZ5EBL        59  15     0
