START-OF-LOG: 3.0
CALLSIGN: DF5RF
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 178020
NAME: Gernot Trautmann
LOCATION: DX
CLUB: GERMAN DX FOUNDATION
CERTIFICATE: YES
CREATED-BY: Win-Test 4.24.0
SOAPBOX: This time I entered low power using K3+100W, 3ele Mini + dipole. I
SOAPBOX: hoped to get more distant DX in the log  than with QRP, but that was
SOAPBOX: not the case really, although 10 and 15 were quite open.
QSO: 14126 PH 2017-10-28 1224 DF5RF         59  14     XL3T          59  04     0
QSO: 14133 PH 2017-10-28 1226 DF5RF         59  14     VE3JM         59  04     0
QSO: 14153 PH 2017-10-28 1229 DF5RF         59  14     JT5DX         59  23     0
QSO: 14156 PH 2017-10-28 1230 DF5RF         59  14     AA1K          59  05     0
QSO: 28425 PH 2017-10-28 1234 DF5RF         59  14     EA5DFV        59  14     0
QSO: 28492 PH 2017-10-28 1236 DF5RF         59  14     IT9BUN        59  15     0
QSO: 28444 PH 2017-10-28 1238 DF5RF         59  14     UA2FZ         59  15     0
QSO: 28420 PH 2017-10-28 1238 DF5RF         59  14     IS0NHT        59  15     0
QSO: 21297 PH 2017-10-28 1241 DF5RF         59  14     PQ5B          59  11     0
QSO: 21309 PH 2017-10-28 1242 DF5RF         59  14     CN3A          59  33     0
QSO: 21311 PH 2017-10-28 1242 DF5RF         59  14     II9P          59  15     0
QSO: 21332 PH 2017-10-28 1244 DF5RF         59  14     EE7Y          59  14     0
QSO: 21340 PH 2017-10-28 1244 DF5RF         59  14     UA7K          59  16     0
QSO: 21347 PH 2017-10-28 1246 DF5RF         59  14     EA9KB         59  33     0
QSO: 21351 PH 2017-10-28 1246 DF5RF         59  14     CN2R          59  33     0
