START-OF-LOG: 3.0
CALLSIGN: P49Y
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 5673206
NAME: Andrew L. Faber
LOCATION: DX
OPERATORS: AE6Y
CLUB: Northern California Contest Club
CERTIFICATE: NO
CREATED-BY: CQPWIN VER. 12.9
SOAPBOX: Score is well down from 2015, mainly due to 10m.  But great
SOAPBOX: stateside runs on 40-10 compensated.  Love the Classic category!
QSO: 7087  PH 2017-10-28 0324 P49Y          59  9      OT6M          59    14
QSO: 7087  PH 2017-10-28 0325 P49Y          59  9      RN9N          59    17
QSO: 7087  PH 2017-10-28 0325 P49Y          59  9      PR7AA         59    11
QSO: 7087  PH 2017-10-28 0326 P49Y          59  9      ES6RW         59    15
QSO: 7087  PH 2017-10-28 0326 P49Y          59  9      SQ7PGP        59    15
QSO: 7087  PH 2017-10-28 0326 P49Y          59  9      EA4DXP        59    14
QSO: 7087  PH 2017-10-28 0326 P49Y          59  9      LZ1ZX         59    20
QSO: 7087  PH 2017-10-28 0327 P49Y          59  9      UT2UU         59    16
QSO: 7087  PH 2017-10-28 0327 P49Y          59  9      VA3LL         59     4
QSO: 7087  PH 2017-10-28 0327 P49Y          59  9      9A2EU         59    15
QSO: 7087  PH 2017-10-28 0327 P49Y          59  9      IK2YCW        59    15
QSO: 7087  PH 2017-10-28 0328 P49Y          59  9      ON6MM         59    14
QSO: 7087  PH 2017-10-28 0328 P49Y          59  9      S52ZW         59    15
QSO: 7087  PH 2017-10-28 0328 P49Y          59  9      TK9R          59    15
QSO: 7087  PH 2017-10-28 0328 P49Y          59  9      UT3UZ         59    16
QSO: 7087  PH 2017-10-28 0329 P49Y          59  9      PX2A          59    11
QSO: 7087  PH 2017-10-28 0329 P49Y          59  9      SN3A          59    15
QSO: 7087  PH 2017-10-28 0329 P49Y          59  9      S53A          59    15
QSO: 7087  PH 2017-10-28 0329 P49Y          59  9      F6BLZ         59    14
QSO: 7087  PH 2017-10-28 0330 P49Y          59  9      DM5BB         59    14
QSO: 7087  PH 2017-10-28 0330 P49Y          59  9      EI9HX         59    14
QSO: 7087  PH 2017-10-28 0331 P49Y          59  9      PI4KAH        59    14
QSO: 7087  PH 2017-10-28 0331 P49Y          59  9      SQ3YAY        59    15
QSO: 7087  PH 2017-10-28 0332 P49Y          59  9      OH6K          59    15
QSO: 7087  PH 2017-10-28 0332 P49Y          59  9      YO7SR         59    20
QSO: 7087  PH 2017-10-28 0332 P49Y          59  9      DR5N          59    14
QSO: 7087  PH 2017-10-28 0333 P49Y          59  9      EA5DFV        59    14
QSO: 7087  PH 2017-10-28 0333 P49Y          59  9      E73ESP        59    15
QSO: 7087  PH 2017-10-28 0333 P49Y          59  9      DJ2QV         59    14
QSO: 7087  PH 2017-10-28 0334 P49Y          59  9      OF1AF         59    15
QSO: 7087  PH 2017-10-28 0334 P49Y          59  9      YO6BHN        59    20
QSO: 7087  PH 2017-10-28 0335 P49Y          59  9      PA6AA         59    14
QSO: 1875  PH 2017-10-28 0336 P49Y          59  9      P40W          59     9
QSO: 1858  PH 2017-10-28 0337 P49Y          59  9      YW4V          59     9
QSO: 1838  PH 2017-10-28 0338 P49Y          59  9      CR3A          59    33
QSO: 1844  PH 2017-10-28 0339 P49Y          59  9      V26B          59     8
QSO: 1867  PH 2017-10-28 0340 P49Y          59  9      PJ4G          59     9
QSO: 1839  PH 2017-10-28 0343 P49Y          59  9      N5AA          59     4
QSO: 1839  PH 2017-10-28 0345 P49Y          59  9      K8MN          59     5
QSO: 3772  PH 2017-10-28 0359 P49Y          59  9      EF9R          59    33
QSO: 3761  PH 2017-10-28 0402 P49Y          59  9      LX7I          59    14
QSO: 3753  PH 2017-10-28 0404 P49Y          59  9      6Y1LZ         59     8
QSO: 3751  PH 2017-10-28 0405 P49Y          59  9      NB1N          59     5
QSO: 3751  PH 2017-10-28 0406 P49Y          59  9      K4XL          59     5
QSO: 3751  PH 2017-10-28 0406 P49Y          59  9      K3PP          59     5
QSO: 3751  PH 2017-10-28 0406 P49Y          59  9      K4AFE         59     4
QSO: 3751  PH 2017-10-28 0407 P49Y          59  9      W3FV          59     5
QSO: 3751  PH 2017-10-28 0407 P49Y          59  9      VE6SV         59     4
QSO: 3751  PH 2017-10-28 0407 P49Y          59  9      W3NO          59     5
QSO: 3751  PH 2017-10-28 0407 P49Y          59  9      K2RET         59     5
QSO: 3751  PH 2017-10-28 0407 P49Y          59  9      N2EM          59     5
QSO: 3751  PH 2017-10-28 0407 P49Y          59  9      NG3J          59     5
QSO: 3751  PH 2017-10-28 0408 P49Y          59  9      W4QNW         59     5
QSO: 3751  PH 2017-10-28 0408 P49Y          59  9      K3IE          59     4
QSO: 3751  PH 2017-10-28 0408 P49Y          59  9      P40T          59     9
QSO: 3751  PH 2017-10-28 0408 P49Y          59  9      RM2U          59    16
QSO: 3751  PH 2017-10-28 0408 P49Y          59  9      KE2TR         59     5
QSO: 3751  PH 2017-10-28 0409 P49Y          59  9      K3WJV         59     5
QSO: 3751  PH 2017-10-28 0409 P49Y          59  9      K2CJ          59     5
QSO: 3751  PH 2017-10-28 0409 P49Y          59  9      W1GD          59     5
QSO: 3751  PH 2017-10-28 0409 P49Y          59  9      KF4EKA        59     5
QSO: 3751  PH 2017-10-28 0409 P49Y          59  9      K1TTT         59     5
QSO: 3751  PH 2017-10-28 0409 P49Y          59  9      WY3A          59     5
QSO: 3751  PH 2017-10-28 0410 P49Y          59  9      RU5D          59    16
QSO: 3751  PH 2017-10-28 0410 P49Y          59  9      NR3X          59     5
QSO: 3751  PH 2017-10-28 0410 P49Y          59  9      K3LR          59     5
QSO: 3751  PH 2017-10-28 0410 P49Y          59  9      W8PR          59     4
QSO: 3751  PH 2017-10-28 0410 P49Y          59  9      WK1DS         59     5
QSO: 3751  PH 2017-10-28 0410 P49Y          59  9      XL3T          59     4
QSO: 3751  PH 2017-10-28 0411 P49Y          59  9      K4AKK         59     4
QSO: 3751  PH 2017-10-28 0411 P49Y          59  9      K1ZZ          59     5
QSO: 3751  PH 2017-10-28 0411 P49Y          59  9      W3JX          59     5
QSO: 3751  PH 2017-10-28 0412 P49Y          59  9      WE6EZ         59     4
QSO: 3751  PH 2017-10-28 0412 P49Y          59  9      W1FM          59     5
QSO: 3751  PH 2017-10-28 0412 P49Y          59  9      NZ3O          59     5
QSO: 3751  PH 2017-10-28 0412 P49Y          59  9      WI3R          59     5
QSO: 3751  PH 2017-10-28 0412 P49Y          59  9      P43L          59     9
QSO: 3751  PH 2017-10-28 0413 P49Y          59  9      N4RA          59     5
QSO: 3751  PH 2017-10-28 0413 P49Y          59  9      K0KX          59     4
QSO: 3751  PH 2017-10-28 0413 P49Y          59  9      N8AYY         59     4
QSO: 3751  PH 2017-10-28 0414 P49Y          59  9      KD2IWW        59     5
QSO: 3751  PH 2017-10-28 0414 P49Y          59  9      YL3CW         59    15
QSO: 3751  PH 2017-10-28 0414 P49Y          59  9      WK1J          59     5
QSO: 3751  PH 2017-10-28 0414 P49Y          59  9      W6PH          59     3
QSO: 3751  PH 2017-10-28 0415 P49Y          59  9      W2RE          59     5
QSO: 3751  PH 2017-10-28 0415 P49Y          59  9      NE0U          59     4
QSO: 3751  PH 2017-10-28 0415 P49Y          59  9      W3KB          59     5
QSO: 3751  PH 2017-10-28 0415 P49Y          59  9      W1SRD         59     3
QSO: 3751  PH 2017-10-28 0415 P49Y          59  9      N2RJ          59     5
QSO: 3751  PH 2017-10-28 0416 P49Y          59  9      YV4MT         59     9
QSO: 3751  PH 2017-10-28 0416 P49Y          59  9      K1RV          59     5
QSO: 3751  PH 2017-10-28 0416 P49Y          59  9      VE3KZ         59     4
QSO: 3751  PH 2017-10-28 0417 P49Y          59  9      N4PSE         59     5
QSO: 3751  PH 2017-10-28 0418 P49Y          59  9      KQ0C          59     4
QSO: 3751  PH 2017-10-28 0418 P49Y          59  9      K3ZU          59     5
QSO: 3751  PH 2017-10-28 0418 P49Y          59  9      K1KP          59     5
QSO: 3751  PH 2017-10-28 0418 P49Y          59  9      K3OJK         59     5
QSO: 3751  PH 2017-10-28 0419 P49Y          59  9      W5ZQ          59     4
QSO: 3751  PH 2017-10-28 0419 P49Y          59  9      N9LQ          59     4
QSO: 3751  PH 2017-10-28 0419 P49Y          59  9      WM5Q          59     4
QSO: 3751  PH 2017-10-28 0419 P49Y          59  9      W3MF          59     5
QSO: 3751  PH 2017-10-28 0419 P49Y          59  9      K1KNQ         59     5
QSO: 3751  PH 2017-10-28 0420 P49Y          59  9      K3ZO          59     5
QSO: 3751  PH 2017-10-28 0420 P49Y          59  9      K0TT          59     4
QSO: 3751  PH 2017-10-28 0420 P49Y          59  9      K9CT          59     4
QSO: 3751  PH 2017-10-28 0420 P49Y          59  9      K1BZM         59     5
QSO: 3751  PH 2017-10-28 0420 P49Y          59  9      N9MW          59     4
QSO: 3751  PH 2017-10-28 0420 P49Y          59  9      YO3HOT        59    20
QSO: 3751  PH 2017-10-28 0421 P49Y          59  9      WW4LL         59     5
QSO: 3751  PH 2017-10-28 0421 P49Y          59  9      W1NT          59     5
QSO: 3751  PH 2017-10-28 0421 P49Y          59  9      K3WW          59     5
QSO: 3751  PH 2017-10-28 0421 P49Y          59  9      VA3DF         59     4
QSO: 3751  PH 2017-10-28 0421 P49Y          59  9      NA4M          59     4
QSO: 3751  PH 2017-10-28 0421 P49Y          59  9      N7AT          59     3
QSO: 3751  PH 2017-10-28 0422 P49Y          59  9      K0JJR         59     4
QSO: 3751  PH 2017-10-28 0422 P49Y          59  9      VE3JM         59     4
QSO: 3751  PH 2017-10-28 0422 P49Y          59  9      N2BJ          59     4
QSO: 3751  PH 2017-10-28 0422 P49Y          59  9      VE2ACP        59     5
QSO: 3751  PH 2017-10-28 0423 P49Y          59  9      K8LSB         59     4
QSO: 3751  PH 2017-10-28 0423 P49Y          59  9      N8BI          59     4
QSO: 3751  PH 2017-10-28 0423 P49Y          59  9      K3CCR         59     5
QSO: 3751  PH 2017-10-28 0423 P49Y          59  9      KZ2I          59     5
QSO: 3751  PH 2017-10-28 0424 P49Y          59  9      W4GHS         59     5
QSO: 3751  PH 2017-10-28 0424 P49Y          59  9      DP6A          59    14
QSO: 3751  PH 2017-10-28 0424 P49Y          59  9      DG7RO         59    14
QSO: 3751  PH 2017-10-28 0424 P49Y          59  9      WB2P          59     5
QSO: 3751  PH 2017-10-28 0425 P49Y          59  9      N2SQW         59     5
QSO: 3751  PH 2017-10-28 0425 P49Y          59  9      KU4FX         59     5
QSO: 3751  PH 2017-10-28 0425 P49Y          59  9      K6NA          59     3
QSO: 3751  PH 2017-10-28 0425 P49Y          59  9      WA7LNW        59     3
QSO: 3751  PH 2017-10-28 0426 P49Y          59  9      K2XR          59     5
QSO: 3751  PH 2017-10-28 0426 P49Y          59  9      N3DUE         59     5
QSO: 3751  PH 2017-10-28 0426 P49Y          59  9      W7ZR          59     3
QSO: 3751  PH 2017-10-28 0427 P49Y          59  9      VE9ML         59     5
QSO: 3751  PH 2017-10-28 0427 P49Y          59  9      N2CW          59     5
QSO: 3751  PH 2017-10-28 0428 P49Y          59  9      N4KC          59     4
QSO: 3751  PH 2017-10-28 0428 P49Y          59  9      AE1EZ         59     5
QSO: 3751  PH 2017-10-28 0428 P49Y          59  9      W8TOM         59     5
QSO: 3751  PH 2017-10-28 0428 P49Y          59  9      W6LD          59     3
QSO: 3751  PH 2017-10-28 0429 P49Y          59  9      NE3F          59     5
QSO: 3751  PH 2017-10-28 0430 P49Y          59  9      M3W           59    14
QSO: 3751  PH 2017-10-28 0430 P49Y          59  9      WA1NPZ        59     5
QSO: 3751  PH 2017-10-28 0430 P49Y          59  9      WX4G          59     5
QSO: 3751  PH 2017-10-28 0430 P49Y          59  9      V47JA         59     8
QSO: 3751  PH 2017-10-28 0431 P49Y          59  9      PJ2T          59     9
QSO: 3751  PH 2017-10-28 0431 P49Y          59  9      N5ZO          59     3
QSO: 3751  PH 2017-10-28 0431 P49Y          59  9      NV9L          59     4
QSO: 3751  PH 2017-10-28 0431 P49Y          59  9      VE3BR         59     4
QSO: 3751  PH 2017-10-28 0432 P49Y          59  9      K2LE          59     5
QSO: 3751  PH 2017-10-28 0432 P49Y          59  9      W6AT          59     3
QSO: 3751  PH 2017-10-28 0433 P49Y          59  9      N3ZA          59     5
QSO: 3751  PH 2017-10-28 0433 P49Y          59  9      K2AX          59     5
QSO: 3751  PH 2017-10-28 0433 P49Y          59  9      N0OTK         59     4
QSO: 3751  PH 2017-10-28 0434 P49Y          59  9      NJ9R          59     4
QSO: 3751  PH 2017-10-28 0434 P49Y          59  9      W9RE          59     4
QSO: 3751  PH 2017-10-28 0434 P49Y          59  9      K9IMM         59     4
QSO: 3751  PH 2017-10-28 0434 P49Y          59  9      K4XR          59     4
QSO: 3751  PH 2017-10-28 0435 P49Y          59  9      HK3JJH        59     9
QSO: 3751  PH 2017-10-28 0435 P49Y          59  9      WA2FZB        59     5
QSO: 3751  PH 2017-10-28 0435 P49Y          59  9      N3AD          59     5
QSO: 3751  PH 2017-10-28 0436 P49Y          59  9      VE2BU         59     5
QSO: 3751  PH 2017-10-28 0436 P49Y          59  9      NK8Q          59     5
QSO: 3751  PH 2017-10-28 0436 P49Y          59  9      K1KI          59     5
QSO: 3751  PH 2017-10-28 0436 P49Y          59  9      W2IRT         59     5
QSO: 3751  PH 2017-10-28 0437 P49Y          59  9      R3ST          59    16
QSO: 3751  PH 2017-10-28 0437 P49Y          59  9      K1DG          59     5
QSO: 3751  PH 2017-10-28 0438 P49Y          59  9      N0IJ          59     4
QSO: 3751  PH 2017-10-28 0438 P49Y          59  9      K2CD          59     5
QSO: 3751  PH 2017-10-28 0438 P49Y          59  9      AB3CX         59     5
QSO: 3751  PH 2017-10-28 0438 P49Y          59  9      WA3FET        59     5
QSO: 3751  PH 2017-10-28 0438 P49Y          59  9      K0OU          59     4
QSO: 3751  PH 2017-10-28 0439 P49Y          59  9      YL3CW         59    15
QSO: 3751  PH 2017-10-28 0439 P49Y          59  9      N3EB          59     5
QSO: 3751  PH 2017-10-28 0439 P49Y          59  9      PA0LEG        59    14
QSO: 3751  PH 2017-10-28 0440 P49Y          59  9      KO2E          59     5
QSO: 3751  PH 2017-10-28 0440 P49Y          59  9      N3FM          59     5
QSO: 3751  PH 2017-10-28 0440 P49Y          59  9      KF4WSN        59     5
QSO: 3751  PH 2017-10-28 0441 P49Y          59  9      PJ4K          59     9
QSO: 3751  PH 2017-10-28 0441 P49Y          59  9      WC3N          59     5
QSO: 3751  PH 2017-10-28 0441 P49Y          59  9      N3RJ          59     5
QSO: 3751  PH 2017-10-28 0441 P49Y          59  9      N5AA          59     4
QSO: 3751  PH 2017-10-28 0442 P49Y          59  9      K2UU          59     5
QSO: 3751  PH 2017-10-28 0442 P49Y          59  9      N3AW          59     4
QSO: 3751  PH 2017-10-28 0442 P49Y          59  9      AA0AI         59     4
QSO: 3751  PH 2017-10-28 0443 P49Y          59  9      W7UA          59     3
QSO: 3751  PH 2017-10-28 0443 P49Y          59  9      N7ELL         59     3
QSO: 3751  PH 2017-10-28 0443 P49Y          59  9      KB1EFS        59     5
QSO: 3751  PH 2017-10-28 0444 P49Y          59  9      N7IR          59     3
QSO: 3751  PH 2017-10-28 0444 P49Y          59  9      AL7RF         59     3
QSO: 3751  PH 2017-10-28 0444 P49Y          59  9      W1CTN         59     5
QSO: 3751  PH 2017-10-28 0445 P49Y          59  9      N4PQX         59     5
QSO: 3751  PH 2017-10-28 0445 P49Y          59  9      K4PV          59     5
QSO: 3751  PH 2017-10-28 0445 P49Y          59  9      ES9C          59    15
QSO: 3751  PH 2017-10-28 0445 P49Y          59  9      N5KO          59     3
QSO: 3751  PH 2017-10-28 0446 P49Y          59  9      K2RR          59     5
QSO: 3751  PH 2017-10-28 0446 P49Y          59  9      N3IQ          59     5
QSO: 3751  PH 2017-10-28 0446 P49Y          59  9      TI2OY         59     7
QSO: 3750  PH 2017-10-28 0448 P49Y          59  9      W5FMH         59     4
QSO: 3750  PH 2017-10-28 0448 P49Y          59  9      KA2FIR        59     5
QSO: 3750  PH 2017-10-28 0448 P49Y          59  9      VE3WPZ        59     4
QSO: 1848  PH 2017-10-28 0451 P49Y          59  9      6Y4T          59     8
QSO: 1852  PH 2017-10-28 0456 P49Y          59  9      LU2DKT        59    13
QSO: 1852  PH 2017-10-28 0456 P49Y          59  9      PJ4Q          59     9
QSO: 3726  PH 2017-10-28 0506 P49Y          59  9      OM7M          59    15
QSO: 3717  PH 2017-10-28 0507 P49Y          59  9      CN2AA         59    33
QSO: 1888  PH 2017-10-28 0508 P49Y          59  9      CN2AA         59    33
QSO: 3731  PH 2017-10-28 0510 P49Y          59  9      EF8R          59    33
QSO: 3743  PH 2017-10-28 0512 P49Y          59  9      CR3A          59    33
QSO: 3760  PH 2017-10-28 0513 P49Y          59  9      EC2DX         59    14
QSO: 3688  PH 2017-10-28 0517 P49Y          59  9      N4HU          59     5
QSO: 3688  PH 2017-10-28 0518 P49Y          59  9      P40W          59     9
QSO: 3688  PH 2017-10-28 0519 P49Y          59  9      DL7ON         59    14
QSO: 3688  PH 2017-10-28 0519 P49Y          59  9      DP3D          59    14
QSO: 3688  PH 2017-10-28 0519 P49Y          59  9      K8MFO         59     4
QSO: 3688  PH 2017-10-28 0519 P49Y          59  9      OF5Z          59    15
QSO: 3688  PH 2017-10-28 0520 P49Y          59  9      WS3C          59     5
QSO: 3688  PH 2017-10-28 0520 P49Y          59  9      W3UA          59     5
QSO: 3688  PH 2017-10-28 0520 P49Y          59  9      KM2G          59     5
QSO: 3688  PH 2017-10-28 0520 P49Y          59  9      VA2ZM         59     2
QSO: 3688  PH 2017-10-28 0521 P49Y          59  9      K3WI          59     5
QSO: 3688  PH 2017-10-28 0521 P49Y          59  9      KB9IE         59     4
QSO: 3688  PH 2017-10-28 0522 P49Y          59  9      DJ7UC         59    14
QSO: 3688  PH 2017-10-28 0523 P49Y          59  9      IK2YCW        59    15
QSO: 3688  PH 2017-10-28 0523 P49Y          59  9      S57AL         59    15
QSO: 3688  PH 2017-10-28 0524 P49Y          59  9      AK5DX         59     4
QSO: 3688  PH 2017-10-28 0524 P49Y          59  9      K9PG          59     4
QSO: 3688  PH 2017-10-28 0524 P49Y          59  9      K4UN          59     5
QSO: 3688  PH 2017-10-28 0525 P49Y          59  9      M6T           59    14
QSO: 3688  PH 2017-10-28 0525 P49Y          59  9      KB7AZ         59     3
QSO: 3688  PH 2017-10-28 0526 P49Y          59  9      KB2DMD        59     5
QSO: 3688  PH 2017-10-28 0526 P49Y          59  9      WB8VGE        59     4
QSO: 3688  PH 2017-10-28 0526 P49Y          59  9      WD5K          59     4
QSO: 3688  PH 2017-10-28 0527 P49Y          59  9      AA9A          59     4
QSO: 3688  PH 2017-10-28 0527 P49Y          59  9      N7NG          59     4
QSO: 3688  PH 2017-10-28 0527 P49Y          59  9      KR2Q          59     5
QSO: 3688  PH 2017-10-28 0527 P49Y          59  9      KG4IGC        59     5
QSO: 3688  PH 2017-10-28 0527 P49Y          59  9      KA8Q          59     5
QSO: 3688  PH 2017-10-28 0527 P49Y          59  9      N6ET          59     3
QSO: 3688  PH 2017-10-28 0528 P49Y          59  9      K7FX          59     3
QSO: 3688  PH 2017-10-28 0528 P49Y          59  9      N3FCP         59     5
QSO: 3688  PH 2017-10-28 0528 P49Y          59  9      W0JM          59     4
QSO: 3688  PH 2017-10-28 0529 P49Y          59  9      NE4EA         59     5
QSO: 3688  PH 2017-10-28 0529 P49Y          59  9      WB4YDY        59     4
QSO: 3688  PH 2017-10-28 0530 P49Y          59  9      W3CQB         59     5
QSO: 3688  PH 2017-10-28 0530 P49Y          59  9      KH6J          59    31
QSO: 3688  PH 2017-10-28 0530 P49Y          59  9      K9LOF         59     4
QSO: 3688  PH 2017-10-28 0531 P49Y          59  9      AC9PR         59     4
QSO: 3688  PH 2017-10-28 0531 P49Y          59  9      K5LLA         59     4
QSO: 3688  PH 2017-10-28 0532 P49Y          59  9      W7MRF         59     3
QSO: 3688  PH 2017-10-28 0532 P49Y          59  9      K7WP          59     3
QSO: 3688  PH 2017-10-28 0532 P49Y          59  9      NW6P          59     3
QSO: 3688  PH 2017-10-28 0532 P49Y          59  9      W6SR          59     3
QSO: 3688  PH 2017-10-28 0532 P49Y          59  9      N4WW          59     5
QSO: 3688  PH 2017-10-28 0533 P49Y          59  9      AC0W          59     4
QSO: 3688  PH 2017-10-28 0533 P49Y          59  9      PJ4Q          59     9
QSO: 3688  PH 2017-10-28 0533 P49Y          59  9      AA4DD         59     4
QSO: 3688  PH 2017-10-28 0533 P49Y          59  9      K5FG          59     3
QSO: 3688  PH 2017-10-28 0534 P49Y          59  9      N6ED          59     3
QSO: 3688  PH 2017-10-28 0534 P49Y          59  9      N5HC          59     4
QSO: 3688  PH 2017-10-28 0534 P49Y          59  9      K5TBA         59     4
QSO: 3688  PH 2017-10-28 0535 P49Y          59  9      OH7HM         59    15
QSO: 1858  PH 2017-10-28 0538 P49Y          59  9      PZ5K          59     9
QSO: 1824  PH 2017-10-28 0540 P49Y          59  9      ZF9CW         59     8
QSO: 7072  PH 2017-10-28 0546 P49Y          59  9      UY2UQ         59    16
QSO: 7066  PH 2017-10-28 0547 P49Y          59  9      SZ1A          59    20
QSO: 7064  PH 2017-10-28 0549 P49Y          59  9      HA3NU         59    15
QSO: 7073  PH 2017-10-28 0552 P49Y          59  9      HF6K          59    15
QSO: 7073  PH 2017-10-28 0553 P49Y          59  9      PA3AAV        59    14
QSO: 7073  PH 2017-10-28 0553 P49Y          59  9      SP2DKI        59    15
QSO: 7073  PH 2017-10-28 0553 P49Y          59  9      G4AIR         59    14
QSO: 7073  PH 2017-10-28 0554 P49Y          59  9      CE8EIO        59    12
QSO: 7073  PH 2017-10-28 0554 P49Y          59  9      CU4AT         59    14
QSO: 7073  PH 2017-10-28 0555 P49Y          59  9      G3TXF         59    14
QSO: 7073  PH 2017-10-28 0555 P49Y          59  9      RT3F          59    16
QSO: 7073  PH 2017-10-28 0555 P49Y          59  9      IV3JCC        59    15
QSO: 7073  PH 2017-10-28 0555 P49Y          59  9      EA1TI         59    14
QSO: 7073  PH 2017-10-28 0556 P49Y          59  9      IT9YHR        59    15
QSO: 7073  PH 2017-10-28 0557 P49Y          59  9      IU8DSP        59    15
QSO: 7073  PH 2017-10-28 0557 P49Y          59  9      DP6A          59    14
QSO: 7073  PH 2017-10-28 0557 P49Y          59  9      IZ6AAW        59    15
QSO: 7073  PH 2017-10-28 0558 P49Y          59  9      CT1AGS        59    14
QSO: 7073  PH 2017-10-28 0558 P49Y          59  9      S54ZZ         59    15
QSO: 7073  PH 2017-10-28 0558 P49Y          59  9      PA0LEG        59    14
QSO: 7073  PH 2017-10-28 0559 P49Y          59  9      DK5QN         59    14
QSO: 7073  PH 2017-10-28 0559 P49Y          59  9      PA0AA         59    14
QSO: 7073  PH 2017-10-28 0559 P49Y          59  9      S54K          59    15
QSO: 7073  PH 2017-10-28 0559 P49Y          59  9      F5NUI         59    14
QSO: 7073  PH 2017-10-28 0600 P49Y          59  9      F4CTJ         59    14
QSO: 7073  PH 2017-10-28 0600 P49Y          59  9      IK1GPG        59    15
QSO: 7073  PH 2017-10-28 0600 P49Y          59  9      EA3QP         59    14
QSO: 7073  PH 2017-10-28 0601 P49Y          59  9      F4HRM         59    14
QSO: 7073  PH 2017-10-28 0601 P49Y          59  9      EA4YC         59    14
QSO: 7073  PH 2017-10-28 0601 P49Y          59  9      UT6UD         59    16
QSO: 7073  PH 2017-10-28 0601 P49Y          59  9      DH1TST        59    14
QSO: 7073  PH 2017-10-28 0602 P49Y          59  9      HA4XH         59    15
QSO: 7073  PH 2017-10-28 0602 P49Y          59  9      IK7YTT        59    15
QSO: 7073  PH 2017-10-28 0603 P49Y          59  9      PA8KW         59    14
QSO: 7073  PH 2017-10-28 0603 P49Y          59  9      ED1T          59    14
QSO: 7073  PH 2017-10-28 0603 P49Y          59  9      DL7ON         59    14
QSO: 7073  PH 2017-10-28 0603 P49Y          59  9      EA4CUN        59    14
QSO: 7073  PH 2017-10-28 0604 P49Y          59  9      I6CBI         59    15
QSO: 7073  PH 2017-10-28 0604 P49Y          59  9      DF8ZH         59    14
QSO: 7073  PH 2017-10-28 0604 P49Y          59  9      S51EC         59    15
QSO: 7073  PH 2017-10-28 0605 P49Y          59  9      DJ7UC         59    14
QSO: 7073  PH 2017-10-28 0605 P49Y          59  9      ES9C          59    15
QSO: 7073  PH 2017-10-28 0605 P49Y          59  9      S56AX         59    15
QSO: 7073  PH 2017-10-28 0606 P49Y          59  9      IZ3NYG        59    15
QSO: 7073  PH 2017-10-28 0606 P49Y          59  9      CE3CT         59    12
QSO: 7073  PH 2017-10-28 0606 P49Y          59  9      SJ0X          59    14
QSO: 7073  PH 2017-10-28 0606 P49Y          59  9      DK6MP         59    14
QSO: 7073  PH 2017-10-28 0607 P49Y          59  9      F5RAG         59    14
QSO: 7073  PH 2017-10-28 0607 P49Y          59  9      IQ5PO         59    15
QSO: 7073  PH 2017-10-28 0608 P49Y          59  9      LY1R          59    15
QSO: 7073  PH 2017-10-28 0608 P49Y          59  9      EC2DX         59    14
QSO: 7073  PH 2017-10-28 0608 P49Y          59  9      DP6T          59    14
QSO: 7073  PH 2017-10-28 0608 P49Y          59  9      DF2AJ         59    14
QSO: 7073  PH 2017-10-28 0609 P49Y          59  9      GM6NX         59    14
QSO: 7073  PH 2017-10-28 0609 P49Y          59  9      M2E           59    14
QSO: 7073  PH 2017-10-28 0609 P49Y          59  9      EA4RCH        59    14
QSO: 7073  PH 2017-10-28 0610 P49Y          59  9      DL3AO         59    14
QSO: 7073  PH 2017-10-28 0611 P49Y          59  9      SP9KDA        59    15
QSO: 7073  PH 2017-10-28 0612 P49Y          59  9      IS0XDA        59    15
QSO: 7073  PH 2017-10-28 0612 P49Y          59  9      DL7YS         59    14
QSO: 7073  PH 2017-10-28 0613 P49Y          59  9      DJ6HR         59    14
QSO: 7073  PH 2017-10-28 0613 P49Y          59  9      LX/G1TPA/P    59    14
QSO: 7073  PH 2017-10-28 0613 P49Y          59  9      DF9XV         59    14
QSO: 7073  PH 2017-10-28 0614 P49Y          59  9      OH2PM         59    15
QSO: 7073  PH 2017-10-28 0614 P49Y          59  9      C37RC         59    14
QSO: 7073  PH 2017-10-28 0614 P49Y          59  9      PQ5B          59    11
QSO: 7073  PH 2017-10-28 0615 P49Y          59  9      LZ9W          59    20
QSO: 7073  PH 2017-10-28 0615 P49Y          59  9      HB9DUR        59    14
QSO: 7073  PH 2017-10-28 0615 P49Y          59  9      CQ8M          59    14
QSO: 7073  PH 2017-10-28 0615 P49Y          59  9      OH0X          59    15
QSO: 7073  PH 2017-10-28 0615 P49Y          59  9      EA4TA         59    14
QSO: 7073  PH 2017-10-28 0616 P49Y          59  9      EA1HTF        59    14
QSO: 7073  PH 2017-10-28 0616 P49Y          59  9      YT5IVN        59    15
QSO: 7073  PH 2017-10-28 0616 P49Y          59  9      VA2ZM         59     2
QSO: 7073  PH 2017-10-28 0616 P49Y          59  9      PY2NA         59    11
QSO: 7073  PH 2017-10-28 0617 P49Y          59  9      EB3AN         59    14
QSO: 7073  PH 2017-10-28 0618 P49Y          59  9      DR3W          59    14
QSO: 7073  PH 2017-10-28 0618 P49Y          59  9      UY5AR         59    16
QSO: 7073  PH 2017-10-28 0620 P49Y          59  9      CO2YT         59     8
