START-OF-LOG: 3.0
CALLSIGN: M6T
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY:
CLAIMED-SCORE: 14559951
NAME: Martlesham DX & Contest Group
LOCATION: DX
OPERATORS: G0AEV,G0VJG,G0WCW,G2NF,G4BUO,G4PIQ,G7TWC,M0BCT,M0CLW,M0HKB,M0MDR
OPERATORS: M0SDV,M0TGV,M1ACB,PT2FM
CLUB:
CERTIFICATE: NO
CREATED-BY: Win-Test 4.25.0
SOAPBOX: Our 2nd MM SSB entry since the reformation of the group with a new team
SOAPBOX: Once again in memory of Bob, G4BAH who created the station
QSO:  3767 PH 2017-10-28 0016 M6T           59  14     EC5AN         59  14     0
QSO: 14292 PH 2017-10-28 0016 M6T           59  14     OM6DN         59  15     0
QSO:  3767 PH 2017-10-28 0016 M6T           59  14     R7AB          59  16     0
QSO:  3767 PH 2017-10-28 0017 M6T           59  14     I1JTQ         59  15     0
QSO:  1849 PH 2017-10-28 0017 M6T           59  14     HB9OK         59  14     0
QSO:  7186 PH 2017-10-28 0017 M6T           59  14     W1EBI         59  05     0
QSO:  3767 PH 2017-10-28 0017 M6T           59  14     UA7K          59  16     0
QSO:  1849 PH 2017-10-28 0017 M6T           59  14     OF5Z          59  15     0
QSO:  3767 PH 2017-10-28 0017 M6T           59  14     MM8Z          59  14     0
QSO:  1849 PH 2017-10-28 0017 M6T           59  14     5P2C          59  14     0
QSO:  7186 PH 2017-10-28 0018 M6T           59  14     W3FIZ         59  05     0
QSO:  7186 PH 2017-10-28 0018 M6T           59  14     K1DG          59  05     0
QSO:  1849 PH 2017-10-28 0018 M6T           59  14     DF9XV         59  14     0
QSO:  7186 PH 2017-10-28 0018 M6T           59  14     N1PGA         59  05     0
QSO:  3767 PH 2017-10-28 0019 M6T           59  14     OK5W          59  15     0
QSO:  1849 PH 2017-10-28 0019 M6T           59  14     GW9J          59  14     0
QSO:  7186 PH 2017-10-28 0019 M6T           59  14     K3PP          59  05     0
QSO:  1849 PH 2017-10-28 0019 M6T           59  14     TM3R          59  14     0
QSO:  3767 PH 2017-10-28 0020 M6T           59  14     ON6LR         59  14     0
QSO:  7186 PH 2017-10-28 0020 M6T           59  14     YT8WW         59  15     0
QSO:  1849 PH 2017-10-28 0020 M6T           59  14     G4L           59  14     0
QSO:  7186 PH 2017-10-28 0020 M6T           59  14     K5AUP         59  05     0
QSO:  7186 PH 2017-10-28 0020 M6T           59  14     EW8ZO         59  16     0
QSO: 14292 PH 2017-10-28 0021 M6T           59  14     IB4K          59  15     0
QSO:  3767 PH 2017-10-28 0021 M6T           59  14     G6BDV         59  14     0
QSO:  7186 PH 2017-10-28 0021 M6T           59  14     E74X          59  15     0
QSO:  7186 PH 2017-10-28 0021 M6T           59  14     YO6BHN        59  20     0
QSO:  3767 PH 2017-10-28 0021 M6T           59  14     W2KV          59  05     0
QSO:  3767 PH 2017-10-28 0021 M6T           59  14     LA4O          59  14     0
QSO:  7186 PH 2017-10-28 0022 M6T           59  14     YT4T          59  15     0
QSO:  7186 PH 2017-10-28 0022 M6T           59  14     RN6LG         59  16     0
QSO:  7186 PH 2017-10-28 0022 M6T           59  14     W1NT          59  05     0
QSO:  3767 PH 2017-10-28 0022 M6T           59  14     K1KNQ         59  05     0
QSO:  7186 PH 2017-10-28 0022 M6T           59  14     K3WW          59  05     0
QSO:  7186 PH 2017-10-28 0022 M6T           59  14     W1GD          59  05     0
QSO: 14292 PH 2017-10-28 0022 M6T           59  14     G4DBL         59  14     0
QSO:  3767 PH 2017-10-28 0023 M6T           59  14     DL6FBL        59  14     0
QSO:  7186 PH 2017-10-28 0023 M6T           59  14     W1WEF         59  05     0
QSO:  1849 PH 2017-10-28 0023 M6T           59  14     PA/PY2SEX     59  14     0
QSO:  7186 PH 2017-10-28 0023 M6T           59  14     YP7P          59  20     0
QSO:  3767 PH 2017-10-28 0023 M6T           59  14     W3BGN         59  05     0
QSO:  3767 PH 2017-10-28 0024 M6T           59  14     RU5R          59  16     0
QSO:  7186 PH 2017-10-28 0024 M6T           59  14     YT0W          59  15     0
QSO:  3767 PH 2017-10-28 0024 M6T           59  14     N4RJ          59  05     0
QSO:  3767 PH 2017-10-28 0024 M6T           59  14     K1XM          59  05     0
QSO:  3767 PH 2017-10-28 0024 M6T           59  14     W1CSM         59  05     0
QSO:  7186 PH 2017-10-28 0024 M6T           59  14     K3MA          59  05     0
QSO:  3767 PH 2017-10-28 0025 M6T           59  14     GM6NX         59  14     0
QSO:  7186 PH 2017-10-28 0025 M6T           59  14     N4WW          59  05     0
QSO:  1849 PH 2017-10-28 0025 M6T           59  14     MD2C          59  14     0
QSO:  3767 PH 2017-10-28 0025 M6T           59  14     TF3SG         59  40     0
QSO:  3767 PH 2017-10-28 0026 M6T           59  14     TM3R          59  14     0
QSO:  1849 PH 2017-10-28 0026 M6T           59  14     DJ8OG         59  14     0
QSO:  3767 PH 2017-10-28 0026 M6T           59  14     W1UR          59  05     0
QSO:  3767 PH 2017-10-28 0026 M6T           59  14     M0NKR         59  14     0
QSO:  3767 PH 2017-10-28 0027 M6T           59  14     WA1NPZ        59  05     0
QSO:  7186 PH 2017-10-28 0027 M6T           59  14     8P5A          59  08     0
QSO:  7186 PH 2017-10-28 0027 M6T           59  14     N2MM          59  05     0
QSO:  3767 PH 2017-10-28 0027 M6T           59  14     PC2L          59  14     0
QSO:  3767 PH 2017-10-28 0027 M6T           59  14     K2XA          59  05     0
QSO:  7186 PH 2017-10-28 0027 M6T           59  14     YO3CIY        59  20     0
QSO:  3767 PH 2017-10-28 0028 M6T           59  14     PA0AA         59  14     0
QSO:  3767 PH 2017-10-28 0028 M6T           59  14     EF1W          59  14     0
QSO:  1849 PH 2017-10-28 0028 M6T           59  14     MW5R          59  14     0
QSO:  3767 PH 2017-10-28 0028 M6T           59  14     SN8B          59  15     0
QSO:  1849 PH 2017-10-28 0028 M6T           59  14     LA6ZP         59  14     0
QSO:  1849 PH 2017-10-28 0029 M6T           59  14     LN8W          59  14     0
QSO:  3767 PH 2017-10-28 0029 M6T           59  14     N1IBM         59  05     0
QSO: 14292 PH 2017-10-28 0029 M6T           59  14     DK6MO         59  14     0
QSO:  3767 PH 2017-10-28 0029 M6T           59  14     WU0U          59  04     0
QSO:  7186 PH 2017-10-28 0029 M6T           59  14     N1UR          59  05     0
QSO:  3767 PH 2017-10-28 0029 M6T           59  14     HB9H          59  14     0
QSO:  3767 PH 2017-10-28 0030 M6T           59  14     IR1Y          59  15     0
QSO:  3767 PH 2017-10-28 0030 M6T           59  14     K1GJY         59  05     0
QSO:  1849 PH 2017-10-28 0030 M6T           59  14     G4CWH         59  14     0
QSO:  3767 PH 2017-10-28 0031 M6T           59  14     AA3B          59  05     0
QSO:  7186 PH 2017-10-28 0031 M6T           59  14     EA8AQV        59  33     0
QSO:  7186 PH 2017-10-28 0031 M6T           59  14     UT4XU         59  16     0
QSO:  3767 PH 2017-10-28 0031 M6T           59  14     N3IQ          59  05     0
QSO:  3767 PH 2017-10-28 0032 M6T           59  14     S50L          59  15     0
QSO:  1849 PH 2017-10-28 0032 M6T           59  14     UR5AS         59  16     0
QSO:  3767 PH 2017-10-28 0032 M6T           59  14     DM4X          59  14     0
QSO:  7186 PH 2017-10-28 0033 M6T           59  14     ON8KW         59  14     0
QSO:  3767 PH 2017-10-28 0033 M6T           59  14     UA3BL         59  16     0
QSO:  3767 PH 2017-10-28 0033 M6T           59  14     RY6Y          59  16     0
QSO:  7186 PH 2017-10-28 0033 M6T           59  14     CT1JRZ        59  14     0
QSO:  1849 PH 2017-10-28 0034 M6T           59  14     EA7JW         59  14     0
QSO:  3767 PH 2017-10-28 0034 M6T           59  14     DL/4X1DX      59  14     0
QSO:  3767 PH 2017-10-28 0034 M6T           59  14     CN2AA         59  33     0
QSO:  7186 PH 2017-10-28 0034 M6T           59  14     3V8SS         59  33     0
QSO:  3767 PH 2017-10-28 0034 M6T           59  14     DK8TA         59  14     0
QSO:  3767 PH 2017-10-28 0035 M6T           59  14     S51RH         59  15     0
QSO:  7186 PH 2017-10-28 0035 M6T           59  14     UA7K          59  16     0
QSO:  3767 PH 2017-10-28 0035 M6T           59  14     SN1S          59  15     0
QSO:  3767 PH 2017-10-28 0035 M6T           59  14     HG6N          59  15     0
QSO:  3767 PH 2017-10-28 0035 M6T           59  14     EA3CI         59  14     0
QSO:  1849 PH 2017-10-28 0035 M6T           59  14     SP2TMT        59  15     0
QSO:  7186 PH 2017-10-28 0035 M6T           59  14     YO9AGI        59  20     0
QSO:  3767 PH 2017-10-28 0035 M6T           59  14     CR6K          59  14     0
QSO:  3767 PH 2017-10-28 0035 M6T           59  14     E72JG         59  15     0
QSO:  3767 PH 2017-10-28 0036 M6T           59  14     C4A           59  20     0
QSO:  7186 PH 2017-10-28 0036 M6T           59  14     IZ8DEP        59  15     0
QSO:  1849 PH 2017-10-28 0036 M6T           59  14     DK7ZT         59  14     0
QSO:  3767 PH 2017-10-28 0036 M6T           59  14     UW6E          59  16     0
QSO:  3767 PH 2017-10-28 0037 M6T           59  14     W2GPS         59  05     0
QSO:  7186 PH 2017-10-28 0037 M6T           59  14     RC9A          59  17     0
QSO:  3767 PH 2017-10-28 0037 M6T           59  14     N2VW          59  05     0
QSO:  1849 PH 2017-10-28 0037 M6T           59  14     UA3D          59  16     0
QSO:  7186 PH 2017-10-28 0038 M6T           59  14     RA3Y          59  16     0
QSO: 14292 PH 2017-10-28 0038 M6T           59  14     DL2ARD        59  14     0
QSO:  1849 PH 2017-10-28 0038 M6T           59  14     IR4M          59  15     0
QSO:  3767 PH 2017-10-28 0039 M6T           59  14     K3ZU          59  05     0
QSO:  7186 PH 2017-10-28 0039 M6T           59  14     W2RD          59  05     0
QSO: 14292 PH 2017-10-28 0039 M6T           59  14     S58Y          59  15     0
QSO:  7186 PH 2017-10-28 0040 M6T           59  14     N3ZA          59  05     0
QSO:  3767 PH 2017-10-28 0040 M6T           59  14     WX3B          59  05     0
QSO:  1849 PH 2017-10-28 0040 M6T           59  14     DL6FBL        59  14     0
QSO:  7186 PH 2017-10-28 0040 M6T           59  14     CT2IBY        59  14     0
QSO:  7186 PH 2017-10-28 0040 M6T           59  14     W1ASB         59  05     0
QSO:  3767 PH 2017-10-28 0040 M6T           59  14     EA3NP         59  14     0
QSO:  3767 PH 2017-10-28 0041 M6T           59  14     WW4LL         59  05     0
QSO:  1849 PH 2017-10-28 0041 M6T           59  14     UY7AM         59  16     0
QSO:  3767 PH 2017-10-28 0041 M6T           59  14     W3LPL         59  05     0
QSO:  7186 PH 2017-10-28 0041 M6T           59  14     9A5Y          59  15     0
QSO:  7186 PH 2017-10-28 0042 M6T           59  14     EA4LU         59  14     0
QSO:  3767 PH 2017-10-28 0042 M6T           59  14     DJ8OG         59  14     0
QSO:  1849 PH 2017-10-28 0042 M6T           59  14     EU3A          59  16     0
QSO:  7186 PH 2017-10-28 0042 M6T           59  14     RN9N          59  17     0
QSO:  1849 PH 2017-10-28 0042 M6T           59  14     OM7M          59  15     0
QSO:  3767 PH 2017-10-28 0042 M6T           59  14     OK2KOJ        59  15     0
QSO:  7186 PH 2017-10-28 0042 M6T           59  14     IZ8XXE        59  15     0
QSO:  3767 PH 2017-10-28 0042 M6T           59  14     DO4JS         59  14     0
QSO:  1849 PH 2017-10-28 0043 M6T           59  14     DL/4X1DX      59  14     0
QSO:  7186 PH 2017-10-28 0043 M6T           59  14     R6DFR         59  16     0
QSO:  1849 PH 2017-10-28 0043 M6T           59  14     F2YT          59  14     0
QSO:  3767 PH 2017-10-28 0043 M6T           59  14     F6BLZ         59  14     0
QSO:  3767 PH 2017-10-28 0043 M6T           59  14     UP2L          59  17     0
QSO:  3767 PH 2017-10-28 0043 M6T           59  14     RA3Y          59  16     0
QSO:  7186 PH 2017-10-28 0044 M6T           59  14     RN4NF         59  16     0
QSO:  3767 PH 2017-10-28 0044 M6T           59  14     R3WR          59  16     0
QSO:  3767 PH 2017-10-28 0044 M6T           59  14     US0HZ         59  16     0
QSO:  1849 PH 2017-10-28 0044 M6T           59  14     EA3IAA        59  14     0
QSO:  1849 PH 2017-10-28 0045 M6T           59  14     IR4X          59  15     0
QSO:  3767 PH 2017-10-28 0045 M6T           59  14     PA2TMS        59  14     0
QSO:  7186 PH 2017-10-28 0045 M6T           59  14     K1ZZ          59  05     0
QSO:  3767 PH 2017-10-28 0045 M6T           59  14     DF6QC         59  14     0
QSO:  1849 PH 2017-10-28 0045 M6T           59  14     SN1D          59  15     0
QSO:  7186 PH 2017-10-28 0046 M6T           59  14     RC2SB         59  16     0
QSO:  3767 PH 2017-10-28 0046 M6T           59  14     DL1HAZ        59  14     0
QSO:  7186 PH 2017-10-28 0046 M6T           59  14     NZ3O          59  05     0
QSO:  3767 PH 2017-10-28 0046 M6T           59  14     DL1NKS        59  14     0
QSO:  1849 PH 2017-10-28 0046 M6T           59  14     IS0XDA        59  15     0
QSO:  3767 PH 2017-10-28 0046 M6T           59  14     SN7D          59  15     0
QSO:  3767 PH 2017-10-28 0046 M6T           59  14     EA2KB         59  14     0
QSO:  1849 PH 2017-10-28 0047 M6T           59  14     PE1EWR        59  14     0
QSO:  7186 PH 2017-10-28 0047 M6T           59  14     UV5EEO        59  16     0
QSO:  3767 PH 2017-10-28 0047 M6T           59  14     DO1FPT        59  14     0
QSO:  7186 PH 2017-10-28 0047 M6T           59  14     RT3F          59  16     0
QSO:  1849 PH 2017-10-28 0047 M6T           59  14     IU4FLO        59  15     0
QSO:  1849 PH 2017-10-28 0047 M6T           59  14     OK5W          59  15     0
QSO:  1849 PH 2017-10-28 0048 M6T           59  14     II4A          59  15     0
QSO:  1849 PH 2017-10-28 0048 M6T           59  14     DP6T          59  14     0
QSO:  3767 PH 2017-10-28 0048 M6T           59  14     IK2MPR        59  15     0
QSO:  3767 PH 2017-10-28 0049 M6T           59  14     M1BXF         59  14     0
QSO:  1849 PH 2017-10-28 0049 M6T           59  14     5B4AIF        59  20     0
QSO:  3767 PH 2017-10-28 0049 M6T           59  14     W1UK          59  05     0
QSO:  7186 PH 2017-10-28 0049 M6T           59  14     CR5SSB        59  14     0
QSO: 14244 PH 2017-10-28 0049 M6T           59  14     IB4A          59  15     0
QSO:  1849 PH 2017-10-28 0049 M6T           59  14     I2WIJ         59  15     0
QSO:  7186 PH 2017-10-28 0049 M6T           59  14     W3JX          59  05     0
QSO:  1849 PH 2017-10-28 0050 M6T           59  14     DA0WRTC       59  14     0
QSO:  1849 PH 2017-10-28 0050 M6T           59  14     PI4M          59  14     0
QSO:  3767 PH 2017-10-28 0050 M6T           59  14     DJ5AN         59  14     0
QSO:  1849 PH 2017-10-28 0050 M6T           59  14     YU5R          59  15     0
QSO:  3767 PH 2017-10-28 0050 M6T           59  14     G5E           59  14     0
QSO:  7186 PH 2017-10-28 0050 M6T           59  14     K1TTT         59  05     0
QSO:  1849 PH 2017-10-28 0050 M6T           59  14     LB1AH         59  14     0
QSO:  1849 PH 2017-10-28 0050 M6T           59  14     PC2L          59  14     0
QSO:  7186 PH 2017-10-28 0050 M6T           59  14     IZ7XUQ        59  15     0
QSO:  7186 PH 2017-10-28 0051 M6T           59  14     N2SR          59  05     0
QSO:  3767 PH 2017-10-28 0051 M6T           59  14     W3NO          59  05     0
QSO:  7186 PH 2017-10-28 0051 M6T           59  14     UR7HN         59  16     0
QSO:  3767 PH 2017-10-28 0051 M6T           59  14     GU3HFN        59  14     0
QSO:  1849 PH 2017-10-28 0051 M6T           59  14     DL0PE         59  14     0
QSO:  7186 PH 2017-10-28 0051 M6T           59  14     W3CF          59  05     0
QSO:  3767 PH 2017-10-28 0051 M6T           59  14     OK1AMF        59  15     0
QSO:  1849 PH 2017-10-28 0051 M6T           59  14     DL7URH        59  14     0
QSO:  3767 PH 2017-10-28 0052 M6T           59  14     W1WEF         59  05     0
QSO:  7186 PH 2017-10-28 0052 M6T           59  14     9A1CBM        59  15     0
QSO:  1849 PH 2017-10-28 0052 M6T           59  14     S51A          59  15     0
QSO:  7186 PH 2017-10-28 0052 M6T           59  14     UT8AS         59  16     0
QSO:  1849 PH 2017-10-28 0052 M6T           59  14     CU4DX         59  14     0
QSO:  1849 PH 2017-10-28 0052 M6T           59  14     CN2AA         59  33     0
QSO:  7186 PH 2017-10-28 0052 M6T           59  14     EW8W          59  16     0
QSO:  7186 PH 2017-10-28 0052 M6T           59  14     AB3CX         59  05     0
QSO:  3767 PH 2017-10-28 0052 M6T           59  14     LY2NY         59  15     0
QSO:  1849 PH 2017-10-28 0053 M6T           59  14     UX1UX         59  16     0
QSO:  3767 PH 2017-10-28 0053 M6T           59  14     PA6AA         59  14     0
QSO:  7186 PH 2017-10-28 0053 M6T           59  14     LZ7A          59  20     0
QSO:  7186 PH 2017-10-28 0053 M6T           59  14     K3UW          59  05     0
QSO:  1849 PH 2017-10-28 0053 M6T           59  14     M0NKR         59  14     0
QSO:  3767 PH 2017-10-28 0053 M6T           59  14     WA1T          59  05     0
QSO:  3767 PH 2017-10-28 0054 M6T           59  14     M0TWB         59  14     0
QSO:  1849 PH 2017-10-28 0054 M6T           59  14     GM2T          59  14     0
QSO:  3767 PH 2017-10-28 0054 M6T           59  14     EW4GL         59  16     0
QSO:  7186 PH 2017-10-28 0054 M6T           59  14     KB3Z          59  05     0
QSO:  3767 PH 2017-10-28 0054 M6T           59  14     NN3Q          59  05     0
QSO:  7186 PH 2017-10-28 0054 M6T           59  14     W3GM          59  05     0
QSO:  3767 PH 2017-10-28 0054 M6T           59  14     K1ZZ          59  05     0
QSO:  7186 PH 2017-10-28 0054 M6T           59  14     YT5X          59  15     0
QSO:  1849 PH 2017-10-28 0054 M6T           59  14     DL1NKS        59  14     0
QSO:  3767 PH 2017-10-28 0055 M6T           59  14     HB9ALM        59  14     0
QSO:  3767 PH 2017-10-28 0055 M6T           59  14     NR3X          59  05     0
QSO:  7072 PH 2017-10-28 0055 M6T           59  14     JT5DX         59  23     0
QSO:  3767 PH 2017-10-28 0055 M6T           59  14     OT5X          59  14     0
QSO:  1849 PH 2017-10-28 0055 M6T           59  14     IK3PWR        59  15     0
QSO:  7186 PH 2017-10-28 0056 M6T           59  14     W3EA          59  05     0
QSO:  1849 PH 2017-10-28 0056 M6T           59  14     RK3PWR        59  16     0
QSO:  1849 PH 2017-10-28 0056 M6T           59  14     IK2YCW        59  15     0
QSO:  7186 PH 2017-10-28 0056 M6T           59  14     WW4LL         59  05     0
QSO:  1849 PH 2017-10-28 0056 M6T           59  14     DM4M          59  14     0
QSO:  3767 PH 2017-10-28 0056 M6T           59  14     TM3Z          59  14     0
QSO:  1849 PH 2017-10-28 0057 M6T           59  14     DL1TRK        59  14     0
QSO:  7186 PH 2017-10-28 0057 M6T           59  14     W3LPL         59  05     0
QSO:  3767 PH 2017-10-28 0057 M6T           59  14     II0M          59  15     0
QSO:  1849 PH 2017-10-28 0057 M6T           59  14     IZ2KTK        59  15     0
QSO:  3767 PH 2017-10-28 0058 M6T           59  14     I2SVA         59  15     0
QSO:  3767 PH 2017-10-28 0058 M6T           59  14     YT5IVN        59  15     0
QSO:  7186 PH 2017-10-28 0058 M6T           59  14     E7PD          59  15     0
QSO:  3767 PH 2017-10-28 0058 M6T           59  14     IQ3WW         59  15     0
QSO:  3767 PH 2017-10-28 0058 M6T           59  14     DL0CS         59  14     0
QSO:  3767 PH 2017-10-28 0059 M6T           59  14     DL6AL         59  14     0
QSO:  1849 PH 2017-10-28 0059 M6T           59  14     LZ7A          59  20     0
QSO:  1849 PH 2017-10-28 0059 M6T           59  14     EC5AN         59  14     0
QSO:  3767 PH 2017-10-28 0059 M6T           59  14     UT7CR         59  16     0
QSO:  7186 PH 2017-10-28 0059 M6T           59  14     LZ3ZZ         59  20     0
QSO:  1849 PH 2017-10-28 0100 M6T           59  14     EI3ENB        59  14     0
QSO:  7058 PH 2017-10-28 0100 M6T           59  14     VE3EJ         59  04     0
QSO:  7186 PH 2017-10-28 0100 M6T           59  14     UW6E          59  16     0
QSO:  7186 PH 2017-10-28 0100 M6T           59  14     EW1P          59  16     0
QSO:  3767 PH 2017-10-28 0100 M6T           59  14     EI5KG         59  14     0
