START-OF-LOG: 3.0
CONTEST: EUDXC
CALLSIGN: DL6AG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED:
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1677510
CREATED-BY: UcxLog 8.40
NAME: Wolfram Bartzsch
QSO: 28000 CW 2026-02-07 1213 DL6AG         599 DE13   VU2TMP        599 41
QSO: 28000 CW 2026-02-07 1216 DL6AG         599 DE13   RN4AO         599 29
QSO: 28000 CW 2026-02-07 1217 DL6AG         599 DE13   RW0AJ         599 32
QSO: 28000 CW 2026-02-07 1218 DL6AG         599 DE13   DL5XJ         599 DE15
QSO: 28000 CW 2026-02-07 1218 DL6AG         599 DE13   R4BD          599 29
QSO: 28000 CW 2026-02-07 1219 DL6AG         599 DE13   R7MM          599 29
QSO: 28000 CW 2026-02-07 1220 DL6AG         599 DE13   R6ZF          599 29
QSO: 28000 CW 2026-02-07 1220 DL6AG         599 DE13   R3ST          599 29
QSO: 28000 CW 2026-02-07 1221 DL6AG         599 DE13   RA4CL         599 29
QSO: 28000 CW 2026-02-07 1221 DL6AG         599 DE13   UD8A          599 30
QSO: 28000 CW 2026-02-07 1222 DL6AG         599 DE13   DU2W          599 50
QSO: 28000 CW 2026-02-07 1223 DL6AG         599 DE13   RM4F          599 29
QSO: 28000 CW 2026-02-07 1225 DL6AG         599 DE13   UP0L          599 30
QSO: 28000 CW 2026-02-07 1225 DL6AG         599 DE13   9A5Y          599 HR03
QSO: 28000 CW 2026-02-07 1226 DL6AG         599 DE13   UC7N          599 29
QSO: 28000 CW 2026-02-07 1227 DL6AG         599 DE13   HA2KMR        599 HU05
QSO: 28000 CW 2026-02-07 1228 DL6AG         599 DE13   RM2R          599 29
QSO: 28000 CW 2026-02-07 1228 DL6AG         599 DE13   R6CC          599 29
QSO: 28000 CW 2026-02-07 1228 DL6AG         599 DE13   UA6LCJ        599 29
QSO: 28000 CW 2026-02-07 1229 DL6AG         599 DE13   DL5JQ         599 DE10
QSO: 28000 CW 2026-02-07 1230 DL6AG         599 DE13   P3AA          599 CY01
QSO: 28000 CW 2026-02-07 1231 DL6AG         599 DE13   RX9CC         599 20
QSO: 28000 CW 2026-02-07 1232 DL6AG         599 DE13   RW4HFH        599 30
QSO: 28000 CW 2026-02-07 1232 DL6AG         599 DE13   RX6FJ         599 29
QSO: 28000 CW 2026-02-07 1233 DL6AG         599 DE13   4Z5ML         599 39
