START-OF-LOG: 3.0
CONTEST: EUDXC
CALLSIGN: DL6KWN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: MIXED
CATEGORY-POWER:
CATEGORY-ASSISTED:
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 301720
CREATED-BY: UcxLog 8.47
NAME: Helmut Teichmann
SOAPBOX: TRX: FT-950 100W
SOAPBOX: ANT: 22m wire end-fed down from balkony 4-th floor
QSO:  3520 CW 2026-02-07 2146 DL6KWN        599 DE09   DL6AG         599 DE13
QSO:  3520 CW 2026-02-07 2147 DL6KWN        599 DE09   OK1MDK        599 CZ14
QSO:  3521 CW 2026-02-07 2148 DL6KWN        599 DE09   OR5T          599 BE11
QSO:  3523 CW 2026-02-07 2153 DL6KWN        599 DE09   SP9MZH        599 PL03
QSO:  3524 CW 2026-02-07 2156 DL6KWN        599 DE09   PA2A          599 NL10
QSO:  3520 CW 2026-02-07 2206 DL6KWN        599 DE09   YT5A          599 28
QSO:  3520 CW 2026-02-07 2208 DL6KWN        599 DE09   SP7CF         599 PL04
QSO:  3520 CW 2026-02-07 2209 DL6KWN        599 DE09   S51Z          599 SI04
QSO:  3520 CW 2026-02-07 2209 DL6KWN        599 DE09   YL2PJ         599 LV03
QSO:  3520 CW 2026-02-07 2210 DL6KWN        599 DE09   LY2A          599 LT05
QSO:  3521 CW 2026-02-07 2215 DL6KWN        599 DE09   OM5R          599 SK04
QSO:  3525 CW 2026-02-07 2218 DL6KWN        599 DE09   F5SGI         599 FR03
QSO:  3526 CW 2026-02-07 2219 DL6KWN        599 DE09   HG5C          599 HU04
QSO:  3527 CW 2026-02-07 2220 DL6KWN        599 DE09   EA5KBG        599 ES04
QSO:  3528 CW 2026-02-07 2222 DL6KWN        599 DE09   SQ1EUG        599 PL16
QSO:  3529 CW 2026-02-07 2223 DL6KWN        599 DE09   EW8DX         599 29
QSO:  3529 CW 2026-02-07 2224 DL6KWN        599 DE09   OH2BW         599 FI17
QSO:  3531 CW 2026-02-07 2225 DL6KWN        599 DE09   IK0YUT        599 IT20
QSO:  3531 CW 2026-02-07 2227 DL6KWN        599 DE09   R6CC          599 29
QSO:  3532 CW 2026-02-07 2228 DL6KWN        599 DE09   IV3AZV        599 IT08
QSO:  3533 CW 2026-02-07 2228 DL6KWN        599 DE09   E72U          599 28
QSO:  3535 CW 2026-02-07 2229 DL6KWN        599 DE09   RT2F          599 29
QSO:  3539 CW 2026-02-07 2230 DL6KWN        599 DE09   F6DCQ         599 FR01
QSO:  3540 CW 2026-02-07 2234 DL6KWN        599 DE09   OM3CPF        599 SK02
QSO:  3540 CW 2026-02-07 2236 DL6KWN        599 DE09   IV3KKW        599 IT08
QSO:  3542 CW 2026-02-07 2237 DL6KWN        599 DE09   DM6M          599 DE08
QSO:  3542 CW 2026-02-07 2238 DL6KWN        599 DE09   EA1WH         599 ES16
QSO:  3547 CW 2026-02-07 2239 DL6KWN        599 DE09   OK2MBP        599 CZ07
QSO:  3552 CW 2026-02-07 2240 DL6KWN        599 DE09   ER3UA         599 29
QSO:  3553 CW 2026-02-07 2241 DL6KWN        599 DE09   HA5MIG        599 HU04
QSO:  3781 PH 2026-02-07 2243 DL6KWN        59  DE09   S55TZ         59  SI04
QSO:  3774 PH 2026-02-07 2245 DL6KWN        59  DE09   OL4W          59  CZ06
QSO:  3771 PH 2026-02-07 2245 DL6KWN        59  DE09   SN7R          59  PL04
QSO:  3765 PH 2026-02-07 2246 DL6KWN        59  DE09   HG3T          59  HU07
QSO:  3762 PH 2026-02-07 2247 DL6KWN        59  DE09   HA5NX         59  HU04
QSO:  3746 PH 2026-02-07 2248 DL6KWN        59  DE09   SP6IXF        59  PL05
QSO:  3729 PH 2026-02-07 2249 DL6KWN        59  DE09   YU5R          59  28
QSO:  3715 PH 2026-02-07 2250 DL6KWN        59  DE09   LY4L          59  LT03
QSO:  3704 PH 2026-02-07 2252 DL6KWN        59  DE09   I2OLV         59  IT11
QSO:  3510 CW 2026-02-07 2259 DL6KWN        599 DE09   R2FG          599 29
QSO:  3511 CW 2026-02-07 2302 DL6KWN        599 DE09   SM5/UY5OO     599 SE02
QSO:  3513 CW 2026-02-07 2306 DL6KWN        599 DE09   OK2IW         599 CZ08
QSO:  3514 CW 2026-02-07 2307 DL6KWN        599 DE09   PA2W          599 NL11
QSO:  3516 CW 2026-02-07 2308 DL6KWN        599 DE09   PA4PA         599 NL11
QSO:  3522 CW 2026-02-07 2310 DL6KWN        599 DE09   ON4FI         599 BE03
QSO:  3524 CW 2026-02-07 2314 DL6KWN        599 DE09   IU5VMC        599 IT19
QSO:  3524 CW 2026-02-07 2315 DL6KWN        599 DE09   DL5RMH        599 DE02
QSO:  3528 CW 2026-02-07 2316 DL6KWN        599 DE09   HB9DHG        599 28
QSO:  3531 CW 2026-02-07 2319 DL6KWN        599 DE09   ER5GB         599 29
QSO:  3535 CW 2026-02-07 2321 DL6KWN        599 DE09   HA4ZS         599 HU05
QSO:  3541 CW 2026-02-07 2324 DL6KWN        599 DE09   S52WD         599 SI01
QSO:  3544 CW 2026-02-07 2325 DL6KWN        599 DE09   LY2MM         599 LT03
QSO:  3547 CW 2026-02-07 2326 DL6KWN        599 DE09   OL7P          599 CZ10
QSO:  3550 CW 2026-02-07 2327 DL6KWN        599 DE09   HA7WP         599 HU04
QSO:  3513 CW 2026-02-07 2330 DL6KWN        599 DE09   DL7ON         599 DE04
QSO:  3514 CW 2026-02-07 2331 DL6KWN        599 DE09   OL5Y          599 CZ11
QSO:  3516 CW 2026-02-07 2332 DL6KWN        599 DE09   HB9ARF        599 28
QSO:  3516 CW 2026-02-07 2332 DL6KWN        599 DE09   DF0FY         599 DE06
QSO:  3518 CW 2026-02-07 2336 DL6KWN        599 DE09   IZ3LEY        599 IT21
QSO:  3521 CW 2026-02-07 2338 DL6KWN        599 DE09   DL5XJ         599 DE15
QSO:  3792 PH 2026-02-07 2340 DL6KWN        59  DE09   E70T          59  28
QSO:  3755 PH 2026-02-07 2343 DL6KWN        59  DE09   IQ1RF         59  IT14
QSO:  3749 PH 2026-02-07 2344 DL6KWN        59  DE09   YL7X          59  LV02
QSO:  3719 PH 2026-02-07 2346 DL6KWN        59  DE09   IU8RIA        59  IT05
QSO:  3715 PH 2026-02-07 2347 DL6KWN        59  DE09   LY9A          59  LT01
QSO:  3711 PH 2026-02-07 2349 DL6KWN        59  DE09   YO8SDC        59  RO01
QSO:  3707 PH 2026-02-07 2352 DL6KWN        59  DE09   HA3GO         59  HU06
QSO:  3703 PH 2026-02-07 2355 DL6KWN        59  DE09   EW1M          59  29
QSO:  3509 CW 2026-02-08 0008 DL6KWN        599 DE09   HA9A          599 HU01
QSO:  3506 CW 2026-02-08 0010 DL6KWN        599 DE09   F5MLJ         599 FR04
QSO:  3510 CW 2026-02-08 0012 DL6KWN        599 DE09   OK1DSA        599 CZ12
QSO:  3508 CW 2026-02-08 0013 DL6KWN        599 DE09   UP0L          599 30
QSO:  3510 CW 2026-02-08 0014 DL6KWN        599 DE09   DH7AMF        599 DE04
QSO:  3510 CW 2026-02-08 0015 DL6KWN        599 DE09   DL7LX         599 DE03
QSO:  3510 CW 2026-02-08 0016 DL6KWN        599 DE09   DJ5NE         599 DE02
QSO:  3510 CW 2026-02-08 0016 DL6KWN        599 DE09   HA3DX         599 HU07
QSO:  3510 CW 2026-02-08 0017 DL6KWN        599 DE09   DL1AH         599 DE08
QSO:  3510 CW 2026-02-08 0017 DL6KWN        599 DE09   LZ5R          599 BG06
QSO:  3510 CW 2026-02-08 0018 DL6KWN        599 DE09   IU0DHV/6      599 IT01
QSO:  3510 CW 2026-02-08 0019 DL6KWN        599 DE09   DK1FY         599 DE08
QSO:  3510 CW 2026-02-08 0019 DL6KWN        599 DE09   DF3OL         599 DE08
QSO:  3510 CW 2026-02-08 0020 DL6KWN        599 DE09   OK2QA         599 CZ08
QSO:  3510 CW 2026-02-08 0021 DL6KWN        599 DE09   SN5J          599 PL08
QSO:  3510 CW 2026-02-08 0022 DL6KWN        599 DE09   SM0Q          599 SE01
QSO:  3510 CW 2026-02-08 0024 DL6KWN        599 DE09   HB9CMW        599 28
QSO:  3510 CW 2026-02-08 0027 DL6KWN        599 DE09   DA3T          599 DE13
QSO:  3510 CW 2026-02-08 0027 DL6KWN        599 DE09   UA3MIF        599 29
QSO:  3510 CW 2026-02-08 0028 DL6KWN        599 DE09   SN1F          599 PL16
QSO:  3533 CW 2026-02-08 0031 DL6KWN        599 DE09   YU1AT         599 28
QSO:  3511 CW 2026-02-08 0034 DL6KWN        599 DE09   EI6JK         599 IE04
QSO:  3539 CW 2026-02-08 0036 DL6KWN        599 DE09   IZ8XXE        599 IT06
QSO:  3514 CW 2026-02-08 0048 DL6KWN        599 DE09   DF8V          599 DE12
QSO:  3515 CW 2026-02-08 0048 DL6KWN        599 DE09   OM4WM         599 SK03
QSO:  3519 CW 2026-02-08 0050 DL6KWN        599 DE09   EW2ES         599 29
QSO:  3520 CW 2026-02-08 0050 DL6KWN        599 DE09   UW2U          599 29
QSO:  3521 CW 2026-02-08 0051 DL6KWN        599 DE09   SN8A          599 PL06
QSO:  3536 CW 2026-02-08 0053 DL6KWN        599 DE09   IQ1RF         599 IT14
QSO:  3766 PH 2026-02-08 0101 DL6KWN        59  DE09   IZ8JHD        59  IT05
QSO:  3743 PH 2026-02-08 0106 DL6KWN        59  DE09   E7CW          59  28
QSO:  3726 PH 2026-02-08 0107 DL6KWN        59  DE09   S51YI         59  SI02
QSO:  3720 PH 2026-02-08 0108 DL6KWN        59  DE09   EI6JK         59  IE04
QSO:  3714 PH 2026-02-08 0109 DL6KWN        59  DE09   HG0NPJ        59  HU04
QSO:  3710 PH 2026-02-08 0110 DL6KWN        59  DE09   DA2X          59  DE13
QSO:  3697 PH 2026-02-08 0112 DL6KWN        59  DE09   F4MAG         59  FR01
QSO:  3515 CW 2026-02-08 0116 DL6KWN        599 DE09   RN4HAB        599 30
QSO:  3522 CW 2026-02-08 0118 DL6KWN        599 DE09   4U1A          599 AT01
QSO:  3524 CW 2026-02-08 0119 DL6KWN        599 DE09   RN4AO         599 29
QSO:  3510 CW 2026-02-08 0514 DL6KWN        599 DE09   OG3B          599 FI18
QSO:  3513 CW 2026-02-08 0517 DL6KWN        599 DE09   DL1NKS        599 DE02
QSO:  3514 CW 2026-02-08 0518 DL6KWN        599 DE09   LA3BO         599 18
QSO:  3523 CW 2026-02-08 0524 DL6KWN        599 DE09   YO3JW         599 RO02
QSO:  3526 CW 2026-02-08 0525 DL6KWN        599 DE09   YO4NF         599 RO02
QSO:  3529 CW 2026-02-08 0526 DL6KWN        599 DE09   IN3MNS        599 IT18
QSO:  3530 CW 2026-02-08 0527 DL6KWN        599 DE09   OK1KKI        599 CZ02
QSO:  3530 CW 2026-02-08 0527 DL6KWN        599 DE09   PA3AAV        599 NL08
QSO:  3522 CW 2026-02-08 0532 DL6KWN        599 DE09   SP6CIK        599 PL09
QSO:  3516 CW 2026-02-08 0533 DL6KWN        599 DE09   2E0CVN        599 27
QSO:  3511 CW 2026-02-08 0535 DL6KWN        599 DE09   IT9RZU        599 IT16
QSO:  3509 CW 2026-02-08 0536 DL6KWN        599 DE09   OE1CIW        599 AT01
QSO:  3507 CW 2026-02-08 0537 DL6KWN        599 DE09   EA2AZ         599 ES15
QSO:  3504 CW 2026-02-08 0538 DL6KWN        599 DE09   E74C          599 28
QSO:  3774 PH 2026-02-08 0543 DL6KWN        59  DE09   SP7OQI        59  PL04
QSO:  3714 PH 2026-02-08 0546 DL6KWN        59  DE09   IQ3RP         59  IT21
QSO:  3511 CW 2026-02-08 0549 DL6KWN        599 DE09   SM5LW         599 SE01
QSO:  3525 CW 2026-02-08 0555 DL6KWN        599 DE09   IT9VDQ        599 IT16
QSO:  3526 CW 2026-02-08 0556 DL6KWN        599 DE09   DK2FG         599 DE10
QSO:  3534 CW 2026-02-08 0557 DL6KWN        599 DE09   DD5M          599 DE02
QSO:  3521 CW 2026-02-08 0558 DL6KWN        599 DE09   IV3IPS        599 IT08
QSO:  3514 CW 2026-02-08 0600 DL6KWN        599 DE09   F5IN          599 FR04
QSO:  3515 CW 2026-02-08 0600 DL6KWN        599 DE09   DA2K          599 DE02
QSO:  3516 CW 2026-02-08 0602 DL6KWN        599 DE09   HG6O          599 HU01
QSO:  3518 CW 2026-02-08 0604 DL6KWN        599 DE09   OK5M          599 CZ03
QSO:  3510 CW 2026-02-08 0605 DL6KWN        599 DE09   IT9/DK6XZ     599 IT16
QSO:  3518 CW 2026-02-08 0606 DL6KWN        599 DE09   F5MYK         599 FR12
QSO:  3521 CW 2026-02-08 0607 DL6KWN        599 DE09   YL7X          599 LV02
QSO:  3521 CW 2026-02-08 0608 DL6KWN        599 DE09   HA6W          599 HU02
QSO:  3522 CW 2026-02-08 0609 DL6KWN        599 DE09   SP2DKI        599 PL02
QSO:  3762 PH 2026-02-08 0617 DL6KWN        59  DE09   LZ2OG         59  BG01
QSO:  3753 PH 2026-02-08 0619 DL6KWN        59  DE09   PB6W          59  NL07
QSO:  3737 PH 2026-02-08 0622 DL6KWN        59  DE09   DD0VE         59  DE13
QSO:  3737 PH 2026-02-08 0623 DL6KWN        59  DE09   OZ1KVM        59  DK05
QSO:  3737 PH 2026-02-08 0623 DL6KWN        59  DE09   DH4BM         59  DE16
QSO:  3737 PH 2026-02-08 0624 DL6KWN        59  DE09   SP3DFB        59  PL01
QSO:  3737 PH 2026-02-08 0625 DL6KWN        59  DE09   OL8M          59  CZ10
QSO:  3737 PH 2026-02-08 0626 DL6KWN        59  DE09   SO7E          59  PL04
QSO:  3737 PH 2026-02-08 0627 DL6KWN        59  DE09   SN9Y          59  PL03
QSO:  3523 CW 2026-02-08 0636 DL6KWN        599 DE09   EA6NB         599 ES13
QSO:  3520 CW 2026-02-08 0638 DL6KWN        599 DE09   HA5PP         599 HU07
QSO:  3511 CW 2026-02-08 0641 DL6KWN        599 DE09   DL8WN         599 DE11
QSO:  3511 CW 2026-02-08 0642 DL6KWN        599 DE09   DF3VM         599 DE12
QSO:  3511 CW 2026-02-08 0642 DL6KWN        599 DE09   DL4DTL        599 DE01
QSO:  3511 CW 2026-02-08 0643 DL6KWN        599 DE09   ES2JJ         599 EE01
QSO:  3511 CW 2026-02-08 0645 DL6KWN        599 DE09   HA3GC         599 HU07
QSO:  3511 CW 2026-02-08 0647 DL6KWN        599 DE09   OK1PFM        599 CZ11
QSO:  3532 CW 2026-02-08 0656 DL6KWN        599 DE09   OZ1AAR        599 DK01
QSO:  3711 PH 2026-02-08 0703 DL6KWN        59  DE09   ON9PA         59  BE02
QSO:  3516 CW 2026-02-08 0706 DL6KWN        599 DE09   OK1DEZ        599 CZ09
QSO:  3512 CW 2026-02-08 0707 DL6KWN        599 DE09   DK8RE         599 DE04
QSO:  3511 CW 2026-02-08 0708 DL6KWN        599 DE09   DK3GI         599 DE02
QSO:  3511 CW 2026-02-08 0709 DL6KWN        599 DE09   SE6K          599 SE11
END-OF-LOG:
