START-OF-LOG: 3.0
CREATED-BY: hand typed after contest
CALLSIGN: DF3TE
CONTEST: EUROPEAN UNION DX CONTEST
CATEGORY: SINGLE-OP ALL LP SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED:
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
OPERATORS: DF3TE
LOCATION: DE10
NAME:    Elfi Herre
CLAIMED-QSO:     100
CLAIMED-POINTS:  798
CLAIMED-MULT:    118
CLAIMED-SCORE:   94164
SOAPBOX: RIG FT1000 100 Watts; ANTENNA 3 Element Beam, Inverted V
QSO: 21000 PH 2026-02-08 1101 DF3TE   59  DE10   UP0L          59  30
QSO: 21000 PH 2026-02-08 1102 DF3TE   59  DE10   YO/LZ4UU      59  RO01
QSO: 21000 PH 2026-02-08 1104 DF3TE   59  DE10   IU8RIA        59  IT05
QSO: 21000 PH 2026-02-08 1107 DF3TE   59  DE10   OY1R          59  18
QSO: 21000 PH 2026-02-08 1108 DF3TE   59  DE10   CU2CO         59  PT01
QSO: 21000 PH 2026-02-08 1110 DF3TE   59  DE10   E70T          59  28
QSO: 21000 PH 2026-02-08 1111 DF3TE   59  DE10   IQ3ME         59  IT21
QSO: 28000 PH 2026-02-08 1113 DF3TE   59  DE10   R3RZ          59  29
QSO: 28000 PH 2026-02-08 1114 DF3TE   59  DE10   BG0DLA        59  42
QSO: 28000 PH 2026-02-08 1116 DF3TE   59  DE10   EC7R          59  ES01
QSO: 28000 PH 2026-02-08 1116 DF3TE   59  DE10   PU2UAF        59  15
QSO: 28000 PH 2026-02-08 1117 DF3TE   59  DE10   RW4C          59  29
QSO: 28000 PH 2026-02-08 1119 DF3TE   59  DE10   SO9F          59  PL12
QSO: 14000 PH 2026-02-08 1121 DF3TE   59  DE10   IK6LBT        59  IT12
QSO: 14000 PH 2026-02-08 1122 DF3TE   59  DE10   LZ8E          59  BG03
QSO: 14000 PH 2026-02-08 1123 DF3TE   59  DE10   SQ5EBL        59  PL08
QSO: 14000 PH 2026-02-08 1124 DF3TE   59  DE10   SP100G        59  PL11
QSO: 14000 PH 2026-02-08 1124 DF3TE   59  DE10   EW1M          59  29
QSO: 14000 PH 2026-02-08 1125 DF3TE   59  DE10   IK4ADE        59  IT07
QSO: 14000 PH 2026-02-08 1126 DF3TE   59  DE10   SN7R          59  PL04
QSO: 14000 PH 2026-02-08 1126 DF3TE   59  DE10   IU8RIA        59  IT05
QSO: 14000 PH 2026-02-08 1127 DF3TE   59  DE10   SO6A          59  PL05
QSO: 14000 PH 2026-02-08 1128 DF3TE   59  DE10   IW0HLZ        59  IT09
QSO: 14000 PH 2026-02-08 1129 DF3TE   59  DE10   F4KKF         59  FR13
QSO: 14000 PH 2026-02-08 1129 DF3TE   59  DE10   SN7D          59  PL04
QSO: 14000 PH 2026-02-08 1131 DF3TE   59  DE10   IZ6CLV        59  IT01
QSO: 14000 PH 2026-02-08 1132 DF3TE   59  DE10   IU5VMC        59  IT19
QSO: 14000 PH 2026-02-08 1133 DF3TE   59  DE10   IU4EYH        59  IT07
QSO: 14000 PH 2026-02-08 1134 DF3TE   59  DE10   EB1DJ         59  ES05
QSO: 14000 PH 2026-02-08 1135 DF3TE   59  DE10   S58M          59  SI02
QSO: 14000 PH 2026-02-08 1137 DF3TE   59  DE10   UT4EV         59  29
QSO: 14000 PH 2026-02-08 1139 DF3TE   59  DE10   HA5NX         59  HU04
END-OF-LOG:
