START-OF-LOG: 3.0
CREATED-BY: hand typed after contest
CALLSIGN: DF3TE
CONTEST: EUROPEAN UNION DX CONTEST
CATEGORY: SINGLE-OP ALL LP SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED:
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
OPERATORS: DF3TE
LOCATION: DE10
NAME:    Elfi Herre
CLAIMED-QSO:     100
CLAIMED-POINTS:  798
CLAIMED-MULT:    118
CLAIMED-SCORE:   94164
SOAPBOX: RIG FT1000 100 Watts; ANTENNA 3 Element Beam, Inverted V
QSO:  7000 PH 2026-02-07 1556 DF3TE   59  DE10   SO7E          59  PL04
QSO:  7000 PH 2026-02-07 1557 DF3TE   59  DE10   IQ1RF         59  IT14
QSO:  7000 PH 2026-02-07 1559 DF3TE   59  DE10   IZ3LEY        59  IT21
QSO:  7000 PH 2026-02-07 1559 DF3TE   59  DE10   IQ3RP         59  IT21
QSO:  7000 PH 2026-02-07 1600 DF3TE   59  DE10   IK5RLP        59  IT19
QSO:  7000 PH 2026-02-07 1602 DF3TE   59  DE10   TM6B          59  FR09
QSO:  7000 PH 2026-02-07 1604 DF3TE   59  DE10   SQ3M          59  PL01
QSO:  7000 PH 2026-02-07 1606 DF3TE   59  DE10   IZ1SAI        59  IT14
QSO:  7000 PH 2026-02-07 1607 DF3TE   59  DE10   G6AD          59  27
QSO:  7000 PH 2026-02-07 1608 DF3TE   59  DE10   OM2X          59  SK03
QSO:  7000 PH 2026-02-07 1609 DF3TE   59  DE10   I2OLV         59  IT11
QSO:  7000 PH 2026-02-07 1610 DF3TE   59  DE10   IZ5CMI        59  IT19
QSO: 14000 PH 2026-02-07 1612 DF3TE   59  DE10   EA6URP        59  ES13
QSO: 14000 PH 2026-02-07 1613 DF3TE   59  DE10   EA7LL         59  ES01
QSO: 14000 PH 2026-02-07 1613 DF3TE   59  DE10   EI9HX         59  IE04
QSO: 14000 PH 2026-02-07 1615 DF3TE   59  DE10   R4WD          59  30
QSO: 14000 PH 2026-02-07 1616 DF3TE   59  DE10   YO8SDC        59  RO01
QSO: 14000 PH 2026-02-07 1617 DF3TE   59  DE10   YQ6A          59  RO07
QSO: 14000 PH 2026-02-07 1619 DF3TE   59  DE10   SE2P          59  SE20
QSO: 14000 PH 2026-02-07 1620 DF3TE   59  DE10   EA1FTJ        59  ES16
QSO: 14000 PH 2026-02-07 1622 DF3TE   59  DE10   EA8DGS        59  ES09
QSO: 14000 PH 2026-02-07 1625 DF3TE   59  DE10   RL3QI         59  29
QSO: 14000 PH 2026-02-07 1625 DF3TE   59  DE10   RA3OA         59  29
QSO: 14000 PH 2026-02-07 1628 DF3TE   59  DE10   LZ5R          59  BG06
QSO: 14000 PH 2026-02-07 1629 DF3TE   59  DE10   HA6FQ         59  HU01
QSO: 14000 PH 2026-02-07 1629 DF3TE   59  DE10   OH1NA         59  FI13
QSO: 28000 PH 2026-02-08 0755 DF3TE   59  DE10   DL8YBM        59  DE10
QSO: 28000 PH 2026-02-08 0758 DF3TE   59  DE10   DG3WN         59  DE10
QSO:  7000 PH 2026-02-08 0813 DF3TE   59  DE10   F4DPW         59  FR08
QSO:  7000 PH 2026-02-08 0814 DF3TE   59  DE10   HA2KMR        59  HU05
QSO:  7000 PH 2026-02-08 0814 DF3TE   59  DE10   F4FMU         59  FR09
QSO:  7000 PH 2026-02-08 0816 DF3TE   59  DE10   M1DDX         59  27
QSO:  7000 PH 2026-02-08 0817 DF3TE   59  DE10   9A6A          59  HR02
QSO:  7000 PH 2026-02-08 0818 DF3TE   59  DE10   F4IVC         59  FR10
QSO:  7000 PH 2026-02-08 0819 DF3TE   59  DE10   SO9F          59  PL12
QSO:  7000 PH 2026-02-08 0820 DF3TE   59  DE10   S51CK         59  SI03
QSO:  7000 PH 2026-02-08 0822 DF3TE   59  DE10   G6MC          59  27
QSO:  7000 PH 2026-02-08 0822 DF3TE   59  DE10   DL4DXF        59  DE13
QSO:  7000 PH 2026-02-08 0824 DF3TE   59  DE10   DL2LBK        59  DE15
QSO:  7000 PH 2026-02-08 0825 DF3TE   59  DE10   F4CHC         59  FR07
QSO:  7000 PH 2026-02-08 0826 DF3TE   59  DE10   SN7R          59  PL04
QSO: 14000 PH 2026-02-08 0829 DF3TE   59  DE10   TK4TH         59  FR05
QSO: 14000 PH 2026-02-08 0830 DF3TE   59  DE10   LY9A          59  LT01
QSO: 14000 PH 2026-02-08 0831 DF3TE   59  DE10   E70T          59  28
QSO: 14000 PH 2026-02-08 0832 DF3TE   59  DE10   S52WW         59  SI02
QSO: 14000 PH 2026-02-08 0833 DF3TE   59  DE10   9A8DX         59  HR03
QSO: 14000 PH 2026-02-08 0834 DF3TE   59  DE10   YU3M          59  28
QSO: 14000 PH 2026-02-08 0835 DF3TE   59  DE10   IK0PHY        59  IT09
QSO: 14000 PH 2026-02-08 0836 DF3TE   59  DE10   IW3SOX        59  IT08
QSO: 14000 PH 2026-02-08 0837 DF3TE   59  DE10   SM5JVF        59  SE15
QSO: 14000 PH 2026-02-08 0838 DF3TE   59  DE10   G6MC          59  27
QSO: 14000 PH 2026-02-08 0838 DF3TE   59  DE10   IV3ZYB        59  IT08
QSO: 14000 PH 2026-02-08 0839 DF3TE   59  DE10   OM1BAT        59  SK01
QSO: 14000 PH 2026-02-08 0840 DF3TE   59  DE10   DL9NDW        59  DE02
QSO: 14000 PH 2026-02-08 0842 DF3TE   59  DE10   SP6IXF        59  PL05
QSO: 14000 PH 2026-02-08 0843 DF3TE   59  DE10   IK4MTF        59  IT07
QSO: 21000 PH 2026-02-08 1046 DF3TE   59  DE10   DA6KK         59  DE10
QSO: 21000 PH 2026-02-08 1046 DF3TE   59  DE10   LY0A          59  LT01
QSO: 21000 PH 2026-02-08 1049 DF3TE   59  DE10   RA9AU         59  30
QSO: 21000 PH 2026-02-08 1050 DF3TE   59  DE10   G6MC          59  27
QSO: 21000 PH 2026-02-08 1051 DF3TE   59  DE10   R1CI          59  29
QSO: 21000 PH 2026-02-08 1052 DF3TE   59  DE10   DL2LBK        59  DE15
QSO: 21000 PH 2026-02-08 1042 DF3TE   59  DE10   IK8UND        59  IT06
QSO: 21000 PH 2026-02-08 1054 DF3TE   59  DE10   F4DPW         59  FR08
QSO: 21000 PH 2026-02-08 1055 DF3TE   59  DE10   IW0HLZ        59  IT09
QSO: 21000 PH 2026-02-08 1058 DF3TE   59  DE10   SE2P          59  SE20
QSO: 21000 PH 2026-02-08 1059 DF3TE   59  DE10   FG4KH         59  FR15
QSO: 21000 PH 2026-02-08 1100 DF3TE   59  DE10   RA3OE         59  29
