START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.45.0
CONTEST: REF-CW
LOCATION: 22
GRID-LOCATOR: IN88GT
CALLSIGN: F6IIV
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 304500
OPERATORS: 
NAME: 
CERTIFICATE: NO
SOAPBOX: Bonne propagation, certains faisaient le tour de la terre...quel écho
QSO: 21000 CW 2023-01-28 1243 F6IIV         599 22     KR2AA         599 041   
QSO: 21000 CW 2023-01-28 1245 F6IIV         599 22     FR8TZ         599 FR    
QSO: 21000 CW 2023-01-28 1249 F6IIV         599 22     F4FFH         599 50    
QSO: 21000 CW 2023-01-28 1253 F6IIV         599 22     F6KLO         599 19    
QSO: 21000 CW 2023-01-28 1255 F6IIV         599 22     F5NZY         599 76    
QSO: 28000 CW 2023-01-28 1259 F6IIV         599 22     F5NZY         599 76    
QSO: 14000 CW 2023-01-28 1302 F6IIV         599 22     F6REF         599 00    
QSO: 21000 CW 2023-01-28 1304 F6IIV         599 22     TO1A          599 FY    
QSO: 21000 CW 2023-01-28 1312 F6IIV         599 22     FG/F5HRY      599 FG    
QSO: 14000 CW 2023-01-28 1338 F6IIV         599 22     F6KMB         599 59    
QSO: 14000 CW 2023-01-28 1339 F6IIV         599 22     F5XX          599 81    
QSO: 14000 CW 2023-01-28 1344 F6IIV         599 22     F8UFT         599 62    
QSO: 14000 CW 2023-01-28 1345 F6IIV         599 22     F5NKX         599 50    
QSO: 14000 CW 2023-01-28 1351 F6IIV         599 22     F6GOE         599 19    
QSO: 14000 CW 2023-01-28 1352 F6IIV         599 22     F4VSR         599 66    
QSO: 14000 CW 2023-01-28 1355 F6IIV         599 22     F6KUQ         599 33    
QSO: 14000 CW 2023-01-28 1359 F6IIV         599 22     F6KKH         599 11    
QSO: 14000 CW 2023-01-28 1403 F6IIV         599 22     F5ICC         599 24    
QSO: 21000 CW 2023-01-28 1411 F6IIV         599 22     F6DEV         599 09    
QSO: 21000 CW 2023-01-28 1418 F6IIV         599 22     F6REF         599 00    
QSO: 14000 CW 2023-01-28 1527 F6IIV         599 22     F6DEV         599 09    
QSO: 14000 CW 2023-01-28 1532 F6IIV         599 22     F5IN          599 45    
QSO: 14000 CW 2023-01-28 1534 F6IIV         599 22     F5MWA         599 83    
QSO: 14000 CW 2023-01-28 1536 F6IIV         599 22     F8KCF         599 74    
QSO: 14000 CW 2023-01-28 1540 F6IIV         599 22     F5MNC         599 41    
QSO: 14000 CW 2023-01-28 1542 F6IIV         525 22     RT6N          599 025   
QSO: 14000 CW 2023-01-28 1544 F6IIV         599 22     EV1R          599 015   
QSO: 14000 CW 2023-01-28 1552 F6IIV         599 22     F2NY          599 13    
QSO: 14000 CW 2023-01-28 1554 F6IIV         599 22     F4KJP         599 08    
QSO: 14000 CW 2023-01-28 1556 F6IIV         599 22     F5LVR         599 57    
QSO: 14000 CW 2023-01-28 1558 F6IIV         599 22     F8FUA         599 46    
QSO: 14000 CW 2023-01-28 1559 F6IIV         599 22     F5OWL         599 83    
QSO: 14000 CW 2023-01-28 1600 F6IIV         599 22     F6KNB         599 33    
QSO: 14000 CW 2023-01-28 1602 F6IIV         599 22     F6KDL         599 68    
QSO: 14000 CW 2023-01-28 1606 F6IIV         599 22     F6BYJ         599 16    
QSO: 14000 CW 2023-01-28 1607 F6IIV         599 22     F5PHY         599 24    
QSO: 14000 CW 2023-01-28 1612 F6IIV         599 22     F6IIT         599 86    
QSO: 14000 CW 2023-01-28 1735 F6IIV         599 22     FG/F5HRY      599 FG    
QSO:  7000 CW 2023-01-28 1744 F6IIV         599 22     F5NZY         599 76    
QSO: 14000 CW 2023-01-28 1757 F6IIV         599 22     F6KLO         599 19    
QSO: 14000 CW 2023-01-28 1802 F6IIV         599 22     CT1DRB        599 124   
QSO: 14000 CW 2023-01-28 1807 F6IIV         599 22     F5OYM         599 81    
QSO:  7000 CW 2023-01-28 1812 F6IIV         599 22     F5ICC         599 24    
QSO:  7000 CW 2023-01-28 1813 F6IIV         559 22     SN1F          599 223   
QSO:  7000 CW 2023-01-28 1815 F6IIV         599 22     F1IKA         599 31    
QSO:  7000 CW 2023-01-28 1818 F6IIV         599 22     F4DIA         599 74    
QSO:  7000 CW 2023-01-29 0700 F6IIV         599 22     N4AF          599 084   
QSO:  7000 CW 2023-01-29 0701 F6IIV         599 22     HA7RY         599 232   
QSO:  7000 CW 2023-01-29 0702 F6IIV         599 22     LA2HFA        599 125   
QSO:  7000 CW 2023-01-29 0704 F6IIV         599 22     DL2DXA        599 058   
QSO:  7000 CW 2023-01-29 0705 F6IIV         599 22     SP9DLY        599 210   
QSO:  7000 CW 2023-01-29 0706 F6IIV         599 22     F5UQ          599 59    
QSO:  7000 CW 2023-01-29 0708 F6IIV         599 22     OK1FMJ        599 109   
QSO:  7000 CW 2023-01-29 0709 F6IIV         599 22     SP7OGP        599 094   
QSO:  7000 CW 2023-01-29 0710 F6IIV         599 22     SF6W          599 258   
QSO:  7000 CW 2023-01-29 0710 F6IIV         599 22     F8KCF         599 74    
QSO:  7000 CW 2023-01-29 0711 F6IIV         599 22     HA2NA         599 143   
QSO:  7000 CW 2023-01-29 0711 F6IIV         599 22     F8CRS         599 67    
QSO:  7000 CW 2023-01-29 0712 F6IIV         599 22     F5KCK         599 78    
QSO:  7000 CW 2023-01-29 0713 F6IIV         599 22     RT4M          599 155   
QSO:  7000 CW 2023-01-29 0713 F6IIV         599 22     RL5A          599 271   
QSO:  7000 CW 2023-01-29 0714 F6IIV         599 22     R3LC          599 320   
QSO:  7000 CW 2023-01-29 0716 F6IIV         599 22     SN6A          599 215   
QSO:  7000 CW 2023-01-29 0717 F6IIV         599 22     F4FLQ/QRP     599 38    
QSO:  7000 CW 2023-01-29 0719 F6IIV         599 22     9A1CFR        599 105   
QSO:  7000 CW 2023-01-29 0720 F6IIV         599 22     OK4RQ         599 283   
QSO:  7000 CW 2023-01-29 0722 F6IIV         599 22     F4HUW         599 56    
QSO:  7000 CW 2023-01-29 0722 F6IIV         599 22     F5PPN         599 31    
QSO:  7000 CW 2023-01-29 0723 F6IIV         599 22     OH6NIO        599 169   
QSO:  7000 CW 2023-01-29 0725 F6IIV         599 22     F8KGW         599 35    
QSO:  7000 CW 2023-01-29 0725 F6IIV         599 22     F6FTB         599 21    
QSO:  7000 CW 2023-01-29 0726 F6IIV         599 22     DL4YR         599 017   
QSO:  7000 CW 2023-01-29 0728 F6IIV         599 22     HA3GC         599 081   
QSO:  3500 CW 2023-01-29 0753 F6IIV         599 22     DL8HK         599 253   
QSO:  3500 CW 2023-01-29 0753 F6IIV         599 22     F5TGW         599 62    
QSO:  3500 CW 2023-01-29 0754 F6IIV         599 22     F6KFI         599 72    
QSO:  3500 CW 2023-01-29 0755 F6IIV         599 22     F5LLN         599 59    
QSO:  3500 CW 2023-01-29 0755 F6IIV         599 22     F6DYX         599 49    
QSO:  3500 CW 2023-01-29 0756 F6IIV         599 22     F4DBD         599 78    
QSO:  3500 CW 2023-01-29 0756 F6IIV         599 22     F5AGB         599 49    
QSO:  3500 CW 2023-01-29 0757 F6IIV         599 22     F5MMB         599 40    
QSO:  3500 CW 2023-01-29 0757 F6IIV         599 22     F4ILK         599 49    
QSO:  3500 CW 2023-01-29 0758 F6IIV         599 22     F6ANQ         599 33    
QSO:  3500 CW 2023-01-29 0758 F6IIV         599 22     F5MAI         599 02    
QSO:  3500 CW 2023-01-29 0801 F6IIV         599 22     DL8WEM        599 015   
QSO:  3500 CW 2023-01-29 0801 F6IIV         599 22     F4KKV         599 53    
QSO:  3500 CW 2023-01-29 0802 F6IIV         599 22     F5OEV         599 85    
QSO:  3500 CW 2023-01-29 0802 F6IIV         599 22     F6AJM         599 51    
QSO:  3500 CW 2023-01-29 0804 F6IIV         599 22     F5PEZ         599 62    
QSO:  3500 CW 2023-01-29 0804 F6IIV         599 22     F5ROB         599 87    
QSO:  3500 CW 2023-01-29 0805 F6IIV         599 22     F4HNP         599 14    
QSO:  3500 CW 2023-01-29 0805 F6IIV         599 22     F8CPA         599 56    
QSO: 28000 CW 2023-01-29 0809 F6IIV         599 22     RW3DY         599 220   
QSO: 28000 CW 2023-01-29 0810 F6IIV         599 22     RA3DGH        599 019   
QSO:  7000 CW 2023-01-29 0811 F6IIV         599 22     F8FUA         599 46    
QSO: 28000 CW 2023-01-29 0813 F6IIV         599 22     RJ7M          599 053   
QSO: 28000 CW 2023-01-29 0816 F6IIV         599 22     LZ2VP         599 064   
QSO: 28000 CW 2023-01-29 0817 F6IIV         599 22     R3LC          599 329   
QSO: 28000 CW 2023-01-29 0817 F6IIV         599 22     RT9A          599 147   
QSO: 28000 CW 2023-01-29 0819 F6IIV         599 22     RZ1A          599 012   
QSO: 28000 CW 2023-01-29 0819 F6IIV         599 22     R0AF          599 017   
QSO: 21000 CW 2023-01-29 0828 F6IIV         599 22     YO7ARZ        599 074   
QSO: 21000 CW 2023-01-29 0828 F6IIV         599 22     R3LC          599 331   
QSO: 21000 CW 2023-01-29 0829 F6IIV         599 22     RT9A          599 152   
QSO: 21000 CW 2023-01-29 0829 F6IIV         599 22     YO6ZS         599 118   
QSO: 21000 CW 2023-01-29 0830 F6IIV         599 22     UD6M          599 276   
QSO: 21000 CW 2023-01-29 0830 F6IIV         599 22     YL2LW         599 017   
QSO: 21000 CW 2023-01-29 0831 F6IIV         599 22     OK1DVA        599 122   
QSO: 21000 CW 2023-01-29 0832 F6IIV         599 22     RK3P          599 098   
QSO: 21000 CW 2023-01-29 0832 F6IIV         599 22     LY3CY         599 131   
QSO: 21000 CW 2023-01-29 0833 F6IIV         599 22     YP5A          599 098   
QSO: 21000 CW 2023-01-29 0833 F6IIV         599 22     F5UQE         599 59    
QSO: 21000 CW 2023-01-29 0835 F6IIV         599 22     LY2CO         599 153   
QSO: 21000 CW 2023-01-29 0835 F6IIV         599 22     RT4M          599 172   
QSO: 21000 CW 2023-01-29 0836 F6IIV         599 22     UA6GO         599 179   
QSO: 21000 CW 2023-01-29 0836 F6IIV         599 22     F6KHM         599 29    
QSO: 21000 CW 2023-01-29 0836 F6IIV         599 22     R7CT          599 114   
QSO: 21000 CW 2023-01-29 0837 F6IIV         599 22     RV3AJ         599 189   
QSO: 14000 CW 2023-01-29 0842 F6IIV         599 22     F5NZY         599 76    
QSO: 28000 CW 2023-01-29 0850 F6IIV         599 22     R3AQ          599 267   
QSO: 28000 CW 2023-01-29 0851 F6IIV         599 22     UA0SBQ        599 008   
QSO: 28000 CW 2023-01-29 0851 F6IIV         599 22     RL5A          599 299   
QSO: 28000 CW 2023-01-29 0854 F6IIV         599 22     TM4K          599 03    
QSO: 28000 CW 2023-01-29 0854 F6IIV         599 22     RT5P          599 115   
QSO: 28000 CW 2023-01-29 0856 F6IIV         599 22     RW9AV         599 028   
QSO: 28000 CW 2023-01-29 0857 F6IIV         599 22     UA6GO         599 185   
QSO: 28000 CW 2023-01-29 0857 F6IIV         599 22     F5UQE         599 59    
QSO: 28000 CW 2023-01-29 0859 F6IIV         599 22     ZD7BG         599 016   
QSO: 28000 CW 2023-01-29 0859 F6IIV         599 22     RV3AJ         599 195   
QSO: 28000 CW 2023-01-29 0900 F6IIV         599 22     EX0DX         599 012   
QSO: 28000 CW 2023-01-29 0902 F6IIV         599 22     RW4HFH        599 024   
QSO: 28000 CW 2023-01-29 0903 F6IIV         599 22     YU1YV         599 229   
QSO: 28000 CW 2023-01-29 0903 F6IIV         599 22     YO7LYM        599 027   
QSO: 28000 CW 2023-01-29 0904 F6IIV         599 22     RW3VM         599 009   
QSO: 28000 CW 2023-01-29 0907 F6IIV         599 22     F5IND         599 83    
QSO: 28000 CW 2023-01-29 0907 F6IIV         599 22     OH3MF         599 031   
QSO: 28000 CW 2023-01-29 0908 F6IIV         599 22     UA4CC         599 031   
QSO: 28000 CW 2023-01-29 0908 F6IIV         599 22     F1RHS         599 82    
QSO: 28000 CW 2023-01-29 0909 F6IIV         599 22     YO6ZS         599 125   
QSO: 28000 CW 2023-01-29 0910 F6IIV         599 22     OH8ZP         599 004   
QSO: 28000 CW 2023-01-29 0911 F6IIV         599 22     F5IQA         599 01    
QSO: 28000 CW 2023-01-29 0912 F6IIV         599 22     F5PHY         599 24    
QSO: 28000 CW 2023-01-29 0913 F6IIV         599 22     UA1AUW        599 051   
QSO: 28000 CW 2023-01-29 0914 F6IIV         599 22     UA9CTT        599 054   
QSO: 28000 CW 2023-01-29 0914 F6IIV         599 22     TA3RT         599 115   
QSO: 28000 CW 2023-01-29 0914 F6IIV         599 22     OH3MF         599 032   
QSO: 28000 CW 2023-01-29 0915 F6IIV         599 22     RA9AP         599 083   
QSO: 28000 CW 2023-01-29 0915 F6IIV         599 22     F5NKX         599 50    
QSO: 28000 CW 2023-01-29 0952 F6IIV         599 22     F8KCF         599 74    
QSO: 14000 CW 2023-01-29 0956 F6IIV         599 22     F8FLN         599 52    
QSO: 14000 CW 2023-01-29 0958 F6IIV         599 22     PA2TA         599 166   
QSO: 14000 CW 2023-01-29 0958 F6IIV         599 22     OK1DKE        599 075   
QSO: 14000 CW 2023-01-29 0959 F6IIV         599 22     R3LC          599 022   
QSO: 14000 CW 2023-01-29 0959 F6IIV         599 22     SM6F          599 338   
QSO: 14000 CW 2023-01-29 1000 F6IIV         599 22     OK4RQ         599 333   
QSO: 14000 CW 2023-01-29 1001 F6IIV         599 22     SP9DLY        599 346   
QSO: 14000 CW 2023-01-29 1002 F6IIV         599 22     YL3GQ         599 063   
QSO: 14000 CW 2023-01-29 1002 F6IIV         599 22     SP9EML        599 041   
QSO: 14000 CW 2023-01-29 1031 F6IIV         599 22     TO1A          599 FY    
QSO: 21000 CW 2023-01-29 1052 F6IIV         599 22     F5IN          599 45    
QSO: 21000 CW 2023-01-29 1058 F6IIV         599 22     F5KCK         599 78    
QSO: 28000 CW 2023-01-29 1247 F6IIV         599 22     F6KOP         599 77    
QSO:  7000 CW 2023-01-29 1504 F6IIV         599 22     PC1PM         599 177P5 
QSO:  7000 CW 2023-01-29 1505 F6IIV         599 22     F5NTZ         599 77    
QSO:  7000 CW 2023-01-29 1505 F6IIV         599 22     F5PHW         599 56    
QSO:  7000 CW 2023-01-29 1506 F6IIV         599 22     F5AWN         599 14    
QSO:  7000 CW 2023-01-29 1507 F6IIV         599 22     PA0PJE        599 115   
QSO:  7000 CW 2023-01-29 1508 F6IIV         599 22     F1IEH         599 72    
QSO:  7000 CW 2023-01-29 1509 F6IIV         599 22     F6CZV/P       599 29    
QSO:  7000 CW 2023-01-29 1509 F6IIV         599 22     F4EEJ         599 16    
QSO:  7000 CW 2023-01-29 1510 F6IIV         599 22     PA3EMN        599 229   
QSO:  7000 CW 2023-01-29 1511 F6IIV         599 22     EA5LN         599 070   
QSO:  7000 CW 2023-01-29 1512 F6IIV         599 22     F5PRU         599 75    
QSO:  7000 CW 2023-01-29 1513 F6IIV         599 22     DL3KWR        599 005   
QSO:  7000 CW 2023-01-29 1514 F6IIV         599 22     OR5T          599 037   
QSO:  7000 CW 2023-01-29 1514 F6IIV         599 22     F5NWL         599 50    
QSO:  7000 CW 2023-01-29 1515 F6IIV         599 22     F6GUR         599 59    
QSO:  7000 CW 2023-01-29 1516 F6IIV         599 22     SN1T          599 218   
QSO:  7000 CW 2023-01-29 1516 F6IIV         599 22     F4KLC         599 21    
QSO:  7000 CW 2023-01-29 1517 F6IIV         599 22     G3ZGC         599 244   
QSO:  7000 CW 2023-01-29 1518 F6IIV         599 22     G3ZBU         599 090   
QSO:  7000 CW 2023-01-29 1521 F6IIV         599 22     DJ1PQ         599 031   
QSO:  7000 CW 2023-01-29 1522 F6IIV         599 22     F4HGD         599 59    
QSO:  7000 CW 2023-01-29 1524 F6IIV         599 22     PA3ARM        599 061   
QSO:  7000 CW 2023-01-29 1524 F6IIV         599 22     PC5D          599 035   
QSO:  7000 CW 2023-01-29 1525 F6IIV         599 22     F4BDG         599 77    
QSO:  7000 CW 2023-01-29 1526 F6IIV         599 22     F5PGT         599 22    
QSO:  7000 CW 2023-01-29 1527 F6IIV         599 22     F8DYD         599 14    
QSO:  7000 CW 2023-01-29 1528 F6IIV         599 22     SM6F          599 394   
QSO:  7000 CW 2023-01-29 1529 F6IIV         599 22     F6EKU         599 24    
QSO:  7000 CW 2023-01-29 1530 F6IIV         599 22     F1ADG         599 74    
QSO:  7000 CW 2023-01-29 1530 F6IIV         599 22     F5SJH/P       599 56    
QSO:  7000 CW 2023-01-29 1531 F6IIV         599 22     ON4CLF        599 014   
QSO:  7000 CW 2023-01-29 1532 F6IIV         599 22     SP1AEN        599 443   
QSO:  7000 CW 2023-01-29 1533 F6IIV         599 22     F6GED         599 72    
QSO:  7000 CW 2023-01-29 1534 F6IIV         599 22     F1PHC         599 64    
QSO:  7000 CW 2023-01-29 1534 F6IIV         599 22     TM4K          599 03    
QSO:  7000 CW 2023-01-29 1535 F6IIV         599 22     F8GQO         599 81    
QSO:  7000 CW 2023-01-29 1536 F6IIV         599 22     F5AGQ         599 81    
QSO:  7000 CW 2023-01-29 1538 F6IIV         599 22     G4ENZ         599 169   
QSO:  7000 CW 2023-01-29 1538 F6IIV         599 22     G3WRJ         599 078   
QSO:  7000 CW 2023-01-29 1539 F6IIV         599 22     EA2BNU        599 308   
QSO:  7000 CW 2023-01-29 1540 F6IIV         599 22     F5HIJ         599 33    
QSO:  7000 CW 2023-01-29 1541 F6IIV         599 22     F6KUP         599 55    
QSO:  7000 CW 2023-01-29 1545 F6IIV         599 22     SE4E          599 164   
QSO:  7000 CW 2023-01-29 1545 F6IIV         599 22     F6KGL         599 93    
QSO:  7000 CW 2023-01-29 1546 F6IIV         599 22     DM2RN         599 119   
QSO:  7000 CW 2023-01-29 1548 F6IIV         599 22     F5AIB         599 54    
QSO:  7000 CW 2023-01-29 1549 F6IIV         599 22     F5ORB         599 24    
QSO:  3500 CW 2023-01-29 1558 F6IIV         599 22     G3ZBU         599 108   
QSO:  3500 CW 2023-01-29 1600 F6IIV         599 22     TM22P         599 22    
QSO:  3500 CW 2023-01-29 1601 F6IIV         599 22     F6CZV/P       599 29    
QSO:  3500 CW 2023-01-29 1601 F6IIV         599 22     F5AGB         599 49    
QSO:  3500 CW 2023-01-29 1602 F6IIV         599 22     F5UQE         599 59    
QSO:  3500 CW 2023-01-29 1605 F6IIV         599 22     F6KGL         599 93    
QSO:  3500 CW 2023-01-29 1607 F6IIV         599 22     F6EPM         599 33    
QSO:  3500 CW 2023-01-29 1618 F6IIV         599 22     F6REF         599 00    
QSO:  3500 CW 2023-01-29 1619 F6IIV         599 22     F6HQY         599 87    
QSO:  3500 CW 2023-01-29 1620 F6IIV         599 22     F6UGW         599 59    
QSO:  3500 CW 2023-01-29 1621 F6IIV         599 22     F4EZC         599 44    
QSO:  3500 CW 2023-01-29 1623 F6IIV         599 22     F5AIB         599 54    
QSO:  3500 CW 2023-01-29 1627 F6IIV         599 22     F4GGQ         599 29    
QSO:  3500 CW 2023-01-29 1628 F6IIV         599 22     F5EOT         599 33    
QSO:  3500 CW 2023-01-29 1631 F6IIV         599 22     F6BZJ         599 85    
QSO:  3500 CW 2023-01-29 1633 F6IIV         599 22     F5RUJ         599 87    
QSO:  3500 CW 2023-01-29 1634 F6IIV         599 22     F5IN          599 45    
QSO:  3500 CW 2023-01-29 1636 F6IIV         599 22     SL2FCA        599 276   
QSO:  3500 CW 2023-01-29 1638 F6IIV         599 22     DL5XJ         599 445   
QSO:  3500 CW 2023-01-29 1639 F6IIV         599 22     G0TPH         599 060   
QSO:  3500 CW 2023-01-29 1641 F6IIV         599 22     F8GQO         599 81    
QSO:  3500 CW 2023-01-29 1641 F6IIV         599 22     F5ICC         599 24    
QSO:  3500 CW 2023-01-29 1643 F6IIV         599 22     F5SGI         599 56    
QSO:  3500 CW 2023-01-29 1645 F6IIV         599 22     F5POJ         599 02    
QSO:  3500 CW 2023-01-29 1646 F6IIV         599 22     SP7JYM        599 304   
QSO:  3500 CW 2023-01-29 1647 F6IIV         599 22     F1RHS         599 82    
QSO:  3500 CW 2023-01-29 1648 F6IIV         599 22     DL6NBS        599 174   
