START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: PE2K
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 110555
NAME: Adriaan K
LOCATION: DX
OPERATORS: PE2K
CLUB: VERON

CREATED-BY:
SOAPBOX: All QSO's made 5 watt and dipole, QSL buro, 73 PE2K
QSO:  7049 RY 2020-02-08 1002 PE2K          599 001    M3X           599 048    0
QSO:  7048 RY 2020-02-08 1003 PE2K          599 002    OH3OJ         599 407    0
QSO:  7046 RY 2020-02-08 1008 PE2K          599 003    IQ3PN         599 182    0
QSO:  7044 RY 2020-02-08 1011 PE2K          599 004    LY6A          599 578    0
QSO:  7043 RY 2020-02-08 1013 PE2K          599 005    9A1A          599 643    0
QSO:  7043 RY 2020-02-08 1013 PE2K          599 006    ED4T          599 048    0
QSO:  7042 RY 2020-02-08 1015 PE2K          599 007    SO3O          599 011    0
QSO:  7045 RY 2020-02-08 1019 PE2K          599 008    HG8C          599 135    0
QSO:  7046 RY 2020-02-08 1020 PE2K          599 009    OM0M          599 325    0
QSO:  7047 RY 2020-02-08 1021 PE2K          599 010    OZ30EU        599 120    0
QSO:  7050 RY 2020-02-08 1023 PE2K          599 011    OK2UHP        599 057    0
QSO:  7050 RY 2020-02-08 1025 PE2K          599 012    GM2V          599 052    0
QSO:  7051 RY 2020-02-08 1026 PE2K          599 013    F6CXJ         599 155    0
QSO:  7052 RY 2020-02-08 1026 PE2K          599 014    OH9S          599 091    0
QSO:  7054 RY 2020-02-08 1027 PE2K          599 015    IZ3NXC        599 160    0
QSO:  7054 RY 2020-02-08 1028 PE2K          599 016    OK2EA         599 068    0
QSO:  7059 RY 2020-02-08 1033 PE2K          599 017    OM2VL         599 509    0
QSO:  7058 RY 2020-02-08 1034 PE2K          599 018    ES9C          599 457    0
QSO:  7060 RY 2020-02-08 1035 PE2K          599 019    GB60ATG       599 424    0
QSO:  7062 RY 2020-02-08 1038 PE2K          599 020    IW2MXY        599 153    0
QSO:  7061 RY 2020-02-08 1040 PE2K          599 021    F5OAM         599 281    0
QSO:  7064 RY 2020-02-08 1041 PE2K          599 022    LA3BO         599 085    0
QSO:  7063 RY 2020-02-08 1042 PE2K          599 023    4U1A          599 250    0
QSO:  7065 RY 2020-02-08 1043 PE2K          599 024    S51A          599 473    0
QSO:  7067 RY 2020-02-08 1046 PE2K          599 025    IZ4OSH        599 145    0
QSO:  7063 RY 2020-02-08 1050 PE2K          599 026    OK1SI         599 040    0
QSO:  7045 RY 2020-02-08 1055 PE2K          599 027    LY2SA         599 241    0
QSO:  7048 RY 2020-02-08 1057 PE2K          599 028    HG1S          599 484    0
QSO:  7049 RY 2020-02-08 1058 PE2K          599 029    S51CK         599 375    0
QSO:  7050 RY 2020-02-08 1059 PE2K          599 030    9A7T          599 394    0
QSO:  7051 RY 2020-02-08 1101 PE2K          599 031    S55BA         599 140    0
QSO: 14095 RY 2020-02-08 1103 PE2K          599 032    UT3UIW        599 118    0
QSO: 14095 RY 2020-02-08 1104 PE2K          599 033    UZ2I          599 773    0
QSO: 14094 RY 2020-02-08 1105 PE2K          599 034    UV2E          599 272    0
QSO: 14107 RY 2020-02-08 1120 PE2K          599 035    UA4M          599 663    0
QSO: 14107 RY 2020-02-08 1120 PE2K          599 036    R3GZ          599 227    0
QSO: 14108 RY 2020-02-08 1121 PE2K          599 037    RA9Y          599 524    0
QSO: 14110 RY 2020-02-08 1122 PE2K          599 038    SZ1A          599 280    0
QSO: 14106 RY 2020-02-08 1130 PE2K          599 039    RM3DA         599 494    0
QSO: 14106 RY 2020-02-08 1131 PE2K          599 040    LZ7A          459 459    0
QSO: 14106 RY 2020-02-08 1131 PE2K          599 041    UT3RS         599 205    0
QSO: 14104 RY 2020-02-08 1133 PE2K          599 042    CR3DX         599 284    0
QSO: 14104 RY 2020-02-08 1133 PE2K          599 043    UT5EPP        599 386    0
QSO: 14101 RY 2020-02-08 1135 PE2K          599 044    ER4A          599 776    0
QSO: 14095 RY 2020-02-08 1140 PE2K          599 045    UW1M          599 822    0
QSO: 14092 RY 2020-02-08 1142 PE2K          599 046    US0MM         599 233    0
QSO: 14092 RY 2020-02-08 1142 PE2K          599 047    J42L          599 583    0
QSO: 14088 RY 2020-02-08 1145 PE2K          599 048    SX2I          599 632    0
QSO: 14083 RY 2020-02-08 1149 PE2K          599 049    RT3P          599 446    0
QSO: 14082 RY 2020-02-08 1151 PE2K          599 050    EM0I          599 793    0
QSO: 14086 RY 2020-02-09 1202 PE2K          599 051    RU5TT         599 513    0
QSO: 14090 RY 2020-02-09 1203 PE2K          599 052    9A5AAX        599 931    0
QSO: 14092 RY 2020-02-09 1205 PE2K          599 053    RW0A          599 957    0
QSO: 14092 RY 2020-02-09 1205 PE2K          599 054    LZ2YO         599 407    0
QSO: 14091 RY 2020-02-09 1207 PE2K          599 055    OG73X         599 1669   0
QSO: 14097 RY 2020-02-09 1210 PE2K          599 056    YO3HOT        599 392    0
QSO: 14098 RY 2020-02-09 1211 PE2K          599 057    IZ7XNB        599 173    0
QSO: 14100 RY 2020-02-09 1212 PE2K          599 058    UC5D          599 244    0
QSO: 14102 RY 2020-02-09 1214 PE2K          599 059    UR5YKO        599 1102   0
QSO: 14103 RY 2020-02-09 1214 PE2K          599 060    R5AJ          599 1008   0
QSO: 14112 RY 2020-02-09 1216 PE2K          599 061    EN5V          599 725    0
QSO: 14113 RY 2020-02-09 1216 PE2K          599 062    YT1X          599 736    0
QSO: 14114 RY 2020-02-09 1218 PE2K          599 063    CR6T          599 948    0
QSO: 14117 RY 2020-02-09 1219 PE2K          599 064    SV2ESW        599 840    0
QSO: 14116 RY 2020-02-09 1220 PE2K          599 065    OM0M          599 461    0
QSO: 14119 RY 2020-02-09 1220 PE2K          599 066    OH6DX         599 251    0
QSO: 14121 RY 2020-02-09 1221 PE2K          599 067    EC5V          599 1795   0
QSO: 14121 RY 2020-02-09 1222 PE2K          599 068    S52X          599 882    0
QSO: 14125 RY 2020-02-09 1225 PE2K          599 069    UR8EQ         599 382    0
QSO: 14129 RY 2020-02-09 1233 PE2K          599 070    UR5CN         599 681    0
QSO: 14128 RY 2020-02-09 1234 PE2K          599 071    UT1AA         599 322    0
QSO: 14127 RY 2020-02-09 1235 PE2K          599 072    EA1X          599 188    0
QSO: 14129 RY 2020-02-09 1236 PE2K          599 073    UR5R          599 576    0
QSO: 14132 RY 2020-02-09 1238 PE2K          599 074    EC1KR         599 863    0
QSO: 14132 RY 2020-02-09 1239 PE2K          599 075    WV1K          599 542    0
QSO: 14138 RY 2020-02-09 1241 PE2K          599 076    S51JQ         599 287    0
QSO: 14140 RY 2020-02-09 1246 PE2K          599 077    EA8W          599 343    0
QSO: 14140 RY 2020-02-09 1247 PE2K          599 078    N3QE          599 1253   0
QSO: 14137 RY 2020-02-09 1250 PE2K          599 079    UX1UX         599 999    0
QSO: 14135 RY 2020-02-09 1251 PE2K          599 080    T6A           599 777    0
QSO: 14130 RY 2020-02-09 1253 PE2K          599 081    S50E          599 969    0
QSO: 14124 RY 2020-02-09 1255 PE2K          599 082    AK1W          599 1327   0
QSO: 14114 RY 2020-02-09 1257 PE2K          599 083    EA7Z          599 256    0
QSO: 14110 RY 2020-02-09 1259 PE2K          599 084    UY5ZZ         599 346    0
QSO: 14110 RY 2020-02-09 1301 PE2K          599 085    EM2G          599 769    0
QSO: 14108 RY 2020-02-09 1301 PE2K          599 086    LZ4A          599 459    0
QSO: 14108 RY 2020-02-09 1303 PE2K          599 087    YO3RU         599 764    0
QSO: 14106 RY 2020-02-09 1305 PE2K          599 088    9A6KZH        599 258    0
QSO: 14104 RY 2020-02-09 1306 PE2K          599 089    9A1A          599 817    0
QSO: 14104 RY 2020-02-09 1306 PE2K          599 090    US2YW         599 1142   0
QSO: 14101 RY 2020-02-09 1307 PE2K          599 091    HG1S          599 732    0
QSO: 14098 RY 2020-02-09 1309 PE2K          599 092    SN7Q          599 1844   0
QSO: 14096 RY 2020-02-09 1310 PE2K          599 093    RV1AQ         599 288    0
QSO: 14097 RY 2020-02-09 1310 PE2K          599 094    RU8W          599 183    0
QSO: 14090 RY 2020-02-09 1312 PE2K          599 095    9A5D          599 903    0
QSO: 14088 RY 2020-02-09 1314 PE2K          599 096    R2XM          599 189    0
QSO: 14088 RY 2020-02-09 1314 PE2K          599 097    IU4CHE        599 567    0
QSO: 14086 RY 2020-02-09 1316 PE2K          599 098    RK3DXW        599 781    0
QSO: 14086 RY 2020-02-09 1317 PE2K          599 099    I0WBX         599 1087   0
QSO: 14083 RY 2020-02-09 1322 PE2K          599 100    LZ6Y          599 1342   0
QSO: 14082 RY 2020-02-09 1327 PE2K          599 101    S50RY         599 620    0
QSO: 14079 RY 2020-02-09 1327 PE2K          599 102    UR2Y          599 579    0
QSO: 14079 RY 2020-02-09 1331 PE2K          599 103    YO9HP         599 1205   0
QSO: 14078 RY 2020-02-09 1332 PE2K          599 104    S51A          599 737    0
QSO: 14077 RY 2020-02-09 1333 PE2K          599 105    UT3IA         599 363    0
QSO: 14085 RY 2020-02-09 1335 PE2K          599 106    4L8A          599 863    0
QSO: 14086 RY 2020-02-09 1336 PE2K          599 107    K3WW          599 987    0
QSO: 14087 RY 2020-02-09 1338 PE2K          599 108    TA7I          599 416    0
QSO: 14093 RY 2020-02-09 1339 PE2K          599 109    9A1CBM        599 682    0
QSO: 14095 RY 2020-02-09 1340 PE2K          599 110    UR7QM         599 172    0
QSO: 14103 RY 2020-02-09 1346 PE2K          599 111    YU7ZZ         599 070    0
QSO: 14106 RY 2020-02-09 1347 PE2K          599 112    IK2AHB        599 201    0
QSO: 14107 RY 2020-02-09 1348 PE2K          599 113    K9CT          599 775    0
QSO: 14113 RY 2020-02-09 1357 PE2K          599 114    HB9DHG        599 759    0
QSO: 14121 RY 2020-02-09 1404 PE2K          599 115    IK3TPP        599 910    0
QSO: 14125 RY 2020-02-09 1407 PE2K          599 116    YT5A          599 759    0
QSO: 14126 RY 2020-02-09 1408 PE2K          599 117    UY7C          599 042    0
QSO: 14130 RY 2020-02-09 1410 PE2K          599 118    YO4NF         599 787    0
QSO: 14130 RY 2020-02-09 1411 PE2K          599 119    Z39A          599 256    0
QSO: 14134 RY 2020-02-09 1415 PE2K          599 120    IZ3IBL        599 571    0
QSO: 14136 RY 2020-02-09 1415 PE2K          599 121    US8UA         599 240    0
QSO: 14137 RY 2020-02-09 1418 PE2K          599 122    IQ1RY         599 1090   0
QSO: 14141 RY 2020-02-09 1419 PE2K          599 123    IK6VXO        599 1303   0
QSO: 14142 RY 2020-02-09 1420 PE2K          599 124    MW0CRI        599 294    0
QSO: 14143 RY 2020-02-09 1421 PE2K          599 125    IV3XNF        599 390    0
