START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: PE2K
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 110555
NAME: Adriaan K
LOCATION: DX
OPERATORS: PE2K
CLUB: VERON

CREATED-BY:
SOAPBOX: All QSO's made 5 watt and dipole, QSL buro, 73 PE2K
QSO: 14144 RY 2020-02-09 1422 PE2K          599 126    IK1RGK        599 381    0
QSO: 14145 RY 2020-02-09 1423 PE2K          599 127    LZ3RR         599 626    0
QSO: 14147 RY 2020-02-09 1424 PE2K          599 128    W4TTY         599 661    0
QSO: 14151 RY 2020-02-09 1430 PE2K          599 129    IZ2GRG        599 020    0
QSO: 14151 RY 2020-02-09 1431 PE2K          599 130    9A3ZI         599 612    0
QSO: 14082 RY 2020-02-09 1437 PE2K          599 131    KA4RRU        599 576    0
QSO: 14084 RY 2020-02-09 1440 PE2K          599 132    UR0HQ         599 486    0
QSO: 14086 RY 2020-02-09 1442 PE2K          599 133    HG8R          599 1486   0
QSO: 14094 RY 2020-02-09 1446 PE2K          599 134    IT9ZMX        599 1153   0
QSO: 14097 RY 2020-02-09 1448 PE2K          599 135    YP8VS         599 944    0
QSO: 14101 RY 2020-02-09 1455 PE2K          599 136    SV3EXU        599 207    0
QSO: 14105 RY 2020-02-09 1456 PE2K          599 137    IK2SAI        599 130    0
QSO: 14112 RY 2020-02-09 1459 PE2K          599 138    RC5Z          599 208    0
QSO: 14116 RY 2020-02-09 1502 PE2K          599 139    7Z1SJ         599 500    0
QSO: 14129 RY 2020-02-09 1509 PE2K          599 140    K2ADA         599 968    0
QSO: 14129 RY 2020-02-09 1511 PE2K          599 141    VA6DF         599 821    0
QSO: 14128 RY 2020-02-09 1513 PE2K          599 142    Z36N          599 250    0
QSO: 14132 RY 2020-02-09 1516 PE2K          599 143    EB5A          599 404    0
QSO: 14133 RY 2020-02-09 1517 PE2K          599 144    NV9L          599 1460   0
QSO: 14136 RY 2020-02-09 1525 PE2K          599 145    NY6DX         599 476    0
QSO: 14141 RY 2020-02-09 1528 PE2K          599 146    I2SVA         599 111    0
QSO: 14141 RY 2020-02-09 1529 PE2K          599 147    IZ4OSH        599 417    0
QSO: 14144 RY 2020-02-09 1530 PE2K          599 148    EA7RCS        599 302    0
QSO: 14147 RY 2020-02-09 1535 PE2K          599 149    EA3OH         599 050    0
QSO: 14150 RY 2020-02-09 1536 PE2K          599 150    N3OC          599 277    0
QSO: 14154 RY 2020-02-09 1538 PE2K          599 151    IK4ALM        599 045    0
QSO: 14131 RY 2020-02-09 1545 PE2K          599 152    KA3GIK        599 1235   0
QSO: 14130 RY 2020-02-09 1545 PE2K          599 153    N2CU          599 088    0
QSO: 14126 RY 2020-02-09 1547 PE2K          599 154    N2HMM         599 462    0
QSO: 14125 RY 2020-02-09 1549 PE2K          599 155    EI4GAB        599 074    0
QSO: 14123 RY 2020-02-09 1549 PE2K          599 156    SV1JG         599 497    0
QSO: 14122 RY 2020-02-09 1550 PE2K          599 157    EA4BAS        599 485    0
QSO: 14121 RY 2020-02-09 1552 PE2K          599 158    NG1R          599 825    0
QSO: 14119 RY 2020-02-09 1555 PE2K          599 159    EA7TG         599 328    0
QSO: 14110 RY 2020-02-09 1603 PE2K          599 160    IC8SQS        599 695    0
QSO: 14099 RY 2020-02-09 1607 PE2K          599 161    EF5U          599 256    0
QSO: 14100 RY 2020-02-09 1607 PE2K          599 162    K8YE          599 484    0
QSO: 14098 RY 2020-02-09 1608 PE2K          599 163    IP9IPY        599 585    0
QSO: 14093 RY 2020-02-09 1611 PE2K          599 164    EA1B          599 751    0
QSO: 14093 RY 2020-02-09 1612 PE2K          599 165    IK2YCW        599 141    0
QSO: 14090 RY 2020-02-09 1615 PE2K          599 166    W1IE          599 810    0
QSO:  7072 RY 2020-02-09 1622 PE2K          599 167    UT5YY         599 403    0
QSO:  7073 RY 2020-02-09 1623 PE2K          599 168    LY2TS         599 289    0
QSO:  7071 RY 2020-02-09 1625 PE2K          599 169    HA1AD         599 351    0
QSO:  7067 RY 2020-02-09 1627 PE2K          599 170    HG1G          599 735    0
QSO:  7066 RY 2020-02-09 1818 PE2K          599 171    UV5U          599 1159   0
QSO:  7066 RY 2020-02-09 1821 PE2K          599 172    F4HRM         599 228    0
QSO:  7059 RY 2020-02-09 1829 PE2K          599 173    UR5SD         599 635    0
QSO:  7059 RY 2020-02-09 1830 PE2K          599 174    EN5V          599 918    0
QSO:  7057 RY 2020-02-09 1832 PE2K          599 175    LZ3CB         599 716    0
QSO:  7046 RY 2020-02-09 1836 PE2K          599 176    US2YW         599 1378   0
QSO:  7040 RY 2020-02-09 1839 PE2K          599 177    LZ2ZY         599 193    0
QSO:  7040 RY 2020-02-09 1842 PE2K          599 178    UZ2I          599 2141   0
QSO:  7043 RY 2020-02-09 1843 PE2K          599 179    M2L           599 593    0
QSO:  7050 RY 2020-02-09 1849 PE2K          599 180    UT5EPP        599 1036   0
QSO:  7055 RY 2020-02-09 1854 PE2K          599 181    Z32ID         599 726    0
QSO:  7060 RY 2020-02-09 1856 PE2K          599 182    J42L          599 2142   0
QSO:  7062 RY 2020-02-09 1856 PE2K          599 183    UT2AA         599 700    0
QSO:  7065 RY 2020-02-09 1901 PE2K          599 184    EA1AKS        599 1293   0
QSO:  7068 RY 2020-02-09 1903 PE2K          599 185    CR3DX         599 1316   0
QSO:  7067 RY 2020-02-09 1904 PE2K          599 186    SX2I          599 1860   0
QSO:  7052 RY 2020-02-09 1920 PE2K          599 187    EB8AH         599 1187   0
QSO:  7063 RY 2020-02-09 1924 PE2K          599 188    ED1R          599 975    0
QSO:  7065 RY 2020-02-09 1925 PE2K          599 189    EC5V          599 2071   0
QSO:  7065 RY 2020-02-09 1926 PE2K          599 190    LZ6Y          599 1665   0
QSO:  7068 RY 2020-02-09 1926 PE2K          599 191    PD1AW         599 001    0
QSO:  7068 RY 2020-02-09 1927 PE2K          599 192    UR7EC         599 469    0
QSO:  7051 RY 2020-02-09 1932 PE2K          599 193    EA5GIE        599 278    0
QSO:  7048 RY 2020-02-09 1933 PE2K          599 194    EA1WX         599 057    0
QSO:  7042 RY 2020-02-09 1941 PE2K          599 195    EA5XC         599 193    0
QSO:  7059 RY 2020-02-09 1951 PE2K          599 196    OK2D          599 1834   0
QSO:  7054 RY 2020-02-09 1952 PE2K          599 197    EA7RCS        599 411    0
QSO:  7039 RY 2020-02-09 1957 PE2K          599 198    SV2BXZ        599 025    0
QSO:  7047 RY 2020-02-09 2010 PE2K          599 199    SV1BJW        599 252    0
QSO:  3585 RY 2020-02-09 2027 PE2K          599 200    SN2M          599 984    0
QSO:  3588 RY 2020-02-09 2030 PE2K          599 201    MW6M          599 400    0
QSO:  3599 RY 2020-02-09 2036 PE2K          599 202    OL9A          599 1092   0
QSO:  3595 RY 2020-02-09 2048 PE2K          599 203    I4AVG         599 900    0
QSO:  7056 RY 2020-02-09 2109 PE2K          599 204    RM3DA         599 1209   0
END-OF-LOG:
