START-OF-LOG: 3.0
CONTEST: IARU-HF
CALLSIGN: RM9A
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
OPERATORS: RG9A RA9AA R8AEC RL9A RK9A UC9A R9CM RO9A RN9A R8AGQ
QSO: 21020 CW 2022-07-09 1245 RM9A 599 30 JM8FEI 599 45
QSO: 21055 CW 2022-07-09 1245 RM9A 599 30 K8GL 599 08
QSO: 21020 CW 2022-07-09 1245 RM9A 599 30 R1LN 599 29
QSO: 21057 CW 2022-07-09 1246 RM9A 599 30 N9NC 599 08
QSO: 21012 CW 2022-07-09 1246 RM9A 599 30 HL2BQG 599 44
QSO: 21017 CW 2022-07-09 1246 RM9A 599 30 TM0HQ 599 REF
QSO: 21020 CW 2022-07-09 1246 RM9A 599 30 BI1JPC 599 44
QSO: 21013 CW 2022-07-09 1247 RM9A 599 30 WA2BCK 599 08
QSO: 21020 CW 2022-07-09 1247 RM9A 599 30 W1NN 599 08
QSO: 21020 CW 2022-07-09 1247 RM9A 599 30 RK3ER 599 29
QSO: 21020 CW 2022-07-09 1247 RM9A 599 30 PU2UAF 599 15
QSO: 21020 CW 2022-07-09 1248 RM9A 599 30 W1WBB 599 08
QSO: 21016 CW 2022-07-09 1248 RM9A 599 30 K3ZO 599 08
QSO: 21020 CW 2022-07-09 1248 RM9A 599 30 N5DM 599 07
QSO: 21019 CW 2022-07-09 1248 RM9A 599 30 NP4Z 599 11
QSO: 21020 CW 2022-07-09 1249 RM9A 599 30 R0SBI 599 32
QSO: 21072 CW 2022-07-09 1249 RM9A 599 30 P3AA 599 39
QSO: 21020 CW 2022-07-09 1249 RM9A 599 30 K5TS 599 07
QSO: 21027 CW 2022-07-09 1250 RM9A 599 30 N4SS 599 08
QSO: 21062 CW 2022-07-09 1251 RM9A 599 30 N2NL 599 08
QSO: 21020 CW 2022-07-09 1251 RM9A 599 30 JH4FUF 599 45
QSO: 21031 CW 2022-07-09 1251 RM9A 599 30 AD4EB 599 08
QSO: 21052 CW 2022-07-09 1252 RM9A 599 30 K4OAQ 599 08
QSO: 21010 CW 2022-07-09 1252 RM9A 599 30 OP0HQ 599 UBA
QSO: 21020 CW 2022-07-09 1252 RM9A 599 30 K5NZ 599 07
QSO: 21034 CW 2022-07-09 1252 RM9A 599 30 N2EM 599 08
QSO: 21020 CW 2022-07-09 1252 RM9A 599 30 JM4WUZ 599 45
QSO: 21038 CW 2022-07-09 1252 RM9A 599 30 VA2EBI 599 04
QSO: 21020 CW 2022-07-09 1253 RM9A 599 30 KA1YQC 599 08
QSO: 21020 CW 2022-07-09 1253 RM9A 599 30 AB1JV 599 08
QSO: 21020 CW 2022-07-09 1254 RM9A 599 30 K2MK 599 08
QSO: 21020 CW 2022-07-09 1254 RM9A 599 30 N8DE 599 08
QSO: 21045 CW 2022-07-09 1255 RM9A 599 30 IO9HQ 599 ARI
QSO: 21020 CW 2022-07-09 1255 RM9A 599 30 K4YJ 599 08
QSO: 21020 CW 2022-07-09 1255 RM9A 599 30 KF3B 599 08
QSO: 21009 CW 2022-07-09 1256 RM9A 599 30 CR3DX 599 36
QSO: 21020 CW 2022-07-09 1256 RM9A 599 30 K3IE 599 08
QSO: 21020 CW 2022-07-09 1256 RM9A 599 30 DA2W 599 28
QSO: 21001 CW 2022-07-09 1256 RM9A 599 30 W4RN 599 08
QSO: 21020 CW 2022-07-09 1257 RM9A 599 30 JM8LND 599 45
QSO: 21020 CW 2022-07-09 1257 RM9A 599 30 JS1OYN 599 45
QSO: 21018 CW 2022-07-09 1257 RM9A 599 30 9M2U 599 54
QSO: 21026 CW 2022-07-09 1257 RM9A 599 30 UA1F 599 19
QSO: 21020 CW 2022-07-09 1258 RM9A 599 30 K1DW 599 08
QSO: 21020 CW 2022-07-09 1258 RM9A 599 30 W4WF 599 08
QSO: 21020 CW 2022-07-09 1258 RM9A 599 30 K3NM 599 08
QSO: 21020 CW 2022-07-09 1258 RM9A 599 30 N6DHZ 599 06
QSO: 21020 CW 2022-07-09 1259 RM9A 599 30 XV9K 599 49
QSO: 21014 CW 2022-07-09 1259 RM9A 599 30 YT0HQ 599 SRS
QSO: 21020 CW 2022-07-09 1259 RM9A 599 30 HL2ZN 599 44
QSO: 21031 CW 2022-07-09 1259 RM9A 599 30 BG8PM 599 43
QSO: 21020 CW 2022-07-09 1300 RM9A 599 30 VA3SB 599 04
QSO: 21020 CW 2022-07-09 1300 RM9A 599 30 BG5JNT 599 44
QSO: 21020 CW 2022-07-09 1301 RM9A 599 30 K4DY 599 08
QSO: 21035 CW 2022-07-09 1301 RM9A 599 30 IR2Q 599 28
QSO: 21018 CW 2022-07-09 1301 RM9A 599 30 4Z5LA 599 39
QSO: 21020 CW 2022-07-09 1301 RM9A 599 30 N4FP 599 08
QSO: 21020 CW 2022-07-09 1302 RM9A 599 30 N2DVQ 599 08
QSO: 21037 CW 2022-07-09 1302 RM9A 599 30 SM2M 599 18
QSO: 21020 CW 2022-07-09 1302 RM9A 599 30 W3MA 599 08
QSO: 21020 CW 2022-07-09 1303 RM9A 599 30 AA0O 599 08
QSO: 21020 CW 2022-07-09 1303 RM9A 599 30 DS1TRU 599 44
QSO: 21020 CW 2022-07-09 1304 RM9A 599 30 SN7O 599 28
QSO: 21006 CW 2022-07-09 1304 RM9A 599 30 LN2HQ 599 NRRL
QSO: 21020 CW 2022-07-09 1304 RM9A 599 30 RC1TB 599 29
QSO: 21044 CW 2022-07-09 1305 RM9A 599 30 K5NA 599 07
QSO: 21029 CW 2022-07-09 1305 RM9A 599 30 OY1CT 599 FRA
QSO: 21020 CW 2022-07-09 1305 RM9A 599 30 S50HQ 599 ZRS
QSO: 21020 CW 2022-07-09 1305 RM9A 599 30 JH1EAQ 599 45
QSO: 21020 CW 2022-07-09 1306 RM9A 599 30 RK9UE 599 31
QSO: 21056 CW 2022-07-09 1306 RM9A 599 30 WP3C 599 11
QSO: 21020 CW 2022-07-09 1306 RM9A 599 30 JA8KSW/1 599 45
QSO: 21047 CW 2022-07-09 1306 RM9A 599 30 E7HQ 599 BA
QSO: 21020 CW 2022-07-09 1307 RM9A 599 30 R3ZZ 599 29
QSO: 21020 CW 2022-07-09 1307 RM9A 599 30 JA9CWJ 599 45
QSO: 21028 CW 2022-07-09 1307 RM9A 599 30 4K6FO 599 29
QSO: 21020 CW 2022-07-09 1307 RM9A 599 30 OK1VK 599 28
QSO: 21020 CW 2022-07-09 1307 RM9A 599 30 BD7DT 599 44
QSO: 21004 CW 2022-07-09 1307 RM9A 599 30 JH4UYB 599 45
QSO: 21020 CW 2022-07-09 1308 RM9A 599 30 WA9AQN 599 08
QSO: 21041 CW 2022-07-09 1308 RM9A 599 30 UA6LCN 599 29
QSO: 21020 CW 2022-07-09 1308 RM9A 599 30 PU2USK 599 15
QSO: 21020 CW 2022-07-09 1309 RM9A 599 30 R9XS 599 20
QSO: 21011 CW 2022-07-09 1309 RM9A 599 30 S53MM 599 28
QSO: 21020 CW 2022-07-09 1309 RM9A 599 30 BH8OCW 599 43
QSO: 21012 CW 2022-07-09 1309 RM9A 599 30 OG2P 599 18
QSO: 21020 CW 2022-07-09 1309 RM9A 599 30 RJ2T 599 29
QSO: 21019 CW 2022-07-09 1309 RM9A 599 30 N1UR 599 08
QSO: 21020 CW 2022-07-09 1310 RM9A 599 30 JM8GJB 599 45
QSO: 21020 CW 2022-07-09 1310 RM9A 599 30 WA1FCN 599 08
QSO: 21013 CW 2022-07-09 1310 RM9A 599 30 K5WA 599 07
QSO: 21006 CW 2022-07-09 1310 RM9A 599 30 W1QK 599 08
QSO: 21025 CW 2022-07-09 1311 RM9A 599 30 VE3CT 599 04
QSO: 21025 CW 2022-07-09 1312 RM9A 599 30 N3AD 599 08
QSO: 21020 CW 2022-07-09 1312 RM9A 599 30 UA6CC 599 29
QSO: 21018 CW 2022-07-09 1312 RM9A 599 30 R2AA 599 29
QSO: 21014 CW 2022-07-09 1312 RM9A 599 30 VE9HF 599 09
QSO: 21020 CW 2022-07-09 1313 RM9A 599 30 HB7X 599 28
QSO: 21020 CW 2022-07-09 1313 RM9A 599 30 DL4ME 599 28
QSO: 21020 CW 2022-07-09 1313 RM9A 599 30 RN6MA 599 29
QSO: 21033 CW 2022-07-09 1313 RM9A 599 30 K1RU 599 08
QSO: 21021 CW 2022-07-09 1313 RM9A 599 30 N3RD 599 08
QSO: 21020 CW 2022-07-09 1314 RM9A 599 30 VE4EA 599 03
QSO: 21020 CW 2022-07-09 1314 RM9A 599 30 N8PW 599 08
QSO: 21021 CW 2022-07-09 1314 RM9A 599 30 EW5A 599 29
QSO: 21024 CW 2022-07-09 1314 RM9A 599 30 N9RV 599 06
QSO: 21020 CW 2022-07-09 1315 RM9A 599 30 RU1A 599 29
QSO: 21020 CW 2022-07-09 1315 RM9A 599 30 WA8KAN 599 08
QSO: 21020 CW 2022-07-09 1316 RM9A 599 30 D0AG 599 29
QSO: 21020 CW 2022-07-09 1316 RM9A 599 30 BY3CQ 599 44
QSO: 21020 CW 2022-07-09 1317 RM9A 599 30 KD9MS 599 08
QSO: 21020 CW 2022-07-09 1317 RM9A 599 30 ON5AM 599 27
QSO: 21020 CW 2022-07-09 1317 RM9A 599 30 WT2J 599 08
QSO: 21020 CW 2022-07-09 1317 RM9A 599 30 K5ME 599 07
QSO: 21020 CW 2022-07-09 1319 RM9A 599 30 W0ECC 599 07
QSO: 21026 CW 2022-07-09 1319 RM9A 599 30 OK2EA 599 28
QSO: 21022 CW 2022-07-09 1319 RM9A 599 30 HG0HQ 599 MRASZ
QSO: 21020 CW 2022-07-09 1319 RM9A 599 30 W3KB 599 08
QSO: 21030 CW 2022-07-09 1319 RM9A 599 30 OK3C 599 28
QSO: 21020 CW 2022-07-09 1319 RM9A 599 30 UA4FDL 599 29
QSO: 21020 CW 2022-07-09 1320 RM9A 599 30 YB1NWP 599 54
QSO: 21020 CW 2022-07-09 1321 RM9A 599 30 AB9YC 599 08
QSO: 21004 CW 2022-07-09 1321 RM9A 599 30 W0UA 599 07
QSO: 21034 CW 2022-07-09 1321 RM9A 599 30 UF5A 599 29
QSO: 21020 CW 2022-07-09 1321 RM9A 599 30 NF3R 599 08
QSO: 21020 CW 2022-07-09 1321 RM9A 599 30 RA4L 599 29
QSO: 21035 CW 2022-07-09 1322 RM9A 599 30 DL5YM 599 28
QSO: 21027 CW 2022-07-09 1322 RM9A 599 30 K3WW 599 08
QSO: 21043 CW 2022-07-09 1322 RM9A 599 30 JR2GRX 599 45
QSO: 21020 CW 2022-07-09 1322 RM9A 599 30 RA3AN 599 29
QSO: 21020 CW 2022-07-09 1322 RM9A 599 30 N4AO 599 08
QSO: 21020 CW 2022-07-09 1323 RM9A 599 30 HS8HEX 599 49
QSO: 21044 CW 2022-07-09 1324 RM9A 599 30 RM2U 599 29
QSO: 21020 CW 2022-07-09 1324 RM9A 599 30 RL5A 599 29
QSO: 21020 CW 2022-07-09 1324 RM9A 599 30 JA2KKA 599 45
QSO: 21042 CW 2022-07-09 1324 RM9A 599 30 K1ESE 599 08
QSO: 21046 CW 2022-07-09 1324 RM9A 599 30 DL3JAN 599 28
QSO: 21020 CW 2022-07-09 1325 RM9A 599 30 UN8GA 599 31
QSO: 21059 CW 2022-07-09 1325 RM9A 599 30 N1SNB 599 08
QSO: 21020 CW 2022-07-09 1325 RM9A 599 30 JM4WUZ 599 45
QSO: 21045 CW 2022-07-09 1326 RM9A 599 30 WT2P 599 08
QSO: 21007 CW 2022-07-09 1326 RM9A 599 30 K1IMI 599 08
QSO: 21047 CW 2022-07-09 1326 RM9A 599 30 YC9FAR 599 54
QSO: 21020 CW 2022-07-09 1326 RM9A 599 30 JA5NSR 599 45
QSO: 21034 CW 2022-07-09 1327 RM9A 599 30 N5RZ 599 07
QSO: 21020 CW 2022-07-09 1327 RM9A 599 30 DL0SOP 599 28
QSO: 21048 CW 2022-07-09 1327 RM9A 599 30 HG8A 599 28
QSO: 21020 CW 2022-07-09 1328 RM9A 599 30 R4SO 599 29
QSO: 21034 CW 2022-07-09 1328 RM9A 599 30 KR2AA 599 08
QSO: 21020 CW 2022-07-09 1328 RM9A 599 30 JE3VRJ 599 45
QSO: 21020 CW 2022-07-09 1328 RM9A 599 30 LZ1QZ 599 28
QSO: 21020 CW 2022-07-09 1329 RM9A 599 30 JA2OZM 599 45
QSO: 21020 CW 2022-07-09 1329 RM9A 599 30 UA6LCJ 599 29
QSO: 21020 CW 2022-07-09 1329 RM9A 599 30 RN3S 599 29
QSO: 21052 CW 2022-07-09 1329 RM9A 599 30 EA6BF 599 37
QSO: 21014 CW 2022-07-09 1329 RM9A 599 30 UA0QN 599 23
QSO: 21020 CW 2022-07-09 1330 RM9A 599 30 WA5LFD 599 07
QSO: 21051 CW 2022-07-09 1330 RM9A 599 30 AD5A 599 07
QSO: 21020 CW 2022-07-09 1330 RM9A 599 30 K5AX 599 08
QSO: 21020 CW 2022-07-09 1330 RM9A 599 30 NO5W 599 07
QSO: 21020 CW 2022-07-09 1330 RM9A 599 30 JR2PMT 599 45
QSO: 21050 CW 2022-07-09 1330 RM9A 599 30 IR2L 599 28
QSO: 21020 CW 2022-07-09 1331 RM9A 599 30 UA9XL 599 20
QSO: 21044 CW 2022-07-09 1331 RM9A 599 30 DL3GA 599 28
QSO: 21020 CW 2022-07-09 1331 RM9A 599 30 RA3YDA 599 29
QSO: 21020 CW 2022-07-09 1332 RM9A 599 30 UN4Q 599 31
QSO: 21020 CW 2022-07-09 1332 RM9A 599 30 N8BJQ 599 08
QSO: 21020 CW 2022-07-09 1332 RM9A 599 30 IR4K 599 28
QSO: 21020 CW 2022-07-09 1332 RM9A 599 30 HS8KAY 599 49
QSO: 21020 CW 2022-07-09 1333 RM9A 599 30 SP6DHH 599 28
QSO: 21020 CW 2022-07-09 1333 RM9A 599 30 R7KX 599 29
QSO: 21020 CW 2022-07-09 1334 RM9A 599 30 JJ1XBQ 599 45
QSO: 21020 CW 2022-07-09 1334 RM9A 599 30 BY1OK 599 44
QSO: 21033 CW 2022-07-09 1334 RM9A 599 30 VU2NXM 599 41
QSO: 21020 CW 2022-07-09 1334 RM9A 599 30 JG6JAV 599 45
QSO: 21009 CW 2022-07-09 1334 RM9A 599 30 PW2D 599 15
QSO: 21020 CW 2022-07-09 1334 RM9A 599 30 IR4X 599 28
QSO: 21020 CW 2022-07-09 1335 RM9A 599 30 W0UY 599 07
QSO: 21020 CW 2022-07-09 1335 RM9A 599 30 KM5G 599 07
QSO: 21003 CW 2022-07-09 1335 RM9A 599 30 LZ0HQ 599 BFRA
QSO: 21020 CW 2022-07-09 1335 RM9A 599 30 RU9I 599 31
QSO: 21020 CW 2022-07-09 1336 RM9A 599 30 M1X 599 27
QSO: 21020 CW 2022-07-09 1336 RM9A 599 30 RW5CW 599 29
QSO: 21020 CW 2022-07-09 1336 RM9A 599 30 DL1VJL 599 28
QSO: 21009 CW 2022-07-09 1336 RM9A 599 30 OZ1HQ 599 EDR
QSO: 21020 CW 2022-07-09 1336 RM9A 599 30 R7MM 599 29
QSO: 21026 CW 2022-07-09 1337 RM9A 599 30 UA0DAR 599 33
QSO: 21020 CW 2022-07-09 1337 RM9A 599 30 RT4M 599 29
QSO: 21020 CW 2022-07-09 1337 RM9A 599 30 HL3AMO 599 44
QSO: 21020 CW 2022-07-09 1339 RM9A 599 30 RM8Y 599 31
QSO: 21020 CW 2022-07-09 1339 RM9A 599 30 KG4W 599 08
QSO: 21020 CW 2022-07-09 1339 RM9A 599 30 DL5ST 599 28
QSO: 21020 CW 2022-07-09 1340 RM9A 599 30 K4FN 599 08
QSO: 21001 CW 2022-07-09 1340 RM9A 599 30 OH2HQ 599 SRAL
QSO: 21026 CW 2022-07-09 1340 RM9A 599 30 SO3O 599 28
QSO: 21020 CW 2022-07-09 1341 RM9A 599 30 WB8DTT 599 08
QSO: 21020 CW 2022-07-09 1341 RM9A 599 30 IK1PMR 599 28
QSO: 21022 CW 2022-07-09 1341 RM9A 599 30 VX3AT 599 04
QSO: 21020 CW 2022-07-09 1342 RM9A 599 30 R0RG 599 32
QSO: 21058 CW 2022-07-09 1342 RM9A 599 30 N2IC 599 07
QSO: 21020 CW 2022-07-09 1342 RM9A 599 30 RA3Y 599 29
QSO: 21020 CW 2022-07-09 1342 RM9A 599 30 RA3BQ 599 29
QSO: 21020 CW 2022-07-09 1342 RM9A 599 30 R3VL 599 29
QSO: 21020 CW 2022-07-09 1343 RM9A 599 30 JA1SCE 599 45
QSO: 21009 CW 2022-07-09 1343 RM9A 599 30 K8AZ 599 08
