START-OF-LOG: 3.0
CONTEST: IARU-HF
CALLSIGN: RM9A
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
OPERATORS: RG9A RA9AA R8AEC RL9A RK9A UC9A R9CM RO9A RN9A R8AGQ
CREATED-BY: N1MM LOGGER+ 1.0.9606.0
HQ-CATEGORY: Multioperator, Single Transmitter, High Power
HQ-GRID-LOCATOR: MO05TK
QSO: 28011 CW 2022-07-09 1200 RM9A 599 30 E2WRTC 599 49
QSO: 28020 CW 2022-07-09 1201 RM9A 599 30 RV9UP 599 31
QSO: 28011 CW 2022-07-09 1201 RM9A 599 30 UB8A 599 30
QSO: 28023 CW 2022-07-09 1202 RM9A 599 30 GR2HQ 599 RSGB
QSO: 28027 CW 2022-07-09 1202 RM9A 599 30 RD0A 599 32
QSO: 28009 CW 2022-07-09 1202 RM9A 599 30 PA3AAV 599 27
QSO: 28011 CW 2022-07-09 1203 RM9A 599 30 UN4Q 599 31
QSO: 28010 CW 2022-07-09 1204 RM9A 599 30 PC3T 599 27
QSO: 28030 CW 2022-07-09 1204 RM9A 599 30 SN0HQ 599 PZK
QSO: 28026 CW 2022-07-09 1207 RM9A 599 30 RA9P 599 31
QSO: 21020 CW 2022-07-09 1211 RM9A 599 30 VR2CO 599 44
QSO: 21002 CW 2022-07-09 1211 RM9A 599 30 RA9P 599 31
QSO: 21020 CW 2022-07-09 1212 RM9A 599 30 OG7F 599 18
QSO: 21020 CW 2022-07-09 1212 RM9A 599 30 JI1RXQ 599 45
QSO: 21006 CW 2022-07-09 1212 RM9A 599 30 B4HQ 599 CRAC
QSO: 21020 CW 2022-07-09 1213 RM9A 599 30 BI8CZM 599 43
QSO: 21019 CW 2022-07-09 1213 RM9A 599 30 IR2M 599 28
QSO: 21020 CW 2022-07-09 1213 RM9A 599 30 DJ3XD 599 28
QSO: 21051 CW 2022-07-09 1214 RM9A 599 30 RL9L 599 30
QSO: 21053 CW 2022-07-09 1214 RM9A 599 30 8N6HQ 599 JARL
QSO: 21020 CW 2022-07-09 1214 RM9A 599 30 BY1RX 599 44
QSO: 21011 CW 2022-07-09 1214 RM9A 599 30 UA0QNV 599 23
QSO: 21020 CW 2022-07-09 1214 RM9A 599 30 EW8OM 599 29
QSO: 21042 CW 2022-07-09 1215 RM9A 599 30 VE3EJ 599 04
QSO: 21049 CW 2022-07-09 1215 RM9A 599 30 LT4RCA 599 RCA
QSO: 21020 CW 2022-07-09 1215 RM9A 599 30 PY2XC 599 15
QSO: 21020 CW 2022-07-09 1215 RM9A 599 30 PY2KC 599 15
QSO: 21020 CW 2022-07-09 1215 RM9A 599 30 UY4MK 599 29
QSO: 21020 CW 2022-07-09 1216 RM9A 599 30 PY2FSR 599 15
QSO: 21044 CW 2022-07-09 1216 RM9A 599 30 R8OM 599 31
QSO: 21044 CW 2022-07-09 1216 RM9A 599 30 PI4CC 599 27
QSO: 21034 CW 2022-07-09 1217 RM9A 599 30 9N7AA 599 42
QSO: 21020 CW 2022-07-09 1217 RM9A 599 30 HL1VAU 599 44
QSO: 21020 CW 2022-07-09 1217 RM9A 599 30 UB8A 599 30
QSO: 21045 CW 2022-07-09 1217 RM9A 599 30 NP2X 599 11
QSO: 21020 CW 2022-07-09 1218 RM9A 599 30 JF1LMB 599 45
QSO: 21039 CW 2022-07-09 1218 RM9A 599 30 HZ0HQ 599 SARS
QSO: 21020 CW 2022-07-09 1218 RM9A 599 30 RC9J 599 21
QSO: 21041 CW 2022-07-09 1219 RM9A 599 30 W0CG 599 07
QSO: 21029 CW 2022-07-09 1219 RM9A 599 30 R6HQ 599 SRR
QSO: 21020 CW 2022-07-09 1219 RM9A 599 30 JN1THL 599 45
QSO: 21041 CW 2022-07-09 1219 RM9A 599 30 EA2W 599 37
QSO: 21020 CW 2022-07-09 1219 RM9A 599 30 JA8RWU 599 45
QSO: 21007 CW 2022-07-09 1219 RM9A 599 30 EF4HQ 599 URE
QSO: 21054 CW 2022-07-09 1219 RM9A 599 30 VE9AA 599 09
QSO: 21020 CW 2022-07-09 1220 RM9A 599 30 JG2RFJ 599 45
QSO: 21040 CW 2022-07-09 1220 RM9A 599 30 PA6HQ 599 VERON
QSO: 21020 CW 2022-07-09 1220 RM9A 599 30 RT5P 599 29
QSO: 21039 CW 2022-07-09 1220 RM9A 599 30 WW4LL 599 08
QSO: 21051 CW 2022-07-09 1221 RM9A 599 30 N4UU 599 08
QSO: 21023 CW 2022-07-09 1221 RM9A 599 30 CX1AA 599 RCU
QSO: 21020 CW 2022-07-09 1221 RM9A 599 30 IZ3ETC 599 28
QSO: 21036 CW 2022-07-09 1222 RM9A 599 30 K5GN 599 07
QSO: 21025 CW 2022-07-09 1222 RM9A 599 30 YD2UWF 599 54
QSO: 21005 CW 2022-07-09 1222 RM9A 599 30 DX0HQ 599 PARA
QSO: 21047 CW 2022-07-09 1223 RM9A 599 30 E2HQ 599 RAST
QSO: 21020 CW 2022-07-09 1223 RM9A 599 30 PU2UAF 599 15
QSO: 21020 CW 2022-07-09 1223 RM9A 599 30 RG0A 599 32
QSO: 21034 CW 2022-07-09 1224 RM9A 599 30 MD2C 599 27
QSO: 21020 CW 2022-07-09 1224 RM9A 599 30 N4XL 599 08
QSO: 21024 CW 2022-07-09 1224 RM9A 599 30 JU1HQ 599 MRSF
QSO: 21020 CW 2022-07-09 1225 RM9A 599 30 YD9WFT 599 51
QSO: 21002 CW 2022-07-09 1225 RM9A 599 30 VE3JM 599 04
QSO: 21020 CW 2022-07-09 1225 RM9A 599 30 UA4M 599 29
QSO: 21020 CW 2022-07-09 1225 RM9A 599 30 BH7JUO 599 44
QSO: 21003 CW 2022-07-09 1225 RM9A 599 30 W1AW/3 599 ARRL
QSO: 21020 CW 2022-07-09 1226 RM9A 599 30 BG6TVZ 599 44
QSO: 21004 CW 2022-07-09 1226 RM9A 599 30 KB1W 599 08
QSO: 21037 CW 2022-07-09 1226 RM9A 599 30 9A0HQ 599 HRS
QSO: 21020 CW 2022-07-09 1226 RM9A 599 30 HB9CGL 599 28
QSO: 21006 CW 2022-07-09 1227 RM9A 599 30 K1MK 599 08
QSO: 21020 CW 2022-07-09 1227 RM9A 599 30 K4AD 599 08
QSO: 21020 CW 2022-07-09 1228 RM9A 599 30 DL2MM 599 28
QSO: 21030 CW 2022-07-09 1228 RM9A 599 30 SN0HQ 599 PZK
QSO: 21020 CW 2022-07-09 1228 RM9A 599 30 WO1N 599 08
QSO: 21033 CW 2022-07-09 1229 RM9A 599 30 Z30HQ 599 RSM
QSO: 21020 CW 2022-07-09 1229 RM9A 599 30 PY4ARS 599 15
QSO: 21020 CW 2022-07-09 1229 RM9A 599 30 PY5IQ 599 15
QSO: 21027 CW 2022-07-09 1230 RM9A 599 30 KQ2M 599 08
QSO: 21021 CW 2022-07-09 1230 RM9A 599 30 AT1HQ 599 ARSI
QSO: 21020 CW 2022-07-09 1230 RM9A 599 30 IZ5MKA 599 28
QSO: 21024 CW 2022-07-09 1230 RM9A 599 30 EA6FO 599 37
QSO: 21025 CW 2022-07-09 1230 RM9A 599 30 K5ZD 599 08
QSO: 21020 CW 2022-07-09 1230 RM9A 599 30 RD0A 599 32
QSO: 21020 CW 2022-07-09 1231 RM9A 599 30 UN7FW 599 31
QSO: 21060 CW 2022-07-09 1232 RM9A 599 30 LU3DK 599 14
QSO: 21020 CW 2022-07-09 1232 RM9A 599 30 WO4O 599 08
QSO: 21033 CW 2022-07-09 1232 RM9A 599 30 RM9I 599 31
QSO: 21020 CW 2022-07-09 1232 RM9A 599 30 KP2B 599 11
QSO: 21020 CW 2022-07-09 1232 RM9A 599 30 N2NC 599 08
QSO: 21034 CW 2022-07-09 1232 RM9A 599 30 K1GQ 599 08
QSO: 21020 CW 2022-07-09 1233 RM9A 599 30 WB4TDH 599 08
QSO: 21020 CW 2022-07-09 1233 RM9A 599 30 UA3RF 599 29
QSO: 21044 CW 2022-07-09 1234 RM9A 599 30 K3AJ 599 08
QSO: 21023 CW 2022-07-09 1235 RM9A 599 30 GR2HQ 599 RSGB
QSO: 21002 CW 2022-07-09 1235 RM9A 599 30 4X6FR 599 39
QSO: 21052 CW 2022-07-09 1236 RM9A 599 30 UA9MA 599 30
QSO: 21020 CW 2022-07-09 1236 RM9A 599 30 K4KYN 599 08
QSO: 21004 CW 2022-07-09 1236 RM9A 599 30 E2WRTC 599 49
QSO: 21056 CW 2022-07-09 1236 RM9A 599 30 NV9L 599 08
QSO: 21020 CW 2022-07-09 1237 RM9A 599 30 N3AM 599 08
QSO: 21041 CW 2022-07-09 1237 RM9A 599 30 K0ZR 599 08
QSO: 21020 CW 2022-07-09 1237 RM9A 599 30 RA9P 599 31
QSO: 21058 CW 2022-07-09 1237 RM9A 599 30 ZZ7A 599 13
QSO: 21020 CW 2022-07-09 1238 RM9A 599 30 VE3NZ 599 04
QSO: 21020 CW 2022-07-09 1238 RM9A 599 30 VE3MV 599 04
QSO: 21020 CW 2022-07-09 1238 RM9A 599 30 RA9MX 599 30
QSO: 21020 CW 2022-07-09 1238 RM9A 599 30 I2WIJ 599 28
QSO: 21049 CW 2022-07-09 1240 RM9A 599 30 JH4UTP 599 45
QSO: 21032 CW 2022-07-09 1240 RM9A 599 30 DA0HQ 599 DARC
QSO: 21020 CW 2022-07-09 1241 RM9A 599 30 YB1IQE 599 54
QSO: 21020 CW 2022-07-09 1241 RM9A 599 30 N2AA 599 08
QSO: 21020 CW 2022-07-09 1241 RM9A 599 30 YO4AAC 599 28
QSO: 21020 CW 2022-07-09 1241 RM9A 599 30 HL2KV 599 44
QSO: 21035 CW 2022-07-09 1242 RM9A 599 30 JA6GCE 599 45
QSO: 21006 CW 2022-07-09 1242 RM9A 599 30 K5TR 599 07
QSO: 21020 CW 2022-07-09 1242 RM9A 599 30 OK1DOL 599 28
QSO: 21020 CW 2022-07-09 1242 RM9A 599 30 YO3FF 599 28
QSO: 21039 CW 2022-07-09 1243 RM9A 599 30 MM9I 599 27
QSO: 21020 CW 2022-07-09 1243 RM9A 599 30 GM5M 599 27
QSO: 21020 CW 2022-07-09 1243 RM9A 599 30 DX3H 599 50
QSO: 21001 CW 2022-07-09 1243 RM9A 599 30 K1LZ 599 08
QSO: 21020 CW 2022-07-09 1243 RM9A 599 30 UB0AZR 599 32
QSO: 21004 CW 2022-07-09 1243 RM9A 599 30 K1JB 599 08
QSO: 21005 CW 2022-07-09 1244 RM9A 599 30 NY3A 599 08
QSO: 21042 CW 2022-07-09 1244 RM9A 599 30 TF3D 599 17
QSO: 21020 CW 2022-07-09 1244 RM9A 599 30 K2SX 599 08
QSO: 21020 CW 2022-07-09 1245 RM9A 599 30 KB4GYT 599 08
QSO: 21011 CW 2022-07-09 1245 RM9A 599 30 K4ZW 599 08
