START-OF-LOG: 3.0
CONTEST: IARU-HF
CALLSIGN: Z30HQ
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-STATION: HQ
OPERATORS: Z31NA Z31RM Z31RQ Z32ID Z32TW Z32U Z33C Z35F Z35T Z35W Z30A
CREATED-BY: DXLOG.NET V2.5.36
HQ-CATEGORY: IARU Headquarters Station
HQ-GRID-LOCATOR: KN01RX
QSO: 21000 CW 2022-07-09 1206 Z30HQ 599 RSM OK2BOB 599 28 0
QSO: 21000 CW 2022-07-09 1209 Z30HQ 599 RSM IO9A 599 28 0
QSO: 21000 CW 2022-07-09 1209 Z30HQ 599 RSM DM3ZM 599 28 0
QSO: 21000 CW 2022-07-09 1209 Z30HQ 599 RSM EF4HQ 599 URE 0
QSO: 21000 CW 2022-07-09 1210 Z30HQ 599 RSM RM2T 599 29 0
QSO: 21000 CW 2022-07-09 1210 Z30HQ 599 RSM OR4K 599 27 0
QSO: 21000 CW 2022-07-09 1210 Z30HQ 599 RSM DA2W 599 28 0
QSO: 21000 CW 2022-07-09 1210 Z30HQ 599 RSM EW8OM 599 29 0
QSO: 21000 CW 2022-07-09 1211 Z30HQ 599 RSM K4YJ 599 08 0
QSO: 21000 CW 2022-07-09 1211 Z30HQ 599 RSM OK1FHI 599 28 0
QSO: 28000 CW 2022-07-09 1211 Z30HQ 599 RSM YR0HQ 599 FRR 0
QSO: 21000 CW 2022-07-09 1212 Z30HQ 599 RSM OK1GS 599 28 0
QSO: 21000 CW 2022-07-09 1212 Z30HQ 599 RSM IZ1PKV 599 28 0
QSO: 21000 CW 2022-07-09 1212 Z30HQ 599 RSM DK7HA 599 28 0
QSO: 21000 CW 2022-07-09 1213 Z30HQ 599 RSM SP7CF 599 28 0
QSO: 21000 CW 2022-07-09 1213 Z30HQ 599 RSM NP2X 599 11 0
QSO: 21000 CW 2022-07-09 1213 Z30HQ 599 RSM HG5D 599 28 0
QSO: 21000 CW 2022-07-09 1213 Z30HQ 599 RSM I1NVU 599 28 0
QSO: 28000 CW 2022-07-09 1213 Z30HQ 599 RSM DL5YM 599 28 0
QSO: 21000 CW 2022-07-09 1214 Z30HQ 599 RSM UA4M 599 29 0
QSO: 21000 CW 2022-07-09 1214 Z30HQ 599 RSM DL3JAN 599 28 0
QSO: 21000 CW 2022-07-09 1214 Z30HQ 599 RSM DK3WE 599 28 0
QSO: 21000 CW 2022-07-09 1215 Z30HQ 599 RSM DL9SUD 599 28 0
QSO: 21000 CW 2022-07-09 1215 Z30HQ 599 RSM IV3FPX 599 28 0
QSO: 21000 CW 2022-07-09 1216 Z30HQ 599 RSM RT5P 599 29 0
QSO: 21000 CW 2022-07-09 1216 Z30HQ 599 RSM RD0A 599 32 0
QSO: 28000 CW 2022-07-09 1217 Z30HQ 599 RSM PA4B 599 27 0
QSO: 21000 CW 2022-07-09 1217 Z30HQ 599 RSM DL2TM 599 28 0
QSO: 21000 CW 2022-07-09 1217 Z30HQ 599 RSM RV3ML 599 29 0
QSO: 21000 CW 2022-07-09 1217 Z30HQ 599 RSM IZ4DYX 599 28 0
QSO: 14000 CW 2022-07-09 1218 Z30HQ 599 RSM SN0HQ 599 PZK 0
QSO: 21000 CW 2022-07-09 1218 Z30HQ 599 RSM K0ZR 599 08 0
QSO: 14000 CW 2022-07-09 1219 Z30HQ 599 RSM RA1TU 599 29 0
QSO: 21000 CW 2022-07-09 1219 Z30HQ 599 RSM SP1NY 599 28 0
QSO: 28000 CW 2022-07-09 1219 Z30HQ 599 RSM IK0NOJ 599 28 0
QSO: 14000 CW 2022-07-09 1219 Z30HQ 599 RSM RA3AN 599 29 0
QSO: 21000 CW 2022-07-09 1219 Z30HQ 599 RSM HA6NW 599 28 0
QSO: 21000 CW 2022-07-09 1220 Z30HQ 599 RSM IO3F 599 28 0
QSO: 21000 CW 2022-07-09 1220 Z30HQ 599 RSM UA4M 599 29 0
QSO: 21000 CW 2022-07-09 1220 Z30HQ 599 RSM DM7W 599 28 0
QSO: 28000 CW 2022-07-09 1221 Z30HQ 599 RSM ON4CT 599 27 0
QSO: 21000 CW 2022-07-09 1221 Z30HQ 599 RSM M0URL 599 27 0
QSO: 14212 PH 2022-07-09 1221 Z30HQ 59 RSM DJ0BS 59 28 0
QSO: 14000 CW 2022-07-09 1221 Z30HQ 599 RSM HA7UI 599 28 0
QSO: 14000 CW 2022-07-09 1221 Z30HQ 599 RSM RA3AN 599 29 0
QSO: 21000 CW 2022-07-09 1221 Z30HQ 599 RSM SM5DXR 599 18 0
QSO: 14212 PH 2022-07-09 1221 Z30HQ 59 RSM SQ9SBI 59 28 0
QSO: 14000 CW 2022-07-09 1222 Z30HQ 599 RSM SP2GMA 599 28 0
QSO: 14212 PH 2022-07-09 1222 Z30HQ 59 RSM SP9DTE 59 28 0
QSO: 21000 CW 2022-07-09 1222 Z30HQ 599 RSM DJ1PQ 599 28 0
QSO: 14000 CW 2022-07-09 1222 Z30HQ 599 RSM HA2W 599 28 0
QSO: 14212 PH 2022-07-09 1222 Z30HQ 59 RSM 9A0HQ 59 HRS 0
QSO: 14212 PH 2022-07-09 1222 Z30HQ 59 RSM YO6BLM 59 28 0
QSO: 14212 PH 2022-07-09 1223 Z30HQ 59 RSM SP4SHD 59 28 0
QSO: 14000 CW 2022-07-09 1223 Z30HQ 599 RSM PA7LV 599 27 0
QSO: 14000 CW 2022-07-09 1223 Z30HQ 599 RSM SM7W 599 18 0
QSO: 14212 PH 2022-07-09 1223 Z30HQ 59 RSM IK3OYY 59 28 0
QSO: 21000 CW 2022-07-09 1223 Z30HQ 599 RSM JA8FXO 599 45 0
QSO: 14000 CW 2022-07-09 1224 Z30HQ 599 RSM HA5GY 599 28 0
QSO: 21000 CW 2022-07-09 1224 Z30HQ 599 RSM W4WF 599 08 0
QSO: 21000 CW 2022-07-09 1224 Z30HQ 599 RSM DJ7UC 599 28 0
QSO: 14000 CW 2022-07-09 1224 Z30HQ 599 RSM R2XM 599 29 0
QSO: 21000 CW 2022-07-09 1224 Z30HQ 599 RSM F4VSD 599 27 0
QSO: 14212 PH 2022-07-09 1225 Z30HQ 59 RSM DM2BR 59 28 0
QSO: 14000 CW 2022-07-09 1225 Z30HQ 599 RSM HG4I 599 28 0
QSO: 21000 CW 2022-07-09 1225 Z30HQ 599 RSM SN0HQ 599 PZK 0
QSO: 14212 PH 2022-07-09 1225 Z30HQ 59 RSM PD3MR 59 27 0
QSO: 21000 CW 2022-07-09 1225 Z30HQ 599 RSM R5FP 599 29 0
QSO: 14000 CW 2022-07-09 1226 Z30HQ 599 RSM R4HQ 599 SRR 0
QSO: 21000 CW 2022-07-09 1226 Z30HQ 599 RSM RA3VX 599 29 0
QSO: 14212 PH 2022-07-09 1226 Z30HQ 59 RSM YR0HQ 59 FRR 0
QSO: 14000 CW 2022-07-09 1226 Z30HQ 599 RSM UA6CC 599 29 0
QSO: 21000 CW 2022-07-09 1226 Z30HQ 599 RSM Z33F 599 28 0
QSO: 14212 PH 2022-07-09 1226 Z30HQ 59 RSM UA9CUA 59 30 0
QSO: 28000 CW 2022-07-09 1226 Z30HQ 599 RSM R6HQ 599 SRR 0
QSO: 14000 CW 2022-07-09 1226 Z30HQ 599 RSM TM0HQ 599 REF 0
QSO: 14000 CW 2022-07-09 1227 Z30HQ 599 RSM OE3OPW 599 28 0
QSO: 21000 CW 2022-07-09 1227 Z30HQ 599 RSM OL5Y 599 28 0
QSO: 14000 CW 2022-07-09 1227 Z30HQ 599 RSM UR7MZ 599 29 0
QSO: 14212 PH 2022-07-09 1227 Z30HQ 59 RSM SP5GNI 59 28 0
QSO: 14212 PH 2022-07-09 1228 Z30HQ 59 RSM YO6DBL 59 28 0
QSO: 14000 CW 2022-07-09 1228 Z30HQ 599 RSM HA2NEP 599 28 0
QSO: 21000 CW 2022-07-09 1228 Z30HQ 599 RSM K3AJ 599 08 0
QSO: 14000 CW 2022-07-09 1229 Z30HQ 599 RSM OH3GGQ 599 18 0
QSO: 14000 CW 2022-07-09 1229 Z30HQ 599 RSM OG7Z 599 18 0
QSO: 28000 CW 2022-07-09 1229 Z30HQ 599 RSM DM3CW 599 28 0
QSO: 14212 PH 2022-07-09 1229 Z30HQ 59 RSM F4HQO 59 27 0
QSO: 14000 CW 2022-07-09 1229 Z30HQ 599 RSM HG6C 599 28 0
QSO: 14212 PH 2022-07-09 1230 Z30HQ 59 RSM OK2DIK 59 28 0
QSO: 14212 PH 2022-07-09 1230 Z30HQ 59 RSM DH9DX/P 59 28 0
QSO: 14000 CW 2022-07-09 1230 Z30HQ 599 RSM DM5MA 599 28 0
QSO: 14212 PH 2022-07-09 1230 Z30HQ 59 RSM DM5B 59 28 0
QSO: 14212 PH 2022-07-09 1230 Z30HQ 59 RSM DL4DBM 59 28 0
QSO: 21000 CW 2022-07-09 1231 Z30HQ 599 RSM PA3EEG 599 27 0
QSO: 14212 PH 2022-07-09 1231 Z30HQ 59 RSM SP7JS 59 28 0
QSO: 14000 CW 2022-07-09 1231 Z30HQ 599 RSM OE8GBK 599 28 0
QSO: 14212 PH 2022-07-09 1231 Z30HQ 59 RSM DL0RM 59 28 0
