START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: WS9M
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WS9M
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2018.
QSO:    50 CW 2018-06-10 1556 WS9M          FN12 WD5K          EM12
QSO:    50 CW 2018-06-10 1619 WS9M          FN13 W5GAI         EM50
QSO:    50 CW 2018-06-10 1620 WS9M          FN12 KD5J          EM45
QSO:    50 CW 2018-06-10 1630 WS9M          FN12 K2LIM         FN12
QSO:    50 PH 2018-06-10 1653 WS9M          FN12 N4OGW         EM53
QSO:    50 PH 2018-06-10 1657 WS9M          FN12 KG5MD         EM36
QSO:    50 PH 2018-06-10 1659 WS9M          FN12 W5ZN          EM45
QSO:    50 PH 2018-06-10 1749 WS9M          FN12 W5ZN          EM45
QSO:    50 PH 2018-06-10 1810 WS9M          FN12 K0SIX         EN35
QSO:    50 PH 2018-06-10 1837 WS9M          FN12 W7XU          EN13
QSO:    50 PH 2018-06-10 1846 WS9M          FN02 K2DRH         EN41
QSO:    50 CW 2018-06-10 2142 WS9M          FN12 WB4TDH        EL87
QSO:    50 CW 2018-06-10 2148 WS9M          FN12 AB9H          EN62
QSO:    50 PH 2018-06-10 2155 WS9M          FN12 K1TO          EL87
QSO:    50 PH 2018-06-10 2157 WS9M          FN12 W2FU          EN32
QSO:    50 PH 2018-06-10 2204 WS9M          FN12 WA2TMC        FN02
QSO:    50 CW 2018-06-10 2221 WS9M          FN12 K9IMM         EN52
QSO:    50 CW 2018-06-10 2317 WS9M          FN12 NF4A          EM70
QSO:    50 PH 2018-06-10 2333 WS9M          FN12 K5QE          EM31
END-OF-LOG:
