START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: K1DT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K1DT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2018.
QSO:    50 PH 2018-06-10 1307 K1DT          FN41 W3CCX         FN21
QSO:    50 PH 2018-06-10 2142 K1DT          FN41 WO4O          EL98
QSO:    50 PH 2018-06-10 2143 K1DT          FN41 N4JQQ         EM55
QSO:    50 PH 2018-06-10 2148 K1DT          FN41 K0SIX         EN35
QSO:    50 CW 2018-06-10 2151 K1DT          FN41 WB4TDH        EL87
QSO:    50 PH 2018-06-10 2156 K1DT          FN41 K1TO          EL87
QSO:    50 PH 2018-06-10 2204 K1DT          FN41 N0EO          EN37
QSO:    50 CW 2018-06-10 2221 K1DT          FN41 N4WW          EL98
QSO:    50 PH 2018-06-10 2232 K1DT          FN41 N9NB          EM97
QSO:    50 PH 2018-06-10 2235 K1DT          FN41 AA4ZZ         EM96
QSO:    50 PH 2018-06-10 2310 K1DT          FN41 N4ZY          EM56
QSO:    50 PH 2018-06-10 2331 K1DT          FN01 W5ZN          EM45
QSO:    50 CW 2018-06-11 0007 K1DT          FN41 N4BP          EL96
QSO:    50 CW 2018-06-11 0010 K1DT          FN41 N4YDU         FM06
QSO:    50 CW 2018-06-11 0014 K1DT          FN41 N4QS          EM56
QSO:    50 PH 2018-06-11 0018 K1DT          FN41 W3CP          EM74
QSO:    50 PH 2018-06-11 0021 K1DT          FN41 W2SZ          FN32
QSO:    50 PH 2018-06-11 0050 K1DT          FN41 KV5W          EM22
QSO:    50 CW 2018-06-11 0113 K1DT          FN41 NI0G          EM48
END-OF-LOG:
